"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
300	0.9972399	0.3431714	0.4585361	0.9993868	0.0284751	0.7458667	0.9287473	0.5071731	0.9453425	0.2454198
350	0.9972462	0.3448152	0.4575754	0.9994813	0.0283095	0.7458941	0.9286988	0.5071297	0.9440913	0.2456673
400	0.9972669	0.3460356	0.4571231	0.9995155	0.0282580	0.7458878	0.9286819	0.5072126	0.9436471	0.2453900
450	0.9972889	0.3468191	0.4569214	0.9995275	0.0282425	0.7458808	0.9286857	0.5073257	0.9436669	0.2449730
500	0.9973064	0.3472773	0.4568350	0.9995316	0.0282380	0.7458793	0.9286980	0.5074193	0.9438759	0.2445984
550	0.9965004	0.3652429	0.4576651	0.9993230	0.0598060	0.7207822	0.9287107	0.5074787	0.9441475	0.2436584
600	0.9960183	0.3861024	0.4623811	0.9978728	0.0886845	0.7002312	0.9287222	0.5076257	0.9450492	0.2395689
650	0.9960624	0.3970682	0.4689357	0.9955551	0.1022106	0.6922355	0.9287489	0.5080866	0.9474316	0.2336594
700	0.9962290	0.4003974	0.4743924	0.9935507	0.1076722	0.6896817	0.9288094	0.5087414	0.9507190	0.2286292
750	0.9963451	0.3999556	0.4779227	0.9922862	0.1097302	0.6889547	0.9288926	0.5093009	0.9537199	0.2255627
800	0.9963894	0.3983332	0.4798932	0.9916231	0.1104693	0.6887801	0.9289699	0.5096134	0.9557734	0.2242300
850	0.9963877	0.3967501	0.4808909	0.9913145	0.1107231	0.6887586	0.9290208	0.5096994	0.9568548	0.2239703
900	0.9963667	0.3955862	0.4813608	0.9911825	0.1108056	0.6887704	0.9290427	0.5096526	0.9572432	0.2242017
950	0.9963428	0.3948446	0.4815696	0.9911297	0.1108305	0.6887815	0.9290439	0.5095599	0.9572496	0.2245654
1000	0.9963233	0.3944137	0.4816578	0.9911096	0.1108371	0.6887856	0.9290349	0.5094720	0.9571010	0.2248942

0	0.9962807	0.3938643	0.4817442	0.9910972	0.1108449	0.6887606	0.9289988	0.5093448	0.9562200	0.2256914
50	0.9962852	0.3939001	0.4817364	0.9910976	0.1108432	0.6888107	0.9303964	0.5706216	0.8026541	0.2256035
100	0.9962875	0.3939192	0.4817014	0.9910981	0.1108269	0.6895892	0.9361657	0.6406644	0.6925188	0.2255587
150	0.9962886	0.3939460	0.4814877	0.9911018	0.1107295	0.6916236	0.9424506	0.6867477	0.6557047	0.2255353
200	0.9962896	0.3940369	0.4809474	0.9911162	0.1105081	0.6941377	0.9469210	0.7119587	0.6455950	0.2255180
250	0.9962915	0.3942576	0.4801358	0.9911468	0.1102111	0.6962843	0.9495341	0.7238189	0.6430677	0.2254885
300	0.9962955	0.3946258	0.4792468	0.9911899	0.1099211	0.6977620	0.9508844	0.7288056	0.6424788	0.2254267
350	0.9963022	0.3950954	0.4784566	0.9912360	0.1096911	0.6986439	0.9515218	0.7307482	0.6423659	0.2253210
400	0.9963112	0.3955882	0.4778508	0.9912765	0.1095339	0.6991183	0.9518024	0.7314754	0.6423765	0.2251756
450	0.9963214	0.3960349	0.4774350	0.9913073	0.1094375	0.6993540	0.9519198	0.7317515	0.6424268	0.2250077
500	0.9963314	0.3963963	0.4771731	0.9913282	0.1093834	0.6994639	0.9519676	0.7318674	0.6424924	0.2248391
550	0.9963401	0.3966632	0.4770193	0.9913412	0.1093552	0.6994943	0.9513554	0.6766049	0.7963386	0.2246879
600	0.9963472	0.3968459	0.4769471	0.9913486	0.1093480	0.6991217	0.9476620	0.5999281	0.9066702	0.2245642
650	0.9963523	0.3969554	0.4770161	0.9913510	0.1093943	0.6977629	0.9418181	0.5503032	0.9436052	0.2244706
700	0.9963558	0.3969778	0.4773515	0.9913448	0.1095423	0.6955602	0.9364216	0.5260064	0.9537932	0.2244070
750	0.9963572	0.3968721	0.4779915	0.9913248	0.1097904	0.6932347	0.9327621	0.5157143	0.9563730	0.2243763
800	0.9963562	0.3966094	0.4788222	0.9912900	0.1100802	0.6913723	0.9307306	0.5117196	0.9569974	0.2243875
850	0.9963521	0.3962094	0.4796633	0.9912465	0.1103445	0.6901435	0.9297458	0.5102527	0.9571330	0.2244492
900	0.9963450	0.3957368	0.4803753	0.9912030	0.1105455	0.6894400	0.9293110	0.5097281	0.9571332	0.2245611
950	0.9963359	0.3952685	0.4809017	0.9911664	0.1106785	0.6890779	0.9291309	0.5095357	0.9570812	0.2247098
1000	0.9963260	0.3948621	0.4812520	0.9911394	0.1107574	0.6889060	0.9290587	0.5094557	0.9570019	0.2248743

0	0.9962807	0.3938643	0.4817442	0.9910972	0.1108449	0.6887606	0.9289988	0.5093448	0.9562200	0.2256914
50	0.9960532	0.3208241	0.3697156	0.9910976	0.1108435	0.6887654	0.9290302	0.5119277	0.8973766	0.1922147
100	0.9943990	0.2665375	0.2319657	0.9910979	0.1108421	0.6888055	0.9295889	0.5255225	0.8637076	0.1623553
150	0.9924739	0.2958136	0.1467534	0.9910983	0.1108346	0.6890593	0.9311474	0.5422098	0.8580703	0.1505399
200	0.9927820	0.3659019	0.1029307	0.9910997	0.1108036	0.6896467	0.9330412	0.5539306	0.8589384	0.1420345
250	0.9944173	0.4305153	0.0822490	0.9911043	0.1107374	0.6904141	0.9345897	0.5618353	0.8607866	0.1310002
300	0.9959451	0.4742973	0.0729448	0.9911136	0.1106456	0.6911415	0.9357399	0.5690277	0.8628140	0.1193872
350	0.9969584	0.4997535	0.0688748	0.9911271	0.1105485	0.6917437	0.9367021	0.5765582	0.8646292	0.1097844
400	0.9975411	0.5133127	0.0671203	0.9911425	0.1104599	0.6922473	0.9376031	0.5838733	0.8659843	0.1030359
450	0.9978533	0.5201505	0.0663651	0.9911575	0.1103829	0.6926947	0.9384381	0.5901200	0.8668707	0.0987802
500	0.9980141	0.5234764	0.0660341	0.9911713	0.1103153	0.6930987	0.9391516	0.5948492	0.8674027	0.0962908
550	0.9981914	0.6404834	0.1774346	0.9911835	0.1102553	0.6934477	0.9396526	0.5920780	0.9305077	0.1196569
600	0.9985832	0.7028454	0.3144895	0.9911944	0.1102040	0.6936686	0.9391926	0.5708784	0.9737789	0.1345112
650	0.9988521	0.6448891	0.3992491	0.9912035	0.1101714	0.6935202	0.9374104	0.5508932	0.9868687	0.1377979
700	0.9988327	0.5579928	0.4428685	0.9912096	0.1101797	0.6929142	0.9353431	0.5392692	0.9897129	0.1452408
750	0.9985424	0.4893132	0.4635628	0.9912100	0.1102388	0.6920959	0.9337321	0.5319820	0.9888435	0.1598736
800	0.9980777	0.4457110	0.4730300	0.9912031	0.1103319	0.6913317	0.9325621	0.5257591	0.9855192	0.1774763
850	0.9975703	0.4209237	0.4773332	0.9911904	0.1104325	0.6907104	0.9316156	0.5201771	0.9803556	0.1934789
900	0.9971291	0.4077114	0.4793306	0.9911750	0.1105240	0.6902071	0.9308044	0.5157664	0.9744092	0.2056585
950	0.9968025	0.4009398	0.4803086	0.9911595	0.1106019	0.6897897	0.9301464	0.5127609	0.9688467	0.2138716
1000	0.9965872	0.3975428	0.4808321	0.9911456	0.1106668	0.6894507	0.9296664	0.5109692	0.9644099	0.2189555

0	0.9962807	0.3938643	0.4817442	0.9910972	0.1108449	0.6887606	0.9289988	0.5093448	0.9562200	0.2256914
50	0.9974275	0.3362830	0.4817171	0.9699833	0.0671264	0.6899444	0.9452036	0.5104642	0.9597144	0.1871490
100	0.9983220	0.2672946	0.4813329	0.9543903	0.0293742	0.6946833	0.9565907	0.5167002	0.9725773	0.1502187
150	0.9983851	0.2259575	0.4802007	0.9492391	0.0135486	0.6993706	0.9608729	0.5249196	0.9836147	0.1364903
200	0.9979939	0.2056429	0.4786408	0.9478356	0.0079896	0.7022414	0.9625597	0.5303732	0.9889765	0.1349597
250	0.9975126	0.1968257	0.4771794	0.9474803	0.0061758	0.7036948	0.9632968	0.5323004	0.9907105	0.1370577
300	0.9971361	0.1934898	0.4760818	0.9473941	0.0056042	0.7043749	0.9635944	0.5321919	0.9908906	0.1392710
350	0.9969051	0.1925065	0.4753638	0.9473740	0.0054267	0.7046737	0.9636737	0.5314481	0.9906138	0.1407393
400	0.9967870	0.1924084	0.4749373	0.9473696	0.0053717	0.7047892	0.9636612	0.5307528	0.9903156	0.1415295
450	0.9967367	0.1925698	0.4747031	0.9473687	0.0053546	0.7048213	0.9636245	0.5302901	0.9901124	0.1418910
500	0.9967205	0.1927555	0.4745838	0.9473686	0.0053494	0.7048203	0.9635917	0.5300352	0.9900008	0.1420271
550	0.9914473	0.2505140	0.4745458	0.9693711	0.0481960	0.7037332	0.9480164	0.5273266	0.9875758	0.1942169
600	0.9903277	0.3196130	0.4748661	0.9869036	0.0853431	0.6992658	0.9367533	0.5173792	0.9730297	0.2392292
650	0.9922506	0.3610212	0.4759103	0.9921805	0.1012626	0.6946316	0.9319658	0.5091855	0.9546254	0.2497571
700	0.9940835	0.3813875	0.4774144	0.9926205	0.1072204	0.6915815	0.9298200	0.5063323	0.9453766	0.2448337
750	0.9952154	0.3902397	0.4788864	0.9920683	0.1094298	0.6899136	0.9289507	0.5066997	0.9450592	0.2373332
800	0.9958109	0.3935899	0.4800398	0.9915971	0.1102836	0.6891127	0.9287372	0.5078780	0.9483288	0.2316567
850	0.9960965	0.3945679	0.4808184	0.9913303	0.1106288	0.6887933	0.9287861	0.5087858	0.9517007	0.2282774
900	0.9962230	0.3946494	0.4812852	0.9911994	0.1107695	0.6887074	0.9288859	0.5092548	0.9540578	0.2265485
950	0.9962738	0.3944705	0.4815357	0.9911397	0.1108235	0.6887115	0.9289595	0.5094249	0.9554208	0.2257781
1000	0.9962911	0.3942727	0.4816553	0.9911139	0.1108410	0.6887363	0.9289972	0.5094498	0.9561085	0.2254915

0	0.9962807	0.3938643	0.4817442	0.9910972	0.1108449	0.6887606	0.9289988	0.5093448	0.9562200	0.2256914
50	0.9962852	0.3939003	0.4817201	0.9913486	0.0999334	0.6897636	0.9427046	0.5107399	0.9603994	0.1776181
100	0.9962875	0.3939359	0.4813937	0.9924447	0.0903902	0.6937891	0.9524177	0.5194516	0.9755394	0.1254831
150	0.9962891	0.3940789	0.4804298	0.9936286	0.0861137	0.6978143	0.9563698	0.5343291	0.9882640	0.0972997
200	0.9962922	0.3944555	0.4790910	0.9944152	0.0843351	0.7003865	0.9584233	0.5497837	0.9946247	0.0845655
250	0.9962989	0.3950642	0.4778110	0.9948392	0.0835611	0.7018627	0.9598368	0.5618140	0.9971922	0.0792359
300	0.9963099	0.3957838	0.4768057	0.9950473	0.0831978	0.7027556	0.9608450	0.5695094	0.9981418	0.0770680
350	0.9963239	0.3964791	0.4760904	0.9951465	0.0830113	0.7033336	0.9615081	0.5738159	0.9984848	0.0761731
400	0.9963386	0.3970680	0.4756040	0.9951944	0.0829065	0.7037105	0.9619050	0.5760300	0.9986105	0.0757778
450	0.9963522	0.3975250	0.4752805	0.9952185	0.0828437	0.7039465	0.9621250	0.5771214	0.9986590	0.0755813
500	0.9963637	0.3978594	0.4750695	0.9952315	0.0828051	0.7040863	0.9622406	0.5776593	0.9986794	0.0754696
550	0.9963726	0.3980940	0.4749487	0.9950480	0.0935483	0.7033338	0.9502802	0.5722483	0.9980810	0.1230521
600	0.9963793	0.3982386	0.4751310	0.9941173	0.1029489	0.6999131	0.9411404	0.5505957	0.9928796	0.1747180
650	0.9963836	0.3982292	0.4759024	0.9929803	0.1071697	0.6961739	0.9362062	0.5299398	0.9825002	0.2026295
700	0.9963847	0.3979695	0.4770848	0.9921478	0.1089632	0.6933776	0.9329996	0.5177764	0.9720593	0.2152366
750	0.9963814	0.3974588	0.4783266	0.9916612	0.1098017	0.6914738	0.9309764	0.5122222	0.9648394	0.2205422
800	0.9963732	0.3967983	0.4794031	0.9914017	0.1102478	0.6902427	0.9298638	0.5101420	0.9608126	0.2227654
850	0.9963612	0.3961133	0.4802340	0.9912649	0.1105069	0.6895066	0.9293359	0.5095131	0.9588137	0.2237732
900	0.9963473	0.3954972	0.4808221	0.9911907	0.1106606	0.6891074	0.9291181	0.5093763	0.9578553	0.2243135
950	0.9963336	0.3949970	0.4812080	0.9911492	0.1107489	0.6889118	0.9290397	0.5093652	0.9573718	0.2246629
1000	0.9963215	0.3946227	0.4814442	0.9911256	0.1107969	0.6888250	0.9290151	0.5093691	0.9570960	0.2249159

0	0.9962807	0.3938643	0.4817442	0.9910972	0.1108449	0.6887606	0.9289988	0.5093448	0.9562200	0.2256914
50	0.9974253	0.3939001	0.4817368	0.5967081	0.1108435	0.6887653	0.9290237	0.5114568	0.9618477	0.1570367
100	0.9984974	0.3939182	0.4817316	0.2604918	0.1108422	0.6888000	0.9295494	0.5268396	0.9800906	0.0836766
150	0.9990055	0.3939284	0.4817154	0.1220658	0.1108351	0.6890682	0.9315636	0.5570973	0.9926473	0.0766637
200	0.9992131	0.3939405	0.4816371	0.0745513	0.1107999	0.6898463	0.9343548	0.5605178	0.9947881	0.1783114
250	0.9992934	0.3939754	0.4814301	0.0594973	0.1107142	0.6908207	0.9348145	0.5340433	0.9737827	0.2811005
300	0.9993239	0.3940595	0.4811330	0.0549275	0.1106076	0.6911566	0.9327460	0.5119558	0.9236275	0.3404202
350	0.9993356	0.3941910	0.4809124	0.0535751	0.1105512	0.6906326	0.9302473	0.5024720	0.8699191	0.3685178
400	0.9993402	0.3943224	0.4808993	0.0531811	0.1105805	0.6897309	0.9286797	0.5017517	0.8318806	0.3806156
450	0.9993423	0.3943927	0.4810788	0.0530672	0.1106682	0.6889789	0.9281856	0.5047074	0.8105377	0.3855343
500	0.9993432	0.3943739	0.4813372	0.0530340	0.1107630	0.6885908	0.9283424	0.5080804	0.8001388	0.3874628
550	0.9982066	0.3942841	0.4815630	0.4474169	0.1108293	0.6885145	0.9287055	0.5097853	0.7814244	0.4131450
600	0.9971387	0.3941665	0.4817025	0.7836290	0.1108591	0.6885978	0.9290191	0.5133294	0.7858087	0.3360953
650	0.9966309	0.3940611	0.4817574	0.9220510	0.1108620	0.6887443	0.9295514	0.5187103	0.8444145	0.2770745
700	0.9964222	0.3939893	0.4817494	0.9695641	0.1108483	0.6889668	0.9301231	0.5194720	0.8991253	0.2473181
750	0.9963405	0.3939561	0.4816948	0.9846195	0.1108230	0.6891955	0.9303009	0.5168736	0.9307880	0.2342722
800	0.9963091	0.3939573	0.4816179	0.9891932	0.1107950	0.6893100	0.9300994	0.5138963	0.9457698	0.2289261
850	0.9962973	0.3939823	0.4815529	0.9905505	0.1107765	0.6892819	0.9297606	0.5117673	0.9522004	0.2268143
900	0.9962932	0.3940155	0.4815236	0.9909482	0.1107731	0.6891689	0.9294590	0.5105278	0.9548240	0.2259944
950	0.9962922	0.3940419	0.4815321	0.9910634	0.1107820	0.6890395	0.9292513	0.5098866	0.9558658	0.2256757
1000	0.9962921	0.3940530	0.4815651	0.9910955	0.1107966	0.6889333	0.9291280	0.5095799	0.9562743	0.2255497

0	0.9962807	0.3938643	0.4817442	0.9910972	0.1108449	0.6887606	0.9289988	0.5093448	0.9562200	0.2256914
50	0.9972174	0.2980659	0.4423746	0.9911185	0.1089608	0.7924510	0.9290251	0.5115914	0.9620925	0.1532983
100	0.9972918	0.1871484	0.3829787	0.9914691	0.1013413	0.8773753	0.9295919	0.5285720	0.9807466	0.0747640
150	0.9945529	0.1276048	0.3364826	0.9923371	0.0937459	0.9105015	0.9319035	0.5706252	0.9932900	0.0323128
200	0.9885023	0.1057766	0.3073657	0.9933130	0.0891066	0.9213344	0.9366360	0.6401847	0.9980775	0.0131502
250	0.9821252	0.1024161	0.2913076	0.9940531	0.0868501	0.9248922	0.9430753	0.7230553	0.9995048	0.0051724
300	0.9785877	0.1055527	0.2831263	0.9945012	0.0858728	0.9263821	0.9494861	0.7958458	0.9998802	0.0019942
350	0.9779150	0.1096785	0.2791449	0.9947374	0.0854628	0.9272780	0.9545190	0.8459309	0.9999722	0.0007609
400	0.9786767	0.1129484	0.2772388	0.9948519	0.0852803	0.9279104	0.9578512	0.8748507	0.9999937	0.0002904
450	0.9797646	0.1151087	0.2763156	0.9949055	0.0851878	0.9283460	0.9598066	0.8896592	0.9999986	0.0001128
500	0.9806909	0.1164064	0.2758540	0.9949309	0.0851348	0.9286232	0.9608577	0.8966516	0.9999997	0.0000462
550	0.9732395	0.2540795	0.3092002	0.9949345	0.0862630	0.8300652	0.9610140	0.8250998	0.9998009	0.1050349
600	0.9813046	0.3971419	0.3622881	0.9947569	0.0920253	0.7490458	0.9570481	0.6681541	0.9932327	0.1929933
650	0.9897487	0.4538739	0.4077936	0.9941798	0.0991387	0.7160740	0.9486272	0.5717330	0.9778551	0.2144379
700	0.9942616	0.4579962	0.4390660	0.9933478	0.1043185	0.7029656	0.9400897	0.5310193	0.9678225	0.2114549
750	0.9961741	0.4435488	0.4580067	0.9925609	0.1073238	0.6965330	0.9343402	0.5174227	0.9656399	0.2073543
800	0.9968098	0.4273056	0.4687649	0.9919784	0.1089483	0.6928701	0.9314003	0.5136270	0.9661424	0.2074403
850	0.9968994	0.4146975	0.4747220	0.9916037	0.1098295	0.6908256	0.9301475	0.5124097	0.9661097	0.2104795
900	0.9967950	0.4062462	0.4779862	0.9913798	0.1103108	0.6897829	0.9296448	0.5116079	0.9649633	0.2144076
950	0.9966518	0.4010030	0.4797532	0.9912514	0.1105683	0.6892905	0.9294125	0.5108767	0.9631850	0.2179564
1000	0.9965280	0.3978996	0.4806928	0.9911799	0.1107010	0.6890606	0.9292712	0.5102774	0.9613441	0.2206671

0	0.9962807	0.3938643	0.4817442	0.9910972	0.1108449	0.6887606	0.9289988	0.5093448	0.9562200	0.2256914
50	0.9962852	0.3939314	0.4803806	0.9911053	0.1101429	0.7256108	0.9290008	0.5093426	0.9563586	0.2256032
100	0.9962893	0.3946718	0.4732507	0.9912421	0.1071093	0.7557879	0.9290011	0.5093395	0.9564337	0.2255332
150	0.9963051	0.3972998	0.4637176	0.9916063	0.1038882	0.7675351	0.9290010	0.5093440	0.9564984	0.2252963
200	0.9963491	0.4017113	0.4559808	0.9920461	0.1018333	0.7713028	0.9290022	0.5093811	0.9566558	0.2246188
250	0.9964233	0.4066712	0.4510539	0.9924000	0.1008098	0.7724064	0.9290078	0.5094825	0.9570309	0.2234134
300	0.9965133	0.4110346	0.4483260	0.9926238	0.1003687	0.7727146	0.9290216	0.5096559	0.9576679	0.2218686
350	0.9966004	0.4142910	0.4469444	0.9927447	0.1001955	0.7728009	0.9290446	0.5098749	0.9584888	0.2202883
400	0.9966724	0.4164532	0.4462852	0.9928032	0.1001316	0.7728294	0.9290742	0.5100972	0.9593514	0.2189137
450	0.9967256	0.4177701	0.4459829	0.9928293	0.1001086	0.7728442	0.9291053	0.5102879	0.9601289	0.2178546
500	0.9967616	0.4185214	0.4458473	0.9928402	0.1001002	0.7728557	0.9291334	0.5104310	0.9607518	0.2171114
550	0.9967843	0.4188957	0.4470114	0.9928390	0.1006909	0.7360280	0.9291556	0.5105271	0.9612067	0.2166275
600	0.9967962	0.4183309	0.4537232	0.9927315	0.1034837	0.7058690	0.9291715	0.5105851	0.9615136	0.2163562
650	0.9967910	0.4156386	0.4631209	0.9924117	0.1067057	0.6941331	0.9291817	0.5106094	0.9616853	0.2164038
700	0.9967562	0.4110922	0.4709838	0.9919862	0.1088871	0.6903721	0.9291862	0.5105827	0.9616732	0.2169918
750	0.9966898	0.4060969	0.4760898	0.9916154	0.1100169	0.6892722	0.9291831	0.5104774	0.9613929	0.2181630
800	0.9966045	0.4018132	0.4789530	0.9913661	0.1105165	0.6889653	0.9291696	0.5102913	0.9608218	0.2196931
850	0.9965181	0.3986845	0.4804156	0.9912253	0.1107160	0.6888781	0.9291454	0.5100591	0.9600428	0.2212590
900	0.9964439	0.3966410	0.4811179	0.9911549	0.1107907	0.6888469	0.9291143	0.5098296	0.9591991	0.2226155
950	0.9963876	0.3954112	0.4814421	0.9911228	0.1108180	0.6888282	0.9290821	0.5096398	0.9584219	0.2236553
1000	0.9963487	0.3947153	0.4815890	0.9911090	0.1108285	0.6888124	0.9290539	0.5095038	0.9577890	0.2243812
