"Time"	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W
200	0.0465957	0.1945877	0.3965209	0.2136969	0.6636480	0.1670040	0.0988181	0.1472959	0.5536758	0.7497808
250	0.0553433	0.1187314	0.3717439	0.2565835	0.6818101	0.0585800	0.0825309	0.4615132	0.6526254	0.9089604
300	0.0668405	0.0917580	0.3644074	0.2430021	0.7128720	0.1520537	0.1387506	0.4065744	0.7682672	0.8268293
350	0.0579799	0.1204301	0.3272970	0.2625632	0.7580206	0.1867126	0.1865200	0.4561884	0.5838305	0.9420022
400	0.0406651	0.1377197	0.3546048	0.2811975	0.5682834	0.2428743	0.2341777	0.5591160	0.5493252	0.8995780
450	0.0456777	0.0898969	0.3100880	0.3010434	0.5969405	0.2787698	0.2398430	0.4929444	0.4964684	0.7917378
500	0.0375369	0.1944134	0.3517868	0.2696531	0.7081506	0.3307236	0.2522257	0.5284057	0.5217385	0.8865026
550	0.0398195	0.1448606	0.4185834	0.3474310	0.3905776	0.3562141	0.2848294	0.4015442	0.8082303	0.5388185
600	0.0615832	0.1756401	0.4861033	0.4850743	0.5311023	0.4014777	0.3087484	0.4151085	0.6348885	0.3233126
650	0.0737467	0.2292641	0.5421430	0.6995073	0.4643412	0.4021982	0.4341134	0.5851417	0.3255866	0.3386376
700	0.1032353	0.4700583	0.7056283	0.5973319	0.4782349	0.3612579	0.2418373	0.3832766	0.2287026	0.4302215
750	0.1322197	0.5265453	0.7548832	0.7805594	0.3935266	0.4210635	0.2491322	0.2757063	0.2875765	0.4934627
800	0.1856218	0.4584578	0.7141681	0.6797844	0.4576848	0.2839388	0.1366026	0.2156812	0.3482601	0.5882227
850	0.2009179	0.4419289	0.5361184	0.6925742	0.5079566	0.2444589	0.1083042	0.1719806	0.2872564	0.6187813
900	0.1571659	0.4450084	0.5860796	0.6072745	0.5607321	0.2530510	0.1095584	0.1606446	0.2656269	0.5274954
950	0.1628026	0.4352568	0.6592585	0.5215909	0.7525707	0.2163333	0.0931224	0.1284928	0.3116205	0.4326154
1000	0.1283335	0.4446319	0.6291908	0.6899562	0.5986808	0.1765071	0.0434511	0.1975835	0.2254999	0.3746657

0	0.1080890	0.3730458	0.4407883	0.4338218	0.8941530	0.0930461	0.1322084	0.1128381	0.0368203	0.2386644
50	0.1459668	0.3325150	0.5149629	0.4149231	0.8124364	0.0859388	0.0957532	0.1854614	0.0677848	0.3208823
100	0.1169661	0.3383655	0.4720683	0.4191123	0.7820912	0.0680050	0.2335474	0.2698758	0.0782767	0.3579490
150	0.1676252	0.3016994	0.5503018	0.3506996	0.7022384	0.1581990	0.2954696	0.3613269	0.1759151	0.3892629
200	0.2635801	0.3844242	0.6343894	0.3784576	0.7727407	0.2258282	0.3250822	0.4465649	0.2582015	0.3948633
250	0.1596946	0.4195194	0.5916914	0.5554788	0.6260431	0.2501002	0.3524003	0.4292268	0.2068442	0.4904069
300	0.2669367	0.3682181	0.6612957	0.4681200	0.7000222	0.3972834	0.2328369	0.4048814	0.2397082	0.4609517
350	0.2282770	0.6164390	0.4808321	0.5313597	0.7928791	0.3581953	0.3845641	0.5281497	0.2110112	0.4151842
400	0.2762320	0.4325814	0.4895892	0.6945782	0.4896336	0.4885367	0.3243230	0.5697901	0.2655438	0.5270670
450	0.3098699	0.2656824	0.7162491	0.5488357	0.4150212	0.5439138	0.4566048	0.4877700	0.3159877	0.4678788
500	0.1718969	0.5620356	0.6906019	0.5939965	0.3990888	0.4022759	0.4899767	0.4485282	0.4239487	0.5980493
550	0.2635537	0.3622918	0.5595365	0.7013385	0.3947809	0.4532563	0.3701174	0.3602237	0.3037777	0.5185630
600	0.2159692	0.5609878	0.6571585	0.6599403	0.2974540	0.3336229	0.2897839	0.2841913	0.3851932	0.6020842
650	0.1845797	0.4438380	0.6860750	0.7249289	0.5321111	0.4077801	0.2460358	0.3446315	0.3906184	0.5328441
700	0.1735604	0.5756413	0.5742306	0.6535222	0.5702666	0.3138906	0.1679263	0.3047535	0.3925820	0.5019733
750	0.2442872	0.5953338	0.4999724	0.7324860	0.4788397	0.2284609	0.1767900	0.3448480	0.4273753	0.6192589
800	0.1969229	0.6193744	0.8106035	0.5691662	0.8753578	0.1456767	0.2210561	0.3806831	0.4885346	0.5773334
850	0.1822116	0.6034025	0.6816397	0.4683539	0.8309014	0.1649730	0.2019801	0.3438995	0.4600310	0.4638119
900	0.1833676	0.3773965	0.5516398	0.3507286	0.7338133	0.1629061	0.1217739	0.2781871	0.3157799	0.2460540
950	0.2276890	0.5278968	0.5530912	0.5212328	0.6075587	0.1537598	0.1464953	0.1714164	0.2569211	0.3066117
1000	0.2268146	0.5836994	0.5598909	0.5218634	0.6609797	0.1370701	0.2023630	0.2288949	0.2433530	0.2524023

0	0.0528604	0.3650343	0.6040958	0.4861531	0.8323182	0.1275456	0.1265334	0.1325456	0.0456940	0.2335707
50	0.1095812	0.4006545	0.5601970	0.4391393	0.7072239	0.1390661	0.3043587	0.1038881	0.0750586	0.1675934
100	0.1707381	0.4868388	0.4193251	0.4959062	0.7452675	0.1313626	0.4081522	0.2176203	0.0817360	0.2454654
150	0.1403120	0.4422436	0.4775930	0.4049260	0.7312171	0.2767393	0.4030422	0.2422800	0.0755471	0.2159119
200	0.1376648	0.3361758	0.4950527	0.5530298	0.7920213	0.3322732	0.5495805	0.2945098	0.0402565	0.1872252
250	0.1009041	0.4395259	0.5739528	0.4249909	0.6941576	0.3346456	0.4485310	0.3154478	0.0416372	0.1916400
300	0.1610587	0.4983175	0.7075664	0.5158011	0.4040344	0.3587073	0.5498801	0.2691956	0.0234757	0.1651243
350	0.1484513	0.5324481	0.6076785	0.5798693	0.4089136	0.4241408	0.5377776	0.2611034	0.0138359	0.2522208
400	0.2178987	0.4551131	0.6336581	0.7819397	0.5194653	0.4944954	0.4918880	0.2386500	0.0622606	0.2974697
450	0.2276410	0.4412767	0.7566940	0.6458018	0.4109030	0.3616696	0.5069062	0.2121527	0.1259786	0.4638987
500	0.2448315	0.6218480	0.6567035	0.8263486	0.4294513	0.4787144	0.4983440	0.2253167	0.1382410	0.3625550
550	0.2319952	0.4988664	0.5874054	0.7753145	0.3830399	0.4104802	0.3713329	0.2171538	0.2513798	0.4703048
600	0.2266707	0.5702647	0.5995048	0.7756680	0.4791552	0.4678807	0.2341846	0.2072365	0.3002162	0.5410191
650	0.2257971	0.3944763	0.5102966	0.8043913	0.3706489	0.1873026	0.1090819	0.1640771	0.3548791	0.4250185
700	0.1465417	0.4877096	0.5554182	0.7280501	0.5504737	0.2107270	0.1318410	0.2608786	0.3741793	0.4858899
750	0.2061939	0.4847062	0.5467346	0.6633829	0.6980021	0.1336330	0.1141347	0.2134483	0.4597513	0.4987299
800	0.2511391	0.6085383	0.6623244	0.6072250	0.7428250	0.1096820	0.1331121	0.2759322	0.4192455	0.6347041
850	0.2398589	0.5096305	0.6322228	0.6993909	0.9358104	0.1088065	0.1662386	0.2709713	0.3883562	0.5186724
900	0.2211211	0.7487945	0.5457672	0.5254931	0.9235770	0.1826891	0.1290497	0.2669868	0.3724603	0.3646380
950	0.2942248	0.5123223	0.4294771	0.4502997	0.7526679	0.1789129	0.1308895	0.2312910	0.2915195	0.2891726
1000	0.2775541	0.3566858	0.4845274	0.4796546	0.8045377	0.1189436	0.0730857	0.2125271	0.1769617	0.2519345

0	0.0776297	0.3951961	0.4245677	0.4020164	0.8468730	0.1065863	0.1586470	0.1052074	0.0547750	0.2849418
50	0.1700720	0.3873960	0.5654207	0.2552697	0.8409767	0.1902023	0.1097843	0.0887705	0.2325076	0.0929535
100	0.2554347	0.4195241	0.3778946	0.2115253	0.8049741	0.2160198	0.0468055	0.1306177	0.3782354	0.1249445
150	0.2897717	0.2261112	0.2893024	0.0735677	0.8537411	0.1986882	0.0912565	0.2182492	0.5075594	0.0487772
200	0.3185815	0.1099003	0.1297359	0.0152201	0.8696081	0.2525465	0.1387808	0.2663108	0.6156870	0.0444910
250	0.3353712	0.0625216	0.1278755	0.0205588	0.7240824	0.1855205	0.0974740	0.3856153	0.5412182	0.0733011
300	0.3255524	0.0396816	0.0441769	0.0398643	0.6755641	0.2264165	0.2057596	0.5156594	0.5706172	0.0479494
350	0.2350469	0.0451797	0.0824313	0.0159962	0.6903452	0.2972092	0.2563805	0.4163526	0.6694744	0.0971785
400	0.2898517	0.0369447	0.0842489	0.0764136	0.4443941	0.3691367	0.2949424	0.5125302	0.5513662	0.0968981
450	0.3485885	0.0207257	0.0868621	0.0190598	0.6490278	0.3272875	0.2211041	0.5109312	0.5049074	0.0887682
500	0.3862867	0.0297436	0.1102897	0.0111758	0.4880996	0.3620507	0.2877908	0.5324626	0.6496400	0.0440194
550	0.2013470	0.0129479	0.1092528	0.2497938	0.3657888	0.5492934	0.3462187	0.4971478	0.4579826	0.0448138
600	0.1061561	0.0176965	0.2235350	0.6868771	0.4458584	0.3250751	0.3384547	0.3825635	0.2489020	0.0864204
650	0.1745850	0.0464912	0.4929591	0.5836484	0.4116730	0.2741196	0.1675574	0.2579167	0.0808415	0.2636417
700	0.1042431	0.2231767	0.5526063	0.5978015	0.4702661	0.2403608	0.1973172	0.0910567	0.0909270	0.4090541
750	0.1064983	0.4581852	0.5703789	0.6062941	0.4467826	0.1792197	0.1454066	0.1460199	0.1346703	0.5671081
800	0.1077918	0.4862818	0.6401308	0.7065881	0.6143883	0.2164713	0.1033832	0.0853675	0.2747319	0.4698638
850	0.1451623	0.5252747	0.5459173	0.6743792	0.8276501	0.1393545	0.1252008	0.1147072	0.3373377	0.3898265
900	0.2146366	0.4723440	0.4969659	0.6392793	0.6573593	0.1391415	0.1020201	0.2338414	0.3140892	0.6373272
950	0.1521676	0.4486216	0.5114858	0.4102731	0.7059781	0.0989700	0.1534602	0.2216383	0.3219612	0.5182923
1000	0.1175802	0.3756525	0.5412624	0.4672533	0.6170030	0.0748105	0.1175461	0.1405201	0.3277950	0.3685505

0	0.0942716	0.4546808	0.4429314	0.4177183	0.7051593	0.1385026	0.1049181	0.1238807	0.0600056	0.1808788
50	0.0885733	0.4474502	0.7143241	0.5022598	0.7044683	0.1346351	0.1376007	0.0746205	0.3171468	0.2018338
100	0.0567555	0.5685598	0.5927430	0.4526972	0.7841541	0.1598571	0.2522148	0.0835754	0.5642991	0.2528656
150	0.1471712	0.5864685	0.7230465	0.4375586	0.9418386	0.2050651	0.2529226	0.2351835	0.7354244	0.2089090
200	0.1723863	0.6290150	0.7910017	0.5617846	0.7532025	0.2260550	0.3502356	0.2524237	0.6259065	0.2384285
250	0.3293249	0.5966533	0.9246866	0.5024411	0.6486871	0.2583419	0.4064737	0.4466917	0.8073466	0.2555306
300	0.4180069	0.7256979	0.8665358	0.5639193	0.6960730	0.3844451	0.5231695	0.5910249	0.7930256	0.3082456
350	0.4159096	0.7637871	0.8444426	0.5645548	0.6030075	0.4509687	0.4455665	0.5772769	0.8162975	0.3231642
400	0.3519821	0.7617883	0.7436142	0.5956970	0.5053501	0.5506243	0.4767789	0.7608316	0.7764809	0.4453342
450	0.5082957	0.7893718	0.8298778	0.4980909	0.3963573	0.6586633	0.6254244	0.6795763	0.9133840	0.4108719
500	0.4607917	0.6688492	0.6603545	0.6054191	0.3316610	0.6353353	0.5249698	0.6275116	0.7197212	0.4150561
550	0.4411358	0.6590817	0.7261825	0.7294986	0.1990102	0.5593332	0.4773504	0.6124601	0.6750960	0.4119238
600	0.4495700	0.7659599	0.8276839	0.7658188	0.2561559	0.6652885	0.3868352	0.4560457	0.4781292	0.4967450
650	0.3429176	0.8067008	0.7020265	0.9087584	0.2607187	0.5119706	0.3101930	0.3609899	0.3583287	0.5663075
700	0.4871501	0.6644606	0.6295701	0.8837105	0.3486027	0.4570188	0.2177406	0.2699805	0.4469759	0.7260513
750	0.3218584	0.7194073	0.8486054	0.7372252	0.3695969	0.3094160	0.1914030	0.2769480	0.5577777	0.6078749
800	0.4899722	0.7209451	0.8819421	0.7188213	0.4095181	0.1964514	0.1705151	0.2577558	0.4031745	0.6728900
850	0.5844344	0.7825984	0.6773592	0.7749274	0.5306499	0.1587401	0.1944398	0.3599730	0.4551732	0.6708912
900	0.4119772	0.5692891	0.5536666	0.5400688	0.4656239	0.2222752	0.1389768	0.3719654	0.5247850	0.5309827
950	0.3780463	0.6475368	0.5640716	0.5647845	0.6837104	0.1877329	0.2661405	0.3833661	0.4035043	0.4797810
1000	0.4727356	0.3606048	0.5358926	0.5969415	0.6551360	0.1755356	0.3046455	0.4288119	0.3003739	0.4871079

0	0.1169580	0.3006496	0.6531543	0.3412194	0.8410580	0.1071877	0.1042896	0.0681860	0.0607033	0.2168122
50	0.1291676	0.2493629	0.4371229	0.4115995	0.7556568	0.1698821	0.3318423	0.1590450	0.0442236	0.2060382
100	0.0743938	0.1946251	0.5092325	0.3517242	0.6506998	0.1827393	0.7003222	0.2145429	0.0386235	0.2678951
150	0.0579478	0.2614069	0.4557935	0.4369674	0.7351628	0.4012426	0.5551583	0.3077241	0.0638080	0.2243210
200	0.0650229	0.3564668	0.5757514	0.6668577	0.5937840	0.4298043	0.6543575	0.3702963	0.0526903	0.3017315
250	0.1196745	0.2829251	0.4903809	0.6383407	0.4524440	0.3772619	0.8696170	0.3098775	0.1170868	0.4237740
300	0.1403314	0.4003859	0.6960108	0.6788116	0.5069332	0.4596452	0.7539544	0.4020753	0.2125015	0.3927243
350	0.1171199	0.4253276	0.6216960	0.6917708	0.4718557	0.5626785	0.8399181	0.3633244	0.1705640	0.3883488
400	0.1285556	0.4605606	0.6128562	0.6525468	0.2686288	0.4291613	0.7809524	0.2720799	0.2454049	0.3380018
450	0.2255611	0.3973345	0.6656982	0.6591343	0.2556308	0.6101853	0.6861676	0.3030881	0.2630386	0.6103803
500	0.1686424	0.5898134	0.6808690	0.8630994	0.2579555	0.5098952	0.7752544	0.3313398	0.3130356	0.5332830
550	0.1729506	0.5943167	0.6831174	0.6921011	0.3094932	0.5767458	0.5735426	0.3135646	0.3002999	0.5144440
600	0.2179817	0.6214088	0.7305824	0.8213858	0.3414649	0.4341479	0.3187453	0.3367299	0.3833270	0.4782387
650	0.2919340	0.5328986	0.5437346	0.6322071	0.3171167	0.4056723	0.2783424	0.2533756	0.3935396	0.5114381
700	0.3775312	0.6828961	0.7132960	0.6196230	0.3988827	0.3566239	0.2263302	0.3349692	0.4083714	0.5975835
750	0.4054728	0.5479047	0.7165454	0.8189586	0.5054383	0.2301928	0.2149663	0.3875474	0.3198190	0.5950781
800	0.3367787	0.6069379	0.6778515	0.7200478	0.5167437	0.2272712	0.2691148	0.3864412	0.5932793	0.7593937
850	0.3744882	0.5668199	0.6536765	0.5128824	0.6247231	0.2545866	0.1816499	0.2726832	0.5734486	0.4788638
900	0.3436159	0.5875754	0.6799119	0.5927106	0.6531572	0.2387153	0.2127849	0.3623017	0.4630041	0.4805277
950	0.3225386	0.5675526	0.4686283	0.5564810	0.5811858	0.1653989	0.2021922	0.3379621	0.3542657	0.4248993
1000	0.2093750	0.4488558	0.5608381	0.5660829	0.6455796	0.1419463	0.1982180	0.2855112	0.2884470	0.4228520

0	0.0857302	0.4377158	0.5568535	0.4216100	0.7478566	0.1317214	0.1213765	0.0886272	0.0552112	0.2082807
50	0.1464899	0.3118555	0.4461051	0.4021444	0.7028555	0.2763796	0.0849099	0.0943169	0.2845484	0.2224795
100	0.0715299	0.3268518	0.3496068	0.4974639	0.5682053	0.6387575	0.0665723	0.0931831	0.5982534	0.2512836
150	0.0835889	0.1775845	0.2065634	0.4333541	0.4002260	0.8029219	0.1704139	0.2752297	0.7644567	0.2663009
200	0.1063362	0.0932855	0.3224942	0.6565094	0.3750915	0.7617968	0.1406243	0.5036155	0.7981376	0.3239278
250	0.1091741	0.0672756	0.3228911	0.5359733	0.2202045	0.7434235	0.2385571	0.5745823	0.6900660	0.2085467
300	0.0967172	0.0612416	0.2913228	0.6277460	0.1920043	0.6876961	0.3776688	0.5941001	0.7547608	0.4445590
350	0.0928908	0.0518850	0.3121256	0.7757492	0.1616161	1.0034815	0.4538406	0.6319548	0.7564116	0.6006073
400	0.0763104	0.1224236	0.3565673	0.8259790	0.2217338	0.7749552	0.3640765	0.7929847	0.6928883	0.6255315
450	0.0506332	0.0967488	0.4011848	0.9087357	0.1507712	0.8560191	0.3196687	0.5820999	0.7590379	0.6230631
500	0.0635419	0.1287614	0.4050611	0.7856912	0.1608889	0.9008486	0.3139230	0.5561809	0.7351918	0.6045336
550	0.1176278	0.1392636	0.6038713	0.7405245	0.2070894	0.6150682	0.3214373	0.6305344	0.6776160	0.6376422
600	0.0638013	0.4436921	0.6064301	0.7282078	0.1923570	0.7101190	0.3764695	0.3943274	0.5326147	0.5463513
650	0.0929938	0.4548382	0.7510841	0.8985193	0.1804375	0.5475389	0.2719261	0.4054037	0.4618190	0.6505072
700	0.1946034	0.6191941	0.8084322	0.7626223	0.2922270	0.3634501	0.2908025	0.3790664	0.4885516	0.8842936
750	0.2493501	0.6878464	0.7041093	0.7440102	0.3041930	0.3013040	0.2414421	0.5258246	0.6310045	0.7201804
800	0.3440480	0.7120569	0.7566471	0.7763167	0.4678597	0.2078210	0.2974999	0.3412073	0.7155759	0.5441709
850	0.4097959	0.8570175	0.7850497	0.6697410	0.5689533	0.3078564	0.2763764	0.3472042	0.6022247	0.6528474
900	0.5119833	0.5260788	0.6550827	0.7091160	0.5808846	0.2199927	0.1995725	0.5444449	0.4633954	0.7211351
950	0.4149742	0.6254411	0.5559863	0.5909329	0.5244725	0.2792843	0.2834854	0.5114036	0.4448908	0.5825390
1000	0.2796601	0.5093180	0.4407792	0.5824838	0.5808542	0.2979066	0.2994869	0.4045881	0.3826713	0.4706642

0	0.1003318	0.3525779	0.5283641	0.3826989	0.8467857	0.1713312	0.1195462	0.1451976	0.0417033	0.1998462
50	0.1319027	0.2777573	0.3562118	0.4863091	0.8069457	0.3626282	0.1306083	0.0561148	0.2564533	0.5430122
100	0.1189384	0.2535381	0.3146837	0.3945130	0.5214466	0.4677875	0.1020847	0.1046008	0.4506604	0.5177623
150	0.0685567	0.0787902	0.1922200	0.5306249	0.4481065	0.5436428	0.0805502	0.1962789	0.6118331	0.5992379
200	0.0863040	0.0278594	0.2059748	0.4643648	0.3991045	0.6835479	0.1337596	0.2698016	0.6403780	0.7089730
250	0.0450553	0.0096842	0.1939968	0.7390424	0.2300677	0.8050102	0.1548241	0.4735348	0.7170687	0.7486207
300	0.0513483	0.0321386	0.2588612	0.7818332	0.2121820	0.9672374	0.2192047	0.6815317	0.6722870	0.7657747
350	0.0358719	0.0174225	0.2105986	0.7327580	0.1291567	0.7840913	0.3245446	0.6956391	0.7403897	0.8850410
400	0.0543477	0.0351762	0.3192896	0.9361979	0.1388542	0.9846082	0.4477294	0.5685330	0.8448044	0.7779963
450	0.0316616	0.0784752	0.3126897	0.9378238	0.2036685	0.8424702	0.4107749	0.6758429	0.7124203	0.8525446
500	0.0564329	0.0380071	0.3386753	0.7667435	0.1682909	0.7160950	0.3844559	0.7365473	0.8879529	0.8260170
550	0.0862582	0.0747367	0.4578025	0.7117493	0.2093391	0.6601003	0.4538191	0.9218109	0.7462073	0.7314922
600	0.0640305	0.2843665	0.6573554	0.7198971	0.1947622	0.6149669	0.4173159	0.7194784	0.6671050	0.8064250
650	0.1171822	0.4865024	0.6953848	0.8054986	0.2554324	0.4952497	0.4281684	0.7854386	0.6501326	0.5907376
700	0.2221173	0.6433986	0.8705194	0.7823140	0.2269309	0.4364382	0.3614187	0.5440139	0.4738387	0.6254491
750	0.2800993	0.7270582	0.7260146	0.8208084	0.3286985	0.4466782	0.3941248	0.6065728	0.5246074	0.7318526
800	0.3742074	0.6854531	0.8685733	0.6977065	0.3699764	0.4087020	0.4391043	0.4187942	0.4492499	0.5099916
850	0.3991106	0.7853546	0.6636795	0.6960356	0.3574188	0.4640993	0.2924517	0.4085452	0.4538267	0.7368534
900	0.5964446	0.7761688	0.6750598	0.5937835	0.4592332	0.2956722	0.2367566	0.4189913	0.5477476	0.5518737
950	0.6279112	0.6558041	0.6662878	0.8353193	0.4925924	0.3274973	0.3423439	0.3594099	0.5005974	0.6131754
1000	0.5600756	0.5805663	0.7066580	0.7785825	0.4859349	0.3745037	0.2995885	0.4314920	0.4756409	0.5350522
