"Time"	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
950	0.9427775	0.1247955	0.5774206	0.2600149	0.9757674	0.9482105	0.2091448	0.5521424	0.0745401	1.0000000
1000	0.9635268	0.1246531	0.5738007	0.2526248	0.9762727	0.9274327	0.1869027	0.5590375	0.0745401	1.0000000

0	0.9859311	0.1294621	0.5122833	0.2533248	0.9655031	0.8666416	0.1687231	0.5607380	0.0745401	1.0000000
50	0.9863979	0.0643061	0.5124482	0.0790761	0.9655411	0.8637875	0.1366974	0.7783586	0.0745401	1.0000000
100	0.9900418	0.0425207	0.5092587	0.0382108	0.9650061	0.8297053	0.0872623	0.8531232	0.0745401	1.0000000
150	0.9944908	0.0360189	0.4902338	0.0286659	0.9612468	0.7421062	0.0619209	0.8787713	0.0745401	1.0000000
200	0.9972426	0.0360638	0.4430214	0.0266298	0.9486078	0.6241548	0.0515113	0.8873840	0.0745401	1.0000000
250	0.9985450	0.0400693	0.3729101	0.0267997	0.9173804	0.5210026	0.0475025	0.8897102	0.0745401	1.0000000
300	0.9990989	0.0468081	0.3024588	0.0284758	0.8569441	0.4530412	0.0460344	0.8889518	0.0745401	1.0000000
350	0.9993239	0.0548440	0.2495741	0.0323179	0.7693835	0.4155329	0.0455999	0.8855888	0.0745401	1.0000000
400	0.9994115	0.0625401	0.2168134	0.0391651	0.6760344	0.3974278	0.0456663	0.8795169	0.0745401	1.0000000
450	0.9994411	0.0686856	0.1987546	0.0488792	0.5995460	0.3903020	0.0460659	0.8712926	0.0745401	1.0000000
500	0.9994439	0.0728430	0.1896509	0.0597120	0.5486727	0.3893690	0.0467237	0.8623655	0.0745401	1.0000000
550	0.9994154	0.1554914	0.1857455	0.4697242	0.5213398	0.3960673	0.0571440	0.5518198	0.0745401	1.0000000
600	0.9989385	0.1818021	0.1880928	0.5979565	0.5256920	0.4726798	0.1218387	0.4324689	0.0745401	1.0000000
650	0.9946123	0.1797389	0.2167407	0.6229714	0.6235581	0.6715330	0.2482844	0.3928233	0.0745401	1.0000000
700	0.9765876	0.1629081	0.2974016	0.5545636	0.7818533	0.8349801	0.3477510	0.4070698	0.0745401	1.0000000
750	0.9468524	0.1466853	0.4016992	0.4400745	0.8881481	0.9153678	0.3666646	0.4514304	0.0745401	1.0000000
800	0.9281048	0.1359976	0.4841659	0.3497438	0.9393415	0.9469417	0.3250069	0.4953525	0.0745401	1.0000000
850	0.9311671	0.1299823	0.5335512	0.2974261	0.9615420	0.9539858	0.2689574	0.5262561	0.0745401	1.0000000
900	0.9462627	0.1269588	0.5575065	0.2708801	0.9706859	0.9473516	0.2252164	0.5446985	0.0745401	1.0000000
950	0.9615420	0.1257187	0.5649937	0.2582652	0.9739991	0.9325537	0.1976561	0.5546840	0.0745401	1.0000000
1000	0.9723885	0.1255371	0.5623010	0.2526051	0.9745262	0.9143926	0.1820031	0.5596922	0.0745401	1.0000000

0	0.9859311	0.1294621	0.5122833	0.2533248	0.9655031	0.8666416	0.1687231	0.5607380	0.0745401	1.0000000
50	0.9808913	0.1293755	0.5136565	0.2512936	0.9881776	0.8863000	0.2636416	0.8396604	0.0745401	1.0000000
100	0.9700648	0.1287686	0.5228548	0.2463318	0.9953057	0.9144161	0.2573820	0.9355718	0.0745401	1.0000000
150	0.9646738	0.1277553	0.5367474	0.2422732	0.9976158	0.9270595	0.2481175	0.9685797	0.0745401	1.0000000
200	0.9639206	0.1268439	0.5479089	0.2399243	0.9983956	0.9302588	0.2435786	0.9799476	0.0745401	1.0000000
250	0.9646408	0.1262496	0.5542968	0.2387643	0.9986678	0.9300617	0.2416812	0.9838654	0.0745401	1.0000000
300	0.9654044	0.1259391	0.5571177	0.2382397	0.9987636	0.9292088	0.2409303	0.9852164	0.0745401	1.0000000
350	0.9658963	0.1258073	0.5580271	0.2380152	0.9987961	0.9285290	0.2406415	0.9856827	0.0745401	1.0000000
400	0.9661591	0.1257656	0.5581403	0.2379230	0.9988060	0.9281242	0.2405324	0.9858436	0.0745401	1.0000000
450	0.9662857	0.1257607	0.5580139	0.2378866	0.9988081	0.9279138	0.2404919	0.9858992	0.0745401	1.0000000
500	0.9663429	0.1257670	0.5578663	0.2378728	0.9988080	0.9278131	0.2404771	0.9859184	0.0745401	1.0000000
550	0.9740941	0.1258148	0.5570150	0.2392799	0.9816884	0.9098704	0.0993190	0.7129003	0.0745401	1.0000000
600	0.9874274	0.1265335	0.5449929	0.2429311	0.9747440	0.8274178	0.0768731	0.6171507	0.0745401	1.0000000
650	0.9939811	0.1291977	0.5059389	0.2466600	0.9662652	0.7337500	0.0978895	0.5825796	0.0745401	1.0000000
700	0.9954162	0.1334482	0.4551083	0.2508916	0.9529545	0.7199364	0.1265084	0.5687960	0.0745401	1.0000000
750	0.9941109	0.1365743	0.4272670	0.2562745	0.9425692	0.7595857	0.1477426	0.5615924	0.0745401	1.0000000
800	0.9916738	0.1370331	0.4299663	0.2611574	0.9416719	0.8031150	0.1608222	0.5570739	0.0745401	1.0000000
850	0.9892175	0.1356527	0.4491339	0.2633740	0.9469715	0.8341998	0.1684685	0.5548861	0.0745401	1.0000000
900	0.9872729	0.1337476	0.4709650	0.2627800	0.9533676	0.8533533	0.1725146	0.5547216	0.0745401	1.0000000
950	0.9859696	0.1320628	0.4888423	0.2606742	0.9585088	0.8642172	0.1740113	0.5557488	0.0745401	1.0000000
1000	0.9852510	0.1308251	0.5013091	0.2583052	0.9620079	0.8697432	0.1738643	0.5571532	0.0745401	1.0000000

0	0.9859311	0.1294621	0.5122833	0.2533248	0.9655031	0.8666416	0.1687231	0.5607380	0.0745401	1.0000000
50	0.9859126	0.1289684	0.5512657	0.2526306	0.9737567	0.9264476	0.1667779	0.5851088	0.0174104	1.0000000
100	0.9864134	0.1276035	0.5751348	0.2506514	0.9783448	0.9454190	0.1515458	0.6225638	0.0049619	1.0000000
150	0.9882781	0.1263101	0.5911973	0.2485690	0.9810641	0.9475292	0.1311158	0.6408877	0.0022493	1.0000000
200	0.9908261	0.1255288	0.5989275	0.2469692	0.9824180	0.9411336	0.1165732	0.6483330	0.0016582	1.0000000
250	0.9929733	0.1252717	0.6000512	0.2459560	0.9828287	0.9315026	0.1085369	0.6513739	0.0015295	1.0000000
300	0.9943829	0.1253895	0.5971417	0.2454417	0.9826562	0.9224516	0.1045839	0.6526197	0.0015014	1.0000000
350	0.9951903	0.1257000	0.5926236	0.2452865	0.9821976	0.9157589	0.1027625	0.6530766	0.0014953	1.0000000
400	0.9956164	0.1260545	0.5881934	0.2453515	0.9816732	0.9115272	0.1019733	0.6531666	0.0014939	1.0000000
450	0.9958283	0.1263648	0.5846728	0.2455220	0.9812134	0.9091363	0.1016691	0.6530923	0.0014937	1.0000000
500	0.9959276	0.1265975	0.5822280	0.2457169	0.9808684	0.9079066	0.1015878	0.6529610	0.0014936	1.0000000
550	0.9959697	0.1277267	0.5348352	0.2464859	0.9722016	0.7799674	0.1017670	0.6464058	0.0586233	1.0000000
600	0.9959460	0.1309756	0.4854627	0.2489478	0.9614105	0.7384286	0.1055809	0.6159679	0.0710718	1.0000000
650	0.9956327	0.1345108	0.4463306	0.2530457	0.9498383	0.7342383	0.1176457	0.5865249	0.0737844	1.0000000
700	0.9946771	0.1367969	0.4272351	0.2579541	0.9421349	0.7548474	0.1348786	0.5688227	0.0743755	1.0000000
750	0.9929566	0.1372693	0.4278176	0.2620819	0.9409159	0.7874246	0.1511262	0.5596848	0.0745042	1.0000000
800	0.9907495	0.1362717	0.4419342	0.2640580	0.9448387	0.8187318	0.1629600	0.5556275	0.0745323	1.0000000
850	0.9885653	0.1345834	0.4614465	0.2636917	0.9506944	0.8423557	0.1699911	0.5545891	0.0745384	1.0000000
900	0.9868271	0.1328647	0.4800595	0.2618133	0.9561354	0.8576845	0.1732242	0.5551959	0.0745398	1.0000000
950	0.9857058	0.1314560	0.4947054	0.2594489	0.9602589	0.8664247	0.1739741	0.5564723	0.0745401	1.0000000
1000	0.9851498	0.1304474	0.5047853	0.2572856	0.9630280	0.8706183	0.1733953	0.5578173	0.0745401	1.0000000

0	0.9859311	0.1294621	0.5122833	0.2533248	0.9655031	0.8666416	0.1687231	0.5607380	0.0745401	1.0000000
50	0.4588460	0.1292601	0.5154854	0.2528108	0.9714551	0.8888903	0.1526553	0.5608985	0.0751218	0.9787894
100	0.3062251	0.1287810	0.5220359	0.2514173	0.9741194	0.8796135	0.0889783	0.5606804	0.0764320	0.9723941
150	0.2629351	0.1289243	0.5179010	0.2501308	0.9743301	0.8129662	0.0501251	0.5595590	0.0773950	0.9704658
200	0.2508313	0.1311242	0.4856232	0.2496993	0.9696381	0.6953683	0.0367308	0.5580160	0.0778819	0.9698844
250	0.2474427	0.1365612	0.4222895	0.2512119	0.9550051	0.5855405	0.0325495	0.5559252	0.0780872	0.9697091
300	0.2464923	0.1450427	0.3497941	0.2566656	0.9248709	0.5159482	0.0312729	0.5521336	0.0781651	0.9696562
350	0.2462264	0.1548787	0.2916853	0.2687512	0.8800836	0.4800960	0.0308861	0.5449861	0.0781929	0.9696403
400	0.2461526	0.1639558	0.2544820	0.2891141	0.8313452	0.4636067	0.0307696	0.5335834	0.0782023	0.9696355
450	0.2461322	0.1709415	0.2335566	0.3161530	0.7904320	0.4565347	0.0307348	0.5189211	0.0782054	0.9696340
500	0.2461267	0.1756117	0.2226164	0.3451140	0.7620432	0.4536436	0.0307247	0.5035167	0.0782064	0.9696336
550	0.7805562	0.1824999	0.2060822	0.3819079	0.6528749	0.3297936	0.0441875	0.4856510	0.0775574	0.9908441
600	0.9354722	0.1956794	0.1832931	0.4584256	0.5270035	0.4105598	0.1385417	0.4535775	0.0762021	0.9972393
650	0.9755322	0.1909292	0.1996394	0.5576013	0.5672863	0.6606385	0.2434227	0.4121728	0.0752755	0.9991676
700	0.9722839	0.1688871	0.2815889	0.5592337	0.7487712	0.8299805	0.3270384	0.4055231	0.0748284	0.9997490
750	0.9502432	0.1494304	0.3911922	0.4603486	0.8747520	0.9111335	0.3585465	0.4424811	0.0746450	0.9999243
800	0.9318903	0.1372494	0.4778151	0.3635490	0.9342245	0.9444661	0.3302805	0.4877745	0.0745764	0.9999772
850	0.9315597	0.1305679	0.5299450	0.3044359	0.9595626	0.9535138	0.2776075	0.5215886	0.0745522	0.9999931
900	0.9444961	0.1272221	0.5558530	0.2740941	0.9699280	0.9487341	0.2318919	0.5421907	0.0745441	0.9999979
950	0.9595482	0.1258000	0.5648614	0.2596701	0.9737793	0.9352602	0.2016934	0.5534381	0.0745414	0.9999994
1000	0.9709411	0.1255020	0.5633113	0.2531824	0.9745918	0.9175421	0.1841763	0.5591157	0.0745405	0.9999998

0	0.9859311	0.1294621	0.5122833	0.2533248	0.9655031	0.8666416	0.1687231	0.5607380	0.0745401	1.0000000
50	0.6040384	0.0716301	0.5125012	0.0935077	0.9655495	0.8657419	0.1545726	0.5924735	0.0745401	1.0000000
100	0.4939510	0.0522445	0.5112802	0.0560244	0.9653548	0.8494948	0.1119697	0.6033801	0.0745401	1.0000000
150	0.4636034	0.0462875	0.5014867	0.0472618	0.9635466	0.7940507	0.0766732	0.6070702	0.0745401	1.0000000
200	0.4558429	0.0461069	0.4712774	0.0453813	0.9567327	0.6964773	0.0594502	0.6079793	0.0745401	1.0000000
250	0.4540177	0.0498169	0.4157443	0.0455447	0.9386311	0.5897589	0.0526080	0.6070469	0.0745401	1.0000000
300	0.4536414	0.0568044	0.3476019	0.0471813	0.9004199	0.5080269	0.0501675	0.6034775	0.0745401	1.0000000
350	0.4535875	0.0659520	0.2873706	0.0510834	0.8375593	0.4587284	0.0494128	0.5953411	0.0745401	1.0000000
400	0.4535914	0.0754553	0.2454631	0.0584420	0.7600400	0.4334575	0.0493170	0.5806303	0.0745401	1.0000000
450	0.4535982	0.0835990	0.2205069	0.0697341	0.6875710	0.4223554	0.0495311	0.5592078	0.0745401	1.0000000
500	0.4535997	0.0894966	0.2071036	0.0836617	0.6336627	0.4188289	0.0499150	0.5339117	0.0745401	1.0000000
550	0.8405147	0.1548920	0.2007806	0.3990335	0.6011864	0.4316021	0.0796821	0.4683954	0.0745401	1.0000000
600	0.9515164	0.1739603	0.2078187	0.5032161	0.6176607	0.5724545	0.1784554	0.4339035	0.0745401	1.0000000
650	0.9756862	0.1673394	0.2587262	0.5134056	0.7340677	0.7622299	0.2729566	0.4268599	0.0745401	1.0000000
700	0.9663433	0.1524067	0.3528929	0.4479322	0.8537970	0.8748011	0.3199060	0.4510445	0.0745401	1.0000000
750	0.9500390	0.1402546	0.4448645	0.3674015	0.9214082	0.9255925	0.3115834	0.4877467	0.0745401	1.0000000
800	0.9443624	0.1326872	0.5077009	0.3106947	0.9528279	0.9432927	0.2731966	0.5188641	0.0745401	1.0000000
850	0.9507742	0.1285599	0.5421840	0.2787681	0.9664530	0.9433027	0.2334885	0.5395030	0.0745401	1.0000000
900	0.9616663	0.1266027	0.5568707	0.2625566	0.9719498	0.9330771	0.2045417	0.5514989	0.0745401	1.0000000
950	0.9712298	0.1259555	0.5590261	0.2548396	0.9736312	0.9176407	0.1865927	0.5578831	0.0745401	1.0000000
1000	0.9777894	0.1260813	0.5537903	0.2514581	0.9733966	0.9014474	0.1764374	0.5610009	0.0745401	1.0000000
