"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
900	0.7061552	0.1170091	0.1003115	0.3426561	0.7921357	0.0201402	0.3006715	0.6153861	0.0750557	0.5647442
950	0.7271325	0.0812710	0.1449138	0.2762679	0.7656122	0.0170039	0.4371937	0.6261681	0.0940937	0.4809447
1000	0.7105978	0.0493748	0.0951493	0.2219047	0.7776137	0.0149249	0.2600521	0.8192956	0.0548553	0.5400757

0	0.7271857	0.1148598	0.0961144	0.1989574	0.6922021	0.0157978	0.3227429	0.8402789	0.1363950	0.3994193
50	0.6028685	0.0752160	0.3477367	0.0965424	0.7692605	0.0098747	0.3843749	0.8698654	0.0522070	0.5129824
100	0.5431172	0.0730417	0.5652245	0.0551997	0.6788508	0.0041899	0.2951925	0.8560020	0.0655521	0.4665783
150	0.5533575	0.1690209	0.5394236	0.0566227	0.8393409	0.0025786	0.3204877	0.8336554	0.0680765	0.4786006
200	0.5501920	0.2716115	0.8640990	0.0419798	0.8724580	0.0032699	0.3460441	0.8133227	0.0483871	0.4705764
250	0.3980954	0.3136784	0.7953895	0.0268366	0.6333466	0.0035884	0.3176964	0.7312014	0.0878049	0.4659179
300	0.4064261	0.3703044	0.6863943	0.0579364	0.7481784	0.0031189	0.4333698	0.7795401	0.0522642	0.4653934
350	0.3802152	0.4292789	0.8927324	0.0695582	0.7614525	0.0011127	0.3699662	0.7735942	0.0688356	0.6406925
400	0.3999092	0.5113367	0.8430709	0.0217607	0.6534850	0.0024706	0.4169062	0.7557428	0.0975180	0.6091862
450	0.3037839	0.5025330	0.7418368	0.0435136	0.7753439	0.0000000	0.4312295	0.8058395	0.0702983	0.4457281
500	0.4130232	0.4669847	0.7456925	0.0366404	0.8970243	0.0023824	0.4556659	0.7637288	0.0540037	0.5070426
550	0.4336718	0.3655678	0.8482186	0.1270783	0.8551706	0.0271598	0.4142447	0.6616994	0.0581006	0.4431205
600	0.5115302	0.4287047	0.7135749	0.2103809	0.7314536	0.0046335	0.4187201	0.7332788	0.0648808	0.6754932
650	0.5249756	0.4156477	0.3478094	0.2327319	0.7271130	0.0048439	0.4182581	0.5638367	0.0465875	0.5892345
700	0.5359638	0.3819913	0.1524801	0.2740284	0.7829850	0.0045610	0.3608678	0.6991365	0.0602931	0.4957108
750	0.4819049	0.1924671	0.2158108	0.2299417	0.7112257	0.0087394	0.4390833	0.6841403	0.1122025	0.7942023
800	0.6291193	0.1495283	0.1937560	0.2251551	0.8213217	0.0083143	0.3070089	0.8578737	0.0284041	0.5245414
850	0.6602068	0.0812684	0.1769989	0.1836971	0.7019454	0.0180558	0.2699223	0.7080284	0.0555072	0.5235571
900	0.7295127	0.0776843	0.1512279	0.2093920	0.7894504	0.0135114	0.2651885	0.8135970	0.0392131	0.5211559
950	0.6019581	0.0858088	0.1940798	0.2043435	0.7725000	0.0085851	0.2069638	0.8022395	0.0524237	0.4909807
1000	0.7390694	0.0882413	0.1616256	0.2182739	0.6513691	0.0221915	0.2916537	0.7786125	0.0657124	0.4525920

0	0.7007556	0.0749905	0.1253917	0.2513429	0.9499676	0.0194019	0.2863178	0.8230936	0.0568499	0.5007664
50	0.6742030	0.3066923	0.0763657	0.2845339	0.4317710	0.0367947	0.3202690	0.7364761	0.0281346	0.4744793
100	0.6908452	0.3775166	0.1130921	0.3045669	0.3460831	0.0228420	0.3325293	0.6077240	0.0561949	0.4916716
150	0.5154380	0.2701865	0.0976150	0.3839218	0.3772093	0.0173013	0.3001407	0.6027861	0.0686956	0.5026500
200	0.6018666	0.2994726	0.1109742	0.3187029	0.2853340	0.0069789	0.3003442	0.6423706	0.0742999	0.5143246
250	0.5417842	0.3800481	0.0946702	0.5526422	0.3523484	0.0087718	0.4038971	0.7291652	0.0467934	0.5760736
300	0.4809844	0.3820135	0.1291663	0.3486962	0.2880277	0.0099148	0.3008688	0.7376666	0.0666059	0.5437081
350	0.6005721	0.4455967	0.1266517	0.4670852	0.3266032	0.0252891	0.2571786	0.6426798	0.0508014	0.6257323
400	0.4435494	0.3887536	0.0837110	0.4361319	0.3402222	0.0076944	0.3918401	0.5435757	0.0589896	0.4698617
450	0.5528941	0.4007559	0.0936148	0.3556479	0.3875116	0.0153879	0.3204104	0.6242823	0.1092313	0.5542323
500	0.5315926	0.4315020	0.0676463	0.4881694	0.2663210	0.0114343	0.3044098	0.6953243	0.1371251	0.6426134
550	0.5413190	0.1962572	0.0907650	0.3041344	0.5457096	0.0087596	0.4066739	0.6409025	0.0552672	0.5056310
600	0.6235340	0.1442099	0.0811977	0.3441537	0.7047635	0.0164676	0.3066715	0.7434241	0.0366376	0.5797094
650	0.6202518	0.0838370	0.0713258	0.2144915	0.6124408	0.0309902	0.2908054	0.7180910	0.0589538	0.4971601
700	0.5676418	0.0545073	0.0980798	0.1948502	0.7350514	0.0296114	0.3621392	0.8123427	0.0525202	0.5142281
750	0.5973075	0.1096544	0.1399106	0.2492437	0.7308761	0.0179551	0.3641689	0.6833079	0.0700252	0.6626284
800	0.7036339	0.0694079	0.1173456	0.1711080	0.7480985	0.0095794	0.2633404	0.9830349	0.0585756	0.6287884
850	0.6610610	0.0659295	0.1380870	0.2668221	0.8805024	0.0283447	0.3085747	0.8010671	0.0731012	0.5050075
900	0.6896325	0.1146548	0.1076287	0.1768018	0.7853612	0.0258162	0.2722247	0.8902499	0.0713469	0.5213013
950	0.6630809	0.1423730	0.0725383	0.2090702	0.7308679	0.0183983	0.3126355	0.7370808	0.0818486	0.4840668
1000	0.6022697	0.0616454	0.1092530	0.1661603	0.7219019	0.0181493	0.3865464	0.6835044	0.0530997	0.5592328

0	0.7254708	0.0797183	0.1102460	0.2905081	0.8108740	0.0230186	0.2316472	0.8277396	0.0685387	0.4437703
50	0.3584819	0.3818054	0.2113745	0.2142570	0.6379005	0.0479956	0.3369455	0.6976927	0.0652140	0.3546556
100	0.2380078	0.4215051	0.0975172	0.2498723	0.4688055	0.0344964	0.3067468	0.8245376	0.0368988	0.4079571
150	0.1435076	0.3574087	0.1769542	0.2639838	0.4984118	0.0201311	0.3882819	0.7273443	0.0420215	0.4396641
200	0.1873297	0.5264545	0.1419503	0.2626777	0.5286851	0.0250201	0.3919786	0.7747275	0.0713822	0.3866605
250	0.1051057	0.5025000	0.1218037	0.2889034	0.5399731	0.0513524	0.3651621	0.8113839	0.0694334	0.5070943
300	0.1772589	0.4422445	0.0683280	0.3027365	0.4271872	0.0199363	0.4057706	0.7716891	0.0640508	0.5120501
350	0.1871712	0.3769514	0.1340163	0.3955141	0.3719983	0.0448850	0.3842324	0.6949002	0.0876105	0.4378641
400	0.1751757	0.4132448	0.0998808	0.3812439	0.3890857	0.0187754	0.4277834	0.6909919	0.0864743	0.3904112
450	0.1637857	0.4649261	0.0790145	0.3928139	0.4600823	0.0294564	0.3033504	0.6913480	0.1478742	0.4759816
500	0.2338191	0.5438409	0.1003850	0.3196818	0.3918946	0.0193939	0.4212019	0.6513371	0.0617344	0.3489368
550	0.4564778	0.1765468	0.0770743	0.3154363	0.8306356	0.0231710	0.4426514	0.6238241	0.1063890	0.4842468
600	0.6355569	0.1340367	0.0814593	0.3017689	0.8814312	0.0117169	0.3316249	0.7957812	0.0764511	0.5363445
650	0.6165245	0.0503752	0.0598210	0.2316545	0.8051682	0.0365621	0.3276085	0.6925880	0.0365355	0.4746857
700	0.6274193	0.0798305	0.1184975	0.1796439	0.8622165	0.0170620	0.3964094	0.8544172	0.0360382	0.5883401
750	0.5145214	0.0796683	0.1379843	0.2236750	0.7917852	0.0067338	0.3571109	0.7136715	0.0800027	0.3946066
800	0.5975260	0.1303639	0.1281717	0.1459674	0.7547111	0.0174164	0.4041605	0.6864935	0.0975579	0.5027621
850	0.8488116	0.0672578	0.1260402	0.2332897	0.7586930	0.0197728	0.2601033	0.7773907	0.0402642	0.4441853
900	0.8598666	0.0673458	0.1982065	0.2012664	0.6464976	0.0157915	0.3433959	0.7990955	0.0433454	0.4741410
950	0.7429582	0.1061369	0.1439948	0.2003991	0.7964441	0.0171348	0.3264216	0.7628579	0.0639184	0.4509019
1000	0.7382856	0.0712830	0.0954590	0.2198000	0.8194951	0.0240597	0.2871665	0.7425929	0.1114597	0.6044544

0	0.6757878	0.0496272	0.1520361	0.2758180	0.7732189	0.0105536	0.3008775	0.8095785	0.1005161	0.5832211
50	0.4369202	0.1007239	0.2018085	0.3112209	0.6806624	0.0102552	0.3192279	0.8148255	0.0522276	0.4698354
100	0.4526984	0.0910600	0.1141288	0.2290098	0.7177442	0.0008559	0.2874140	0.8646662	0.0822681	0.5293918
150	0.4872681	0.0711297	0.1103899	0.1825140	0.7949873	0.0002951	0.3310603	0.6379822	0.0466466	0.6211015
200	0.4715760	0.0791002	0.1195256	0.3217379	0.6466194	0.0000211	0.3080240	0.8157991	0.1007052	0.5869453
250	0.3889358	0.0566348	0.1321720	0.2510612	0.7491976	0.0001133	0.2759005	0.6712172	0.0498337	0.6599292
300	0.4375042	0.0721938	0.1294563	0.1872918	0.8055511	0.0005765	0.3789972	0.6777689	0.0413287	0.6783273
350	0.3832323	0.0985443	0.2338739	0.1862936	0.6368493	0.0024273	0.3917742	0.7106094	0.1159687	0.6011858
400	0.4080462	0.0374355	0.1499237	0.2834030	0.7443072	0.0000964	0.2687271	0.6855516	0.0677754	0.6332742
450	0.4422875	0.0829692	0.1608226	0.2104328	0.8157968	0.0005329	0.3610096	0.8638709	0.0438585	0.5707653
500	0.4658834	0.1122833	0.2192378	0.2137676	0.7971071	0.0000000	0.2742908	0.7068096	0.0447001	0.5345085
550	0.6003978	0.1871163	0.1398372	0.1822998	0.8101667	0.0042221	0.2378811	0.7596694	0.0239020	0.4022875
600	0.6399656	0.0851818	0.1385283	0.1237348	0.7387741	0.0034099	0.3616782	0.7886643	0.0809307	0.5695849
650	0.7989986	0.1055416	0.1594675	0.1774643	0.7213156	0.0055969	0.3855113	0.6573042	0.0596057	0.5768226
700	0.7967562	0.0790474	0.1610225	0.1315980	0.7413862	0.0171291	0.3655157	0.7650202	0.0343348	0.4750645
750	0.8130561	0.1122747	0.2609256	0.1662957	0.8835711	0.0221893	0.4340009	0.7450042	0.0510471	0.4686330
800	0.5874738	0.0941732	0.1896983	0.2327850	0.7860622	0.0221663	0.3317761	0.7896758	0.0292019	0.4848306
850	0.5678343	0.0810873	0.1334279	0.2899955	0.6778591	0.0288547	0.3204049	0.8634465	0.0415635	0.4874324
900	0.6192082	0.0794384	0.1847409	0.1816558	0.7282300	0.0701757	0.2689394	0.6003797	0.0679129	0.5539454
950	0.5102399	0.0560037	0.2003292	0.1567210	0.7620136	0.0681369	0.2486707	0.9024397	0.0792302	0.5583796
1000	0.7250034	0.1016130	0.1923153	0.1659962	0.7222833	0.0170251	0.2883837	0.7438214	0.0609625	0.4375895

0	0.6459918	0.0843054	0.1002752	0.2983102	0.8791612	0.0158200	0.3663983	0.7131804	0.0833062	0.6021524
50	0.6343148	0.1270533	0.1898128	0.1747933	0.7933394	0.0145062	0.2035845	0.8309405	0.1142507	0.4229090
100	0.6717637	0.2874026	0.2705506	0.1942204	0.7111370	0.0201109	0.1589203	0.8505628	0.0275372	0.4408655
150	0.5727562	0.2781682	0.2754911	0.2287010	0.7476588	0.0111406	0.1455757	0.7495418	0.0508016	0.5092069
200	0.7319204	0.2818974	0.2681874	0.3304514	0.8433099	0.0263643	0.1966012	0.9440729	0.0324712	0.4723117
250	0.7051798	0.2807114	0.2447836	0.2310818	0.7853415	0.0359185	0.1559332	0.7691057	0.0502312	0.3785393
300	0.6900483	0.3356109	0.2870862	0.2138622	0.6253340	0.0186575	0.1805504	0.7008339	0.0299292	0.3625354
350	0.7016868	0.2380982	0.3134658	0.1891986	0.6922012	0.0162937	0.1607000	0.7118870	0.0427996	0.5176161
400	0.6051570	0.2774095	0.2709452	0.1579432	0.8656336	0.0154457	0.1704179	0.7412077	0.0938573	0.4512735
450	0.6586373	0.1956284	0.2518424	0.1768164	0.6431780	0.0378723	0.1753917	0.7298434	0.0562266	0.4411052
500	0.5725390	0.2916990	0.2802991	0.2400299	0.8180964	0.0223085	0.1888235	0.7592724	0.0561405	0.2742716
550	0.6068252	0.1642270	0.1585012	0.2592689	0.7146274	0.0240554	0.3337393	0.6737281	0.0659673	0.4521328
600	0.5621150	0.1710678	0.1354043	0.2242758	0.7171016	0.0273677	0.2823085	0.5969463	0.0492389	0.4432615
650	0.7302117	0.1204898	0.1090663	0.1429936	0.8491547	0.0141790	0.4046426	0.7032002	0.0349259	0.5620069
700	0.6648822	0.0811746	0.1044726	0.2070950	0.9052634	0.0287346	0.3876164	0.6710445	0.0396235	0.5880112
750	0.6513808	0.0787758	0.1382806	0.1863542	0.6627650	0.0157103	0.2847581	0.7129809	0.0169054	0.5046105
800	0.6473229	0.0653829	0.1030591	0.1823142	0.7786723	0.0086592	0.3095491	0.7939297	0.0585104	0.4095337
850	0.7903680	0.0459929	0.1535394	0.1948460	0.6253228	0.0098379	0.3405067	0.7618817	0.0554551	0.5492434
900	0.7519356	0.0632237	0.0812577	0.2088542	0.7310464	0.0342048	0.2853150	0.6609570	0.0584889	0.4466276
950	0.6917026	0.0815576	0.2109541	0.1792513	0.8339964	0.0229507	0.2511314	0.7628182	0.0758186	0.4747339
1000	0.7528529	0.0598477	0.2153150	0.1567316	0.6874234	0.0322715	0.2839788	0.6681299	0.0566384	0.5472831

0	0.6221760	0.1444462	0.1190552	0.1877755	0.8361727	0.0195181	0.2538473	0.8401829	0.1040666	0.5684518
50	0.7263191	0.0396685	0.2636318	0.2217177	1.0000000	0.0038791	0.2227772	0.7815190	0.4203780	0.6101378
100	0.6321198	0.0453638	0.3303003	0.2384729	0.9948108	0.0098486	0.3152032	0.6301997	0.5688739	0.8003377
150	0.6356826	0.0936689	0.3443122	0.1984069	0.7149928	0.0000000	0.2311537	0.5495165	0.5608749	0.7112271
200	0.7478761	0.2081500	0.4213209	0.1760484	0.8735790	0.0030307	0.2062759	0.5243672	0.6389679	0.7804938
250	0.6317195	0.1767259	0.4605379	0.1496067	0.8490610	0.0028036	0.2218018	0.4777852	0.4800479	0.8078625
300	0.5761429	0.1745863	0.4713880	0.1673202	0.7499770	0.0030615	0.1928007	0.4727409	0.5248873	0.6822027
350	0.6645563	0.2480059	0.4819016	0.1713063	0.8375797	0.0013647	0.1445480	0.4520796	0.5886922	0.7752464
400	0.6700155	0.1973809	0.5830506	0.1554563	0.7672000	0.0003032	0.1536398	0.6253995	0.5290180	0.8717377
450	0.6672851	0.2020092	0.4742540	0.2171959	0.7456043	0.0002687	0.1550851	0.4382293	0.5382767	0.6700328
500	0.6241236	0.1636731	0.3685608	0.2020251	0.7256383	0.0013191	0.1764882	0.4202697	0.5513457	0.7070307
550	0.7632520	0.1847581	0.2390045	0.1985516	0.7999286	0.0074553	0.1761894	0.4583891	0.1756023	0.5124212
600	0.6724828	0.1293560	0.1614459	0.2347041	0.8229816	0.0063300	0.2333172	0.5485496	0.0936420	0.3239791
650	0.6708295	0.0960074	0.1433392	0.1906338	0.8119064	0.0136217	0.3368241	0.5801932	0.0517556	0.3830057
700	0.7040427	0.0767856	0.1242930	0.2173204	0.8994703	0.0181610	0.3308748	0.6657938	0.0557395	0.4179479
750	0.6725840	0.0607355	0.1817915	0.2097278	0.7888124	0.0106174	0.3428029	0.6810147	0.0524732	0.5033399
800	0.7352055	0.1128164	0.1506935	0.1787727	0.6944506	0.0433420	0.2240271	0.8300487	0.0561607	0.5476329
850	0.9670688	0.1028987	0.1642818	0.2593939	0.8261960	0.0393221	0.2772380	0.8245210	0.0250208	0.4938947
900	0.7740092	0.0790112	0.2110065	0.2173272	0.7010781	0.0087172	0.3348273	0.7136990	0.0416037	0.3914681
950	0.7493571	0.0883086	0.2041518	0.1755419	0.7942375	0.0122063	0.3191761	0.8805436	0.0350694	0.5106978
1000	0.6459825	0.0766888	0.1307554	0.1719792	0.7155370	0.0278300	0.2901178	0.6876415	0.0680978	0.4351209

0	0.6066588	0.0952464	0.1278950	0.3140544	0.8389661	0.0162411	0.3135351	0.8452113	0.0708010	0.4413848
50	0.7591385	0.0601846	0.0669891	0.1911220	0.7385436	0.0208336	0.3356802	0.7508838	0.0600391	0.5155949
100	0.6562342	0.0673581	0.1602207	0.2013184	0.7970992	0.0077668	0.3868382	0.7395731	0.0756069	0.5116812
150	0.6046056	0.1050932	0.1380324	0.1529583	0.6126321	0.0497271	0.3841835	0.7403944	0.0860164	0.5051057
200	0.7850330	0.0981753	0.1072677	0.1879891	0.8788022	0.0553824	0.4016699	0.6744510	0.0722551	0.5117540
250	0.6358414	0.1224226	0.1744652	0.2633750	0.8656841	0.0145884	0.3533026	0.6962589	0.0653990	0.4667940
300	0.7256336	0.1209810	0.0887890	0.2342101	0.7534426	0.0107936	0.3210997	0.8179228	0.0622901	0.4834107
350	0.6279206	0.1003003	0.1598618	0.2278251	0.7241536	0.0029534	0.3567072	0.7445322	0.0515631	0.5072289
400	0.6434179	0.1618054	0.1480183	0.2631316	0.7415128	0.0031182	0.3066725	0.7665404	0.0611558	0.5751354
450	0.6222067	0.0799845	0.1506019	0.1980722	0.8646311	0.0085436	0.4261930	0.7839468	0.0427015	0.5012094
500	0.6868924	0.0634829	0.2306919	0.1395841	0.9148423	0.0078260	0.3871940	0.7212672	0.0603854	0.5788468
550	0.7311097	0.1102424	0.1683554	0.2129554	0.6323215	0.0137617	0.2264938	0.7536245	0.0842348	0.5466631
600	0.8790519	0.1228063	0.1088297	0.1603106	0.7753492	0.0141071	0.3257407	0.7098429	0.1082445	0.5408990
650	0.7450418	0.1007224	0.1665830	0.1967138	0.7915256	0.0257879	0.3936512	0.5886035	0.0628173	0.6639733
700	0.7459563	0.1139853	0.2190743	0.2308722	0.7450213	0.0759606	0.3417032	0.7697866	0.0537734	0.5071733
750	0.6192875	0.0919027	0.1118118	0.1475220	0.6545074	0.0308658	0.3820048	0.6928697	0.0415973	0.5482050
800	0.7115441	0.1216052	0.1186064	0.2061359	0.6152706	0.0120788	0.4220228	0.7377630	0.0475426	0.5587349
850	0.6615322	0.0858290	0.1656104	0.1958728	0.7499042	0.0118392	0.3662542	0.7526744	0.0688376	0.4347906
900	0.7722391	0.0439536	0.1636178	0.1771908	0.8244553	0.0152441	0.3432671	0.8944273	0.0179549	0.5710514
950	0.8171252	0.0857315	0.2432486	0.1837660	0.7883567	0.0258706	0.3034644	0.8182588	0.0306084	0.5581420
1000	0.7291718	0.0923920	0.2341807	0.2049622	0.6438580	0.0419302	0.3270292	0.7671367	0.0829870	0.4257549

0	0.6385624	0.0884922	0.0879890	0.2453339	0.6652506	0.0327325	0.3006532	0.7334647	0.0461327	0.5478680
50	0.8039120	0.0828807	0.1028854	0.1550872	0.7085302	0.0027637	0.3189991	0.3903216	0.0616632	0.4984795
100	0.6699400	0.0835639	0.1045843	0.1732970	0.6656045	0.0224318	0.2844563	0.3483468	0.0418750	0.5035681
150	0.7466423	0.0782296	0.1355827	0.1710064	0.7762142	0.0135197	0.3063860	0.2364146	0.0287315	0.5048344
200	0.5724210	0.0953090	0.1021196	0.1432411	0.8542011	0.0098561	0.3605541	0.2081088	0.0991125	0.6240363
250	0.7117764	0.0526686	0.2352772	0.1277069	0.7302359	0.0066332	0.2840371	0.1936034	0.0848754	0.4960987
300	0.7596385	0.1819654	0.3072988	0.1785577	0.7792732	0.0108301	0.3695536	0.2147592	0.0510902	0.3713527
350	0.7254681	0.1394703	0.2652654	0.1433565	0.6965361	0.0064837	0.4568153	0.2414415	0.1177713	0.6132155
400	0.5893830	0.1189698	0.2653117	0.2168248	0.7756270	0.0217465	0.2608731	0.2630900	0.0395369	0.4235492
450	0.6312892	0.1312613	0.2793655	0.1515664	0.7004581	0.0191676	0.3062752	0.1611636	0.0483784	0.3630675
500	0.6295446	0.1211448	0.2123362	0.1939579	0.7154463	0.0214655	0.3835761	0.2999713	0.0613013	0.4455692
550	0.6351747	0.1478145	0.2286680	0.1319866	0.6951250	0.0181061	0.3302595	0.5193764	0.0642884	0.4254181
600	0.8416808	0.1393100	0.1309461	0.2097212	0.7966201	0.0139856	0.3381446	0.5538512	0.0324935	0.4786126
650	0.6274438	0.1021834	0.1848955	0.1696415	0.9042644	0.0363952	0.3206379	0.8212381	0.0597209	0.5708085
700	0.6969560	0.1001036	0.1283973	0.1930940	0.7725456	0.0186662	0.3802878	0.7873710	0.0474439	0.4631019
750	0.8281699	0.0865412	0.1694683	0.1844504	0.7362732	0.0224258	0.3350387	0.7861517	0.0654000	0.5108404
800	0.6899908	0.1001686	0.1772376	0.2112878	0.8127954	0.0213915	0.2806175	0.7725512	0.0288231	0.4096326
850	0.7709952	0.0815090	0.1719958	0.1580130	0.8301023	0.0379534	0.2963708	0.8264433	0.0612290	0.4304265
900	0.7088350	0.1072751	0.2382490	0.2061931	0.7601563	0.0153662	0.2646706	0.7244553	0.0771688	0.5096129
950	0.7219973	0.0901028	0.1371358	0.2993868	0.7675040	0.0211483	0.3286807	0.8443834	0.0464931	0.5760877
1000	0.7538463	0.0716079	0.1181334	0.3276969	0.6249365	0.0251493	0.2628021	0.7887997	0.0699559	0.4530522

0	0.6471287	0.1486461	0.1180156	0.2680619	0.8327552	0.0423804	0.3071298	0.7511956	0.0466221	0.4792841
50	0.6208928	0.4752399	0.1373557	0.2289274	0.5723031	0.0264405	0.2701521	0.8730634	0.2360941	0.3831773
100	0.5491487	0.6139476	0.0961548	0.3385806	0.5501985	0.0093007	0.3523874	0.7955801	0.2933783	0.4482563
150	0.4712122	0.7444506	0.0993931	0.2925680	0.3540767	0.0053787	0.4112787	0.7090660	0.4503245	0.3913420
200	0.5980828	0.7136348	0.0706506	0.3567729	0.5800996	0.0094346	0.6094864	0.6974546	0.2992196	0.4865181
250	0.5028384	0.7690687	0.1386246	0.3079442	0.5322184	0.0097801	0.5975039	0.5631186	0.4073788	0.5130920
300	0.5283887	0.6145023	0.0670469	0.2025225	0.5822466	0.0046460	0.6240394	0.6854760	0.4675208	0.5354996
350	0.4718515	0.5270695	0.0532490	0.2608779	0.4510256	0.0007943	0.5892944	0.6002417	0.4101428	0.5294537
400	0.3831940	0.7184886	0.0790547	0.3050106	0.4948893	0.0033682	0.5759508	0.4861372	0.3305723	0.4179590
450	0.4684880	0.6221961	0.1093545	0.3257159	0.4652466	0.0028121	0.5435588	0.6342804	0.5131235	0.4130507
500	0.4674745	0.7171711	0.0872033	0.3561051	0.4868767	0.0048737	0.6881007	0.5468867	0.3773678	0.5878941
550	0.4117765	0.2834397	0.0519686	0.2990161	0.7183604	0.0027414	0.6861364	0.5131263	0.2604459	0.5255025
600	0.6168122	0.0823003	0.0610800	0.2793894	0.6231628	0.0100583	0.3834931	0.6119213	0.1877178	0.5610662
650	0.5880566	0.1474257	0.0540642	0.1496278	0.7072038	0.0129908	0.2640531	0.8423296	0.1032127	0.4721277
700	0.5731533	0.0608179	0.0621880	0.2225395	0.7329127	0.0112832	0.3751923	0.6491959	0.0677587	0.6104803
750	0.6023384	0.0948463	0.1056699	0.1422958	0.7150125	0.0138872	0.3379674	0.8315672	0.0520108	0.4798199
800	0.7047794	0.1204214	0.1145880	0.1643874	0.7225311	0.0080872	0.2629131	0.8358166	0.0390064	0.4687633
850	0.5386959	0.0581616	0.1269334	0.1842065	0.9539407	0.0312711	0.3972981	0.8582674	0.0435849	0.5510360
900	0.6941052	0.0456009	0.1381350	0.1723019	0.9153055	0.0152386	0.3214847	0.7460490	0.0527884	0.6300928
950	0.7276713	0.0719568	0.1675122	0.2437568	0.7206246	0.0180632	0.4357519	0.7134331	0.0623252	0.5437590
1000	0.6697307	0.0557322	0.1682786	0.1668575	0.7509435	0.0069918	0.2642416	0.8761952	0.0548845	0.5606400
