"Time"	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W
250	0.3027151	0.2124798	0.1155154	1.0000000	0.4630357	0.5590505	0.4333322	0.0052752	0.1254841	0.3245822
300	0.3011984	0.2124766	0.1155160	1.0000000	0.4630330	0.5590588	0.4332692	0.0055637	0.1227471	0.3245539
350	0.3008053	0.2124762	0.1155168	1.0000000	0.4630090	0.5590884	0.4332490	0.0056833	0.1217573	0.3245473
400	0.3007049	0.2124777	0.1155173	1.0000000	0.4629894	0.5591099	0.4332660	0.0057265	0.1213978	0.3245572
450	0.3006791	0.2124792	0.1155172	1.0000000	0.4629853	0.5591125	0.4332921	0.0057409	0.1212646	0.3245696
500	0.3006722	0.2124797	0.1155168	1.0000000	0.4629925	0.5591030	0.4333058	0.0057455	0.1212138	0.3245750
550	0.5438969	0.2124793	0.1155166	1.0000000	0.4630012	0.5590931	0.4333034	0.0198980	0.3664576	0.3245729
600	0.7299600	0.2124787	0.1155166	1.0000000	0.4630048	0.5590896	0.4332938	0.0257890	0.5183944	0.3245681
650	0.7975969	0.2124784	0.1155167	1.0000000	0.4630032	0.5590921	0.4332866	0.0259705	0.5753902	0.3245650
700	0.8180384	0.2124784	0.1155168	1.0000000	0.4629999	0.5590961	0.4332856	0.0254117	0.5961569	0.3245649
750	0.8237321	0.2124787	0.1155168	0.9999999	0.4629977	0.5590983	0.4332887	0.0250609	0.6037052	0.3245666
800	0.8252498	0.2124789	0.1155168	0.9999999	0.4629978	0.5590980	0.4332919	0.0249040	0.6064468	0.3245681
850	0.8256439	0.2124789	0.1155168	0.9999999	0.4629989	0.5590966	0.4332931	0.0248422	0.6074419	0.3245685
900	0.8257446	0.2124788	0.1155168	0.9999999	0.4630000	0.5590954	0.4332923	0.0248194	0.6078034	0.3245680
950	0.8257701	0.2124788	0.1155168	0.9999999	0.4630002	0.5590952	0.4332910	0.0248113	0.6079354	0.3245674
1000	0.8257766	0.2124787	0.1155168	0.9999999	0.4629999	0.5590957	0.4332903	0.0248084	0.6079840	0.3245671

0	0.8257801	0.2124595	0.1155156	0.9999999	0.4631234	0.5589759	0.4329909	0.0248076	0.6080103	0.3244171
50	0.7835804	0.4578008	0.1155199	0.9999999	0.4629561	0.5591659	0.4330558	0.0250271	0.4437664	0.3244652
100	0.6122018	0.7080001	0.1155202	0.9999999	0.4628928	0.5592240	0.4332494	0.0260945	0.3419442	0.3245603
150	0.4529554	0.8341487	0.1155181	0.9999999	0.4629294	0.5591703	0.4333843	0.0280301	0.3037058	0.3246176
200	0.3626954	0.8872680	0.1155160	0.9999999	0.4629966	0.5590908	0.4333963	0.0307935	0.2897547	0.3246156
250	0.3209005	0.9079125	0.1155154	0.9999999	0.4630357	0.5590504	0.4333323	0.0337934	0.2846904	0.3245822
300	0.3033590	0.9155967	0.1155160	0.9999998	0.4630330	0.5590587	0.4332694	0.0362136	0.2828671	0.3245538
350	0.2963890	0.9183847	0.1155169	0.9999998	0.4630091	0.5590883	0.4332492	0.0377445	0.2822159	0.3245473
400	0.2937131	0.9193803	0.1155173	0.9999997	0.4629895	0.5591098	0.4332662	0.0385573	0.2819798	0.3245571
450	0.2927100	0.9197322	0.1155173	0.9999997	0.4629855	0.5591124	0.4332924	0.0389397	0.2818881	0.3245695
500	0.2923406	0.9198557	0.1155169	0.9999996	0.4629927	0.5591028	0.4333060	0.0391055	0.2818494	0.3245748
550	0.3066908	0.6745649	0.1155167	0.9999996	0.4630014	0.5590929	0.4333036	0.0388107	0.4461641	0.3245728
600	0.3979331	0.4243875	0.1155167	0.9999996	0.4630050	0.5590895	0.4332939	0.0363496	0.5479644	0.3245680
650	0.5448027	0.2982476	0.1155168	0.9999997	0.4630034	0.5590919	0.4332867	0.0321352	0.5861542	0.3245649
700	0.6736163	0.2451313	0.1155169	0.9999998	0.4629999	0.5590960	0.4332856	0.0286155	0.6000696	0.3245648
750	0.7538351	0.2244878	0.1155169	0.9999998	0.4629978	0.5590983	0.4332886	0.0265725	0.6051273	0.3245665
800	0.7947186	0.2168038	0.1155169	0.9999999	0.4629977	0.5590980	0.4332919	0.0255766	0.6069637	0.3245680
850	0.8131686	0.2140158	0.1155168	0.9999999	0.4629989	0.5590966	0.4332931	0.0251304	0.6076298	0.3245685
900	0.8208731	0.2130203	0.1155168	0.9999999	0.4629999	0.5590954	0.4332924	0.0249393	0.6078717	0.3245680
950	0.8239274	0.2126684	0.1155168	0.9999999	0.4630002	0.5590952	0.4332910	0.0248598	0.6079602	0.3245674
1000	0.8250954	0.2125449	0.1155168	0.9999999	0.4629999	0.5590957	0.4332903	0.0248276	0.6079930	0.3245671

0	0.8257801	0.2124595	0.1155156	0.9999999	0.4631234	0.5589759	0.4329909	0.0248076	0.6080103	0.3244171
50	0.8257929	0.2124702	0.1155430	0.9999999	0.4629561	0.4586334	0.4330558	0.0248062	0.6095388	0.3153371
100	0.8257688	0.2126818	0.1160925	0.9999999	0.4628928	0.3553526	0.4332494	0.0247796	0.6336455	0.2702514
150	0.8253585	0.2145531	0.1186051	0.9999999	0.4629294	0.3032485	0.4333843	0.0246212	0.6987571	0.2160537
200	0.8229097	0.2218206	0.1247575	1.0000000	0.4629966	0.2815069	0.4333962	0.0242841	0.7776011	0.1776438
250	0.8146978	0.2393703	0.1346200	1.0000000	0.4630357	0.2732222	0.4333323	0.0238881	0.8400787	0.1564740
300	0.7961142	0.2689107	0.1455433	1.0000000	0.4630330	0.2702400	0.4332693	0.0235791	0.8792049	0.1463399
350	0.7655905	0.3055095	0.1544954	1.0000000	0.4630090	0.2692121	0.4332490	0.0234259	0.9006181	0.1419047
400	0.7275256	0.3407833	0.1603558	1.0000000	0.4629894	0.2688676	0.4332660	0.0234308	0.9113931	0.1400824
450	0.6897516	0.3687376	0.1636209	1.0000000	0.4629853	0.2687501	0.4332921	0.0235595	0.9165075	0.1393679
500	0.6584578	0.3878193	0.1652419	1.0000000	0.4629926	0.2687063	0.4333058	0.0237595	0.9188304	0.1390967
550	0.6359009	0.3993980	0.1655794	1.0000000	0.4630012	0.3691770	0.4333034	0.0239758	0.9191686	0.1453590
600	0.6216018	0.4027454	0.1587593	1.0000000	0.4630048	0.4724867	0.4332938	0.0241778	0.9055752	0.1821515
650	0.6174078	0.3864337	0.1435335	1.0000000	0.4630032	0.5245658	0.4332866	0.0243997	0.8583264	0.2340639
700	0.6307216	0.3475722	0.1301853	1.0000000	0.4629999	0.5462717	0.4332856	0.0246738	0.7868459	0.2758949
750	0.6638947	0.3023157	0.1223445	1.0000000	0.4629977	0.5545386	0.4332887	0.0249261	0.7188061	0.3012794
800	0.7075858	0.2654293	0.1185058	0.9999999	0.4629977	0.5575242	0.4332919	0.0250623	0.6696399	0.3143174
850	0.7488845	0.2410495	0.1167823	0.9999999	0.4629989	0.5585648	0.4332931	0.0250774	0.6396551	0.3203255
900	0.7802764	0.2269318	0.1160412	0.9999999	0.4630000	0.5589186	0.4332924	0.0250261	0.6232996	0.3228922
950	0.8007945	0.2194464	0.1157301	0.9999999	0.4630002	0.5590372	0.4332910	0.0249592	0.6150546	0.3239294
1000	0.8128421	0.2157152	0.1156021	0.9999999	0.4629999	0.5590768	0.4332903	0.0249024	0.6111354	0.3243312

0	0.8257801	0.2124595	0.1155156	0.9999999	0.4631234	0.5589759	0.4329909	0.0248076	0.6080103	0.3244171
50	0.5716765	0.1943377	0.0672942	1.0000000	0.4654712	0.3707464	0.4325039	0.0128488	0.6107334	0.3075893
100	0.3859044	0.1229626	0.0257640	1.0000000	0.4678652	0.1771368	0.4298275	0.0045105	0.6543755	0.2304566
150	0.3347262	0.0603080	0.0087764	1.0000000	0.4682460	0.0795687	0.4265908	0.0019709	0.7591715	0.1527390
200	0.3305625	0.0271733	0.0035590	1.0000000	0.4672827	0.0389438	0.4250473	0.0013869	0.8607407	0.1093671
250	0.3340441	0.0128204	0.0029268	1.0000000	0.4662289	0.0234921	0.4254498	0.0012425	0.9228710	0.0909600
300	0.3364401	0.0071583	0.0036413	1.0000000	0.4658279	0.0179078	0.4266545	0.0011860	0.9535487	0.0841822
350	0.3374773	0.0050397	0.0043709	1.0000000	0.4660522	0.0159464	0.4274974	0.0011573	0.9672422	0.0818780
400	0.3378574	0.0042769	0.0048121	1.0000000	0.4664700	0.0152679	0.4275795	0.0011431	0.9730261	0.0811309
450	0.3379865	0.0040120	0.0050262	1.0000000	0.4667157	0.0150386	0.4271894	0.0011365	0.9753832	0.0808955
500	0.3380289	0.0039234	0.0051179	1.0000000	0.4667034	0.0149664	0.4268002	0.0011338	0.9763196	0.0808225
550	0.6444802	0.0198512	0.1355727	1.0000000	0.4640206	0.2050409	0.4272228	0.0138771	0.9766031	0.0829220
600	0.8592844	0.1988137	0.2289317	1.0000000	0.4614267	0.4000568	0.4302174	0.0206046	0.9721220	0.1139632
650	0.8133534	0.4144700	0.2105405	1.0000000	0.4610754	0.4970638	0.4337948	0.0221946	0.9414851	0.1802287
700	0.6667937	0.4897410	0.1653565	1.0000000	0.4621821	0.5360153	0.4354347	0.0229632	0.8687333	0.2435645
750	0.5827053	0.4436385	0.1370401	1.0000000	0.4633426	0.5500807	0.4349039	0.0240632	0.7799157	0.2847277
800	0.5863021	0.3616575	0.1240597	1.0000000	0.4637538	0.5552681	0.4335308	0.0251613	0.7075587	0.3063927
850	0.6413372	0.2950675	0.1188022	1.0000000	0.4634755	0.5576066	0.4326129	0.0256778	0.6608403	0.3165751
900	0.7060919	0.2539631	0.1167757	0.9999999	0.4630026	0.5588230	0.4325608	0.0256442	0.6344467	0.3211945
950	0.7571577	0.2320202	0.1160022	0.9999999	0.4627394	0.5593135	0.4330218	0.0254011	0.6206048	0.3233092
1000	0.7897962	0.2212883	0.1157024	0.9999999	0.4627685	0.5593170	0.4334572	0.0251680	0.6136497	0.3242361

0	0.8257801	0.2124595	0.1155156	0.9999999	0.4631234	0.5589759	0.4329909	0.0248076	0.6080103	0.3244171
50	0.8258019	0.2122989	0.1147722	0.9999999	0.5993802	0.5601998	0.4068554	0.0247572	0.5404730	0.5790276
100	0.8262427	0.2102626	0.1130975	0.9999999	0.7487262	0.5807785	0.3007281	0.0249813	0.3568890	0.8070122
150	0.8283361	0.2063114	0.1120926	0.9999999	0.8246711	0.6432596	0.1991098	0.0258173	0.2318823	0.9062111
200	0.8320622	0.2025415	0.1116688	0.9999999	0.8511048	0.7290925	0.1395341	0.0266557	0.1711036	0.9435107
250	0.8360491	0.1999776	0.1115129	0.9999999	0.8555266	0.8055287	0.1118322	0.0271745	0.1443337	0.9581297
300	0.8392087	0.1985372	0.1114588	0.9999999	0.8532768	0.8575846	0.1010068	0.0274278	0.1328727	0.9648117
350	0.8412708	0.1978188	0.1114402	0.9999999	0.8504067	0.8871303	0.0976247	0.0275367	0.1279244	0.9683005
400	0.8424483	0.1974874	0.1114336	0.9999999	0.8484711	0.9016853	0.0970168	0.0275803	0.1257217	0.9701950
450	0.8430593	0.1973420	0.1114310	0.9999999	0.8474514	0.9079682	0.0972041	0.0275972	0.1247050	0.9711937
500	0.8433550	0.1972802	0.1114300	0.9999999	0.8470022	0.9102927	0.0974851	0.0276039	0.1242234	0.9716884
550	0.8434910	0.1972562	0.1114414	0.9999999	0.6210787	0.9104442	0.1086375	0.0276128	0.1313044	0.8070175
600	0.8435435	0.1972966	0.1115267	0.9999999	0.3855469	0.8926832	0.2200802	0.0276196	0.1692013	0.6586205
650	0.8434999	0.1975109	0.1116900	0.9999999	0.3270448	0.8029127	0.4515731	0.0275705	0.2224165	0.5832108
700	0.8432823	0.1979461	0.1118956	0.9999999	0.3956203	0.6569061	0.5948387	0.0274058	0.2747687	0.5167279
750	0.8428398	0.1985971	0.1122151	0.9999999	0.4775568	0.5426179	0.5681339	0.0270781	0.3382642	0.4335490
800	0.8421266	0.1996525	0.1128739	0.9999999	0.5134185	0.5010154	0.4702578	0.0265777	0.4267566	0.3563717
850	0.8409202	0.2016454	0.1140579	0.9999999	0.5015830	0.5182671	0.3992440	0.0259417	0.5243472	0.3116613
900	0.8387354	0.2050042	0.1153715	0.9999999	0.4700721	0.5554396	0.3838629	0.0253384	0.5955716	0.3030883
950	0.8352706	0.2089928	0.1160209	0.9999999	0.4480619	0.5786858	0.4085701	0.0249537	0.6231060	0.3154718
1000	0.8311713	0.2119461	0.1159080	0.9999999	0.4461876	0.5782197	0.4398600	0.0248095	0.6184288	0.3293990

0	0.8257801	0.2124595	0.1155156	0.9999999	0.4631234	0.5589759	0.4329909	0.0248076	0.6080103	0.3244171
50	0.7293762	0.1992142	0.0813404	0.9999999	0.6010194	0.5602112	0.4065855	0.0247994	0.6071759	0.3276196
100	0.6704092	0.1416098	0.0518452	0.9999999	0.7523305	0.5809881	0.2996972	0.0247847	0.6029712	0.3324087
150	0.6809871	0.0824979	0.0395714	0.9999999	0.8297667	0.6439722	0.1976660	0.0247098	0.5935983	0.3471981
200	0.7110951	0.0457969	0.0351685	0.9999999	0.8573839	0.7303552	0.1379266	0.0245624	0.5682294	0.3820856
250	0.7333332	0.0273871	0.0334686	1.0000000	0.8626966	0.8071843	0.1100813	0.0245394	0.5202992	0.4313530
300	0.7448240	0.0190289	0.0326641	1.0000000	0.8610327	0.8594999	0.0990809	0.0247732	0.4603256	0.4799273
350	0.7498328	0.0153825	0.0322301	0.9999999	0.8584926	0.8892544	0.0955246	0.0252015	0.4048140	0.5175060
400	0.7518457	0.0137948	0.0319911	0.9999999	0.8567140	0.9040014	0.0947782	0.0256725	0.3627724	0.5420582
450	0.7526325	0.0130890	0.0318624	0.9999999	0.8557539	0.9104524	0.0948743	0.0260722	0.3349056	0.5561965
500	0.7529424	0.0127655	0.0317951	0.9999999	0.8553186	0.9129077	0.0951041	0.0263603	0.3181068	0.5635339
550	0.8666630	0.0165016	0.0653131	0.9999999	0.6258812	0.9131617	0.1060165	0.0264740	0.3090225	0.5649654
600	0.9516431	0.0469732	0.0942140	0.9999999	0.3862114	0.8957316	0.2166849	0.0264203	0.3053822	0.5636352
650	0.9703873	0.0985025	0.1061657	0.9999999	0.3255204	0.8060944	0.4499265	0.0264541	0.3060482	0.5517329
700	0.9497453	0.1437296	0.1102989	0.9999999	0.3941792	0.6589415	0.5960322	0.0264683	0.3182549	0.5079538
750	0.9148224	0.1725051	0.1117920	0.9999999	0.4771045	0.5431387	0.5702460	0.0263557	0.3584000	0.4317872
800	0.8837044	0.1881889	0.1127726	0.9999999	0.5137809	0.5005398	0.4715319	0.0260808	0.4351472	0.3561516
850	0.8623007	0.1969323	0.1140374	0.9999999	0.5021939	0.5175592	0.3994054	0.0256392	0.5276356	0.3114451
900	0.8488122	0.2031641	0.1153750	0.9999999	0.4704422	0.5550582	0.3833639	0.0251723	0.5970710	0.3027365
950	0.8397082	0.2083162	0.1160339	0.9999999	0.4480546	0.5787413	0.4080277	0.0248687	0.6240270	0.3151961
1000	0.8330115	0.2117263	0.1159198	0.9999999	0.4459805	0.5784767	0.4396748	0.0247682	0.6189978	0.3293263

0	0.8257801	0.2124595	0.1155156	0.9999999	0.4631234	0.5589759	0.4329909	0.0248076	0.6080103	0.3244171
50	0.8176144	0.2513168	0.0672955	0.7989421	0.5884056	0.4185087	0.4086883	0.0249953	0.4078409	0.3056594
100	0.7938829	0.2484043	0.0258337	0.5633475	0.7246809	0.2789609	0.3078994	0.0257361	0.2977097	0.2395197
150	0.7910272	0.2254947	0.0091128	0.4253454	0.7908986	0.2221068	0.2093635	0.0263935	0.2842185	0.1703025
200	0.8059727	0.2104166	0.0045749	0.3582131	0.8097491	0.2140991	0.1511532	0.0265998	0.3012966	0.1285870
250	0.8218071	0.2033705	0.0050491	0.3282770	0.8085177	0.2226226	0.1246798	0.0264991	0.3175094	0.1110433
300	0.8321458	0.2005053	0.0067757	0.3155784	0.8026089	0.2321080	0.1153124	0.0263257	0.3266664	0.1066773
350	0.8375494	0.1994438	0.0079345	0.3103614	0.7977635	0.2382475	0.1133548	0.0261933	0.3306050	0.1074880
400	0.8400137	0.1990860	0.0082808	0.3082646	0.7949872	0.2412854	0.1138548	0.0261189	0.3317858	0.1093961
450	0.8410313	0.1989722	0.0081856	0.3074351	0.7937435	0.2424527	0.1147455	0.0260853	0.3318230	0.1109060
500	0.8414222	0.1989317	0.0079782	0.3071107	0.7933295	0.2427422	0.1153930	0.0260734	0.3315450	0.1117703
550	0.8509397	0.1734899	0.2113045	0.5080428	0.5911340	0.4661249	0.1280767	0.0256162	0.6412033	0.1325983
600	0.8246381	0.3842236	0.3124955	0.7435890	0.3831791	0.6768409	0.2429909	0.0245264	0.7973071	0.2262472
650	0.6715642	0.5914853	0.2632269	0.8815726	0.3380888	0.7037843	0.4605070	0.0245329	0.7464806	0.3381668
700	0.5234390	0.6436194	0.1962624	0.9486979	0.4049558	0.6151478	0.5850397	0.0256483	0.6259953	0.3876694
750	0.4600087	0.5693679	0.1533591	0.9786312	0.4798932	0.5297832	0.5537034	0.0273137	0.5543632	0.3698064
800	0.4785195	0.4511599	0.1318181	0.9913288	0.5104956	0.5012171	0.4623112	0.0284647	0.5548480	0.3284215
850	0.5502824	0.3506657	0.1226272	0.9965454	0.4974152	0.5218496	0.3988410	0.0282935	0.5945244	0.3020138
900	0.6378276	0.2859202	0.1191630	0.9986421	0.4678128	0.5573158	0.3875414	0.0272768	0.6290804	0.3012822
950	0.7116665	0.2503706	0.1176027	0.9994715	0.4483485	0.5779156	0.4121116	0.0262605	0.6365925	0.3156690
1000	0.7615448	0.2321001	0.1165301	0.9997959	0.4476598	0.5763797	0.4408190	0.0255982	0.6232728	0.3291811
