"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
200	0.0040676	0.6545214	0.9998233	0.7678933	0.7952132	0.5210511	0.0290664	0.9712421	0.0947737	0.8385990
250	0.0028733	0.6556390	0.9998285	0.7677426	0.8016585	0.5229155	0.0289078	0.9728323	0.0958014	0.8385294
300	0.0024761	0.6562426	0.9998321	0.7677201	0.8042026	0.5244183	0.0288190	0.9736967	0.0966258	0.8385189
350	0.0023447	0.6565762	0.9998342	0.7677181	0.8052905	0.5254464	0.0287698	0.9742374	0.0972670	0.8385174
400	0.0023014	0.6567803	0.9998355	0.7677187	0.8057999	0.5260925	0.0287405	0.9746125	0.0977364	0.8385171
450	0.0022873	0.6569176	0.9998362	0.7677193	0.8060583	0.5264896	0.0287214	0.9748806	0.0980603	0.8385171
500	0.0022828	0.6570138	0.9998367	0.7677198	0.8061978	0.5267386	0.0287082	0.9750690	0.0982747	0.8385171
550	0.1284128	0.6570400	0.9998370	0.9605943	0.4567018	0.5268995	0.0287028	0.9741685	0.0976215	0.9757683
600	0.1528401	0.6563048	0.9998369	0.9931307	0.3294385	0.5269222	0.0287773	0.9683537	0.0958880	0.9963638
650	0.1522260	0.6542743	0.9998349	0.9986167	0.2830500	0.5263890	0.0290086	0.9611919	0.0944347	0.9994544
700	0.1485066	0.6520078	0.9998304	0.9995363	0.2658765	0.5249723	0.0292943	0.9564947	0.0934266	0.9999181
750	0.1458916	0.6504275	0.9998247	0.9996847	0.2590191	0.5230483	0.0295133	0.9542866	0.0926360	0.9999877
800	0.1444819	0.6496046	0.9998199	0.9997044	0.2557443	0.5212636	0.0296377	0.9534306	0.0919276	0.9999982
850	0.1437988	0.6492455	0.9998168	0.9997046	0.2538298	0.5199758	0.0296962	0.9530891	0.0913041	0.9999997
900	0.1434842	0.6490901	0.9998152	0.9997031	0.2525993	0.5191925	0.0297221	0.9528867	0.0908080	1.0000000
950	0.1433422	0.6490034	0.9998144	0.9997021	0.2518158	0.5187619	0.0297357	0.9527155	0.0904542	1.0000000
1000	0.1432782	0.6489380	0.9998139	0.9997015	0.2513396	0.5185295	0.0297450	0.9525673	0.0902234	1.0000000

0	0.1432154	0.6486843	0.9998126	0.9996998	0.2503837	0.5179453	0.0297809	0.9520828	0.0897263	1.0000000
50	0.0930181	0.6691427	0.9998128	0.6310265	0.2504560	0.5180050	0.0297554	0.9559292	0.1191028	1.0000000
100	0.0760684	0.6723485	0.9998141	0.5688347	0.2505242	0.5183364	0.0295453	0.9653164	0.1314733	1.0000000
150	0.0704574	0.6752304	0.9998189	0.5583469	0.2507562	0.5196460	0.0291840	0.9728632	0.1367610	1.0000000
200	0.0686527	0.6775424	0.9998261	0.5565826	0.2514315	0.5219023	0.0288607	0.9772332	0.1392317	1.0000000
250	0.0680977	0.6789738	0.9998328	0.5562892	0.2526012	0.5243409	0.0286478	0.9794630	0.1406626	1.0000000
300	0.0679432	0.6797451	0.9998375	0.5562425	0.2540127	0.5263398	0.0285282	0.9805596	0.1416884	1.0000000
350	0.0679133	0.6801373	0.9998403	0.5562362	0.2553474	0.5277163	0.0284658	0.9811137	0.1424773	1.0000000
400	0.0679196	0.6803377	0.9998419	0.5562361	0.2564125	0.5285644	0.0284339	0.9814145	0.1430636	1.0000000
450	0.0679338	0.6804452	0.9998427	0.5562365	0.2571660	0.5290534	0.0284169	0.9815907	0.1434720	1.0000000
500	0.0679472	0.6805069	0.9998431	0.5562368	0.2576556	0.5293269	0.0284074	0.9816992	0.1437393	1.0000000
550	0.1185362	0.6608383	0.9998434	0.9249259	0.2579559	0.5294763	0.0284110	0.9799108	0.1145728	1.0000000
600	0.1353280	0.6584496	0.9998430	0.9871207	0.2581251	0.5294201	0.0285149	0.9735618	0.1023348	1.0000000
650	0.1407884	0.6561890	0.9998406	0.9976093	0.2581250	0.5287194	0.0287629	0.9662062	0.0971620	1.0000000
700	0.1425312	0.6537741	0.9998358	0.9993725	0.2577862	0.5271407	0.0290633	0.9606154	0.0948384	1.0000000
750	0.1430720	0.6518736	0.9998298	0.9996628	0.2569936	0.5250403	0.0293180	0.9572032	0.0935679	1.0000000
800	0.1432295	0.6506492	0.9998243	0.9997057	0.2558462	0.5229878	0.0294919	0.9553196	0.0926589	1.0000000
850	0.1432668	0.6499388	0.9998203	0.9997085	0.2545899	0.5213491	0.0295969	0.9542734	0.0919132	1.0000000
900	0.1432677	0.6495328	0.9998176	0.9997063	0.2534532	0.5202042	0.0296578	0.9536368	0.0913073	1.0000000
950	0.1432589	0.6492862	0.9998160	0.9997043	0.2525552	0.5194647	0.0296944	0.9532064	0.0908452	1.0000000
1000	0.1432490	0.6491228	0.9998150	0.9997030	0.2519095	0.5190008	0.0297181	0.9528987	0.0905150	1.0000000

0	0.1432154	0.6486843	0.9998126	0.9996998	0.2503837	0.5179453	0.0297809	0.9520828	0.0897263	1.0000000
50	0.1432038	0.6486914	0.2958110	0.9996999	0.2214341	0.2965616	0.0297792	0.9516803	0.0803310	1.0000000
100	0.1430983	0.6482309	0.1822658	0.9996998	0.1543659	0.2177904	0.0298275	0.9472896	0.0648073	1.0000000
150	0.1429479	0.6462809	0.1639523	0.9996975	0.1034875	0.1896032	0.0300514	0.9377651	0.0559356	1.0000000
200	0.1428346	0.6427975	0.1609978	0.9996901	0.0756651	0.1790503	0.0304838	0.9266671	0.0517657	1.0000000
250	0.1427683	0.6388875	0.1605197	0.9996766	0.0622006	0.1743998	0.0310072	0.9177287	0.0498961	1.0000000
300	0.1427336	0.6356747	0.1604407	0.9996599	0.0559199	0.1717157	0.0314695	0.9121403	0.0490678	1.0000000
350	0.1427165	0.6335699	0.1604263	0.9996441	0.0529124	0.1698670	0.0317931	0.9092057	0.0486989	1.0000000
400	0.1427083	0.6324011	0.1604228	0.9996320	0.0513596	0.1685800	0.0319836	0.9078294	0.0485311	1.0000000
450	0.1427045	0.6318227	0.1604215	0.9996242	0.0504873	0.1677442	0.0320825	0.9072209	0.0484522	1.0000000
500	0.1427027	0.6315559	0.1604209	0.9996198	0.0499718	0.1672450	0.0321298	0.9069541	0.0484137	1.0000000
550	0.1427021	0.6314393	0.8643789	0.9996175	0.0684245	0.3813437	0.0321511	0.9069385	0.0492961	1.0000000
600	0.1427077	0.6315819	0.9779166	0.9996165	0.1238541	0.4574121	0.0321387	0.9091751	0.0553029	1.0000000
650	0.1427352	0.6329105	0.9962295	0.9996176	0.1752347	0.4846386	0.0319799	0.9170212	0.0649759	1.0000000
700	0.1427942	0.6360020	0.9991881	0.9996242	0.2073814	0.4952578	0.0315846	0.9276765	0.0733121	1.0000000
750	0.1428747	0.6397565	0.9996748	0.9996377	0.2246321	0.5009669	0.0310777	0.9365714	0.0788215	1.0000000
800	0.1429561	0.6429030	0.9997642	0.9996543	0.2337427	0.5053894	0.0306331	0.9424395	0.0822145	1.0000000
850	0.1430247	0.6450512	0.9997878	0.9996692	0.2390414	0.5091097	0.0303190	0.9459607	0.0844158	1.0000000
900	0.1430773	0.6463813	0.9997979	0.9996802	0.2425521	0.5120099	0.0301205	0.9480625	0.0859728	1.0000000
950	0.1431165	0.6471885	0.9998036	0.9996875	0.2450511	0.5140736	0.0299994	0.9493809	0.0871235	1.0000000
1000	0.1431457	0.6476943	0.9998069	0.9996920	0.2468370	0.5154518	0.0299243	0.9502602	0.0879679	1.0000000

0	0.1432154	0.6486843	0.9998126	0.9996998	0.2503837	0.5179453	0.0297809	0.9520828	0.0897263	1.0000000
50	0.1432171	0.5857090	0.9997874	0.9996666	0.2503213	0.5130479	0.0379784	0.5605494	0.0897094	1.0000000
100	0.1432148	0.4630558	0.9992144	0.9990170	0.2448851	0.4621928	0.0677446	0.4537876	0.0875776	1.0000000
150	0.1431799	0.3917454	0.9949127	0.9952099	0.2201616	0.3752898	0.1004218	0.4278977	0.0790447	1.0000000
200	0.1430827	0.3659244	0.9829505	0.9863846	0.1792087	0.3056066	0.1189157	0.4222895	0.0678550	1.0000000
250	0.1429587	0.3584477	0.9691076	0.9771058	0.1395953	0.2652580	0.1260656	0.4206873	0.0594451	1.0000000
300	0.1428565	0.3562090	0.9601212	0.9713267	0.1111918	0.2453160	0.1285129	0.4195862	0.0545323	1.0000000
350	0.1427895	0.3551533	0.9557998	0.9685925	0.0940401	0.2362498	0.1295572	0.4185956	0.0519624	1.0000000
400	0.1427507	0.3544006	0.9538136	0.9673476	0.0846968	0.2322136	0.1302081	0.4178401	0.0506859	1.0000000
450	0.1427298	0.3538538	0.9527452	0.9666848	0.0799091	0.2303299	0.1306673	0.4173588	0.0500681	1.0000000
500	0.1427189	0.3535003	0.9520729	0.9662709	0.0775253	0.2293670	0.1309704	0.4170898	0.0497723	1.0000000
550	0.1427133	0.4545699	0.9599523	0.9710757	0.0764420	0.2337147	0.0882049	0.8101182	0.0496356	1.0000000
600	0.1427107	0.5784924	0.9855418	0.9881650	0.0792219	0.2741171	0.0484707	0.9065486	0.0497610	1.0000000
650	0.1427105	0.6231993	0.9964622	0.9966065	0.0946696	0.3508024	0.0356659	0.9178019	0.0509276	1.0000000
700	0.1427159	0.6332276	0.9990686	0.9989221	0.1264784	0.4234566	0.0324676	0.9157770	0.0546982	1.0000000
750	0.1427350	0.6348053	0.9996189	0.9994719	0.1647343	0.4679281	0.0318000	0.9181682	0.0616464	1.0000000
800	0.1427767	0.6363502	0.9997347	0.9995995	0.1966899	0.4892169	0.0315161	0.9253726	0.0696260	1.0000000
850	0.1428422	0.6390187	0.9997633	0.9996341	0.2178218	0.4989306	0.0311554	0.9335524	0.0761977	1.0000000
900	0.1429197	0.6418972	0.9997767	0.9996514	0.2301439	0.5042912	0.0307624	0.9400798	0.0806795	1.0000000
950	0.1429936	0.6442271	0.9997872	0.9996653	0.2371646	0.5081162	0.0304333	0.9444607	0.0835467	1.0000000
1000	0.1430545	0.6458339	0.9997956	0.9996766	0.2414280	0.5111009	0.0301999	0.9471890	0.0854304	1.0000000

0	0.1432154	0.6486843	0.9998126	0.9996998	0.2503837	0.5179453	0.0297809	0.9520828	0.0897263	1.0000000
50	0.0937026	0.5272835	0.3630814	0.9997904	0.2502578	0.5390966	0.0284727	0.2733020	0.0903335	1.0000000
100	0.0768050	0.2612047	0.2599670	0.9981656	0.2532506	0.4693107	0.1463609	0.0822656	0.0919714	1.0000000
150	0.0710303	0.1231867	0.1912493	0.8737937	0.2171960	0.2941499	0.4260295	0.0285837	0.0801058	1.0000000
200	0.0689930	0.0870845	0.0674078	0.4697261	0.1480022	0.1910942	0.5737903	0.0134917	0.0643965	1.0000000
250	0.0682300	0.0798597	0.0250527	0.2567692	0.0919850	0.1467521	0.6115367	0.0092486	0.0554190	1.0000000
300	0.0679339	0.0784458	0.0148277	0.1902019	0.0599064	0.1292175	0.6194668	0.0080566	0.0512624	1.0000000
350	0.0678172	0.0781365	0.0124660	0.1720393	0.0440899	0.1225573	0.6210825	0.0077222	0.0494360	1.0000000
400	0.0677707	0.0780597	0.0119246	0.1673872	0.0368408	0.1200894	0.6214205	0.0076287	0.0486462	1.0000000
450	0.0677519	0.0780392	0.0118012	0.1662439	0.0336572	0.1191890	0.6214949	0.0076026	0.0483069	1.0000000
500	0.0677443	0.0780335	0.0117732	0.1659703	0.0322992	0.1188637	0.6215122	0.0075953	0.0481618	1.0000000
550	0.1171090	0.2478741	0.0730110	0.1474784	0.0332610	0.1176183	0.4263760	0.7154297	0.0480992	1.0000000
600	0.1339626	0.5196042	0.3105616	0.4627206	0.0338388	0.1321497	0.1170115	0.9040008	0.0480756	1.0000000
650	0.1397165	0.6145152	0.8256679	0.8683276	0.0380520	0.1915696	0.0481118	0.9281418	0.0481278	1.0000000
700	0.1416813	0.6342638	0.9695265	0.9753698	0.0553644	0.3020704	0.0343831	0.9179622	0.0486468	1.0000000
750	0.1423549	0.6348232	0.9947083	0.9953215	0.0946563	0.4045108	0.0321133	0.9113985	0.0514202	1.0000000
800	0.1425972	0.6335914	0.9989191	0.9988690	0.1446548	0.4618510	0.0318993	0.9129716	0.0583354	1.0000000
850	0.1427114	0.6345333	0.9996193	0.9994945	0.1861108	0.4866098	0.0317506	0.9209326	0.0672221	1.0000000
900	0.1428015	0.6374337	0.9997397	0.9996098	0.2125598	0.4969590	0.0313790	0.9305647	0.0746838	1.0000000
950	0.1428904	0.6408014	0.9997682	0.9996411	0.2273124	0.5025426	0.0309239	0.9383106	0.0796961	1.0000000
1000	0.1429718	0.6435560	0.9997825	0.9996591	0.2353884	0.5067006	0.0305347	0.9434335	0.0828418	1.0000000

0	0.1432154	0.6486843	0.9998126	0.9996998	0.2503837	0.5179453	0.0297809	0.9520828	0.0897263	1.0000000
50	0.1743920	0.6486983	0.9999210	0.9998601	0.2532825	0.5729492	0.0064055	0.9518707	0.0933240	0.4973175
100	0.2970225	0.6483772	0.9999859	0.9999723	0.2848002	0.7239790	0.0024341	0.9481635	0.1203566	0.4218862
150	0.4471996	0.6462432	0.9999977	0.9999951	0.3506700	0.8483321	0.0017769	0.9335220	0.1845654	0.4105672
200	0.5563856	0.6396995	0.9999996	0.9999991	0.4172158	0.9124522	0.0017226	0.9030676	0.2630136	0.4088687
250	0.6184789	0.6278763	0.9999999	0.9999998	0.4637840	0.9386135	0.0018231	0.8660577	0.3260586	0.4086138
300	0.6501345	0.6137016	1.0000000	0.9999999	0.4902337	0.9467366	0.0019806	0.8344210	0.3658159	0.4085756
350	0.6655733	0.6009277	1.0000000	0.9999999	0.5030612	0.9471137	0.0021423	0.8123458	0.3871562	0.4085698
400	0.6729622	0.5914288	1.0000000	0.9999999	0.5081527	0.9446076	0.0022751	0.7986650	0.3969361	0.4085690
450	0.6764333	0.5852218	1.0000000	0.9999999	0.5093552	0.9415239	0.0023689	0.7907873	0.4003736	0.4085688
500	0.6780081	0.5815067	1.0000000	0.9999999	0.5088771	0.9388589	0.0024283	0.7864710	0.4007533	0.4085688
550	0.5747483	0.5795111	0.9999779	0.9999563	0.5009158	0.7963378	0.0342339	0.7864827	0.3758906	0.9112513
600	0.3848830	0.5815588	0.9997617	0.9996452	0.4466938	0.6066955	0.0393356	0.8084167	0.2921281	0.9866826
650	0.2622301	0.5931437	0.9995589	0.9993853	0.3626693	0.5115412	0.0384492	0.8529624	0.1992506	0.9980016
700	0.1973002	0.6113100	0.9995443	0.9993621	0.2927297	0.4786023	0.0357317	0.8980447	0.1373322	0.9997001
750	0.1663773	0.6281503	0.9996257	0.9994589	0.2518203	0.4766574	0.0331127	0.9287370	0.1046189	0.9999550
800	0.1527355	0.6392935	0.9997084	0.9995620	0.2348267	0.4867829	0.0313581	0.9433720	0.0899303	0.9999932
850	0.1469923	0.6447736	0.9997620	0.9996315	0.2320638	0.4984601	0.0304558	0.9476637	0.0849001	0.9999990
900	0.1446451	0.6466895	0.9997899	0.9996686	0.2355275	0.5071684	0.0301037	0.9481500	0.0844235	0.9999998
950	0.1437130	0.6471599	0.9998019	0.9996850	0.2403050	0.5122427	0.0299997	0.9483677	0.0855886	1.0000000
1000	0.1433596	0.6473611	0.9998064	0.9996912	0.2441994	0.5147382	0.0299623	0.9490611	0.0869480	1.0000000

0	0.1432154	0.6486843	0.9998126	0.9996998	0.2503837	0.5179453	0.0297809	0.9520828	0.0897263	1.0000000
50	0.1631426	0.6495017	0.9998129	0.9997001	0.2504565	0.5180306	0.0296975	0.9623912	0.3106899	0.6688863
100	0.2325967	0.6527490	0.9998161	0.9997045	0.2505668	0.5188360	0.0293209	0.9690781	0.4078023	0.6192002
150	0.3116898	0.6539341	0.9998227	0.9997135	0.2510250	0.5207915	0.0291224	0.9617020	0.4525983	0.6117444
200	0.3692157	0.6509824	0.9998255	0.9997174	0.2519234	0.5220962	0.0294134	0.9445115	0.4738815	0.6106256
250	0.4028793	0.6449051	0.9998192	0.9997089	0.2526198	0.5208271	0.0301421	0.9246474	0.4839543	0.6104578
300	0.4204420	0.6378401	0.9998034	0.9996875	0.2522198	0.5166221	0.0310767	0.9076506	0.4883505	0.6104326
350	0.4289748	0.6315769	0.9997812	0.9996579	0.2502921	0.5105452	0.0319736	0.8955094	0.4897036	0.6104288
400	0.4328593	0.6269146	0.9997575	0.9996267	0.2470898	0.5041191	0.0326867	0.8878128	0.4894367	0.6104282
450	0.4344548	0.6238473	0.9997366	0.9995994	0.2432873	0.4984995	0.0331814	0.8833369	0.4884282	0.6104281
500	0.4349638	0.6220087	0.9997207	0.9995788	0.2395815	0.4942009	0.0334907	0.8809138	0.4872254	0.6104281
550	0.3838203	0.6210200	0.9997100	0.9995650	0.2364369	0.4912310	0.0336650	0.8806770	0.2626236	0.9415418
600	0.2789845	0.6217794	0.9997042	0.9995575	0.2340401	0.4894496	0.0336034	0.8911195	0.1613915	0.9912279
650	0.2075258	0.6266224	0.9997079	0.9995621	0.2324683	0.4894779	0.0329873	0.9118086	0.1163489	0.9986837
700	0.1714168	0.6340516	0.9997264	0.9995856	0.2320457	0.4924899	0.0319736	0.9303742	0.0967172	0.9998025
750	0.1550816	0.6404281	0.9997532	0.9996202	0.2332299	0.4981046	0.0310554	0.9409011	0.0886838	0.9999704
800	0.1480589	0.6442253	0.9997770	0.9996515	0.2359493	0.5043280	0.0304753	0.9453796	0.0860654	0.9999956
850	0.1451286	0.6460310	0.9997926	0.9996725	0.2394380	0.5093907	0.0301827	0.9472770	0.0858949	0.9999993
900	0.1439358	0.6468704	0.9998012	0.9996841	0.2427734	0.5127438	0.0300446	0.9484593	0.0866328	0.9999999
950	0.1434648	0.6473662	0.9998055	0.9996901	0.2453995	0.5147177	0.0299682	0.9494504	0.0875134	1.0000000
1000	0.1432874	0.6477427	0.9998079	0.9996933	0.2472164	0.5158543	0.0299143	0.9502775	0.0882376	1.0000000

0	0.1432154	0.6486843	0.9998126	0.9996998	0.2503837	0.5179453	0.0297809	0.9520828	0.0897263	1.0000000
50	0.0819662	0.8678070	0.2050463	0.9996887	0.2504055	0.5162016	0.0324327	0.7924510	0.0915605	0.5922539
100	0.0860196	0.8714603	0.0768573	0.9995737	0.2485726	0.4994538	0.0386572	0.7479477	0.0979916	0.5310685
150	0.1100661	0.8661376	0.0561718	0.9993261	0.2403661	0.4704762	0.0430602	0.7386156	0.1044560	0.5218871
200	0.1305623	0.8641214	0.0528253	0.9990744	0.2261515	0.4454217	0.0448986	0.7371983	0.1074063	0.5205094
250	0.1428766	0.8635630	0.0522799	0.9989185	0.2111788	0.4300989	0.0454920	0.7359383	0.1075889	0.5203027
300	0.1491942	0.8632684	0.0521896	0.9988463	0.1994473	0.4223028	0.0457532	0.7339261	0.1067394	0.5202716
350	0.1521646	0.8629532	0.0521739	0.9988123	0.1917985	0.4184876	0.0459822	0.7318137	0.1058287	0.5202670
400	0.1534879	0.8626410	0.0521704	0.9987896	0.1872912	0.4163584	0.0462064	0.7300946	0.1051404	0.5202663
450	0.1540563	0.8623842	0.0521691	0.9987702	0.1846928	0.4149074	0.0463968	0.7288898	0.1046651	0.5202662
500	0.1542941	0.8622000	0.0521682	0.9987539	0.1831206	0.4138132	0.0465381	0.7281153	0.1043329	0.5202662
550	0.3101756	0.6009933	0.8463311	0.9987971	0.1821524	0.4151237	0.0420252	0.8802569	0.0963216	0.9280123
600	0.2555461	0.6179942	0.9746958	0.9991074	0.1834355	0.4317982	0.0355434	0.9125316	0.0832512	0.9891977
650	0.1999336	0.6312301	0.9956106	0.9994069	0.1910132	0.4588035	0.0326877	0.9193187	0.0765276	0.9983790
700	0.1690557	0.6358961	0.9990642	0.9995575	0.2040479	0.4811009	0.0316976	0.9248399	0.0757150	0.9997568
750	0.1543389	0.6385857	0.9996489	0.9996187	0.2175970	0.4946239	0.0312322	0.9312155	0.0779269	0.9999635
800	0.1477976	0.6410422	0.9997557	0.9996454	0.2282491	0.5021698	0.0308737	0.9372910	0.0807947	0.9999945
850	0.1450164	0.6432580	0.9997812	0.9996609	0.2354907	0.5067674	0.0305621	0.9421625	0.0832372	0.9999992
900	0.1438767	0.6450235	0.9997920	0.9996723	0.2401961	0.5099840	0.0303121	0.9456156	0.0850618	0.9999999
950	0.1434280	0.6462877	0.9997988	0.9996811	0.2433251	0.5123917	0.0301303	0.9478899	0.0863914	1.0000000
1000	0.1432613	0.6471324	0.9998036	0.9996874	0.2455015	0.5141791	0.0300073	0.9493458	0.0873706	1.0000000
