"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
600	0.1099708	0.4858422	0.0326959	0.9017800	0.0842352	0.2936047	0.9918871	0.9187991	0.9068686	0.1551797
650	0.1914537	0.5728674	0.0398882	0.9013820	0.0843600	0.2947882	0.9897253	0.9154791	0.8892645	0.1679045
700	0.2653043	0.6091956	0.0428506	0.9007342	0.0845444	0.2957763	0.9887599	0.9108781	0.8754608	0.1775362
750	0.3163824	0.6257711	0.0440002	0.9000415	0.0847273	0.2964296	0.9883341	0.9062553	0.8647788	0.1853238
800	0.3473356	0.6348702	0.0444351	0.8994602	0.0848717	0.2968146	0.9881277	0.9021548	0.8563226	0.1916545
850	0.3650996	0.6408783	0.0445981	0.8990412	0.0849710	0.2970315	0.9880097	0.8986757	0.8495265	0.1968303
900	0.3753175	0.6453471	0.0446593	0.8987668	0.0850338	0.2971545	0.9879301	0.8957635	0.8440079	0.2010906
950	0.3814753	0.6488731	0.0446826	0.8985969	0.0850720	0.2972272	0.9878704	0.8933319	0.8394896	0.2046175
1000	0.3854698	0.6517311	0.0446917	0.8984939	0.0850951	0.2972732	0.9878227	0.8912989	0.8357658	0.2075509

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.5161874	0.6649864	0.0447019	0.8982793	0.3727231	0.2974189	0.9875924	0.8813021	0.8273564	0.2216423
100	0.6546388	0.6597828	0.0447020	0.8982783	0.5983448	0.2974199	0.9875977	0.8851368	0.8583134	0.2143726
150	0.7359194	0.6477945	0.0447019	0.8982776	0.6922389	0.2974179	0.9876398	0.8935694	0.8860191	0.1999025
200	0.7745440	0.6342732	0.0447013	0.8982788	0.7277291	0.2974062	0.9877310	0.9025908	0.9051310	0.1856971
250	0.7903871	0.6229784	0.0447001	0.8982848	0.7408518	0.2973808	0.9878479	0.9097562	0.9176761	0.1751063
300	0.7957621	0.6147706	0.0446984	0.8982986	0.7456771	0.2973444	0.9879607	0.9147357	0.9257434	0.1680317
350	0.7968812	0.6092112	0.0446966	0.8983201	0.7474481	0.2973042	0.9880526	0.9179855	0.9308471	0.1635128
400	0.7965339	0.6055890	0.0446949	0.8983464	0.7480970	0.2972667	0.9881201	0.9200426	0.9340375	0.1606826
450	0.7958471	0.6032827	0.0446935	0.8983738	0.7483339	0.2972355	0.9881666	0.9213246	0.9360165	0.1589272
500	0.7952141	0.6018350	0.0446925	0.8983989	0.7484198	0.2972117	0.9881974	0.9221172	0.9372380	0.1578440
550	0.6695930	0.6010269	0.0446917	0.8984199	0.4608597	0.2971945	0.9882171	0.9225580	0.9349901	0.1572852
600	0.5210742	0.6021946	0.0446912	0.8984364	0.2352371	0.2971826	0.9882283	0.9219624	0.9214637	0.1587426
650	0.4338026	0.6070902	0.0446909	0.8984485	0.1413407	0.2971752	0.9882259	0.9193373	0.9036311	0.1638356
700	0.3926869	0.6146019	0.0446909	0.8984567	0.1058487	0.2971730	0.9882022	0.9151293	0.8877152	0.1712373
750	0.3768267	0.6226372	0.0446911	0.8984609	0.0927247	0.2971777	0.9881568	0.9104161	0.8748099	0.1789563
800	0.3730091	0.6299539	0.0446917	0.8984603	0.0878987	0.2971900	0.9880971	0.9059289	0.8644691	0.1859519
850	0.3742785	0.6361665	0.0446926	0.8984547	0.0861279	0.2972085	0.9880324	0.9019607	0.8561520	0.1919469
900	0.3773125	0.6412979	0.0446936	0.8984442	0.0854801	0.2972308	0.9879695	0.8985645	0.8494208	0.1969790
950	0.3806578	0.6455009	0.0446947	0.8984301	0.0852452	0.2972544	0.9879122	0.8956979	0.8439356	0.2011752
1000	0.3837513	0.6489431	0.0446957	0.8984138	0.0851619	0.2972773	0.9878618	0.8932904	0.8394364	0.2046715

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.3992520	0.6654921	0.0286755	0.6269401	0.1440255	0.2983839	0.9916371	0.8810832	0.8197430	0.2220927
100	0.3993958	0.6650697	0.0133131	0.3397177	0.1905584	0.3112833	0.9957562	0.8819343	0.8276101	0.2204439
150	0.3992356	0.6624284	0.0059349	0.1892391	0.2128057	0.3701343	0.9972761	0.8843081	0.8363364	0.2163491
200	0.3983130	0.6584380	0.0029149	0.1209191	0.2369152	0.5007807	0.9966448	0.8874447	0.8443047	0.2113516
250	0.3965765	0.6540330	0.0017560	0.0866767	0.2976338	0.6564780	0.9951361	0.8907165	0.8532613	0.2063269
300	0.3942350	0.6489969	0.0013269	0.0652929	0.4050381	0.7840951	0.9937695	0.8942930	0.8659182	0.2007247
350	0.3913457	0.6425669	0.0011727	0.0507809	0.5216984	0.8710839	0.9928410	0.8986574	0.8817418	0.1936846
400	0.3877556	0.6348214	0.0011190	0.0412833	0.6143354	0.9246669	0.9923028	0.9036892	0.8973338	0.1855901
450	0.3834255	0.6268257	0.0011012	0.0354250	0.6760969	0.9554894	0.9920311	0.9086741	0.9102716	0.1777553
500	0.3786426	0.6196803	0.0010956	0.0319885	0.7134446	0.9723925	0.9919160	0.9129670	0.9199661	0.1711941
550	0.3738925	0.6139483	0.0171965	0.1357915	0.7148746	0.9598959	0.9469224	0.9163018	0.9266023	0.1662261
600	0.3696159	0.6096843	0.0330174	0.2583230	0.6811379	0.8137196	0.9248818	0.9186653	0.9302797	0.1628090
650	0.3660658	0.6067315	0.0407869	0.3722999	0.5619926	0.6273136	0.9383306	0.9201123	0.9304227	0.1608489
700	0.3633575	0.6055270	0.0438126	0.5009142	0.3914510	0.4887291	0.9572672	0.9205334	0.9250489	0.1606112
750	0.3616937	0.6068974	0.0447504	0.6282483	0.2521618	0.4021687	0.9711980	0.9196137	0.9141380	0.1626778
800	0.3614011	0.6110081	0.0449296	0.7309694	0.1682908	0.3526380	0.9794585	0.9172406	0.9004790	0.1671156
850	0.3626700	0.6170240	0.0448917	0.8015421	0.1248411	0.3258173	0.9838389	0.9137605	0.8870163	0.1731489
900	0.3653309	0.6237308	0.0448216	0.8450005	0.1038225	0.3117827	0.9860144	0.9097675	0.8751731	0.1797065
950	0.3689119	0.6302028	0.0447675	0.8699057	0.0939234	0.3045871	0.9870478	0.9057746	0.8652238	0.1860000
1000	0.3728680	0.6359770	0.0447341	0.8835243	0.0892884	0.3009432	0.9875178	0.9020826	0.8570004	0.1916471

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.3995932	0.6790384	0.0447019	0.8982793	0.0851458	0.2974190	0.9875829	0.8683665	0.6553005	0.2461021
100	0.4063463	0.7370440	0.0447024	0.8982779	0.0851462	0.2974290	0.9873561	0.7952054	0.5306690	0.3570009
150	0.4264566	0.8042537	0.0447062	0.8982692	0.0851493	0.2975084	0.9863926	0.6744805	0.4440335	0.5014941
200	0.4556284	0.8599154	0.0447197	0.8982204	0.0851657	0.2977949	0.9841145	0.5347385	0.3741053	0.6380639
250	0.4858250	0.9013322	0.0447524	0.8980576	0.0852184	0.2984864	0.9797043	0.3992384	0.3206845	0.7503212
300	0.5119333	0.9299816	0.0448188	0.8976590	0.0853439	0.2998769	0.9718429	0.2880632	0.2831160	0.8309729
350	0.5321351	0.9485235	0.0449424	0.8968350	0.0856001	0.3024174	0.9589744	0.2092074	0.2586092	0.8825867
400	0.5465934	0.9598720	0.0451566	0.8952981	0.0860777	0.3066779	0.9403976	0.1590089	0.2436050	0.9130448
450	0.5563411	0.9665170	0.0454956	0.8926698	0.0869021	0.3130950	0.9175618	0.1292936	0.2349138	0.9301462
500	0.5626045	0.9702598	0.0459729	0.8885896	0.0882037	0.3215817	0.8939167	0.1125275	0.2301850	0.9394544
550	0.5664122	0.9691093	0.0465600	0.8829207	0.0900553	0.3313330	0.8738692	0.1167584	0.3061236	0.9319347
600	0.5675249	0.9552289	0.0471264	0.8759717	0.0923799	0.3402930	0.8724894	0.1778451	0.3617492	0.8795755
650	0.5648758	0.9367939	0.0473185	0.8690432	0.0946676	0.3437096	0.8950369	0.2601855	0.3956386	0.8167431
700	0.5591861	0.9199547	0.0470067	0.8647209	0.0958640	0.3395555	0.9223245	0.3340525	0.4227709	0.7628162
750	0.5520966	0.9053655	0.0464604	0.8647952	0.0954085	0.3311900	0.9432889	0.3953438	0.4461256	0.7173784
800	0.5447949	0.8925175	0.0459423	0.8686470	0.0937793	0.3225345	0.9569838	0.4461871	0.4665151	0.6781804
850	0.5378295	0.8810005	0.0455529	0.8742924	0.0918019	0.3155084	0.9654970	0.4887685	0.4846582	0.6439411
900	0.5313674	0.8705133	0.0452908	0.8799626	0.0900289	0.3104344	0.9708280	0.5248955	0.5011967	0.6136859
950	0.5254028	0.8608001	0.0451226	0.8847211	0.0886585	0.3069663	0.9742944	0.5560814	0.5166230	0.5865297
1000	0.5198632	0.8516449	0.0450155	0.8883269	0.0876806	0.3046381	0.9766677	0.5835291	0.5312877	0.5617287

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.5187604	0.4064689	0.0447020	0.7371824	0.0837495	0.2414190	0.9875123	0.8947311	0.8274704	0.1669934
100	0.6422991	0.1746531	0.0447040	0.5743250	0.0789353	0.1882984	0.9868057	0.9099507	0.8629512	0.1247525
150	0.6996829	0.0742655	0.0447136	0.4958959	0.0749582	0.1655883	0.9851909	0.9221745	0.8972223	0.1034462
200	0.7209750	0.0380228	0.0447346	0.4651759	0.0728631	0.1594720	0.9832468	0.9316269	0.9206291	0.0911577
250	0.7281602	0.0258292	0.0447630	0.4541846	0.0719525	0.1593046	0.9816734	0.9381949	0.9352616	0.0837684
300	0.7304485	0.0217881	0.0447908	0.4503351	0.0716082	0.1604032	0.9806877	0.9423985	0.9441547	0.0793644
350	0.7311384	0.0204049	0.0448127	0.4489187	0.0714994	0.1613536	0.9801661	0.9449652	0.9494762	0.0767673
400	0.7313316	0.0198920	0.0448272	0.4483368	0.0714762	0.1619464	0.9799200	0.9464944	0.9526276	0.0752445
450	0.7313791	0.0196787	0.0448358	0.4480665	0.0714786	0.1622726	0.9798129	0.9473946	0.9544815	0.0743541
500	0.7313874	0.0195786	0.0448404	0.4479298	0.0714856	0.1624416	0.9797691	0.9479215	0.9555677	0.0738343
550	0.5387895	0.2501758	0.0448420	0.6213769	0.0718835	0.2231603	0.9804969	0.9399289	0.9502069	0.1113273
600	0.3499516	0.4593417	0.0448304	0.7920046	0.0745724	0.2725545	0.9831742	0.9310779	0.9277968	0.1404994
650	0.2929990	0.5560706	0.0447992	0.8668112	0.0787089	0.2909805	0.9856092	0.9236668	0.9046371	0.1570024
700	0.3022362	0.5978140	0.0447623	0.8909862	0.0819857	0.2962755	0.9870223	0.9168557	0.8869804	0.1690904
750	0.3266875	0.6176688	0.0447326	0.8971119	0.0838150	0.2974057	0.9876710	0.9108660	0.8737109	0.1786606
800	0.3478468	0.6288493	0.0447136	0.8982483	0.0846422	0.2974840	0.9879084	0.9058328	0.8634139	0.1863052
850	0.3625858	0.6362404	0.0447033	0.8983515	0.0849643	0.2973948	0.9879602	0.9016725	0.8552414	0.1924715
900	0.3722582	0.6416776	0.0446986	0.8983389	0.0850747	0.2973298	0.9879403	0.8982371	0.8486613	0.1975013
950	0.3786639	0.6459155	0.0446969	0.8983426	0.0851083	0.2973039	0.9878983	0.8953896	0.8433082	0.2016409
1000	0.3830892	0.6493173	0.0446967	0.8983538	0.0851177	0.2973021	0.9878535	0.8930191	0.8389182	0.2050706

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.4309231	0.6296709	0.0447019	0.9039574	0.0832861	0.2176778	0.9875937	0.8810232	0.8175696	0.2222163
100	0.4615634	0.5979212	0.0447019	0.9300490	0.0775745	0.1391473	0.9876185	0.8808860	0.8169405	0.2224262
150	0.4725214	0.5844978	0.0447016	0.9588461	0.0734831	0.1000479	0.9876947	0.8806383	0.8158797	0.2228361
200	0.4736447	0.5801145	0.0447006	0.9780073	0.0715647	0.0833269	0.9877932	0.8802503	0.8147572	0.2234615
250	0.4721961	0.5791160	0.0446993	0.9881905	0.0707791	0.0765545	0.9878770	0.8797901	0.8137370	0.2241689
300	0.4708578	0.5792117	0.0446979	0.9930073	0.0704718	0.0738683	0.9879323	0.8793278	0.8128434	0.2248538
350	0.4701350	0.5796029	0.0446967	0.9951389	0.0703536	0.0728102	0.9879626	0.8788999	0.8120689	0.2254735
400	0.4698870	0.5800362	0.0446960	0.9960445	0.0703083	0.0723940	0.9879760	0.8785187	0.8114004	0.2260186
450	0.4699018	0.5804387	0.0446955	0.9964193	0.0702910	0.0722301	0.9879799	0.8781850	0.8108243	0.2264926
500	0.4700342	0.5807942	0.0446953	0.9965719	0.0702844	0.0721657	0.9879790	0.8778952	0.8103280	0.2269029
550	0.4358966	0.6167872	0.0446952	0.9952987	0.0703534	0.1512281	0.9879759	0.8776444	0.8099014	0.2272573
600	0.4042693	0.6489774	0.0446952	0.9837469	0.0714454	0.2291023	0.9879662	0.8774293	0.8095733	0.2275599
650	0.3944747	0.6629207	0.0446953	0.9611029	0.0744954	0.2679352	0.9879327	0.8772645	0.8095007	0.2277821
700	0.3949571	0.6678793	0.0446958	0.9378536	0.0781993	0.2847261	0.9878669	0.8771974	0.8097964	0.2278426
750	0.3976940	0.6693710	0.0446967	0.9206697	0.0811352	0.2917787	0.9877825	0.8772669	0.8103644	0.2276892
800	0.3998943	0.6696143	0.0446979	0.9101025	0.0829931	0.2948084	0.9877015	0.8774602	0.8110438	0.2273585
850	0.4011408	0.6694218	0.0446992	0.9042690	0.0840354	0.2961711	0.9876384	0.8777299	0.8117258	0.2269325
900	0.4016827	0.6690924	0.0447004	0.9012453	0.0845847	0.2968137	0.9875964	0.8780278	0.8123591	0.2264824
950	0.4018177	0.6687390	0.0447013	0.8997308	0.0848655	0.2971273	0.9875720	0.8783211	0.8129251	0.2260511
1000	0.4017504	0.6684042	0.0447020	0.8989842	0.0850073	0.2972833	0.9875599	0.8785926	0.8134211	0.2256587

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.3868779	0.4496857	0.0447019	0.8982793	0.0889461	0.2974189	0.9875923	0.8810276	0.8177430	0.2222072
100	0.3179893	0.2568105	0.0447020	0.8982783	0.0919279	0.2974201	0.9875900	0.8809841	0.8180953	0.2222394
150	0.2255707	0.1737542	0.0447020	0.8982774	0.0931690	0.2974211	0.9875888	0.8810630	0.8185502	0.2220776
200	0.1535682	0.1442182	0.0447021	0.8982766	0.0936382	0.2974218	0.9875890	0.8812168	0.8189630	0.2218219
250	0.1100552	0.1345960	0.0447021	0.8982759	0.0938118	0.2974221	0.9875904	0.8813899	0.8193204	0.2215568
300	0.0871603	0.1315956	0.0447021	0.8982756	0.0938756	0.2974218	0.9875927	0.8815544	0.8196262	0.2213152
350	0.0761002	0.1306677	0.0447020	0.8982755	0.0938990	0.2974212	0.9875952	0.8817006	0.8198862	0.2211047
400	0.0710550	0.1303670	0.0447020	0.8982758	0.0939076	0.2974204	0.9875976	0.8818270	0.8201065	0.2209246
450	0.0688439	0.1302542	0.0447019	0.8982762	0.0939106	0.2974195	0.9875999	0.8819347	0.8202927	0.2207716
500	0.0679011	0.1301993	0.0447019	0.8982768	0.0939116	0.2974187	0.9876018	0.8820261	0.8204501	0.2206421
550	0.0758745	0.3453835	0.0447019	0.8982774	0.0901115	0.2974178	0.9876035	0.8820996	0.8204453	0.2205405
600	0.1328438	0.5379605	0.0447018	0.8982780	0.0871300	0.2974171	0.9876049	0.8821026	0.8200272	0.2205651
650	0.2206032	0.6209930	0.0447018	0.8982786	0.0858891	0.2974165	0.9876054	0.8819914	0.8195179	0.2207721
700	0.2962358	0.6506530	0.0447018	0.8982791	0.0854200	0.2974162	0.9876045	0.8818113	0.8190586	0.2210650
750	0.3456794	0.6604439	0.0447018	0.8982795	0.0852465	0.2974162	0.9876025	0.8816158	0.8186611	0.2213620
800	0.3733405	0.6636120	0.0447018	0.8982796	0.0851827	0.2974167	0.9875999	0.8814316	0.8183201	0.2216316
850	0.3873780	0.6646913	0.0447019	0.8982794	0.0851593	0.2974175	0.9875970	0.8812680	0.8180293	0.2218671
900	0.3940626	0.6651239	0.0447019	0.8982790	0.0851508	0.2974185	0.9875942	0.8811260	0.8177817	0.2220694
950	0.3971231	0.6653502	0.0447020	0.8982784	0.0851479	0.2974195	0.9875917	0.8810042	0.8175713	0.2222423
1000	0.3985018	0.6655020	0.0447020	0.8982777	0.0851469	0.2974205	0.9875895	0.8809003	0.8173924	0.2223896

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.3992417	0.6649481	0.0446962	0.8238865	0.0851474	0.2975447	0.9904521	0.8813309	0.8287057	0.1602544
100	0.3989733	0.6587067	0.0446664	0.7450848	0.0851859	0.2984448	0.9934514	0.8858884	0.8685961	0.1133879
150	0.3965282	0.6433524	0.0446267	0.7037111	0.0853360	0.3000953	0.9950116	0.8964146	0.9065454	0.0907772
200	0.3904752	0.6255922	0.0445947	0.6853234	0.0856041	0.3018002	0.9957058	0.9077640	0.9315957	0.0784889
250	0.3817551	0.6110339	0.0445744	0.6774704	0.0859154	0.3030904	0.9960102	0.9164961	0.9465222	0.0714919
300	0.3725310	0.6010022	0.0445630	0.6740290	0.0861916	0.3039047	0.9961517	0.9222031	0.9551213	0.0675314
350	0.3644949	0.5947030	0.0445570	0.6724337	0.0863967	0.3043666	0.9962230	0.9256392	0.9599947	0.0653133
400	0.3583419	0.5909480	0.0445539	0.6716525	0.0865318	0.3046131	0.9962613	0.9276230	0.9627294	0.0640787
450	0.3540333	0.5887761	0.0445523	0.6712562	0.0866135	0.3047406	0.9962827	0.9287441	0.9642547	0.0633934
500	0.3512019	0.5875421	0.0445514	0.6710518	0.0866603	0.3048054	0.9962947	0.9293709	0.9651024	0.0630136
550	0.3494276	0.5870395	0.0445573	0.7449958	0.0866798	0.3044202	0.9930459	0.9296296	0.9593952	0.1039977
600	0.3485492	0.5898563	0.0445896	0.8235735	0.0865850	0.3025904	0.9899865	0.9282736	0.9357970	0.1356271
650	0.3492805	0.5980967	0.0446305	0.8652322	0.0863046	0.3005394	0.9886977	0.9240925	0.9111495	0.1531252
700	0.3523930	0.6088387	0.0446609	0.8840286	0.0859504	0.2990707	0.9882796	0.9183195	0.8921984	0.1657879
750	0.3575005	0.6190528	0.0446782	0.8921144	0.0856418	0.2981925	0.9881484	0.9125051	0.8778829	0.1758405
800	0.3634893	0.6276315	0.0446867	0.8955926	0.0854217	0.2977148	0.9880846	0.9073538	0.8667579	0.1839243
850	0.3693754	0.6345539	0.0446908	0.8971212	0.0852827	0.2974733	0.9880289	0.9029967	0.8579372	0.1904800
900	0.3746219	0.6401034	0.0446930	0.8978096	0.0852023	0.2973614	0.9879729	0.8993619	0.8508500	0.1958426
950	0.3790587	0.6445734	0.0446944	0.8981238	0.0851592	0.2973171	0.9879189	0.8963362	0.8450976	0.2002605
1000	0.3827154	0.6482013	0.0446955	0.8982654	0.0851380	0.2973062	0.9878696	0.8938135	0.8403905	0.2039200

0	0.3991031	0.6651936	0.0447019	0.8982802	0.0851456	0.2974176	0.9875951	0.8811497	0.8178202	0.2220369
50	0.3992474	0.6653534	0.0447020	0.7922847	0.0851504	0.2977811	0.9875294	0.8810237	0.8176039	0.2222151
100	0.3993698	0.6654889	0.0447034	0.6799260	0.0852585	0.3002491	0.9870843	0.8809167	0.8174235	0.2223664
150	0.3994736	0.6656014	0.0447092	0.6206274	0.0856760	0.3047570	0.9862523	0.8808277	0.8172939	0.2224914
200	0.3995605	0.6656849	0.0447201	0.5937387	0.0864395	0.3095745	0.9853528	0.8807609	0.8172424	0.2225816
250	0.3996293	0.6657288	0.0447337	0.5816349	0.0873678	0.3134285	0.9846351	0.8807247	0.8172811	0.2226233
300	0.3996763	0.6657262	0.0447467	0.5757879	0.0882415	0.3160445	0.9841557	0.8807247	0.8173968	0.2226096
350	0.3996979	0.6656802	0.0447570	0.5726930	0.0889356	0.3176695	0.9838655	0.8807588	0.8175617	0.2225461
400	0.3996929	0.6656017	0.0447643	0.5709421	0.0894283	0.3186367	0.9836981	0.8808187	0.8177486	0.2224473
450	0.3996644	0.6655042	0.0447690	0.5699193	0.0897532	0.3192030	0.9836030	0.8808941	0.8179376	0.2223296
500	0.3996181	0.6653997	0.0447719	0.5693158	0.0899576	0.3195332	0.9835492	0.8809754	0.8181167	0.2222066
550	0.3995607	0.6652967	0.0447734	0.6732424	0.0900608	0.3184623	0.9837521	0.8810559	0.8182796	0.2220874
600	0.3994985	0.6652009	0.0447702	0.7842305	0.0897665	0.3131290	0.9847583	0.8811310	0.8184114	0.2219781
650	0.3994367	0.6651229	0.0447586	0.8442342	0.0888636	0.3071820	0.9858806	0.8811927	0.8184612	0.2218920
700	0.3993817	0.6650833	0.0447428	0.8726040	0.0877433	0.3029175	0.9866686	0.8812253	0.8183992	0.2218549
750	0.3993428	0.6650960	0.0447282	0.8857932	0.0867860	0.3003567	0.9871230	0.8812176	0.8182509	0.2218817
800	0.3993283	0.6651570	0.0447175	0.8920671	0.0861125	0.2989440	0.9873605	0.8811721	0.8180586	0.2219635
850	0.3993412	0.6652504	0.0447107	0.8951417	0.0856894	0.2981987	0.9874784	0.8811007	0.8178552	0.2220793
900	0.3993783	0.6653589	0.0447067	0.8966827	0.0854419	0.2978150	0.9875353	0.8810167	0.8176597	0.2222088
950	0.3994325	0.6654696	0.0447045	0.8974645	0.0853036	0.2976202	0.9875621	0.8809305	0.8174812	0.2223377
1000	0.3994957	0.6655745	0.0447033	0.8978630	0.0852288	0.2975220	0.9875744	0.8808483	0.8173229	0.2224581
