"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
50	0.4653272	0.3667736	0.5749997	0.4517494	0.5341922	0.0975097	0.0532652	0.6916979	0.7718187	0.6842973
100	0.4327792	0.4136043	0.5954318	0.4050336	0.5075098	0.1384703	0.0485047	0.6727535	0.5821431	0.6830003
150	0.3443256	0.4685829	0.5868632	0.3301757	0.4218821	0.1597692	0.0717716	0.6802528	0.6316448	0.8485806
200	0.3154663	0.4147459	0.4839303	0.3879150	0.4231633	0.0780070	0.0413229	0.9116131	0.6576317	0.7096538
250	0.1531832	0.3960916	0.5275164	0.3714270	0.3765435	0.1625411	0.0700632	0.7079466	0.6000202	0.7668974
300	0.3120849	0.3650657	0.5058087	0.4372357	0.4669782	0.0627385	0.0537904	0.7455587	0.6876441	0.6630102
350	0.3084148	0.3426903	0.6044628	0.4257058	0.4431672	0.0952373	0.0901389	0.7559502	0.6600550	0.7873909
400	0.2791170	0.3108208	0.6438825	0.4999514	0.4149331	0.0897906	0.0510642	0.6622232	0.6464889	0.6443062
450	0.2827589	0.3436827	0.4605628	0.3746729	0.4085800	0.1301896	0.0603263	0.7129902	0.7497668	0.7547800
500	0.4308729	0.2785422	0.4581352	0.5601863	0.4486744	0.1238640	0.0381383	0.7744723	0.6791631	0.8198721
550	0.4719519	0.2863933	0.5433082	0.4613794	0.5384703	0.1391784	0.0505749	0.6872430	0.7572655	0.6604643
600	0.5778456	0.3638128	0.6887205	0.4442327	0.5637870	0.0915850	0.0944574	0.6242965	0.5919533	0.6380807
650	0.4968386	0.4375415	0.4878785	0.3707663	0.4937713	0.0965168	0.0849094	0.6848102	0.6624195	0.8259430
700	0.5215088	0.4078278	0.4701153	0.3187841	0.4958649	0.1040282	0.0964578	0.6215591	0.5703522	0.7257477
750	0.5145456	0.3711619	0.4619732	0.5176473	0.3178638	0.2177992	0.0705409	0.6788102	0.6155221	0.8248061
800	0.4665299	0.2839123	0.5172468	0.4324220	0.3823234	0.1820734	0.1140653	0.5823749	0.5414067	0.6448630
850	0.5316010	0.2489980	0.5167367	0.5424144	0.4477945	0.1485775	0.0761246	0.6586291	0.7596318	0.5907362
900	0.6067855	0.3123178	0.4779211	0.5034415	0.4290019	0.1104699	0.1132574	0.7538599	0.7031055	0.7464752
950	0.5666046	0.3296154	0.5823406	0.4351982	0.5328005	0.1251944	0.0659001	0.6274984	0.7490495	0.7211545
1000	0.6945359	0.3897878	0.6508683	0.4748497	0.5449509	0.1403937	0.0672029	0.6782442	0.6881154	0.8459641

0	0.3191162	0.4033514	0.5177518	0.5193381	0.4941873	0.1619262	0.0577976	0.7768195	0.6967838	0.6558097
50	0.1084432	0.4474088	0.5814068	0.4701525	0.4602879	0.0649092	0.1010459	0.3948701	0.6365950	0.6738664
100	0.0604091	0.4430918	0.5734774	0.4079884	0.4951091	0.1359074	0.0770695	0.3774938	0.6620632	0.7667823
150	0.0625795	0.3530420	0.5932013	0.5479553	0.4747763	0.1235310	0.0696641	0.3762821	0.6397036	0.7931416
200	0.0562964	0.3862449	0.5913634	0.3516541	0.5488459	0.1792286	0.1418436	0.3655761	0.5804547	0.7381782
250	0.0598811	0.3366971	0.4820661	0.2899399	0.4693267	0.1723923	0.0765137	0.5172201	0.6918001	0.6916233
300	0.0347226	0.3320477	0.5622211	0.4877782	0.5304088	0.1247462	0.1453085	0.3481675	0.6078568	0.7347269
350	0.0520760	0.2721596	0.4686776	0.4173444	0.4438971	0.1379728	0.1238728	0.4199541	0.6289090	0.7291126
400	0.0909636	0.3668946	0.4799330	0.3874515	0.4993065	0.1517318	0.1279442	0.3144266	0.6249444	0.6967369
450	0.0805823	0.3899096	0.5171398	0.4949307	0.4720266	0.2500395	0.1469472	0.4538578	0.6392313	0.7484449
500	0.1690808	0.3060343	0.5095328	0.3573915	0.4742717	0.2398200	0.0837058	0.4048745	0.5980104	0.6875020
550	0.4738988	0.3050784	0.6346680	0.4214347	0.4558988	0.1910983	0.1413273	0.5982193	0.6863058	0.7701920
600	0.4378791	0.3302534	0.5695199	0.2572959	0.4970413	0.1558260	0.1029440	0.6515618	0.6806682	0.7877943
650	0.5331087	0.2724446	0.5410910	0.3365140	0.4837793	0.1364671	0.1057287	0.6163056	0.7085357	0.6794642
700	0.3738831	0.3515533	0.5289855	0.4875988	0.3518308	0.1328762	0.1309561	0.7886535	0.5967881	0.6862995
750	0.3154374	0.3049441	0.5429484	0.4440454	0.4050498	0.0814235	0.0594973	0.9236815	0.5580583	0.7164484
800	0.3792022	0.3165765	0.4489183	0.5526620	0.5424468	0.0759769	0.0746950	0.6485292	0.7986931	0.6374729
850	0.5368179	0.3756468	0.5361517	0.3846597	0.5618040	0.1171061	0.0716354	0.7213161	0.8406691	0.7006517
900	0.4881483	0.3663465	0.5588721	0.4541226	0.6363072	0.1035694	0.0634786	0.6351923	0.8101675	0.7143085
950	0.5114781	0.3255842	0.6160218	0.4703579	0.4916655	0.1449564	0.0808096	0.7494922	0.7055851	0.6045888
1000	0.4453054	0.2868121	0.5237315	0.4825847	0.4110313	0.1263900	0.0966986	0.8137063	0.7846087	0.6611500

0	0.3744701	0.4109879	0.4723811	0.4533769	0.5605610	0.1687641	0.1324914	0.7596745	0.7984761	0.6289391
50	0.3902448	0.2835244	0.4941994	0.4095843	0.4563229	0.1224729	0.0812922	0.5470232	0.6511594	0.5410241
100	0.5094771	0.3301425	0.5873774	0.4612272	0.4686434	0.1153798	0.0655583	0.5214728	0.5518282	0.7595351
150	0.4180410	0.3317965	0.5200568	0.5583349	0.3322264	0.0975379	0.1321643	0.5455054	0.6008740	0.7289445
200	0.3586831	0.4006413	0.5271155	0.4687840	0.5072972	0.0931828	0.0571929	0.5226410	0.7968199	0.5491671
250	0.3928044	0.3453987	0.6216245	0.4279265	0.5211411	0.1459316	0.1278752	0.5259844	0.5539484	0.6584692
300	0.5160032	0.3425177	0.5256802	0.3923845	0.4986923	0.0969367	0.1266787	0.5706231	0.6746390	0.7154115
350	0.5569172	0.3704354	0.5869675	0.4576064	0.4956579	0.2314880	0.0805545	0.4624191	0.6779247	0.7357671
400	0.4497897	0.3797151	0.5724523	0.4259302	0.3853303	0.1608111	0.0959037	0.4715881	0.6924912	0.5526971
450	0.3180987	0.4755566	0.4441571	0.3180062	0.4520575	0.1241406	0.1082377	0.5824219	0.6710865	0.5775434
500	0.2949008	0.3522548	0.4946183	0.5027608	0.4981003	0.1499045	0.0906846	0.4104766	0.6736167	0.7138526
550	0.4248044	0.3033088	0.4272965	0.5053802	0.5599465	0.1274380	0.1139128	0.6403466	0.8219942	0.6029407
600	0.5217319	0.2939603	0.5091960	0.2960041	0.5175052	0.1435259	0.1037292	0.7049239	0.7124017	0.7689106
650	0.4038482	0.3496096	0.5771660	0.3506972	0.4398572	0.1361945	0.0758775	0.8014592	0.7605176	0.7908404
700	0.4187686	0.2911908	0.6424898	0.5812752	0.4331611	0.1452820	0.0843165	0.6832001	0.6786174	0.7959783
750	0.3852240	0.4449050	0.5735063	0.3781442	0.5272554	0.1608730	0.1004296	0.7197353	0.6977464	0.7206910
800	0.4067580	0.5234886	0.5796609	0.3393755	0.4641743	0.0584044	0.0476840	0.7630453	0.6523192	0.8548430
850	0.4226204	0.3738829	0.5026760	0.3282211	0.4773485	0.1391593	0.0926676	0.8167447	0.7096418	0.6339106
900	0.4919169	0.2622567	0.5039961	0.4245485	0.4474568	0.1225207	0.0659060	0.6805144	0.5876001	0.6899540
950	0.4812788	0.3861470	0.5934223	0.3436374	0.4474947	0.1121845	0.0544804	0.6537562	0.6077839	0.6335602
1000	0.5223349	0.4265963	0.5811516	0.4076948	0.4469626	0.1343186	0.0823718	0.6531921	0.6031711	0.8472659

0	0.3461609	0.4509848	0.5310739	0.5404590	0.4986584	0.1229220	0.0549737	0.7971527	0.7823345	0.6543905
50	0.4013158	0.3297828	0.4426826	0.3881048	0.4067591	0.3092819	0.0641144	0.6974904	0.7341642	0.6851935
100	0.5604074	0.2867737	0.6175001	0.4102577	0.5131810	0.3607243	0.0963946	0.7650943	0.7101337	0.7004214
150	0.5107733	0.3108068	0.5159547	0.4972347	0.4239983	0.3827457	0.0652270	0.6907273	0.6837029	0.6721114
200	0.4648071	0.3364039	0.5645418	0.3347030	0.3506911	0.4026508	0.0681998	0.8681348	0.6446357	0.6733570
250	0.3665304	0.3396258	0.5247189	0.4892269	0.2938445	0.5937750	0.0717077	0.6797597	0.5766149	0.7431427
300	0.4039755	0.3213723	0.6094331	0.5771517	0.4128460	0.4475862	0.0385268	0.7585054	0.7798627	0.9275652
350	0.4097482	0.5147356	0.4917211	0.4054068	0.4745146	0.4325473	0.0546194	0.7206430	0.6927162	0.6797800
400	0.3311081	0.3622901	0.6077136	0.4672055	0.3754849	0.5416118	0.0498980	0.7069924	0.6771020	0.7057324
450	0.3433928	0.4129180	0.5373731	0.5091967	0.3745692	0.5037247	0.0757679	0.8322541	0.6174629	0.7781263
500	0.4696039	0.4250040	0.6153543	0.5022914	0.5522002	0.4628961	0.0876702	0.7803335	0.7480473	0.7036470
550	0.4034453	0.3589199	0.6639655	0.4547708	0.5746693	0.3056964	0.0629391	0.6889334	0.7402840	0.6824833
600	0.4922067	0.3665156	0.5984647	0.4034545	0.4230871	0.1595043	0.0712627	0.6339486	0.8497178	0.7716354
650	0.3714948	0.3350470	0.6563458	0.3929603	0.4342343	0.1129288	0.0558501	0.7372385	0.6473564	0.7870138
700	0.3774200	0.3673876	0.5432187	0.3552615	0.3572742	0.1288576	0.0582940	0.6511530	0.6319795	0.7510586
750	0.4672519	0.3401937	0.4800671	0.5160690	0.4009235	0.2385860	0.0853698	0.5827986	0.6905564	0.7404697
800	0.5803511	0.3135168	0.6154464	0.5081928	0.4493146	0.0854762	0.0802302	0.7349974	0.6832754	0.6553793
850	0.6458790	0.3651168	0.5994526	0.5181971	0.6011535	0.0993532	0.0768799	0.8123808	0.8014350	0.6972805
900	0.4753150	0.3589058	0.5064711	0.3755456	0.5661986	0.1023379	0.0650005	0.7615839	0.7357361	0.8408369
950	0.3179638	0.3936895	0.6559349	0.4211147	0.4703664	0.1075575	0.0687819	0.7879108	0.5957668	0.6685542
1000	0.4778907	0.3575777	0.5866910	0.3941949	0.3848952	0.1651663	0.0671619	0.6768750	0.6958364	0.6727595

0	0.4709257	0.3821248	0.5950618	0.4845968	0.5317829	0.0961449	0.0603346	0.7171087	0.7093934	0.7800572
50	0.3470512	0.3995366	0.4382795	0.3956258	0.5755001	0.4348685	0.0263162	0.6204724	0.6477728	0.7013974
100	0.3377439	0.4465072	0.6320157	0.3170475	0.4532851	0.3803785	0.0171865	0.5907431	0.7969902	0.7762662
150	0.3239590	0.3667196	0.5961708	0.4229969	0.3883111	0.5272227	0.0128248	0.6572404	0.7783821	0.5947822
200	0.4060526	0.4042676	0.5336027	0.3809225	0.3049597	0.4764861	0.0110535	0.7126511	0.7589257	0.5748664
250	0.3792047	0.2463591	0.5003597	0.4699975	0.3468549	0.3904591	0.0184749	0.5158212	0.6454655	0.7056234
300	0.5069321	0.3938965	0.6533870	0.5044184	0.3959027	0.5186050	0.0201317	0.6754369	0.5963130	0.6326096
350	0.4229134	0.2757888	0.4338133	0.5083143	0.3629936	0.5376653	0.0131505	0.6035091	0.5638004	0.6447698
400	0.3970599	0.2951127	0.5880569	0.4546454	0.4788467	0.5186907	0.0041063	0.6551623	0.6185831	0.6948510
450	0.4091816	0.3464234	0.6155330	0.4999065	0.3678594	0.5381264	0.0256773	0.5224969	0.6183653	0.8083808
500	0.4661071	0.3679441	0.5771077	0.4212163	0.3451287	0.4619743	0.0197549	0.5422719	0.7269359	0.6172859
550	0.5463062	0.4347244	0.6357998	0.5890606	0.4290563	0.1549238	0.0631300	0.7334541	0.7259463	0.8161193
600	0.4336318	0.3148986	0.4311759	0.4492024	0.6021580	0.0834062	0.0905231	0.8049238	0.5719294	0.7285732
650	0.4719960	0.3331819	0.4949411	0.3103827	0.6029695	0.0751019	0.0548012	0.8041876	0.5263710	0.7454620
700	0.4832299	0.2923969	0.5208943	0.3618085	0.4591833	0.0723533	0.0636460	0.6578411	0.7496364	0.7571037
750	0.4895675	0.3425407	0.4956635	0.4119194	0.4728367	0.0821774	0.0945448	0.5980715	0.6086276	0.8203873
800	0.4796179	0.3045024	0.4946738	0.3843742	0.5856821	0.0787848	0.0715590	0.6854548	0.6631883	0.7707450
850	0.4913613	0.3674305	0.6024187	0.4571499	0.3340254	0.0664931	0.1256796	0.7196097	0.6521435	0.8187700
900	0.4357419	0.3840518	0.5631083	0.4663483	0.4165990	0.1086045	0.0869509	0.7609180	0.6270703	0.6823640
950	0.4858543	0.3825682	0.5289480	0.4090640	0.4495384	0.1041209	0.0741697	0.7317217	0.5849847	0.6445973
1000	0.5764838	0.2874916	0.5703976	0.4326858	0.4082889	0.1710384	0.0678051	0.7767814	0.5323595	0.7341899

0	0.5319571	0.4504845	0.5377882	0.4984553	0.5638503	0.1300698	0.0671374	0.7664115	0.7904636	0.6836728
50	0.2152040	0.5939705	0.4664297	0.3854631	0.3979595	0.1075464	0.0678472	0.7114350	0.6505503	0.6025287
100	0.0534148	0.6134908	0.4428855	0.3347512	0.4518648	0.0996202	0.0557460	0.6610771	0.6847394	0.7231430
150	0.0305953	0.7218359	0.4698461	0.5668933	0.4420012	0.0879977	0.0226922	0.8647873	0.5591221	0.6485372
200	0.0041324	0.6543588	0.6925976	0.5525621	0.4054142	0.0941188	0.0400397	0.7485840	0.4891805	0.6783697
250	0.0266175	0.6580166	0.6377959	0.4924169	0.4205794	0.0321974	0.0261430	0.6662717	0.5824302	0.6980191
300	0.0053349	0.6185014	0.4610548	0.4561096	0.5203393	0.0150721	0.0272750	0.6859002	0.6562689	0.7078944
350	0.0108002	0.5487056	0.5873716	0.3385447	0.6898433	0.0665663	0.0421011	0.8357473	0.5721682	0.6010395
400	0.0063396	0.6208213	0.4903146	0.3771178	0.3983473	0.0389936	0.0111945	0.6631121	0.6171118	0.7121058
450	0.0040191	0.5991170	0.5008020	0.3790864	0.3592306	0.0217216	0.0211338	0.6929770	0.5591778	0.6157434
500	0.0043187	0.8028650	0.4273096	0.4273687	0.4754799	0.0417835	0.0407061	0.7361318	0.6424660	0.7418757
550	0.0645525	0.4039535	0.5308692	0.3439005	0.5499757	0.0430395	0.0416031	0.8107912	0.5966832	0.7548427
600	0.1295307	0.3319946	0.3875743	0.4392848	0.4515519	0.0493125	0.1053750	0.7464365	0.7562091	0.7379204
650	0.3262781	0.2638442	0.5601945	0.4785226	0.5316595	0.0902458	0.0514890	0.6579812	0.6723856	0.6589619
700	0.5460984	0.3102084	0.6074352	0.4127592	0.6424118	0.0928192	0.0754924	0.7236853	0.8584823	0.7827666
750	0.4875014	0.3881356	0.4970179	0.4099917	0.4773413	0.1722221	0.0609143	0.7036912	0.6602057	0.7493433
800	0.3575420	0.3994104	0.7097205	0.4851232	0.4545151	0.1327694	0.0622836	0.6594169	0.6333252	0.6915623
850	0.4117609	0.4263555	0.6572592	0.4375138	0.5664661	0.1248677	0.1059428	0.7827495	0.7321817	0.6092228
900	0.2707793	0.3721488	0.6657092	0.4418063	0.5105753	0.1182442	0.1056282	0.7495729	0.7099360	0.7265781
950	0.3821703	0.4063688	0.6361199	0.4473518	0.5244693	0.1201362	0.0895573	0.8266853	0.7424900	0.8372215
1000	0.4453158	0.3672825	0.4829828	0.3679594	0.5450520	0.0934889	0.0780875	0.7832242	0.6859623	0.6941718

0	0.3249430	0.4182234	0.6496690	0.4184817	0.5316139	0.1579149	0.0618518	0.7036527	0.6138809	0.7975794
50	0.3887008	0.3469707	0.4813767	0.1148160	0.6291279	0.0966460	0.1068636	0.8598766	0.5755285	0.7715417
100	0.3879427	0.2966934	0.5103640	0.0779537	0.6004372	0.0950611	0.0843127	0.7632629	0.1351392	0.6678121
150	0.3498981	0.4364253	0.4660316	0.0666329	0.5332564	0.0522896	0.0970031	0.6617047	0.0446433	0.8432008
200	0.5832109	0.3071066	0.4902302	0.0515841	0.6442998	0.1519326	0.0998802	0.6161373	0.0438943	0.6855390
250	0.5305490	0.3187574	0.4942994	0.0926442	0.5337096	0.1032165	0.0949351	0.7215238	0.0350123	0.7100578
300	0.4997109	0.3770909	0.4025982	0.0497952	0.5287078	0.1135392	0.0799950	0.7230095	0.0292641	0.7911491
350	0.5080582	0.3590952	0.4839962	0.0700038	0.5374278	0.0630413	0.0764537	0.6709959	0.0173559	0.8283482
400	0.5164263	0.3359109	0.5665806	0.1107406	0.5316737	0.0477853	0.0816885	0.6818208	0.0389473	0.6544322
450	0.3981537	0.3038050	0.4238636	0.0882125	0.4912072	0.0835691	0.0983211	0.7132583	0.0131005	0.6537279
500	0.4528792	0.3232118	0.4304558	0.0711574	0.5222507	0.1274922	0.0495091	0.7155581	0.0275137	0.7872487
550	0.5426334	0.2408238	0.4143911	0.4045336	0.3233052	0.0914444	0.0709986	0.6675088	0.1293192	0.6403647
600	0.5674225	0.3081371	0.4688675	0.5667187	0.3625383	0.1443152	0.0567260	0.7395699	0.6166392	0.5544366
650	0.6791059	0.2144035	0.6095095	0.4880769	0.4537716	0.1249507	0.0394269	0.6541656	0.6160669	0.8777342
700	0.5729541	0.3781570	0.5091247	0.4847729	0.4936171	0.1618437	0.0549407	0.6550138	0.7228224	0.6960165
750	0.6196593	0.3685743	0.4769753	0.3985607	0.6225965	0.1192199	0.0453879	0.7014834	0.7766108	0.7138677
800	0.4616541	0.2912646	0.5662707	0.4496464	0.6407021	0.0913251	0.0417141	0.7099871	0.7971464	0.8550168
850	0.5695127	0.4935247	0.5767990	0.3798371	0.5425518	0.1141748	0.0706820	0.6064474	0.7059699	0.6971503
900	0.3963500	0.2880035	0.4834454	0.3921688	0.4928902	0.1003719	0.0729562	0.7257908	0.7330110	0.6809578
950	0.5883326	0.3758481	0.5053103	0.3373129	0.4466698	0.0774419	0.0695918	0.6705382	0.6615158	0.5989690
1000	0.5306866	0.3869070	0.5985970	0.4402771	0.5164758	0.1120874	0.0967703	0.8568934	0.6578756	0.7432034

0	0.3754308	0.4382961	0.4933089	0.3990510	0.4695812	0.1595592	0.0649124	0.8215369	0.7179694	1.0000000
50	0.4408501	0.2967640	0.5752356	0.4083505	0.4761837	0.0793324	0.0635199	0.3892762	0.7191743	0.7219707
100	0.4890672	0.3289214	0.4508027	0.4156530	0.6647475	0.0618708	0.0323264	0.3612029	0.7063544	0.7040880
150	0.6453044	0.3772404	0.5866017	0.5300345	0.5778951	0.1015590	0.0728907	0.3078485	0.6103989	0.6297359
200	0.5802878	0.3430600	0.4660813	0.3055649	0.5276342	0.0947510	0.0735394	0.3932661	0.5419357	0.6224868
250	0.4402279	0.3901184	0.5287656	0.3996548	0.4775966	0.1572633	0.0585219	0.2971249	0.7063645	0.5901263
300	0.5596727	0.3146930	0.6204252	0.3857632	0.5171187	0.1207537	0.0812735	0.3285688	0.7242498	0.6590057
350	0.4815450	0.3295176	0.5479502	0.4342844	0.5090691	0.0832670	0.0964599	0.3017905	0.7342300	0.7514110
400	0.4184182	0.4563128	0.5026511	0.3082717	0.4551262	0.2267617	0.1053542	0.3228413	0.7218850	0.7742534
450	0.3408230	0.3409716	0.4291206	0.3165846	0.4457434	0.1660527	0.1363238	0.3519905	0.5754930	0.6457488
500	0.4306731	0.3448767	0.4869160	0.4049705	0.4936317	0.1456980	0.0387967	0.3472855	0.6356044	0.5733100
550	0.3655994	0.3109442	0.5387094	0.4985895	0.4782606	0.1581487	0.0766344	0.5733300	0.7402767	0.7117761
600	0.6807586	0.3961156	0.4397037	0.4756350	0.6128964	0.1608952	0.0957497	0.7545686	0.6874533	0.8096833
650	0.5655615	0.3125799	0.5570879	0.3947594	0.5508581	0.2059829	0.1038255	0.6950684	0.6665970	0.7040317
700	0.5179219	0.4014516	0.4844622	0.3165201	0.6484574	0.1486381	0.1094430	0.7501549	0.7463269	0.6666418
750	0.6188451	0.4377570	0.5232981	0.4592470	0.5222418	0.1358795	0.0935067	0.6862161	0.7379680	0.6703592
800	0.3568206	0.2851328	0.5986020	0.3555821	0.4163205	0.1496996	0.0530905	0.7665868	0.6631248	0.7817737
850	0.5474970	0.2896111	0.5143722	0.4072717	0.4509750	0.1421463	0.0882026	0.8210600	0.7705543	0.6676315
900	0.6317341	0.3485480	0.5258229	0.3993170	0.5262308	0.1594384	0.0963763	0.8034083	0.6784879	0.6699453
950	0.5675141	0.3155387	0.4594125	0.3080225	0.5006667	0.1251518	0.0649320	0.6081596	0.6707134	0.7786376
1000	0.4592079	0.3761702	0.4982589	0.4186750	0.3678417	0.1953210	0.0839494	0.6321797	0.7590381	0.6889712
