"Time"	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
550	0.8877126	0.0415822	0.0900301	0.9875600	0.9463432	1.0000000	0.2351977	0.8058212	0.9206301	0.9990177
600	0.9600527	0.0415823	0.0900327	0.9864219	0.9463432	1.0000000	0.2351927	0.8035440	0.8920396	0.9990177
650	0.9836927	0.0415825	0.0900359	0.9858186	0.9463432	1.0000000	0.2351940	0.8010564	0.8834370	0.9990177
700	0.9900400	0.0415827	0.0900381	0.9855533	0.9463432	1.0000000	0.2352026	0.7994449	0.8812235	0.9990177
750	0.9915939	0.0415830	0.0900393	0.9854462	0.9463432	1.0000000	0.2352128	0.7986341	0.8806851	0.9990177
800	0.9919545	0.0415831	0.0900399	0.9854051	0.9463432	1.0000000	0.2352206	0.7982800	0.8805572	0.9990177
850	0.9920352	0.0415832	0.0900402	0.9853898	0.9463432	1.0000000	0.2352254	0.7981380	0.8805271	0.9990177
900	0.9920528	0.0415833	0.0900403	0.9853843	0.9463432	1.0000000	0.2352279	0.7980838	0.8805201	0.9990177
950	0.9920565	0.0415833	0.0900404	0.9853823	0.9463432	1.0000000	0.2352291	0.7980638	0.8805185	0.9990177
1000	0.9920573	0.0415833	0.0900404	0.9853816	0.9463432	1.0000000	0.2352296	0.7980565	0.8805181	0.9990177

0	0.9919944	0.0416113	0.0900407	0.9853737	0.9463431	1.0000000	0.2351286	0.7986107	0.8805173	0.9990174
50	0.9892038	0.0841040	0.0900385	0.9890297	0.9666256	1.0000000	0.2351881	0.8051926	0.9129446	0.9990248
100	0.9754466	0.1180041	0.0900293	0.9929895	0.9825470	1.0000000	0.2351995	0.8130117	0.9333976	0.9990544
150	0.9596839	0.1320704	0.0900186	0.9951263	0.9885562	1.0000000	0.2351948	0.8176130	0.9395532	0.9990841
200	0.9493020	0.1372963	0.0900110	0.9960858	0.9904586	1.0000000	0.2351903	0.8197948	0.9411384	0.9991022
250	0.9440463	0.1391824	0.0900067	0.9964811	0.9910179	1.0000000	0.2351892	0.8207110	0.9415248	0.9991107
300	0.9417381	0.1398575	0.0900047	0.9966359	0.9911764	1.0000000	0.2351901	0.8210662	0.9416170	0.9991143
350	0.9408044	0.1400986	0.0900038	0.9966946	0.9912204	1.0000000	0.2351915	0.8211961	0.9416388	0.9991156
400	0.9404450	0.1401845	0.0900034	0.9967164	0.9912325	1.0000000	0.2351925	0.8212415	0.9416440	0.9991161
450	0.9403107	0.1402152	0.0900033	0.9967243	0.9912358	1.0000000	0.2351932	0.8212566	0.9416452	0.9991162
500	0.9402614	0.1402261	0.0900032	0.9967272	0.9912367	1.0000000	0.2351936	0.8212614	0.9416455	0.9991163
550	0.9450868	0.0977192	0.0900049	0.9932911	0.9709545	1.0000000	0.2351964	0.8145474	0.9092225	0.9991099
600	0.9627608	0.0638139	0.0900133	0.9894304	0.9550332	1.0000000	0.2352088	0.8067181	0.8887713	0.9990819
650	0.9781418	0.0497458	0.0900236	0.9872213	0.9490241	1.0000000	0.2352234	0.8019859	0.8826149	0.9990520
700	0.9863272	0.0445193	0.0900315	0.9861624	0.9471217	1.0000000	0.2352324	0.7996701	0.8810280	0.9990331
750	0.9898636	0.0426330	0.0900361	0.9856980	0.9465623	1.0000000	0.2352353	0.7986715	0.8806403	0.9990238
800	0.9912479	0.0419579	0.0900385	0.9855053	0.9464038	1.0000000	0.2352349	0.7982763	0.8805473	0.9990200
850	0.9917642	0.0417169	0.0900396	0.9854286	0.9463598	1.0000000	0.2352334	0.7981293	0.8805251	0.9990185
900	0.9919522	0.0416309	0.0900400	0.9853989	0.9463477	1.0000000	0.2352321	0.7980774	0.8805197	0.9990179
950	0.9920199	0.0416003	0.0900403	0.9853877	0.9463445	1.0000000	0.2352311	0.7980600	0.8805184	0.9990178
1000	0.9920441	0.0415894	0.0900403	0.9853836	0.9463436	1.0000000	0.2352306	0.7980544	0.8805181	0.9990177

0	0.9919944	0.0416113	0.0900407	0.9853737	0.9463431	1.0000000	0.2351286	0.7986107	0.8805173	0.9990174
50	0.9557256	0.3755667	0.0900386	0.9888856	0.9463432	1.0000000	0.2351805	0.8102916	0.8805178	0.9990176
100	0.7762421	0.6419390	0.0900298	0.9926473	0.9463432	1.0000000	0.2351565	0.8217806	0.8805179	0.9990176
150	0.6035695	0.7524672	0.0900196	0.9946410	0.9463432	1.0000000	0.2351127	0.8272205	0.8805180	0.9990177
200	0.5085340	0.7935350	0.0900124	0.9955180	0.9463432	1.0000000	0.2350841	0.8293575	0.8805180	0.9990177
250	0.4666918	0.8083606	0.0900084	0.9958717	0.9463432	1.0000000	0.2350723	0.8301298	0.8805180	0.9990177
300	0.4500809	0.8136688	0.0900066	0.9960075	0.9463432	1.0000000	0.2350694	0.8303963	0.8805180	0.9990177
350	0.4438186	0.8155649	0.0900057	0.9960580	0.9463432	1.0000000	0.2350697	0.8304855	0.8805180	0.9990177
400	0.4415196	0.8162417	0.0900054	0.9960764	0.9463432	1.0000000	0.2350706	0.8305144	0.8805180	0.9990177
450	0.4406871	0.8164832	0.0900053	0.9960830	0.9463432	1.0000000	0.2350713	0.8305235	0.8805180	0.9990177
500	0.4403879	0.8165694	0.0900052	0.9960853	0.9463432	1.0000000	0.2350718	0.8305261	0.8805180	0.9990177
550	0.4745552	0.4826255	0.0900070	0.9925791	0.9463432	1.0000000	0.2350815	0.8185205	0.8805180	0.9990177
600	0.6405231	0.2162569	0.0900155	0.9888194	0.9463432	1.0000000	0.2351277	0.8068981	0.8805180	0.9990177
650	0.8203541	0.1057304	0.0900256	0.9868264	0.9463432	1.0000000	0.2351805	0.8014030	0.8805180	0.9990177
700	0.9237784	0.0646637	0.0900329	0.9859496	0.9463432	1.0000000	0.2352137	0.7992421	0.8805180	0.9990177
750	0.9676636	0.0498389	0.0900370	0.9855960	0.9463432	1.0000000	0.2352280	0.7984587	0.8805180	0.9990177
800	0.9837415	0.0445311	0.0900389	0.9854603	0.9463432	1.0000000	0.2352320	0.7981869	0.8805180	0.9990177
850	0.9892584	0.0426353	0.0900398	0.9854098	0.9463432	1.0000000	0.2352322	0.7980953	0.8805180	0.9990177
900	0.9911112	0.0419587	0.0900402	0.9853914	0.9463432	1.0000000	0.2352315	0.7980654	0.8805180	0.9990177
950	0.9917340	0.0417173	0.0900403	0.9853848	0.9463432	1.0000000	0.2352308	0.7980559	0.8805180	0.9990177
1000	0.9919456	0.0416311	0.0900404	0.9853824	0.9463432	1.0000000	0.2352304	0.7980531	0.8805180	0.9990177

0	0.9919944	0.0416113	0.0900407	0.9853737	0.9463431	1.0000000	0.2351286	0.7986107	0.8805173	0.9990174
50	0.7550409	0.0415933	0.0900405	0.9853778	0.9455851	0.9330772	0.2363415	0.8373631	0.8805250	0.9992901
100	0.5884911	0.0415869	0.0900404	0.9853621	0.9413814	0.8564808	0.2434983	0.8747465	0.8805526	0.9995059
150	0.5340639	0.0415846	0.0900405	0.9853001	0.9353374	0.8122842	0.2550084	0.8913787	0.8805780	0.9995862
200	0.5194506	0.0415838	0.0900407	0.9851965	0.9301352	0.7908522	0.2659883	0.8963616	0.8805919	0.9996087
250	0.5158728	0.0415835	0.0900410	0.9850824	0.9266995	0.7812151	0.2739382	0.8966515	0.8805975	0.9996123
300	0.5150427	0.0415834	0.0900413	0.9849849	0.9247638	0.7770486	0.2788021	0.8956016	0.8805993	0.9996111
350	0.5148568	0.0415834	0.0900416	0.9849147	0.9237790	0.7752871	0.2814666	0.8945034	0.8805996	0.9996095
400	0.5148161	0.0415834	0.0900419	0.9848700	0.9233111	0.7745523	0.2828199	0.8937088	0.8805996	0.9996083
450	0.5148074	0.0415835	0.0900421	0.9848441	0.9230987	0.7742482	0.2834716	0.8932184	0.8805994	0.9996076
500	0.5148056	0.0415835	0.0900422	0.9848300	0.9230054	0.7741230	0.2837737	0.8929433	0.8805993	0.9996072
550	0.7518009	0.0415835	0.0900422	0.9848241	0.9242143	0.8409944	0.2818576	0.8494723	0.8805917	0.9993187
600	0.9183650	0.0415835	0.0900423	0.9848486	0.9299545	0.9175698	0.2715470	0.8083953	0.8805626	0.9990932
650	0.9727966	0.0415835	0.0900422	0.9849334	0.9365551	0.9617579	0.2584279	0.7916901	0.8805362	0.9990159
700	0.9874113	0.0415835	0.0900419	0.9850544	0.9412189	0.9831863	0.2482491	0.7885758	0.8805224	0.9990010
750	0.9909896	0.0415835	0.0900416	0.9851695	0.9438674	0.9928220	0.2419578	0.7903986	0.8805175	0.9990040
800	0.9918198	0.0415835	0.0900412	0.9852563	0.9452067	0.9969879	0.2385229	0.7930445	0.8805166	0.9990093
850	0.9920058	0.0415834	0.0900409	0.9853125	0.9458391	0.9987491	0.2367831	0.7951336	0.8805168	0.9990132
900	0.9920465	0.0415834	0.0900407	0.9853455	0.9461248	0.9994839	0.2359437	0.7964744	0.8805173	0.9990154
950	0.9920552	0.0415834	0.0900406	0.9853634	0.9462502	0.9997879	0.2355518	0.7972435	0.8805176	0.9990166
1000	0.9920570	0.0415833	0.0900405	0.9853726	0.9463041	0.9999131	0.2353731	0.7976538	0.8805178	0.9990172

0	0.9919944	0.0416113	0.0900407	0.9853737	0.9463431	1.0000000	0.2351286	0.7986107	0.8805173	0.9990174
50	0.5908541	0.1780122	0.0462625	0.9853759	0.9435419	0.7780109	0.2455097	0.7980087	0.8805240	0.9992553
100	0.2985310	0.2862719	0.0147946	0.9853048	0.9230997	0.5239333	0.2978911	0.7928539	0.8805481	0.9994398
150	0.1931945	0.3310649	0.0041255	0.9849601	0.8788231	0.3773289	0.3960875	0.7758112	0.8805696	0.9994914
200	0.1598127	0.3476931	0.0011164	0.9841380	0.8213647	0.3062370	0.5128585	0.7464114	0.8805790	0.9994668
250	0.1494656	0.3536944	0.0003336	0.9828099	0.7686813	0.2742698	0.6112016	0.7125716	0.8805780	0.9993977
300	0.1462094	0.3558430	0.0001388	0.9811931	0.7312034	0.2604494	0.6769680	0.6829991	0.8805703	0.9993091
350	0.1451558	0.3566105	0.0000919	0.9796261	0.7088904	0.2546064	0.7149725	0.6615360	0.8805595	0.9992248
400	0.1448052	0.3568844	0.0000811	0.9783626	0.6971240	0.2521688	0.7349788	0.6478123	0.8805485	0.9991598
450	0.1446858	0.3569822	0.0000789	0.9774814	0.6914075	0.2511601	0.7448855	0.6397875	0.8805395	0.9991171
500	0.1446445	0.3570171	0.0000787	0.9769323	0.6887801	0.2507449	0.7495926	0.6353929	0.8805332	0.9990923
550	0.4720170	0.2198830	0.0438697	0.9766924	0.7172389	0.4725636	0.7202375	0.6334577	0.8805164	0.9986014
600	0.7674311	0.1108455	0.0753466	0.9775887	0.8096124	0.7265714	0.5795838	0.6397201	0.8804698	0.9983827
650	0.9082823	0.0663076	0.0860160	0.9797338	0.8813496	0.8731473	0.4295844	0.6629899	0.8804459	0.9985412
700	0.9633269	0.0502236	0.0890199	0.9819169	0.9182643	0.9442275	0.3312462	0.6983123	0.8804555	0.9987470
750	0.9825835	0.0445991	0.0897964	0.9834817	0.9346562	0.9761900	0.2792012	0.7335303	0.8804769	0.9988837
800	0.9889641	0.0426407	0.0899862	0.9844155	0.9415379	0.9900085	0.2545434	0.7605986	0.8804950	0.9989562
850	0.9910405	0.0419561	0.0900300	0.9849153	0.9443723	0.9958507	0.2435342	0.7780557	0.8805064	0.9989907
900	0.9917183	0.0417154	0.0900392	0.9851647	0.9455345	0.9982880	0.2387670	0.7880242	0.8805125	0.9990061
950	0.9919425	0.0416303	0.0900407	0.9852833	0.9460112	0.9992965	0.2367317	0.7932499	0.8805155	0.9990128
1000	0.9920180	0.0416001	0.0900407	0.9853378	0.9462069	0.9997116	0.2358673	0.7958284	0.8805169	0.9990156

0	0.9919944	0.0416113	0.0900407	0.9853737	0.9463431	1.0000000	0.2351286	0.7986107	0.8805173	0.9990174
50	0.7723607	0.0411564	0.0538803	0.9879853	0.9463432	1.0000000	0.2401384	0.7981368	0.8805229	0.9992138
100	0.6180648	0.0399922	0.0278826	0.9907817	0.9463432	1.0000000	0.2525674	0.7960799	0.8805429	0.9993698
150	0.5677661	0.0392563	0.0190626	0.9922637	0.9463432	1.0000000	0.2603626	0.7922347	0.8805613	0.9994299
200	0.5543449	0.0389384	0.0165718	0.9929156	0.9463432	1.0000000	0.2637909	0.7886207	0.8805716	0.9994493
250	0.5511000	0.0388161	0.0159220	0.9931785	0.9463432	1.0000000	0.2651208	0.7862025	0.8805761	0.9994552
300	0.5503644	0.0387709	0.0157593	0.9932794	0.9463432	1.0000000	0.2656119	0.7848660	0.8805778	0.9994569
350	0.5502066	0.0387545	0.0157194	0.9933170	0.9463432	1.0000000	0.2657912	0.7842098	0.8805783	0.9994574
400	0.5501747	0.0387485	0.0157098	0.9933306	0.9463432	1.0000000	0.2658573	0.7839117	0.8805785	0.9994576
450	0.5501689	0.0387464	0.0157075	0.9933355	0.9463432	1.0000000	0.2658822	0.7837831	0.8805786	0.9994576
500	0.5501680	0.0387456	0.0157069	0.9933373	0.9463432	1.0000000	0.2658918	0.7837296	0.8805786	0.9994576
550	0.7700469	0.0387825	0.0518669	0.9907312	0.9463432	1.0000000	0.2658326	0.7837084	0.8805735	0.9992614
600	0.9245541	0.0392377	0.0778644	0.9879367	0.9463432	1.0000000	0.2634667	0.7837994	0.8805537	0.9991054
650	0.9749235	0.0401045	0.0866843	0.9864554	0.9463432	1.0000000	0.2555855	0.7847437	0.8805353	0.9990454
700	0.9882616	0.0408337	0.0891752	0.9858037	0.9463432	1.0000000	0.2467238	0.7872354	0.8805250	0.9990260
750	0.9913685	0.0412514	0.0898250	0.9855409	0.9463432	1.0000000	0.2407228	0.7905503	0.8805205	0.9990201
800	0.9919915	0.0414477	0.0899878	0.9854400	0.9463432	1.0000000	0.2375912	0.7935219	0.8805188	0.9990184
850	0.9920811	0.0415306	0.0900276	0.9854024	0.9463432	1.0000000	0.2361808	0.7956012	0.8805183	0.9990179
900	0.9920780	0.0415634	0.0900373	0.9853888	0.9463432	1.0000000	0.2355987	0.7968338	0.8805181	0.9990177
950	0.9920679	0.0415760	0.0900396	0.9853839	0.9463432	1.0000000	0.2353704	0.7974845	0.8805180	0.9990177
1000	0.9920620	0.0415806	0.0900402	0.9853821	0.9463432	1.0000000	0.2352832	0.7978003	0.8805180	0.9990177

0	0.9919944	0.0416113	0.0900407	0.9853737	0.9463431	1.0000000	0.2351286	0.7986107	0.8805173	0.9990174
50	0.9805065	0.1779772	0.0900405	0.9854300	0.9675394	0.7509890	0.2403914	0.7871724	0.8917978	0.9990252
100	0.9180706	0.2867512	0.0900402	0.9856714	0.9816945	0.4659833	0.2853921	0.7735822	0.8989136	0.9990553
150	0.8461377	0.3318861	0.0900395	0.9859304	0.9814033	0.3015333	0.3942040	0.7536073	0.9010571	0.9990816
200	0.7999782	0.3486564	0.0900388	0.9860503	0.9736448	0.2217876	0.5320842	0.7206519	0.9016104	0.9990890
250	0.7772228	0.3547105	0.0900383	0.9860171	0.9643518	0.1859291	0.6463494	0.6822116	0.9017454	0.9990804
300	0.7674341	0.3568782	0.0900383	0.9858918	0.9570079	0.1704263	0.7195822	0.6489953	0.9017766	0.9990645
350	0.7635328	0.3576524	0.0900386	0.9857444	0.9523937	0.1638721	0.7600411	0.6255110	0.9017826	0.9990489
400	0.7620458	0.3579288	0.0900391	0.9856193	0.9498853	0.1611378	0.7805399	0.6109581	0.9017828	0.9990370
450	0.7614938	0.3580275	0.0900395	0.9855308	0.9486443	0.1600063	0.7903994	0.6027110	0.9017818	0.9990294
500	0.7612922	0.3580627	0.0900398	0.9854756	0.9480674	0.1595406	0.7949902	0.5983229	0.9017810	0.9990250
550	0.7818660	0.2216914	0.0900401	0.9850035	0.8143047	0.4083605	0.7644209	0.6071800	0.8904997	0.9989551
600	0.8614785	0.1129155	0.0900421	0.9834309	0.8245052	0.6932879	0.6043759	0.6237288	0.8833729	0.9987509
650	0.9320386	0.0677801	0.0900459	0.9827803	0.8805842	0.8577059	0.4365456	0.6533332	0.8812134	0.9987153
700	0.9685828	0.0510098	0.0900479	0.9832406	0.9164132	0.9374385	0.3320207	0.6932247	0.8806572	0.9988059
750	0.9835615	0.0449557	0.0900474	0.9839922	0.9335751	0.9732917	0.2789575	0.7313399	0.8805307	0.9988994
800	0.9890796	0.0427880	0.0900455	0.9845949	0.9410281	0.9887922	0.2544056	0.7598258	0.8805094	0.9989591
850	0.9910228	0.0420136	0.0900436	0.9849728	0.9441492	0.9953456	0.2435294	0.7778216	0.8805101	0.9989906
900	0.9916973	0.0417371	0.0900422	0.9851810	0.9454399	0.9980796	0.2388037	0.7879526	0.8805134	0.9990057
950	0.9919314	0.0416383	0.0900414	0.9852870	0.9459717	0.9992108	0.2367659	0.7932192	0.8805157	0.9990125
1000	0.9920131	0.0416030	0.0900409	0.9853381	0.9461905	0.9996765	0.2358893	0.7958090	0.8805169	0.9990155

0	0.9919944	0.0416113	0.0900407	0.9853737	0.9463431	1.0000000	0.2351286	0.7986107	0.8805173	0.9990174
50	0.9920352	0.0415933	0.0900405	0.9854339	0.9694349	1.0000000	0.1888797	0.7578631	0.8805183	0.9990415
100	0.9920496	0.0415869	0.0900401	0.9857011	0.9875615	1.0000000	0.1439108	0.7299234	0.8805216	0.9990866
150	0.9920547	0.0415846	0.0900394	0.9860211	0.9944030	1.0000000	0.1226772	0.7288466	0.8805268	0.9991238
200	0.9920565	0.0415837	0.0900385	0.9862537	0.9965688	1.0000000	0.1143812	0.7359466	0.8805315	0.9991449
250	0.9920572	0.0415833	0.0900377	0.9863860	0.9972057	1.0000000	0.1113992	0.7421778	0.8805347	0.9991546
300	0.9920575	0.0415831	0.0900372	0.9864515	0.9973861	1.0000000	0.1103684	0.7458882	0.8805364	0.9991586
350	0.9920576	0.0415830	0.0900369	0.9864810	0.9974362	1.0000000	0.1100168	0.7477447	0.8805372	0.9991601
400	0.9920576	0.0415830	0.0900367	0.9864935	0.9974500	1.0000000	0.1098965	0.7485843	0.8805375	0.9991606
450	0.9920576	0.0415830	0.0900366	0.9864985	0.9974537	1.0000000	0.1098546	0.7489400	0.8805376	0.9991608
500	0.9920576	0.0415829	0.0900366	0.9865005	0.9974548	1.0000000	0.1098398	0.7490842	0.8805377	0.9991608
550	0.9920577	0.0415829	0.0900366	0.9864512	0.9743633	1.0000000	0.1562419	0.7893753	0.8805372	0.9991394
600	0.9920577	0.0415829	0.0900369	0.9861993	0.9562368	1.0000000	0.2012088	0.8156863	0.8805344	0.9990966
650	0.9920577	0.0415830	0.0900375	0.9858818	0.9493954	1.0000000	0.2223656	0.8161412	0.8805294	0.9990585
700	0.9920577	0.0415830	0.0900385	0.9856434	0.9472295	1.0000000	0.2306215	0.8095462	0.8805246	0.9990357
750	0.9920576	0.0415831	0.0900392	0.9855048	0.9465927	1.0000000	0.2336039	0.8040370	0.8805213	0.9990248
800	0.9920576	0.0415832	0.0900398	0.9854353	0.9464122	1.0000000	0.2346513	0.8008411	0.8805195	0.9990203
850	0.9920576	0.0415832	0.0900401	0.9854036	0.9463621	1.0000000	0.2350195	0.7992652	0.8805186	0.9990186
900	0.9920576	0.0415833	0.0900403	0.9853901	0.9463484	1.0000000	0.2351514	0.7985569	0.8805182	0.9990180
950	0.9920576	0.0415833	0.0900403	0.9853846	0.9463446	1.0000000	0.2352000	0.7982563	0.8805181	0.9990178
1000	0.9920575	0.0415833	0.0900404	0.9853825	0.9463436	1.0000000	0.2352183	0.7981333	0.8805180	0.9990177
