"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.1143756	0.4917144	0.5965257	0.3551950	0.4637281	0.1257118	0.4171086	0.5237024	0.5137568	0.0494959
100	0.1253867	0.4078006	0.5526983	0.2944360	0.4147069	0.1371460	0.6200468	0.4766374	0.4204802	0.0442821
150	0.1721610	0.2815555	0.4457881	0.3080659	0.5078921	0.3298039	0.7742404	0.3436676	0.3656917	0.1048930
200	0.2195379	0.2480891	0.4403237	0.3661454	0.4533463	0.4424297	0.8479802	0.2858990	0.2525227	0.3465404
250	0.1730958	0.3323151	0.4147827	0.2684248	0.4173833	0.4937028	0.8533868	0.1997063	0.1917474	0.5856455
300	0.1739718	0.3353263	0.3823165	0.2198630	0.4167555	0.6255595	0.8656143	0.1251418	0.1607080	0.7877610
350	0.1796298	0.3609596	0.3217104	0.1819822	0.3693925	0.6659786	0.9131562	0.0845036	0.2157339	0.8807782
400	0.1927944	0.3427302	0.3299941	0.2131115	0.3982643	0.6847326	0.8931754	0.0907861	0.2243041	0.8640839
450	0.1744870	0.3200457	0.3523837	0.2395751	0.3187970	0.7532680	0.8471200	0.0754568	0.2038333	0.8991376
500	0.1685289	0.3274658	0.3123615	0.1943385	0.3160122	0.8223175	0.8396657	0.0837031	0.1945341	0.8574246
550	0.1951228	0.4540549	0.2717087	0.1982129	0.2684816	0.7376818	0.7110111	0.0752177	0.2106659	0.8985899
600	0.1822602	0.6715109	0.2358220	0.1379017	0.2931857	0.5448389	0.5553583	0.1020903	0.2993179	0.8648589
650	0.1798195	0.8257059	0.2095758	0.1410578	0.3680829	0.4229904	0.3904396	0.2232242	0.4208026	0.8371308
700	0.1664972	0.8473591	0.2058695	0.2418558	0.5448401	0.2556938	0.3071261	0.4109744	0.5644939	0.8512046
750	0.1131884	1.0405616	0.2294243	0.3506942	0.6422192	0.1863288	0.3506961	0.5777648	0.6711391	0.6887901
800	0.0750186	0.9831840	0.2865366	0.4800775	0.6861306	0.1805264	0.3241112	0.6933722	0.6723538	0.4700244
850	0.0817934	0.9106464	0.4741093	0.5947661	0.6489745	0.1719957	0.3438956	0.8169710	0.7272235	0.2823940
900	0.0994768	0.8298432	0.5778559	0.5335810	0.6007513	0.1478162	0.3176795	0.7941633	0.7593431	0.2041326
950	0.0944365	0.7248171	0.6482005	0.5594771	0.5489774	0.1311212	0.3043027	0.8906932	0.7186187	0.1521334
1000	0.1073535	0.6049439	0.5944808	0.5935952	0.5153573	0.1189924	0.2791594	0.8565870	0.6310978	0.1210342

0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.1281419	0.6275643	0.5185524	0.4824009	0.4655040	0.3159709	0.3257523	0.7375317	0.6398923	0.0673946
100	0.1218555	0.6452533	0.6381294	0.5020216	0.4116135	0.6928772	0.2714932	0.6930717	0.5934902	0.2822673
150	0.0903538	0.5913640	0.5658123	0.5162388	0.3503094	0.7042827	0.2584749	0.6374056	0.4939230	0.5760476
200	0.1066935	0.6234499	0.6448102	0.4901416	0.1903095	0.8299354	0.2893848	0.5284067	0.4615772	0.8781044
250	0.1343918	0.6129970	0.6769323	0.5305932	0.1541267	0.8256190	0.4035012	0.4821133	0.4875920	0.9002477
300	0.1440225	0.6888946	0.6230285	0.4468522	0.1324361	0.8213954	0.3768826	0.4594436	0.5632132	1.0236915
350	0.0849118	0.7074224	0.5984528	0.4616837	0.0922251	0.8265765	0.3646240	0.5720104	0.4960994	0.9318940
400	0.0915327	0.6372783	0.5459019	0.3756340	0.1300944	0.8105440	0.4226546	0.4868352	0.4304004	0.9330157
450	0.0800480	0.6298220	0.5897468	0.4523842	0.1422040	0.7906820	0.4173653	0.4702501	0.5018697	0.9439402
500	0.1032165	0.6403142	0.5913401	0.4513210	0.1294261	0.7720281	0.4287631	0.4993234	0.5281502	0.9671069
550	0.0933457	0.6745936	0.6288373	0.3454524	0.1269028	0.5953116	0.4053300	0.5695799	0.5303683	1.0402534
600	0.1147819	0.7293716	0.4981432	0.2719204	0.1879298	0.3907316	0.3917777	0.6102971	0.4436626	1.0198850
650	0.1236484	0.5546532	0.4302992	0.2226517	0.2922643	0.2599292	0.3565173	0.4533876	0.4894655	0.8369030
700	0.1052736	0.6271549	0.3407850	0.2936193	0.3197770	0.1779003	0.3009339	0.5587440	0.5428864	0.6790266
750	0.1352371	0.7391994	0.3118783	0.3391424	0.4932279	0.1437680	0.3281873	0.5807927	0.5733767	0.3794220
800	0.1249373	0.8399708	0.4391792	0.3928000	0.5360189	0.1414849	0.3098243	0.5812383	0.5976775	0.1882730
850	0.1057769	0.8396919	0.4223860	0.4068974	0.4871392	0.1262399	0.2860015	0.7116757	0.7063912	0.1292068
900	0.0769970	0.7358463	0.5380865	0.4631932	0.5269090	0.1066463	0.3690630	0.7689770	0.6374891	0.0774356
950	0.0519430	0.6510900	0.5740231	0.4340904	0.4743769	0.1416348	0.3241763	0.6737291	0.6993476	0.0398795
1000	0.0925675	0.6584674	0.5890447	0.4048556	0.4223379	0.1249297	0.3078900	0.7155233	0.5982617	0.0443314

0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.0740726	0.6464199	0.4514039	0.3705593	0.3577214	0.1509636	0.2880207	0.6108543	0.5531110	0.0476365
100	0.0390685	0.6491850	0.4996658	0.2983476	0.1863216	0.1344209	0.3074363	0.6167609	0.5836242	0.0563887
150	0.0227102	0.6720657	0.4057824	0.2655049	0.1336240	0.1126618	0.2330808	0.6937222	0.5596069	0.0483198
200	0.0101710	0.7673406	0.3481712	0.2542532	0.1056068	0.1460320	0.2852705	0.7522686	0.5724655	0.0421576
250	0.0047824	0.7411169	0.4299651	0.2368490	0.0890013	0.1557682	0.3081788	0.6573646	0.6691403	0.0472615
300	0.0021416	0.6356613	0.3692807	0.2625508	0.1034610	0.1658775	0.2887508	0.7613301	0.6099612	0.0512728
350	0.0056677	0.7038747	0.4065647	0.2692646	0.1031427	0.1625098	0.2457522	0.7045777	0.5898049	0.0537775
400	0.0016806	0.6883831	0.4159233	0.2757168	0.0671792	0.1931390	0.2605206	0.7060867	0.5340339	0.0670142
450	0.0007263	0.7119016	0.3520114	0.2101506	0.0476091	0.1332197	0.2260336	0.7659522	0.5949732	0.0804980
500	0.0040207	0.7031913	0.3306936	0.2290169	0.0664130	0.1244258	0.2072011	0.7864410	0.6311530	0.0871668
550	0.0307953	0.7476102	0.2888333	0.2309299	0.2670709	0.0910248	0.2155968	0.7855257	0.6590168	0.0451194
600	0.0629256	0.7209981	0.3193058	0.3880866	0.4496168	0.0985796	0.2369768	0.7191093	0.6292609	0.0226848
650	0.0665440	0.7802340	0.4530719	0.4249817	0.5285290	0.1092951	0.2965810	0.7301038	0.5668363	0.0190197
700	0.0900651	0.6753077	0.4710025	0.4616730	0.4842638	0.1321203	0.3789182	0.7610297	0.5366249	0.0420327
750	0.1236942	0.7186971	0.4406825	0.4221687	0.4951449	0.1689377	0.3448735	0.6107534	0.5255731	0.0577675
800	0.1164168	0.7323383	0.5167914	0.3592113	0.5024237	0.1492292	0.3518318	0.5912467	0.6149293	0.0716652
850	0.0995460	0.6763907	0.5179142	0.4413936	0.5341819	0.1888876	0.3234469	0.6924575	0.5884869	0.1099153
900	0.1043455	0.7270359	0.5220887	0.4011724	0.5313549	0.1589965	0.3211469	0.6638166	0.5861917	0.0786303
950	0.1183870	0.6546844	0.5845941	0.5016382	0.4806956	0.1364553	0.3081823	0.6277991	0.5718513	0.0928335
1000	0.1045419	0.6769049	0.5276484	0.4091571	0.4483408	0.1480085	0.3338068	0.6124723	0.6151314	0.0949207

0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.1203862	0.6294384	0.6227611	0.5061201	0.4736206	0.1244759	0.3535500	0.5978841	0.5306836	0.0788767
100	0.0787078	0.5784681	0.7980694	0.8426661	0.4272367	0.1329737	0.3721025	0.6779224	0.5109175	0.1173062
150	0.1137331	0.5078877	0.8918152	0.9827014	0.3742642	0.1802952	0.4646879	0.5788245	0.4455379	0.1387126
200	0.1360025	0.4102539	1.0129785	0.8967346	0.3043906	0.2188527	0.4941644	0.5067495	0.4112742	0.1839997
250	0.1839273	0.4617924	0.9313913	0.9366482	0.3373187	0.2915008	0.5077182	0.4150618	0.2864133	0.3125319
300	0.1341286	0.4736826	0.9581711	1.0374699	0.3606309	0.3149636	0.5371536	0.2895080	0.3309423	0.4742876
350	0.1504683	0.4304066	0.9873204	1.0927285	0.3085937	0.3569971	0.6381460	0.2402704	0.3508908	0.5705681
400	0.1252491	0.4635954	0.9410137	1.0357736	0.3076296	0.5117736	0.6270572	0.2613316	0.3790875	0.5643336
450	0.1672625	0.5033412	0.9909212	0.9898862	0.2010380	0.4124239	0.6431700	0.3071084	0.3120811	0.6503557
500	0.1771966	0.5388026	1.0144816	1.0213472	0.2974798	0.4298976	0.5903244	0.2268306	0.3694578	0.7738169
550	0.1281922	0.6534299	0.9707170	0.6764923	0.2515556	0.4501076	0.6002736	0.3003225	0.4085557	0.8626723
600	0.1432133	0.6705598	0.8777846	0.4020859	0.2806493	0.4787325	0.5446678	0.3544213	0.5068021	0.8772643
650	0.1171989	0.6696541	0.7656450	0.3553990	0.2475204	0.3368218	0.4671998	0.5255006	0.4623081	0.9313862
700	0.0894548	0.6094475	0.6598966	0.2891087	0.3292665	0.3262869	0.4318373	0.6138818	0.5316016	0.8830011
750	0.1078709	0.6523901	0.5367015	0.3092874	0.3408511	0.2865183	0.3917179	0.5347207	0.5027299	0.8047712
800	0.0962777	0.6459602	0.5121919	0.2558473	0.4016708	0.2344134	0.3408969	0.5732914	0.5036585	0.6510535
850	0.1257866	0.6768108	0.4147569	0.2733212	0.3758749	0.2051298	0.3199075	0.5480953	0.5563387	0.5229163
900	0.1547874	0.7758299	0.4029380	0.3842690	0.4871826	0.1397190	0.2779214	0.6163877	0.5637089	0.3275834
950	0.1137434	0.7838005	0.4243578	0.3659528	0.4985244	0.1591686	0.2741880	0.5564180	0.4833725	0.2076310
1000	0.0807451	0.9125290	0.4518166	0.4169320	0.4784789	0.1986459	0.3107454	0.5133167	0.5104870	0.1219907

0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.0908871	0.6143546	0.7024624	0.3987424	0.4729822	0.1541202	0.5900973	0.7549856	0.5807088	0.0736282
100	0.0770252	0.5553176	0.7079698	0.3442966	0.4263173	0.2797951	0.7135957	0.6890197	0.5403994	0.1554265
150	0.0876494	0.4758604	0.8510381	0.4082936	0.3293857	0.5497370	0.7615134	0.6255143	0.4784098	0.4600381
200	0.1218715	0.4028726	0.9386776	0.3158009	0.2637189	0.5435509	0.8038348	0.5618170	0.4427188	0.6385108
250	0.1624412	0.3971832	0.9076281	0.2440195	0.2283588	0.6332693	0.7724409	0.4418758	0.3528104	0.8111273
300	0.1940403	0.4847811	0.9219731	0.1918841	0.1511913	0.6220423	0.7339660	0.3643481	0.3535058	0.8912762
350	0.1786007	0.4277006	0.8327654	0.1891527	0.1767571	0.6495666	0.8638813	0.2995696	0.3310655	1.0330777
400	0.1617382	0.4437614	0.8096627	0.1400709	0.2130494	0.6718906	0.9361239	0.2783644	0.3366156	1.0747802
450	0.1961907	0.4617462	0.7169802	0.1428401	0.1458391	0.7761733	0.9341858	0.3240140	0.4337535	0.9708489
500	0.1612276	0.4976159	0.8203716	0.1892237	0.1714559	0.7872076	0.8698501	0.3438290	0.3876002	0.9732502
550	0.1559839	0.5663282	0.5910473	0.1877146	0.1361047	0.7282131	0.6757785	0.3017472	0.3638909	0.9096091
600	0.1221312	0.5480907	0.4031745	0.1285985	0.1588669	0.6045209	0.4794304	0.2950797	0.3748343	1.0303358
650	0.1233716	0.6035740	0.2506824	0.1757192	0.2297038	0.4454759	0.3794472	0.3111721	0.3999891	0.9589261
700	0.0963032	0.7386115	0.2018858	0.2526225	0.4382367	0.2951527	0.3176416	0.3535328	0.5214748	0.8286168
750	0.0797580	0.8403639	0.2249927	0.3308792	0.6308405	0.1989245	0.2902269	0.5169236	0.6836567	0.6583325
800	0.0936597	1.0281813	0.3352969	0.4439183	0.7475528	0.1399722	0.3085302	0.6979520	0.7388363	0.4122686
850	0.0972312	0.8512572	0.4241020	0.5481659	0.6685141	0.1237707	0.3153997	0.7475602	0.7238941	0.2451415
900	0.1048288	0.7797045	0.5117008	0.6268927	0.6776158	0.1368590	0.3508460	0.7598881	0.7310658	0.1475839
950	0.0800343	0.6949903	0.7125802	0.5646366	0.5513749	0.2102527	0.3788497	0.8099789	0.7094728	0.0892329
1000	0.0782451	0.6145526	0.7090533	0.5187644	0.4960714	0.1834077	0.3574524	0.7710829	0.6828916	0.1357504

0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.1450178	0.8045279	0.5398773	0.4014237	0.4511577	0.1530369	0.5014596	0.5573404	0.5978627	0.0569845
100	0.1441132	0.7688513	0.4780866	0.4279641	0.4348116	0.2049402	0.6809306	0.7286141	0.5759399	0.0768051
150	0.1529061	0.6012255	0.4805717	0.3778251	0.4639643	0.3941250	0.8527366	0.6723219	0.5469863	0.1790291
200	0.1191142	0.6574928	0.5400574	0.4396435	0.4274295	0.5228558	0.8386998	0.6649734	0.5204874	0.4673757
250	0.0974670	0.6399844	0.5329668	0.3329684	0.4101951	0.6632302	0.8284097	0.5957984	0.6221083	0.6917504
300	0.1024285	0.6370827	0.4942963	0.3894328	0.3240081	0.6865559	0.8209162	0.6965653	0.6267011	0.8160210
350	0.1093846	0.6778373	0.5019671	0.3390419	0.2053727	0.6278662	0.8730404	0.6613850	0.5484537	0.8507635
400	0.1122494	0.6905107	0.4881979	0.2777655	0.2427235	0.6914228	0.8704059	0.5848094	0.5204473	0.9057041
450	0.1195758	0.7072507	0.3652168	0.2675391	0.1745388	0.6812944	0.9018474	0.6220656	0.5593120	0.8418614
500	0.1009827	0.6793409	0.3877271	0.3158961	0.1673260	0.7146607	0.8649607	0.5450033	0.5591365	0.9424627
550	0.1088940	0.9182631	0.3793149	0.2983824	0.2074363	0.7576101	0.7116097	0.5918262	0.5677765	1.0600788
600	0.1277700	0.7931605	0.3469719	0.2860913	0.1782683	0.6740031	0.5606338	0.6828612	0.6214657	0.9962800
650	0.1138754	0.8146554	0.3192546	0.2732958	0.2512052	0.4343415	0.4865244	0.6390212	0.6025764	1.0254158
700	0.1102028	0.8424888	0.2718788	0.2900538	0.3271255	0.3787730	0.3813687	0.5828090	0.6502244	1.0988188
750	0.0971545	0.9427183	0.3749462	0.5064184	0.4753965	0.2291681	0.3437713	0.6740139	0.7309474	0.9307185
800	0.0905247	0.8541560	0.5451715	0.5481885	0.5375410	0.2427499	0.3839787	0.8774189	0.8031726	0.7773508
850	0.0912676	0.7428068	0.5378846	0.5667415	0.4761794	0.1709444	0.3058105	0.7336413	0.7242771	0.5352171
900	0.0751005	0.6434006	0.5661048	0.5258744	0.4322255	0.1436063	0.3409128	0.7456000	0.6780608	0.3496284
950	0.1150055	0.5554323	0.5974819	0.3722031	0.4347549	0.1190312	0.3738348	0.7565976	0.5104129	0.2003655
1000	0.1009239	0.6299680	0.5713406	0.3027248	0.4519886	0.1504200	0.3285931	0.6204496	0.4374203	0.0965470

0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.1145741	0.6445015	0.5797431	0.4510014	0.4792757	0.2663245	0.3046297	0.6960420	0.6967244	0.1929162
100	0.1442032	0.6111369	0.5975829	0.5581765	0.4116760	0.3846435	0.3482640	0.7585921	0.8653402	0.4568575
150	0.1574028	0.6141535	0.6273291	0.5415482	0.4196155	0.4105443	0.4142837	0.7580726	0.8880896	0.6180954
200	0.1138150	0.6919344	0.6458627	0.5298620	0.4283372	0.3939905	0.3401111	0.8053300	0.8579975	0.7471552
250	0.1090400	0.6614232	0.6461753	0.6344184	0.3887271	0.3768936	0.3475318	0.9026029	0.7633943	0.8763950
300	0.1257472	0.6246646	0.6883765	0.5417121	0.3829711	0.4427355	0.3416356	0.8094220	0.7632072	0.8881763
350	0.0936553	0.6616053	0.6912103	0.4652775	0.3405034	0.4134981	0.3465368	0.7940676	0.7547348	0.8724493
400	0.0943237	0.5308383	0.6478298	0.4459801	0.2942513	0.4003770	0.3196245	0.7504742	0.7279798	0.9450258
450	0.1126548	0.5013685	0.6521665	0.3815980	0.2621943	0.4138212	0.4325967	0.7795528	0.6639290	0.9082545
500	0.1120935	0.5400058	0.6265240	0.3650298	0.3069665	0.3440764	0.3337705	0.7916015	0.6903628	0.9158177
550	0.1441331	0.6398946	0.5168275	0.4021549	0.3188633	0.3112418	0.3122129	0.6816162	0.5565825	0.8625978
600	0.1616847	0.6514785	0.5560355	0.3829976	0.3452415	0.2282753	0.3146739	0.6518680	0.5114480	0.8348995
650	0.1266217	0.6664781	0.5124841	0.3436758	0.4015340	0.1891378	0.2155310	0.5548925	0.5212494	0.5485428
700	0.1508306	0.7561173	0.4556941	0.3296725	0.4916110	0.1572530	0.3056909	0.5505889	0.5407453	0.3552975
750	0.1307226	0.7480607	0.4688123	0.3128837	0.4908541	0.1320818	0.2987734	0.6041343	0.5969264	0.2469707
800	0.0965343	0.8558273	0.4881843	0.4484334	0.4642107	0.1742371	0.3588859	0.6663469	0.5547008	0.1319533
850	0.1105191	0.8106853	0.5471235	0.4102431	0.4682072	0.1497040	0.3299516	0.6422161	0.6065958	0.1060548
900	0.0896560	0.7672817	0.6310742	0.4462668	0.5082834	0.1678809	0.3567842	0.6769260	0.5877927	0.0812421
950	0.0858786	0.5618831	0.6392124	0.3941995	0.4220919	0.1495965	0.3359038	0.6880737	0.6159737	0.0823671
1000	0.0637373	0.5869682	0.4893581	0.3644596	0.4801509	0.1280945	0.2969772	0.6715455	0.5338178	0.0709214

0	0.1364969	0.6721547	0.4850060	0.3817272	0.5083362	0.1400390	0.2840832	0.6724268	0.5666523	0.0262481
50	0.1205057	0.4096783	0.5537494	0.5521011	0.4845260	0.1408949	0.2714102	0.5939698	0.5510299	0.0635623
100	0.1202476	0.2407214	0.6719674	0.6934931	0.4732947	0.1339644	0.3590066	0.6801228	0.5508780	0.0789738
150	0.2255325	0.1416786	0.6559399	0.6895901	0.4378093	0.1161277	0.3935715	0.6009279	0.5463164	0.0427863
200	0.2806118	0.0679149	0.6716256	0.8272537	0.4761450	0.1619597	0.4306811	0.6625300	0.5083970	0.0484230
250	0.4318286	0.0251136	0.8226491	0.7882082	0.4278204	0.1998225	0.4515664	0.6355930	0.5068455	0.0630186
300	0.5611739	0.0371211	0.8277449	0.7804272	0.4008304	0.2422700	0.4576654	0.5856089	0.4191752	0.1080613
350	0.7001399	0.0135704	0.8459624	0.6671241	0.3597376	0.1975824	0.3734297	0.5109409	0.3757185	0.1649180
400	0.8948098	0.0115440	0.8025119	0.6798263	0.3748922	0.1766173	0.4361899	0.3383970	0.3949631	0.2047677
450	0.9630402	0.0056412	0.8037637	0.6846521	0.4290046	0.2003081	0.4264620	0.3215570	0.3431182	0.1989828
500	0.9517823	0.0202757	0.7554642	0.6631019	0.4166832	0.1723688	0.4647853	0.2477695	0.3499496	0.1659667
550	0.8808264	0.2294112	0.6887023	0.4372454	0.3415871	0.1775817	0.5588053	0.2373013	0.2270341	0.2219247
600	0.5950618	0.5657542	0.5840860	0.3214461	0.3587754	0.3137234	0.5374274	0.1572790	0.1946883	0.2382745
650	0.3322574	0.7099385	0.4650803	0.2583506	0.3580419	0.3556684	0.4809922	0.1202721	0.3159266	0.3026699
700	0.2346270	0.7612915	0.3833719	0.2949048	0.4051658	0.3088595	0.4618627	0.2550419	0.4040502	0.6031741
750	0.1848015	0.8838330	0.4340879	0.3443893	0.5644016	0.2284966	0.3954876	0.4069870	0.5327609	0.5554486
800	0.1161248	0.7430440	0.4531658	0.3393576	0.4946332	0.2340262	0.3843715	0.5430260	0.6079519	0.5009505
850	0.1086691	0.6909270	0.4513736	0.4715618	0.4378386	0.2350992	0.3672717	0.6803193	0.6422505	0.4753338
900	0.1050059	0.7262526	0.4963366	0.4195944	0.5000221	0.1679890	0.3039881	0.7283187	0.6107014	0.4495529
950	0.1158493	0.6928257	0.5064741	0.4378350	0.5453855	0.1923536	0.2930622	0.7320371	0.5893149	0.3210593
1000	0.1247854	0.6075720	0.5019417	0.4675409	0.4531626	0.1438234	0.2827217	0.6477466	0.5669410	0.2457976
