"Time"	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C
650	0.8005693	0.5474965	0.3561742	0.8951984	0.3841680	0.7583129	0.2883275	0.4889369	0.9248850	0.9368345
700	0.8326131	0.5363830	0.3988875	0.6873109	0.4227637	0.7941877	0.2645652	0.5655069	0.9072093	1.0001975
750	0.8020792	0.5820847	0.3617209	0.8487890	0.5373363	0.8615693	0.2421488	0.5070826	0.9955187	0.9887477
800	1.0035511	0.5441858	0.3558887	0.8219319	0.4740012	0.8260990	0.2456950	0.4453823	0.9206087	0.9364457
850	0.9490358	0.5987376	0.3537707	0.7047490	0.4574115	0.7682594	0.3224770	0.4604891	0.8783076	1.0146119
900	0.9288147	0.5729294	0.3218403	0.8388936	0.5033907	0.8731154	0.2954254	0.5459323	1.0513321	0.9770535
950	0.8908053	0.5128896	0.3700316	0.7677269	0.5001929	0.7864597	0.2740625	0.5672246	1.0077514	0.8801887
1000	0.9055973	0.5515112	0.3830802	0.8211892	0.4878830	0.8560855	0.2221210	0.5652398	0.8906758	0.9415205

0	0.8506691	0.6337538	0.3032990	0.7114554	0.5292979	0.8905568	0.2987104	0.4920010	1.0163761	0.9289588
50	0.9646976	0.4443032	0.5650312	0.8448270	0.4903102	0.9373763	0.2715260	0.6955639	0.8433840	0.7444732
100	0.7794672	0.2488850	0.7752939	0.7279674	0.5530420	0.9938015	0.2139245	0.8820708	0.9671386	0.6868470
150	0.5123172	0.1587672	0.8137136	0.7510897	0.5337716	0.9064766	0.1312935	0.8187657	0.8497059	0.6682976
200	0.2903435	0.0835855	0.8197107	0.6891363	0.4986716	0.9392707	0.1019849	0.9865031	0.7358118	0.6769258
250	0.1830828	0.0324970	0.8385926	0.7333420	0.5525044	0.9737400	0.0870263	0.9298957	0.7916088	0.6459750
300	0.1585114	0.0347504	0.7969855	0.6896897	0.5079345	0.9402013	0.0594296	0.9893990	0.7598830	0.6594093
350	0.1349565	0.0228716	0.8260505	0.7583489	0.5522893	0.9257118	0.0301662	0.8772710	0.8159047	0.6710281
400	0.0866095	0.0365284	0.7916134	0.7547801	0.4943070	0.9278269	0.0276000	0.9209397	0.7386604	0.7137397
450	0.0928918	0.0367821	0.8494753	0.7621658	0.4739357	0.9725917	0.0219047	0.8596992	0.7010315	0.6462652
500	0.0729919	0.0437176	0.9377480	0.6699438	0.5169529	1.0180663	0.0046650	0.8965326	0.7598819	0.6478025
550	0.0964308	0.0994093	0.7494508	0.7550980	0.5092221	0.8878874	0.0183371	0.5297036	0.7648571	0.7658509
600	0.1550019	0.3661387	0.5341133	0.7454664	0.5899756	0.9412106	0.0141502	0.3476252	0.8302018	0.9644529
650	0.4403529	0.5645759	0.3713776	0.7276782	0.4242979	0.9792571	0.0935545	0.3665874	0.9396444	1.0472048
700	0.7158070	0.7086102	0.3788418	0.6986437	0.4709141	0.9308620	0.2735337	0.4263178	0.9302396	1.1000727
750	0.8375902	0.7256151	0.3814528	0.7425007	0.5701525	0.8761820	0.2915376	0.5080810	0.9864573	0.9299812
800	0.9250803	0.6833500	0.4486923	0.7012261	0.5299031	0.8957622	0.2574508	0.4374311	1.0607017	1.0055184
850	0.8306866	0.6354424	0.4211280	0.7315162	0.4694481	0.8078678	0.2878222	0.5711979	1.0465009	1.0183302
900	0.8333802	0.6107805	0.4371335	0.8240032	0.5244924	0.9071616	0.2960319	0.5053358	0.9284132	0.9526797
950	0.9302986	0.5827336	0.4464772	0.7491660	0.5303582	0.8482230	0.2927166	0.5116761	0.8990299	0.9263051
1000	0.8494501	0.5631351	0.4303153	0.7975927	0.4433018	0.9035707	0.2324910	0.4780173	0.8331000	0.9445342

0	0.8506691	0.6337538	0.3032990	0.7114554	0.5292979	0.8905568	0.2987104	0.4920010	1.0163761	0.9289588
50	0.9568355	0.3722871	0.6163113	0.7797865	0.4897640	0.6614078	0.2997872	0.6752393	0.9373491	0.9563170
100	0.6737997	0.1768282	0.8104114	0.8106128	0.3391156	0.4811668	0.1975787	0.7996065	0.9566735	0.9102980
150	0.3720254	0.0787318	0.8873618	0.9116019	0.2998510	0.3953193	0.1559797	0.9218136	0.8229876	0.9759380
200	0.2483196	0.0381324	0.9124281	0.8892843	0.1864666	0.4117878	0.1232092	0.9854669	0.8798484	0.9941458
250	0.1243303	0.0231517	0.9908578	0.8609641	0.2728051	0.4597843	0.0647581	0.9051979	0.9037637	0.9513996
300	0.1070804	0.0089120	0.9368072	0.8790213	0.2993434	0.3908013	0.0383565	0.9639957	0.9068584	1.0420991
350	0.0936678	0.0035157	0.8607901	1.0392949	0.2355036	0.4220348	0.0279663	0.8174714	0.9761121	1.1208439
400	0.0862552	0.0014146	0.9140344	0.8480029	0.2557684	0.4636285	0.0116460	0.8975150	0.9940082	1.0938549
450	0.0776059	0.0028180	1.0091539	0.8372099	0.2945787	0.4433520	0.0168172	0.9433564	0.8914875	1.0406163
500	0.0949121	0.0051043	0.8394417	0.9000701	0.3031990	0.4070825	0.0225572	0.8727404	0.9879718	0.9561580
550	0.0972269	0.1195502	0.6809739	0.9278530	0.3550498	0.6254654	0.0266080	0.5993377	1.0289516	0.9247524
600	0.1485010	0.3041998	0.4769076	0.8007761	0.3970170	0.8760695	0.0201266	0.4815449	1.0471045	0.9983653
650	0.3838503	0.4556935	0.4730348	0.7839103	0.4534095	1.0209711	0.0758169	0.4429465	0.8925848	0.9298777
700	0.6018546	0.5595882	0.4132478	0.7034948	0.5415866	1.1130832	0.1567626	0.4306619	0.9465402	0.9930590
750	0.7307252	0.5922025	0.3890048	0.6481483	0.6141992	1.0570508	0.2674504	0.4558082	0.9242578	1.0436859
800	0.8794227	0.5705955	0.4633820	0.7848931	0.5264901	0.9905857	0.2910931	0.4736032	0.9355605	0.9348064
850	0.8248689	0.5517879	0.4441443	0.7214726	0.5424708	0.9172848	0.2844777	0.4571884	0.9543790	0.8714787
900	0.8666318	0.5655615	0.3475342	0.7696903	0.5164934	0.9208457	0.2601808	0.4881728	0.9240479	1.0373193
950	0.8916301	0.5521544	0.3692224	0.8435163	0.4919143	0.8759207	0.2754792	0.5053683	0.8574757	1.0705021
1000	0.8380283	0.5810285	0.3667826	0.8653871	0.4617326	0.8563819	0.2754400	0.5214279	1.0061572	0.9542790

0	0.8506691	0.6337538	0.3032990	0.7114554	0.5292979	0.8905568	0.2987104	0.4920010	1.0163761	0.9289588
50	0.9575015	0.5713459	0.5343449	0.6939276	0.7489817	0.6256215	0.2691800	0.4077001	1.0225621	1.1006396
100	0.8871382	0.5219122	0.7546198	0.6530136	0.9148033	0.2449025	0.3447505	0.4810843	0.9889324	1.1214281
150	0.9325185	0.5266920	0.7714152	0.5234563	0.9488057	0.0998916	0.3362808	0.4547784	0.8973219	0.9622233
200	0.9185945	0.5133147	0.8012940	0.5278125	0.9738630	0.0623182	0.3369090	0.3741172	0.9693152	0.9199178
250	0.8586361	0.4669281	0.9479028	0.4780421	0.9553075	0.0387652	0.2431241	0.4354576	0.9087761	0.9228347
300	0.7771517	0.4911486	0.8869114	0.4568101	0.9161103	0.0447857	0.2741817	0.4946166	0.8507800	0.8648513
350	0.8644880	0.4391850	0.8079630	0.4715080	0.8884553	0.0281976	0.2789066	0.5502004	0.8302739	0.9270796
400	0.7537102	0.4259850	0.8670539	0.5634399	0.9319847	0.0248850	0.2882509	0.4250015	0.8585260	0.9150681
450	0.7123920	0.4824298	0.7729968	0.5865427	0.9966494	0.0209010	0.2820342	0.4962501	0.8515056	0.9688745
500	0.8071915	0.4448880	0.8464316	0.5893396	0.9567974	0.0205387	0.3238961	0.5014029	0.8578003	0.9576779
550	0.7152459	0.4542682	0.6950473	0.6451976	0.3762493	0.4070577	0.2784046	0.4753186	0.9189284	0.9650528
600	0.7280375	0.5111663	0.5068236	0.7939489	0.3956268	0.7266978	0.2543999	0.4366442	0.9356229	0.8571557
650	0.7688567	0.5429928	0.4857780	0.7420787	0.4215226	0.8578392	0.2289100	0.5351628	0.8867044	1.0329271
700	0.8795394	0.5788494	0.4065401	0.7203290	0.3897663	0.8557446	0.2282519	0.4140972	0.9566380	0.9223670
750	0.8335948	0.5989950	0.3760019	0.7181759	0.5009258	0.8584491	0.2670359	0.5000949	0.9113241	0.9709751
800	0.8643453	0.6272703	0.3645858	0.7569335	0.5383871	0.8118431	0.2330521	0.4886529	0.8803739	0.9263474
850	0.7993520	0.6628634	0.3283435	0.7458560	0.5212999	0.8858001	0.2875062	0.4842976	0.9865891	0.9533793
900	0.8299070	0.6126755	0.3365460	0.8556119	0.4880184	1.0266081	0.2475535	0.4917231	1.0587319	1.0057183
950	0.9391352	0.5518478	0.3640596	0.8292880	0.5080407	0.9978625	0.2531871	0.5837458	0.9944469	0.9432264
1000	0.9077431	0.5454295	0.4914727	0.8448223	0.4421791	0.8541922	0.2564899	0.5836374	1.0170122	1.0292444

0	0.8506691	0.6337538	0.3032990	0.7114554	0.5292979	0.8905568	0.2987104	0.4920010	1.0163761	0.9289588
50	0.8277327	0.5752284	0.4062844	0.8527651	0.5137219	0.7560320	0.2715277	0.5142747	0.8786363	1.0025265
100	0.8828451	0.4841577	0.3581854	0.7648045	0.4808175	0.7007721	0.2666691	0.5730733	0.8723455	1.0243991
150	0.8546628	0.5218071	0.3545178	0.8236791	0.3946236	0.6826718	0.1859397	0.5041785	0.9204310	1.0612329
200	0.8779900	0.4949468	0.3354125	0.7038026	0.4390149	0.6608425	0.2221822	0.4832088	0.9165121	1.0147446
250	0.8658054	0.5487082	0.3833421	0.6948319	0.3843121	0.6394550	0.2551486	0.4464394	0.9432374	1.0405700
300	0.8427646	0.5987437	0.3740778	0.7342337	0.3947003	0.6098953	0.2853392	0.4311957	0.9025889	1.0060463
350	0.8309981	0.6561191	0.3824059	0.8499782	0.3559872	0.5916309	0.3374464	0.4922290	1.0352407	0.9917115
400	0.8294144	0.6087600	0.4396331	0.7168861	0.3839623	0.6531645	0.3009385	0.5515385	0.9619550	0.9504307
450	0.8608011	0.5356015	0.4642516	0.7369538	0.4096128	0.5523092	0.2532756	0.4332898	0.8571644	0.9695727
500	0.8872216	0.6236682	0.3171865	0.7834006	0.3824208	0.6361916	0.2420705	0.4538673	0.8679595	1.0277858
550	0.9516324	0.6021756	0.3329129	0.8433113	0.3403256	0.7513829	0.3309096	0.4359564	0.8813150	1.0129398
600	1.0055891	0.6365507	0.3684709	0.9136031	0.4421493	0.9248146	0.2813938	0.5608025	0.9683043	1.0011057
650	0.8527333	0.5267537	0.4111346	0.7855008	0.5123854	0.8046845	0.2504900	0.4924215	0.9592397	1.0022785
700	0.8943233	0.5767790	0.4071586	0.8482982	0.4314742	0.7190558	0.2919330	0.5154595	1.0174647	0.9134705
750	0.9550104	0.5905310	0.3939287	0.7446027	0.4227708	0.7748782	0.2715734	0.5379085	0.9527244	0.9549656
800	0.8754520	0.5354272	0.2704228	0.7108456	0.4623275	0.8154021	0.1864534	0.4936205	0.8832189	1.0378914
850	0.8589860	0.5699023	0.3968971	0.7963482	0.4181196	0.8868843	0.2370654	0.4621767	0.9181064	0.9370185
900	0.9148325	0.5748186	0.3349843	0.8509698	0.5237188	0.8360608	0.2399076	0.4656831	0.9845999	1.0076835
950	0.9413430	0.5714339	0.3811432	0.6370898	0.6058331	0.8349213	0.2429157	0.4430934	0.9582560	1.0057903
1000	0.9288171	0.5765585	0.4254676	0.7405192	0.4830347	0.8139998	0.2599030	0.4588640	0.9155583	0.9897743

0	0.8506691	0.6337538	0.3032990	0.7114554	0.5292979	0.8905568	0.2987104	0.4920010	1.0163761	0.9289588
50	0.9490813	0.5348932	0.4711752	0.7525542	0.4843246	0.9037945	0.5359946	0.6182562	0.8489604	0.9696469
100	0.9563553	0.4656714	0.5527927	0.6848499	0.5139665	0.7659743	0.8167187	0.6682745	1.0182371	1.0520588
150	0.9014638	0.3698062	0.6977112	0.7725858	0.4806651	0.7115867	0.8297323	0.6087637	0.9005879	0.9975669
200	0.7811490	0.3532991	0.8027436	0.7013718	0.4475753	0.6285319	0.9702866	0.6565663	1.0201319	0.9463166
250	0.7167755	0.3396487	0.6567733	0.7217104	0.3458623	0.5785261	0.9600030	0.7023423	0.9919730	1.0239275
300	0.5777685	0.2702675	0.6596254	0.8027132	0.2857460	0.4720424	0.9226649	0.6693791	0.9561218	0.9652325
350	0.5112526	0.3019808	0.7157938	0.8933322	0.2817092	0.5222093	0.9179539	0.6440376	0.9276418	1.0256715
400	0.5213302	0.3120611	0.7098094	0.8763811	0.3905330	0.5553154	0.9974688	0.6649331	0.9541119	0.9468013
450	0.5134408	0.3445759	0.7325577	0.8532330	0.3392851	0.4973133	0.9923063	0.6734928	0.9673770	1.0034026
500	0.5789397	0.3002951	0.7760612	0.8042094	0.3617149	0.5415088	1.0100771	0.6261760	0.9965444	0.9740456
550	0.5778213	0.3058278	0.5813455	0.8414594	0.3295260	0.4944679	0.6094268	0.6513882	1.0284929	0.9608113
600	0.5248120	0.3479346	0.4258291	0.8640841	0.3287297	0.6393791	0.2826665	0.6840940	1.0053005	0.9470673
650	0.5408511	0.4124749	0.4147835	0.8202583	0.4586215	0.7833967	0.2039274	0.5289595	0.9322965	1.0031029
700	0.6899653	0.4325248	0.3612924	0.8378334	0.3848918	0.7515104	0.2070893	0.5494999	0.9349918	1.0257798
750	0.7987986	0.4965809	0.4534642	0.8082561	0.4249768	0.8428723	0.1939163	0.4695665	0.9110504	0.9790728
800	0.8662314	0.5189071	0.4128318	0.8375665	0.5069130	0.8549452	0.2529857	0.5723763	0.9719489	0.9913112
850	0.8191907	0.5153314	0.4426265	0.7253240	0.5506719	0.8445448	0.2661506	0.4669806	0.9613164	1.0630151
900	0.8672716	0.5527336	0.4147765	0.7517127	0.4580147	0.7999227	0.2789588	0.4903393	0.9787140	1.0485097
950	0.8843286	0.6241479	0.3758905	0.6362830	0.4494748	0.9327458	0.2594252	0.4966828	0.9408933	1.0311222
1000	0.8495678	0.5491919	0.4264815	0.7499281	0.5207661	0.9714011	0.2617935	0.4419434	0.8851114	1.1193164
