"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.1594081	0.4402283	0.0449416	0.8011155	0.3006054	0.8589869	0.4420384	0.1596341	0.0221361	0.0377056
100	0.1859151	0.5106302	0.0632725	0.5847101	0.4619232	0.8590233	0.4420339	0.1597122	0.0221822	0.0377056
150	0.2744422	0.6172744	0.1378221	0.4661745	0.5136329	0.8590244	0.4422386	0.1615039	0.0229553	0.0377060
200	0.4295386	0.7591080	0.2749378	0.4113660	0.5275281	0.8587122	0.4457042	0.1826295	0.0268160	0.0377100
250	0.6062077	0.8794860	0.4187507	0.3877630	0.5311479	0.8552807	0.4687937	0.2603967	0.0309887	0.0377260
300	0.7351357	0.9402845	0.5267806	0.3779526	0.5326655	0.8397967	0.5254021	0.3685256	0.0331224	0.0377534
350	0.8058226	0.9649279	0.5937219	0.3739522	0.5343313	0.8058091	0.5957176	0.4539667	0.0339504	0.0377813
400	0.8394641	0.9745720	0.6306223	0.3723385	0.5365440	0.7605487	0.6550004	0.5040221	0.0342424	0.0378025
450	0.8544530	0.9784871	0.6494751	0.3716914	0.5391450	0.7173521	0.6951080	0.5289294	0.0343450	0.0378159
500	0.8609475	0.9801539	0.6586171	0.3714328	0.5417539	0.6842915	0.7188327	0.5402395	0.0343832	0.0378235
550	0.8637230	0.9802586	0.6081616	0.5701679	0.3134613	0.6624809	0.7316756	0.5451290	0.0343972	0.0378275
600	0.8640507	0.9691166	0.4024176	0.7865059	0.1590935	0.6495038	0.7382058	0.5470462	0.0343619	0.0378296
650	0.8568477	0.9127267	0.2247974	0.9050350	0.1107860	0.6423451	0.7413041	0.5458271	0.0339815	0.0378300
700	0.8188157	0.7683532	0.1256451	0.9598547	0.0985637	0.6387072	0.7419747	0.5302573	0.0319246	0.0378262
750	0.6983655	0.6001214	0.0786875	0.9834675	0.0958980	0.6376986	0.7373794	0.4683300	0.0279040	0.0378103
800	0.5063387	0.4973441	0.0581287	0.9932833	0.0952384	0.6411946	0.7185188	0.3642690	0.0247071	0.0377825
850	0.3421716	0.4526386	0.0495009	0.9972862	0.0942847	0.6543431	0.6778206	0.2712744	0.0231232	0.0377545
900	0.2447075	0.4355214	0.0459669	0.9989012	0.0918894	0.6813475	0.6204801	0.2132586	0.0224900	0.0377336
950	0.1963405	0.4291406	0.0445400	0.9995493	0.0876207	0.7197636	0.5616743	0.1834172	0.0222599	0.0377205
1000	0.1743718	0.4267376	0.0439689	0.9998092	0.0820627	0.7609550	0.5141263	0.1696568	0.0221792	0.0377132

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.1579830	0.4252244	0.0435914	0.9999902	0.0686845	0.5607398	0.4588202	0.3884927	0.1133817	0.0379594
100	0.1579825	0.4252245	0.0435914	0.9999876	0.1028428	0.3363326	0.5692810	0.7390361	0.1855307	0.0426319
150	0.1579826	0.4252262	0.0435915	0.9999664	0.1628970	0.2404474	0.6916637	0.9038364	0.2125738	0.0548142
200	0.1579853	0.4252364	0.0435924	0.9998740	0.2247729	0.1948072	0.7716801	0.9662793	0.2209726	0.0686244
250	0.1579985	0.4252705	0.0435957	0.9996510	0.2749333	0.1706942	0.8140852	0.9883816	0.2233979	0.0791731
300	0.1580369	0.4253409	0.0436034	0.9993147	0.3107166	0.1579856	0.8342302	0.9960052	0.2240932	0.0857094
350	0.1581117	0.4254413	0.0436159	0.9989506	0.3337327	0.1515857	0.8431833	0.9986074	0.2243042	0.0892983
400	0.1582195	0.4255509	0.0436313	0.9986374	0.3471858	0.1485197	0.8469877	0.9994917	0.2243759	0.0911291
450	0.1583429	0.4256497	0.0436467	0.9984078	0.3544193	0.1471139	0.8485529	0.9997917	0.2244039	0.0920209
500	0.1584617	0.4257272	0.0436599	0.9982577	0.3580502	0.1464926	0.8491813	0.9998934	0.2244162	0.0924429
550	0.1585618	0.4257814	0.0436699	0.9981886	0.3168126	0.3413885	0.8494286	0.9998851	0.1332103	0.0882358
600	0.1586346	0.4257938	0.0436751	0.9984311	0.2140216	0.4846984	0.8495036	0.9968178	0.0610558	0.0718286
650	0.1586536	0.4257163	0.0436702	0.9989610	0.1505535	0.5364517	0.8486188	0.9199778	0.0339517	0.0564804
700	0.1585877	0.4255786	0.0436546	0.9994221	0.1239524	0.5537971	0.8379901	0.6504342	0.0255074	0.0470443
750	0.1584575	0.4254480	0.0436354	0.9997021	0.1139380	0.5668943	0.7987450	0.3976986	0.0230772	0.0421059
800	0.1583144	0.4253547	0.0436190	0.9998468	0.1086806	0.5936600	0.7251120	0.2597660	0.0224007	0.0397142
850	0.1581953	0.4252972	0.0436075	0.9999162	0.1026272	0.6407919	0.6365263	0.1988186	0.0222129	0.0386045
900	0.1581111	0.4252646	0.0436004	0.9999492	0.0943782	0.7001547	0.5592738	0.1743790	0.0221594	0.0381028
950	0.1580573	0.4252468	0.0435964	0.9999658	0.0853075	0.7562833	0.5056668	0.1650636	0.0221433	0.0378796
1000	0.1580253	0.4252372	0.0435942	0.9999751	0.0773681	0.7989034	0.4739150	0.1616114	0.0221381	0.0377814

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.3186527	0.4252244	0.0435914	0.9999902	0.0633686	0.8589869	0.4420383	0.1596335	0.0221351	0.0377056
100	0.4369202	0.4252244	0.0435914	0.9999903	0.0633557	0.8590236	0.4420280	0.1596333	0.0221351	0.0377056
150	0.4830723	0.4252243	0.0435914	0.9999903	0.0633500	0.8590391	0.4420239	0.1596332	0.0221351	0.0377056
200	0.4995013	0.4252243	0.0435914	0.9999903	0.0633476	0.8590456	0.4420222	0.1596332	0.0221351	0.0377056
250	0.5052344	0.4252243	0.0435913	0.9999903	0.0633465	0.8590483	0.4420216	0.1596331	0.0221351	0.0377056
300	0.5072258	0.4252243	0.0435913	0.9999903	0.0633461	0.8590494	0.4420213	0.1596331	0.0221351	0.0377056
350	0.5079167	0.4252243	0.0435913	0.9999903	0.0633459	0.8590499	0.4420212	0.1596331	0.0221351	0.0377056
400	0.5081564	0.4252243	0.0435913	0.9999903	0.0633458	0.8590500	0.4420212	0.1596331	0.0221351	0.0377056
450	0.5082396	0.4252243	0.0435913	0.9999903	0.0633458	0.8590501	0.4420211	0.1596331	0.0221351	0.0377056
500	0.5082684	0.4252243	0.0435913	0.9999903	0.0633458	0.8590501	0.4420211	0.1596331	0.0221351	0.0377056
550	0.3476087	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
600	0.2293441	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
650	0.1831931	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
700	0.1667644	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
750	0.1610314	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
800	0.1590400	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
850	0.1583491	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
900	0.1581094	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
950	0.1580263	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056
1000	0.1579974	0.4252243	0.0435913	0.9999903	0.0633458	0.8590502	0.4420211	0.1596331	0.0221351	0.0377056

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.1579831	0.4252265	0.0435915	0.9998957	0.0633648	0.8590298	0.4406005	0.1421991	0.0127199	0.2811333
100	0.1579995	0.4253600	0.0436010	0.9979511	0.0631221	0.8614207	0.4205547	0.1029714	0.0066779	0.5803142
150	0.1582236	0.4261083	0.0436690	0.9930682	0.0616851	0.8731569	0.3776857	0.0813284	0.0058506	0.7666608
200	0.1590184	0.4274628	0.0438277	0.9883107	0.0582111	0.8940332	0.3338449	0.0727379	0.0064515	0.8639091
250	0.1603722	0.4287814	0.0440262	0.9858468	0.0532874	0.9156944	0.3024746	0.0696932	0.0070938	0.9108065
300	0.1618138	0.4295731	0.0441854	0.9856917	0.0484373	0.9321648	0.2841545	0.0687047	0.0075378	0.9324808
350	0.1628612	0.4297671	0.0442636	0.9868474	0.0447488	0.9425253	0.2747766	0.0684317	0.0078071	0.9422489
400	0.1633254	0.4295569	0.0442667	0.9883380	0.0424165	0.9482841	0.2704255	0.0683876	0.0079499	0.9465825
450	0.1632971	0.4291809	0.0442250	0.9896196	0.0411264	0.9512121	0.2685736	0.0684018	0.0080074	0.9484855
500	0.1629861	0.4288044	0.0441686	0.9905286	0.0404821	0.9525961	0.2678524	0.0684194	0.0080140	0.9493157
550	0.1625850	0.4284971	0.0441161	0.9912861	0.0401869	0.9532064	0.2677208	0.0702978	0.0175077	0.7062391
600	0.1621903	0.4281525	0.0440651	0.9929982	0.0402085	0.9531363	0.2753348	0.1021590	0.0240243	0.4072110
650	0.1617231	0.4275671	0.0439917	0.9955259	0.0419945	0.9486625	0.3181203	0.1639190	0.0250222	0.2209417
700	0.1610582	0.4268392	0.0438923	0.9976074	0.0471663	0.9311934	0.3881069	0.1991100	0.0241612	0.1237323
750	0.1602601	0.4262087	0.0437919	0.9988461	0.0535999	0.9001984	0.4462703	0.2006437	0.0232393	0.0768507
800	0.1595088	0.4257749	0.0437123	0.9994727	0.0590940	0.8679758	0.4753162	0.1887601	0.0226664	0.0551807
850	0.1589242	0.4255145	0.0436588	0.9997638	0.0630200	0.8463551	0.4805608	0.1768809	0.0223749	0.0454123
900	0.1585268	0.4253710	0.0436268	0.9998927	0.0652832	0.8378631	0.4738050	0.1688293	0.0222401	0.0410773
950	0.1582814	0.4252962	0.0436092	0.9999483	0.0660954	0.8384769	0.4640551	0.1642243	0.0221805	0.0391730
1000	0.1581401	0.4252588	0.0436000	0.9999719	0.0659480	0.8430692	0.4556850	0.1618287	0.0221547	0.0383419

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.1579830	0.4252249	0.0435914	0.9999706	0.0633686	0.8589869	0.4420427	0.1597559	0.0222461	0.1476896
100	0.1579858	0.4252492	0.0435931	0.9996163	0.0633580	0.8589984	0.4424404	0.1627327	0.0229432	0.2828641
150	0.1580276	0.4253980	0.0436063	0.9985067	0.0633963	0.8585516	0.4459607	0.1737191	0.0239556	0.3670597
200	0.1581958	0.4257348	0.0436425	0.9969590	0.0636378	0.8561210	0.4566262	0.1918032	0.0247917	0.4110004
250	0.1585425	0.4261818	0.0437000	0.9955102	0.0643045	0.8497436	0.4746307	0.2110927	0.0253263	0.4321923
300	0.1590192	0.4266233	0.0437655	0.9943812	0.0654807	0.8389997	0.4958023	0.2269244	0.0256294	0.4419878
350	0.1595289	0.4269976	0.0438267	0.9935367	0.0670441	0.8255923	0.5154620	0.2379485	0.0257935	0.4464032
400	0.1599974	0.4272978	0.0438784	0.9928729	0.0687630	0.8120837	0.5310286	0.2448839	0.0258822	0.4483627
450	0.1603960	0.4275407	0.0439206	0.9923135	0.0704076	0.8004484	0.5420725	0.2490032	0.0259316	0.4492235
500	0.1607270	0.4277441	0.0439554	0.9918266	0.0718160	0.7915267	0.5493355	0.2513933	0.0259608	0.4495991
550	0.1610029	0.4279034	0.0439838	0.9918184	0.0729163	0.7852503	0.5538714	0.2525445	0.0258410	0.3397815
600	0.1611874	0.4278025	0.0439882	0.9936909	0.0737117	0.7811384	0.5561320	0.2483120	0.0250853	0.2046810
650	0.1610876	0.4272772	0.0439393	0.9962210	0.0742231	0.7791183	0.5538683	0.2329676	0.0240232	0.1205166
700	0.1606074	0.4266025	0.0438515	0.9980611	0.0743850	0.7804776	0.5436175	0.2112439	0.0231639	0.0765876
750	0.1599237	0.4260452	0.0437617	0.9990861	0.0740181	0.7868949	0.5255796	0.1914420	0.0226404	0.0553994
800	0.1592696	0.4256758	0.0436922	0.9995864	0.0729845	0.7982645	0.5040383	0.1774108	0.0223687	0.0456047
850	0.1587671	0.4254596	0.0436467	0.9998141	0.0713711	0.8122901	0.4839295	0.1688987	0.0222396	0.0411893
900	0.1584312	0.4253423	0.0436201	0.9999140	0.0694858	0.8260232	0.4681570	0.1642288	0.0221811	0.0392298
950	0.1582267	0.4252819	0.0436057	0.9999570	0.0676828	0.8374140	0.4572741	0.1618338	0.0221552	0.0383689
1000	0.1581104	0.4252519	0.0435983	0.9999756	0.0661994	0.8457581	0.4504551	0.1606608	0.0221439	0.0379933

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.1589779	0.4356451	0.0444453	0.8585195	0.0634512	0.8580075	0.4661102	0.4402858	0.2602031	0.0404185
100	0.1763943	0.4817142	0.0528522	0.7045875	0.0651833	0.8342686	0.5845091	0.7693208	0.4484823	0.0954279
150	0.2293458	0.5416576	0.0766064	0.6201863	0.0699106	0.7687068	0.7034804	0.9159943	0.5197521	0.2182772
200	0.3124655	0.6042604	0.1126671	0.5805996	0.0773306	0.6920529	0.7784579	0.9707077	0.5474412	0.3389559
250	0.4125871	0.6695857	0.1492817	0.5621373	0.0862365	0.6329058	0.8174600	0.9899586	0.5731373	0.4268371
300	0.5150132	0.7279091	0.1784657	0.5523080	0.0946167	0.5964701	0.8357807	0.9965816	0.6057393	0.4897979
350	0.6022357	0.7708637	0.1991885	0.5457540	0.1010204	0.5768326	0.8438612	0.9988396	0.6372510	0.5404199
400	0.6655686	0.7992891	0.2137116	0.5405225	0.1051716	0.5671247	0.8472758	0.9996065	0.6625847	0.5831952
450	0.7072494	0.8178786	0.2244708	0.5360995	0.1075465	0.5626061	0.8486747	0.9998665	0.6816573	0.6182542
500	0.7336990	0.8306748	0.2329942	0.5324537	0.1087840	0.5605946	0.8492345	0.9999547	0.6958698	0.6456718
550	0.7504012	0.8348847	0.2231936	0.6664666	0.1093853	0.5597294	0.8494543	0.9999845	0.5538112	0.6533743
600	0.7528919	0.7941167	0.1657813	0.8141682	0.1096624	0.5593674	0.8495394	0.9999942	0.4162635	0.5878835
650	0.7131426	0.6893909	0.1107712	0.8987657	0.1097851	0.5592193	0.8495719	0.9999955	0.2850200	0.4606932
700	0.6016996	0.5741571	0.0770438	0.9444975	0.1098376	0.5591599	0.8495839	0.9999670	0.1573543	0.3126768
750	0.4495498	0.4975854	0.0595475	0.9708096	0.1098595	0.5591370	0.8495799	0.9989657	0.0777205	0.1908122
800	0.3221371	0.4583331	0.0510721	0.9857106	0.1098678	0.5591480	0.8492902	0.9709584	0.0420554	0.1147588
850	0.2421757	0.4401257	0.0470703	0.9934273	0.1098538	0.5596130	0.8447065	0.7848050	0.0287698	0.0742779
900	0.1989969	0.4319084	0.0451982	0.9970972	0.1096398	0.5637592	0.8210329	0.5081494	0.0242807	0.0544736
950	0.1773955	0.4282172	0.0443276	0.9987434	0.1084648	0.5798562	0.7644710	0.3200778	0.0228315	0.0452308
1000	0.1670137	0.4265611	0.0439257	0.9994557	0.1049785	0.6157411	0.6820905	0.2267916	0.0223681	0.0410367

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.4101500	0.4252247	0.0435914	0.9999822	0.2264678	0.8589060	0.4437008	0.1705015	0.0221351	0.0377056
100	0.5957686	0.4252295	0.0435918	0.9999398	0.3374603	0.8574234	0.4519465	0.1796878	0.0221351	0.0377056
150	0.6682051	0.4252412	0.0435930	0.9998919	0.3733124	0.8530336	0.4623339	0.1835861	0.0221351	0.0377056
200	0.6939941	0.4252543	0.0435948	0.9998597	0.3833254	0.8471425	0.4702853	0.1850190	0.0221351	0.0377056
250	0.7029969	0.4252644	0.0435965	0.9998423	0.3862028	0.8418407	0.4750728	0.1855205	0.0221351	0.0377056
300	0.7061266	0.4252709	0.0435977	0.9998339	0.3871917	0.8380765	0.4775829	0.1856929	0.0221352	0.0377056
350	0.7072143	0.4252746	0.0435985	0.9998300	0.3876227	0.8357875	0.4787873	0.1857519	0.0221352	0.0377056
400	0.7075925	0.4252766	0.0435990	0.9998283	0.3878402	0.8345377	0.4793310	0.1857721	0.0221352	0.0377056
450	0.7077242	0.4252777	0.0435992	0.9998276	0.3879536	0.8339067	0.4795659	0.1857791	0.0221352	0.0377056
500	0.7077702	0.4252782	0.0435993	0.9998272	0.3880114	0.8336064	0.4796642	0.1857816	0.0221352	0.0377056
550	0.4556392	0.4252782	0.0435994	0.9998340	0.2255964	0.8335468	0.4781896	0.1749145	0.0221352	0.0377056
600	0.2700400	0.4252741	0.0435991	0.9998729	0.1150333	0.8349651	0.4703644	0.1657283	0.0221352	0.0377056
650	0.1976079	0.4252629	0.0435979	0.9999214	0.0792149	0.8392987	0.4600875	0.1618300	0.0221352	0.0377056
700	0.1718147	0.4252498	0.0435962	0.9999553	0.0690059	0.8451770	0.4519759	0.1603972	0.0221352	0.0377056
750	0.1628039	0.4252394	0.0435945	0.9999738	0.0658523	0.8504930	0.4469864	0.1598957	0.0221352	0.0377056
800	0.1596662	0.4252326	0.0435932	0.9999828	0.0646168	0.8542793	0.4443307	0.1597233	0.0221352	0.0377056
850	0.1585725	0.4252287	0.0435924	0.9999869	0.0640112	0.8565893	0.4430425	0.1596643	0.0221351	0.0377056
900	0.1581902	0.4252265	0.0435919	0.9999888	0.0636870	0.8578552	0.4424563	0.1596441	0.0221351	0.0377056
950	0.1580559	0.4252254	0.0435916	0.9999896	0.0635143	0.8584969	0.4422014	0.1596371	0.0221351	0.0377056
1000	0.1580085	0.4252249	0.0435915	0.9999900	0.0634259	0.8588035	0.4420943	0.1596346	0.0221351	0.0377056

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.5023625	0.3660757	0.0435914	0.9999656	0.5355556	0.8460587	0.5643558	0.1596335	0.0221351	0.0377056
100	0.7533351	0.3419570	0.0435924	0.9998825	0.8566640	0.7808513	0.6965971	0.1596333	0.0221351	0.0377056
150	0.8502586	0.3368413	0.0435948	0.9998160	0.9596182	0.7003684	0.7673663	0.1596332	0.0221351	0.0377056
200	0.8845111	0.3358320	0.0435976	0.9997795	0.9872829	0.6418829	0.7987981	0.1596334	0.0221351	0.0377056
250	0.8964101	0.3356400	0.0435999	0.9997621	0.9942033	0.6088523	0.8115981	0.1596338	0.0221352	0.0377056
300	0.9005326	0.3356064	0.0436015	0.9997544	0.9958814	0.5926353	0.8165587	0.1596343	0.0221352	0.0377056
350	0.9019610	0.3356020	0.0436024	0.9997511	0.9962850	0.5853366	0.8184217	0.1596348	0.0221352	0.0377056
400	0.9024562	0.3356022	0.0436029	0.9997498	0.9963831	0.5822390	0.8191067	0.1596352	0.0221352	0.0377056
450	0.9026279	0.3356028	0.0436031	0.9997492	0.9964076	0.5809785	0.8193547	0.1596356	0.0221352	0.0377056
500	0.9026875	0.3356031	0.0436032	0.9997490	0.9964140	0.5804815	0.8194437	0.1596358	0.0221353	0.0377056
550	0.5307103	0.3947587	0.0436033	0.9997516	0.5451291	0.5938249	0.6971585	0.1596359	0.0221353	0.0377056
600	0.2808341	0.4188879	0.0436031	0.9997793	0.2338715	0.6604246	0.5649190	0.1596360	0.0221353	0.0377056
650	0.1964999	0.4240127	0.0436022	0.9998425	0.1252126	0.7412849	0.4941503	0.1596360	0.0221353	0.0377056
700	0.1703179	0.4250213	0.0436002	0.9999050	0.0880217	0.7992234	0.4627187	0.1596360	0.0221352	0.0377056
750	0.1620643	0.4252068	0.0435976	0.9999463	0.0738002	0.8315027	0.4499188	0.1596358	0.0221352	0.0377056
800	0.1593743	0.4252337	0.0435954	0.9999689	0.0678447	0.8471666	0.4449580	0.1596355	0.0221352	0.0377056
850	0.1584697	0.4252330	0.0435937	0.9999803	0.0652629	0.8541530	0.4430949	0.1596350	0.0221352	0.0377056
900	0.1581573	0.4252296	0.0435927	0.9999857	0.0641466	0.8570985	0.4424096	0.1596346	0.0221351	0.0377056
950	0.1580468	0.4252271	0.0435920	0.9999882	0.0636728	0.8582917	0.4421611	0.1596341	0.0221351	0.0377056
1000	0.1580066	0.4252258	0.0435917	0.9999894	0.0634765	0.8587609	0.4420717	0.1596338	0.0221351	0.0377056

0	0.1579843	0.4252245	0.0435914	0.9999902	0.0633971	0.8589023	0.4420636	0.1596342	0.0221351	0.0377056
50	0.4768166	0.4252253	0.0435914	0.9999512	0.0686351	0.5646442	0.4647565	0.4257466	0.1535508	0.1907730
100	0.7115092	0.4252936	0.0435961	0.9986897	0.1023425	0.3420378	0.5809087	0.7606303	0.2580771	0.3835617
150	0.8031221	0.4260972	0.0436606	0.9896991	0.1609266	0.2457592	0.7005225	0.9125008	0.2979707	0.5135977
200	0.8359317	0.4297834	0.0440143	0.9632009	0.2210285	0.1997799	0.7767111	0.9694404	0.3108293	0.5893466
250	0.8480717	0.4386479	0.0450877	0.9209768	0.2696065	0.1756942	0.8165741	0.9895128	0.3148576	0.6299982
300	0.8537576	0.4524457	0.0472825	0.8753504	0.3040224	0.1631348	0.8353687	0.9964239	0.3163886	0.6506032
350	0.8579513	0.4686851	0.0506824	0.8365309	0.3259511	0.1568652	0.8436798	0.9987809	0.3174937	0.6606864
400	0.8620642	0.4847084	0.0549254	0.8081950	0.3386490	0.1538815	0.8471987	0.9995816	0.3189037	0.6656168
450	0.8661983	0.4988549	0.0593494	0.7895463	0.3454213	0.1525202	0.8486425	0.9998532	0.3208631	0.6682134
500	0.8700946	0.5104370	0.0633189	0.7781142	0.3487984	0.1519210	0.8492209	0.9999454	0.3233132	0.6698805
550	0.6044307	0.5190529	0.0664035	0.7789014	0.3095653	0.3442464	0.8494484	0.9999704	0.1970478	0.5316007
600	0.4130299	0.5187697	0.0668875	0.8273022	0.2108906	0.4856671	0.8495339	0.9996294	0.0946377	0.3299980
650	0.3334499	0.5019704	0.0626055	0.8987345	0.1495007	0.5366870	0.8494619	0.9890348	0.0516278	0.1887473
700	0.2856910	0.4768459	0.0562344	0.9501986	0.1236788	0.5527284	0.8475898	0.8883802	0.0339984	0.1103993
750	0.2449902	0.4551146	0.0509149	0.9776473	0.1142924	0.5593166	0.8350737	0.6434605	0.0267037	0.0713091
800	0.2119681	0.4408849	0.0474729	0.9904343	0.1105916	0.5697833	0.7971466	0.4128804	0.0238279	0.0528644
850	0.1888820	0.4329256	0.0455299	0.9960051	0.1074509	0.5946791	0.7292377	0.2757684	0.0227536	0.0444389
900	0.1746082	0.4288622	0.0445200	0.9983476	0.1023210	0.6383726	0.6462455	0.2093050	0.0223636	0.0406663
950	0.1665226	0.4268977	0.0440228	0.9993143	0.0947673	0.6942240	0.5706405	0.1800975	0.0222219	0.0389987
1000	0.1622173	0.4259801	0.0437873	0.9997101	0.0861765	0.7488473	0.5152825	0.1679016	0.0221693	0.0382678
