"Time"	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
300	0.0211125	0.0352279	0.4807580	0.0912340	0.0093118	0.1046225	0.1698369	0.1097192	0.1751882	0.8824582
350	0.0370928	0.0302882	0.4536269	0.1204315	0.0217878	0.0700476	0.1721506	0.0751790	0.1818221	0.6927741
400	0.0351707	0.0625984	0.4564724	0.0585789	0.0170778	0.0529975	0.0920274	0.0626574	0.2224848	0.7235976
450	0.0482963	0.0863160	0.5229697	0.0707344	0.0142520	0.0448639	0.0826223	0.0944143	0.1270553	0.7309954
500	0.0563817	0.0369951	0.5168412	0.0893885	0.0533598	0.0823092	0.1705578	0.1419533	0.0981253	0.7680142
550	0.0353996	0.0428776	0.2340918	0.2892582	0.0349703	0.0357628	0.1785157	0.0696512	0.1086586	0.7647410
600	0.0529464	0.0281048	0.1134768	0.4537502	0.0115371	0.0481005	0.1315240	0.0789192	0.1743851	0.6085659
650	0.0377839	0.0477748	0.0713658	0.5936487	0.0309978	0.0362985	0.1265327	0.1636242	0.1708322	0.6509242
700	0.0237229	0.0316798	0.0444177	0.6640262	0.0156064	0.0630732	0.1709765	0.2680414	0.1323703	0.7260065
750	0.0801015	0.0565956	0.0287490	0.8037244	0.0072357	0.0391131	0.1226987	0.3047496	0.1327356	0.7674855
800	0.0306767	0.0621197	0.0223333	0.6431014	0.0307433	0.0645096	0.0793112	0.3751700	0.1975667	0.7220054
850	0.0244874	0.0511997	0.0414363	0.6602899	0.0207911	0.0396999	0.0824709	0.4333212	0.1262507	0.6391628
900	0.0476629	0.0212609	0.0343908	0.6129876	0.0467990	0.0531632	0.1384062	0.3496951	0.1793635	0.6521992
950	0.0791836	0.0347932	0.0151160	0.6371693	0.0114289	0.0413330	0.1528239	0.3856141	0.1193316	0.6609974
1000	0.0599312	0.0451093	0.0175193	0.6802471	0.0421012	0.0503464	0.1753498	0.3061533	0.1090294	0.8725953

0	0.0221720	0.0239702	0.0487183	0.5355187	0.0278950	0.0497193	0.1634701	0.3655474	0.1650294	0.6223028
50	0.1079541	0.0703511	0.0226233	0.5698311	0.0364309	0.0850891	0.1138282	0.3347823	0.1630946	0.7001048
100	0.3428277	0.0495092	0.0412754	0.5409278	0.0240065	0.0274900	0.1303491	0.2892283	0.1313188	0.7103059
150	0.2802222	0.0694504	0.0722421	0.4881807	0.0221106	0.0170924	0.1514993	0.3315926	0.2276466	0.5990749
200	0.2649908	0.0497005	0.0760759	0.5391692	0.0609373	0.0245520	0.1038854	0.3865249	0.1949365	0.7380815
250	0.3987505	0.0317750	0.1849949	0.5203821	0.0340509	0.0585115	0.1461151	0.2560562	0.1496633	0.8405463
300	0.3169349	0.0258916	0.1281031	0.6419555	0.0408379	0.0313387	0.1688796	0.2422157	0.1261985	0.7463117
350	0.3689366	0.0171783	0.1169309	0.6200364	0.0434205	0.0568787	0.1244005	0.3561536	0.1377919	0.6723688
400	0.3793225	0.0315206	0.1681045	0.5974072	0.0110297	0.0231512	0.1375207	0.4772897	0.1698041	0.7224160
450	0.2707634	0.0212275	0.1377841	0.5059164	0.0556643	0.0396092	0.1079747	0.4525299	0.1457269	0.7093374
500	0.3775043	0.0266268	0.1426663	0.5048344	0.0239387	0.0389405	0.1128230	0.4569010	0.2270470	0.7962762
550	0.1717041	0.0548187	0.1298587	0.5162593	0.0310398	0.0354371	0.1260888	0.3938942	0.2095071	0.7859161
600	0.1306129	0.0407883	0.1430386	0.4327957	0.0479668	0.0817292	0.1428789	0.2357594	0.2072197	0.7325024
650	0.0674958	0.0343650	0.1337547	0.5126407	0.0257279	0.0379039	0.1363592	0.2884840	0.1718721	0.7922040
700	0.0799424	0.0333857	0.0526742	0.6679198	0.0308341	0.0278453	0.0706743	0.2430093	0.1839300	0.6460056
750	0.0443558	0.0550896	0.0373695	0.5088417	0.0378271	0.0386585	0.1078960	0.2867221	0.2906313	0.6800878
800	0.0532340	0.0552591	0.0568300	0.5970828	0.0131766	0.0571926	0.0949462	0.2810112	0.1892392	0.6217206
850	0.0292552	0.0416181	0.0377398	0.6670436	0.0157688	0.0337824	0.0847730	0.3483357	0.1792381	0.7672392
900	0.0236138	0.0483419	0.0355791	0.7012439	0.0221094	0.0295328	0.1727093	0.2624974	0.0984257	0.7582608
950	0.0092954	0.0416245	0.0166754	0.7395599	0.0147146	0.0601878	0.2195804	0.4216705	0.1714922	0.7268900
1000	0.0267876	0.0408294	0.0156347	0.5917625	0.0150710	0.0451921	0.1592993	0.3596184	0.1439850	0.7316663

0	0.0215738	0.0675526	0.0410123	0.6049644	0.0279023	0.0923845	0.1645855	0.3293715	0.2217304	0.8463732
50	0.0397471	0.1312768	0.0838842	0.3851545	0.0224112	0.0591176	0.1402271	0.3591302	0.1458798	0.7568817
100	0.1203707	0.1591925	0.0631552	0.3735684	0.0272021	0.0279135	0.1810234	0.2540767	0.1467981	0.5863719
150	0.1195133	0.2654389	0.0617843	0.2381248	0.0811501	0.0424018	0.1988500	0.1615618	0.1529282	0.6375397
200	0.1919045	0.1940739	0.0157636	0.1294326	0.1949730	0.0745238	0.1636759	0.0869068	0.1408573	0.7249847
250	0.1624760	0.1993857	0.0252475	0.1234373	0.1356622	0.0615453	0.1484007	0.1061996	0.1977622	0.6730431
300	0.1419852	0.2477002	0.0292684	0.0723934	0.1244589	0.0411470	0.1816343	0.0851650	0.1428202	0.8214211
350	0.1524204	0.1918423	0.0319114	0.0888337	0.1300366	0.0419744	0.1466950	0.0972853	0.1244647	0.6066958
400	0.1839888	0.1959652	0.0510700	0.0777209	0.1178837	0.0329256	0.1280547	0.0745397	0.1178110	0.7900606
450	0.1573700	0.1784456	0.0280541	0.1355651	0.1322771	0.0239611	0.1833552	0.1032684	0.1512732	0.6005629
500	0.1491119	0.1277530	0.0086659	0.0615608	0.1530355	0.0648260	0.1276232	0.1371895	0.1407838	0.8724803
550	0.1459439	0.0982965	0.0119402	0.0995616	0.1459239	0.0535228	0.1038699	0.0782136	0.1290625	0.6773517
600	0.0936710	0.0695927	0.0454880	0.1732091	0.0845559	0.0280108	0.0759623	0.1613269	0.2075148	0.6049132
650	0.0495000	0.0342255	0.0225571	0.2611971	0.0743831	0.0409023	0.1453758	0.1299024	0.2049097	0.6231902
700	0.0421182	0.0762090	0.0276397	0.3788901	0.0318515	0.0204061	0.1196294	0.1273845	0.1148274	0.6906408
750	0.0188590	0.0451682	0.0249004	0.4473570	0.0290876	0.0294845	0.1340614	0.1496888	0.1437663	0.6660936
800	0.0473290	0.0351576	0.0080412	0.3923873	0.0703461	0.0419874	0.1477103	0.1316334	0.1136705	0.7017744
850	0.0406264	0.0286584	0.0178301	0.6439337	0.0168491	0.0205904	0.1082356	0.1693817	0.1516612	0.8435671
900	0.0415149	0.0517283	0.0527318	0.6414109	0.0201935	0.0277139	0.0814022	0.3135026	0.1602427	0.6986668
950	0.0284034	0.0650971	0.0627638	0.6553763	0.0361704	0.0442324	0.1341886	0.3646882	0.1512534	0.6557717
1000	0.0532725	0.0377700	0.0277325	0.6616927	0.0592161	0.0448316	0.1057152	0.3464798	0.1899361	0.6805379

0	0.0215291	0.0315302	0.0602393	0.5244968	0.0335570	0.0735973	0.1629712	0.3264733	0.1695470	0.7263957
50	0.0335266	0.0543775	0.0345605	0.5092161	0.2055526	0.0522596	0.0779775	0.4181585	0.1359666	0.6596328
100	0.0413154	0.0511124	0.0188521	0.3573395	0.2431951	0.0516471	0.1360187	0.3774533	0.1476524	0.6617511
150	0.0350391	0.0533340	0.0360380	0.1769144	0.2823760	0.0757767	0.0707614	0.2892509	0.1329202	0.7837921
200	0.0826001	0.0596440	0.0170748	0.1173128	0.4157676	0.0348891	0.1234747	0.2215621	0.1607104	0.6261258
250	0.0354662	0.0344284	0.0309318	0.0957613	0.3569971	0.0438500	0.1108873	0.1435804	0.2528492	0.6027628
300	0.0543317	0.0381466	0.0358495	0.0612774	0.3479936	0.0386846	0.0665013	0.1224689	0.1106399	0.7293510
350	0.0403321	0.0587413	0.0436981	0.0946931	0.3770318	0.0676523	0.1663990	0.1267310	0.1557028	0.5217092
400	0.0328886	0.0526906	0.0218694	0.0259923	0.4015727	0.0428036	0.1936233	0.1286678	0.2196227	0.8113437
450	0.0449263	0.0384726	0.0364852	0.0212534	0.3859738	0.0735873	0.1207403	0.1672097	0.1601823	0.5755686
500	0.0393964	0.0270258	0.0411323	0.0354549	0.4377181	0.0586018	0.1738610	0.1949971	0.1901009	0.5500046
550	0.0230827	0.0445923	0.0585030	0.0239683	0.3016449	0.0434135	0.1538814	0.1330457	0.1879949	0.6471871
600	0.0283091	0.0433911	0.0274550	0.0367742	0.2139096	0.0867031	0.1569556	0.0770770	0.1394789	0.6625753
650	0.0358763	0.0828395	0.0302752	0.0960857	0.1252978	0.0665218	0.1580495	0.0799211	0.1409031	0.6717580
700	0.0395767	0.0637051	0.0253495	0.1986339	0.0234183	0.0351683	0.1877039	0.0734891	0.1470933	0.6925531
750	0.0326087	0.0467481	0.0600525	0.2906660	0.0530523	0.0424490	0.1404755	0.0561076	0.1686328	0.7183528
800	0.0254389	0.0457580	0.0277321	0.5210030	0.0219636	0.0504379	0.1975528	0.1241446	0.1392332	0.6369232
850	0.0380118	0.0616828	0.0241576	0.5822668	0.0123491	0.0420932	0.1151603	0.2087882	0.0962218	0.7041391
900	0.0239810	0.0303049	0.0324385	0.6736903	0.0380941	0.0444709	0.1239735	0.2973214	0.1531976	0.6158569
950	0.0104045	0.0469015	0.0271228	0.7735634	0.0363758	0.0552431	0.1053418	0.3999489	0.1235228	0.7025167
1000	0.0376751	0.1298614	0.0360250	0.5889641	0.0877782	0.0639053	0.0990697	0.4112163	0.1466803	0.7662327

0	0.0577992	0.0455232	0.0605274	0.6674903	0.0212897	0.0668888	0.2474930	0.2946992	0.1753908	0.7331312
50	0.0121031	0.0340987	0.1471299	0.6446774	0.0171021	0.0333977	0.1118825	0.5692708	0.1957765	0.5766385
100	0.0160768	0.0208815	0.2762524	0.6563698	0.0398328	0.0411368	0.1081085	0.6535432	0.1932848	0.3686349
150	0.0396572	0.1010114	0.2314060	0.6595323	0.0111751	0.0573293	0.1471151	0.6350744	0.1689321	0.2694506
200	0.0335780	0.0489747	0.2853543	0.5403672	0.0375013	0.0371494	0.1545200	0.9157847	0.1878619	0.3474844
250	0.0342868	0.0193722	0.3253769	0.6089448	0.0091188	0.0484809	0.1319044	0.6551770	0.4215354	0.1912227
300	0.0157599	0.0706468	0.4434337	0.6221572	0.0119899	0.0587200	0.0668113	0.7424969	0.4557556	0.2379731
350	0.0940736	0.0500169	0.3310279	0.5978680	0.0245828	0.0317288	0.0408564	0.6588494	0.4555963	0.1851962
400	0.0413028	0.0580960	0.3835120	0.5632593	0.0223523	0.0564001	0.0385993	0.8036359	0.4578797	0.1729173
450	0.0324080	0.0439112	0.2397105	0.5850232	0.0275779	0.0372715	0.0260374	0.7076811	0.4690099	0.1340542
500	0.0136242	0.0446546	0.2748535	0.6176861	0.0425474	0.0550433	0.0344328	0.6733646	0.6124705	0.2462884
550	0.0213211	0.0530248	0.2057317	0.6398760	0.0330446	0.0685312	0.0739447	0.6065970	0.5041033	0.3158010
600	0.0215989	0.0306803	0.1110368	0.6009596	0.0052532	0.0476062	0.0255001	0.5968976	0.3068776	0.5405193
650	0.0377830	0.0324140	0.0453834	0.6739229	0.0320302	0.0660485	0.0420024	0.6169707	0.2174495	0.5002864
700	0.0587610	0.0228618	0.0153943	0.6000671	0.0081680	0.0597944	0.0983719	0.5628890	0.1363922	0.6822322
750	0.0204345	0.0537360	0.0338506	0.7255678	0.0117924	0.0596848	0.0850105	0.4181842	0.1466033	0.7552808
800	0.0174402	0.0642029	0.0207496	0.7844850	0.0140732	0.0407075	0.1376106	0.4716300	0.2331630	0.6014823
850	0.0195918	0.0370079	0.0295913	0.9250364	0.0356066	0.0476051	0.1290808	0.3900281	0.1442022	0.7709420
900	0.0289397	0.0451963	0.0296152	0.7186869	0.0140813	0.0245372	0.1041862	0.4194732	0.2553431	0.7226940
950	0.0676815	0.0353245	0.0351630	0.5177858	0.0308932	0.0253082	0.1444100	0.4748248	0.1791603	0.6098571
1000	0.0244851	0.0576199	0.0325811	0.5751365	0.0166852	0.0325448	0.1639764	0.4182925	0.1717737	0.8624904

0	0.0362991	0.0251074	0.0507974	0.5564280	0.0175311	0.0510637	0.1580617	0.4660027	0.1448720	0.7478585
50	0.0579847	0.2041699	0.0363789	0.6609964	0.0321581	0.0534562	0.0823463	0.3608721	0.1168336	0.7909218
100	0.0862156	0.4074957	0.0528009	0.5377744	0.0734582	0.0611050	0.0209597	0.4637581	0.0500689	0.7418061
150	0.1141478	0.4712346	0.0289078	0.5374773	0.1146359	0.1905125	0.0188599	0.2917570	0.0505041	0.7543092
200	0.2106845	0.3691430	0.0322296	0.3208109	0.1377156	0.3015751	0.0178407	0.2293545	0.0179986	0.6170438
250	0.1720379	0.5468545	0.0477723	0.3365410	0.0570154	0.2433414	0.0204093	0.1269424	0.0210981	0.6443794
300	0.2275600	0.4109149	0.0472689	0.3694093	0.0357735	0.2068842	0.0380216	0.0574807	0.0295767	0.7267302
350	0.2892573	0.3815061	0.0661140	0.3792481	0.0418142	0.1780512	0.0135637	0.1176921	0.0246157	0.7722410
400	0.2222126	0.4353232	0.0909580	0.4646435	0.0671966	0.2107038	0.0232900	0.1083414	0.0310313	0.8444144
450	0.2517120	0.4112302	0.1143001	0.5590841	0.0284362	0.1866499	0.0108934	0.1958465	0.0314088	0.7010541
500	0.2253036	0.4048888	0.0720410	0.6545286	0.0152347	0.2040849	0.0220613	0.3020844	0.0191183	0.7196080
550	0.2859041	0.2332542	0.0956064	0.5632607	0.0407462	0.1016126	0.1320224	0.2494670	0.0785805	0.7198990
600	0.1512590	0.0742941	0.0898470	0.5235806	0.0405083	0.0767051	0.2088244	0.2403726	0.1394436	0.7452439
650	0.0980256	0.0682612	0.1115739	0.5134858	0.0261378	0.0625969	0.2219067	0.3876100	0.1648285	0.6982179
700	0.0755775	0.0780653	0.0498702	0.5991164	0.0277618	0.0502074	0.1137184	0.2866228	0.1470758	0.7067515
750	0.0870404	0.0389995	0.0333440	0.5968301	0.0441405	0.0884008	0.1223430	0.3021990	0.1319738	0.6087874
800	0.0286298	0.0636350	0.0288364	0.7016447	0.0216335	0.0346524	0.0899073	0.2669179	0.1668869	0.7100040
850	0.0208967	0.0545652	0.0426049	0.7419611	0.0293253	0.0467865	0.1366210	0.2406263	0.2102282	0.6835068
900	0.0370874	0.0597615	0.0199332	0.5841114	0.0202529	0.0135930	0.0992918	0.3960460	0.1771873	0.6759886
950	0.0100742	0.0431011	0.0645600	0.7419308	0.0251073	0.0234789	0.1350551	0.3384455	0.1367666	0.7192339
1000	0.0419779	0.0787328	0.0324013	0.7151519	0.0361785	0.0227315	0.1850250	0.4627878	0.1746821	0.7503224

0	0.0201464	0.0864979	0.0534244	0.5753090	0.0521045	0.0367741	0.1611826	0.3934866	0.1813205	0.8040463
50	0.0215406	0.0577247	0.1220336	0.6428566	0.0141511	0.0416894	0.0882101	0.4743172	0.1622609	0.7253735
100	0.0666803	0.0876184	0.2258925	0.8063815	0.0193164	0.0401407	0.1395861	0.4094333	0.1831252	0.6845782
150	0.0531046	0.0592607	0.3621334	0.7807890	0.0245641	0.0453148	0.1539348	0.3671052	0.1603768	0.6601998
200	0.1142476	0.1093784	0.3640435	0.6087652	0.0224735	0.0345900	0.1017143	0.3764386	0.1481776	0.7314016
250	0.0519684	0.0422788	0.4243613	0.6373509	0.0115030	0.0265346	0.1068133	0.4328806	0.2508572	0.6904835
300	0.0568229	0.0738566	0.3111057	0.6538761	0.0490917	0.0691847	0.0869921	0.4891176	0.1916155	0.7454955
350	0.0649494	0.0983970	0.3259128	0.6569023	0.0272743	0.0520865	0.0503744	0.5421292	0.1278571	0.7057779
400	0.0422922	0.0993316	0.3784226	0.5520959	0.0343156	0.0387184	0.0705662	0.3495367	0.2013478	0.7017104
450	0.0606697	0.0410093	0.3358037	0.6769968	0.0117135	0.0443084	0.0758599	0.4357163	0.1763910	0.7557337
500	0.0480894	0.0855944	0.3476482	0.6645401	0.0311464	0.0686122	0.0984869	0.3813155	0.1718779	0.7301135
550	0.1183122	0.0707975	0.2326079	0.7208846	0.0224637	0.0750453	0.1229955	0.4969406	0.1643351	0.8013654
600	0.0717021	0.0453874	0.1466267	0.7256187	0.0157176	0.0596011	0.0719174	0.3636021	0.2060112	0.7268000
650	0.0423063	0.0610494	0.1167399	0.7318134	0.0378400	0.0745814	0.1039885	0.4149277	0.2169492	0.7887736
700	0.0316094	0.0483228	0.0410062	0.5828709	0.0291725	0.0419560	0.1279720	0.4624873	0.1177930	0.7521709
750	0.0284551	0.0549061	0.0261809	0.6258452	0.0158813	0.0307873	0.1389244	0.3138839	0.1375845	0.8957242
800	0.0373444	0.0179928	0.0438604	0.6178161	0.0230929	0.0467840	0.0813418	0.3224702	0.1380103	0.7124000
850	0.0216262	0.0356644	0.0435954	0.6688805	0.0350052	0.0574393	0.1488743	0.3745917	0.1080237	0.7658552
900	0.0159746	0.0373043	0.0592517	0.7772698	0.0239656	0.0763068	0.1688211	0.3818393	0.1758905	0.8832908
950	0.0527454	0.0464783	0.0148395	0.6556364	0.0215458	0.0439955	0.1222842	0.3381609	0.1656631	0.7821132
1000	0.0505869	0.0388310	0.0173464	0.6396839	0.0265028	0.0245570	0.1252413	0.3639632	0.1080064	0.6775040

0	0.0711285	0.0380563	0.0292011	0.5854658	0.0278398	0.0385852	0.1293423	0.3577472	0.1884314	0.6902808
50	0.0442682	0.0404468	0.1566048	0.6325871	0.0117092	0.0421604	0.1422329	0.3152175	0.1508135	0.5606874
100	0.0414889	0.0434395	0.3303621	0.5933724	0.0071079	0.0463618	0.0848085	0.3098066	0.1355635	0.3480898
150	0.0209403	0.0224477	0.3882789	0.5811669	0.0143935	0.0149667	0.1473442	0.3093570	0.2046305	0.3970293
200	0.0637071	0.0344029	0.5399996	0.5273344	0.0526888	0.0787663	0.0982314	0.2923358	0.2576572	0.3656662
250	0.0293918	0.0421850	0.4820514	0.4597903	0.0312411	0.0700356	0.0734368	0.3789835	0.2497481	0.3309486
300	0.0488272	0.0801990	0.6041615	0.6065682	0.0253269	0.0338406	0.1405366	0.3243721	0.3309094	0.3581212
350	0.0743212	0.0747977	0.6076287	0.4589144	0.0401279	0.0288865	0.0463955	0.4599702	0.3531289	0.3035589
400	0.0572254	0.0581675	0.6189742	0.5613065	0.0344861	0.0575011	0.0640924	0.3992133	0.3429069	0.2312671
450	0.0296448	0.0396030	0.5235804	0.5561206	0.0433048	0.0964202	0.0395152	0.4506474	0.3935174	0.2237925
500	0.0500734	0.0459088	0.4186523	0.5455031	0.0221095	0.0624013	0.0720411	0.4236734	0.3537491	0.1722410
550	0.0497055	0.0445966	0.2671294	0.5560110	0.0229259	0.0543379	0.0323476	0.4263432	0.2896992	0.3128850
600	0.0207796	0.0564368	0.1295363	0.6273097	0.0257822	0.0401187	0.0881847	0.4325236	0.2942910	0.5572913
650	0.0286741	0.0457811	0.0675645	0.5997430	0.0256770	0.0379530	0.0680119	0.4438243	0.2883727	0.5298404
700	0.0344750	0.0224992	0.0716840	0.7121036	0.0440167	0.0688563	0.0877727	0.4682218	0.1721572	0.5773782
750	0.0177737	0.0612593	0.0295832	0.6350940	0.0639750	0.0610898	0.0449312	0.4127807	0.1586885	0.7245148
800	0.0222217	0.0469489	0.0259487	0.5725218	0.0107423	0.0236083	0.0749544	0.4228384	0.2018629	0.5864364
850	0.0220883	0.0394614	0.0210380	0.5856496	0.0301571	0.0493980	0.1036985	0.4607514	0.2011450	0.6640834
900	0.0271181	0.0342539	0.0343361	0.6594481	0.0151709	0.0576280	0.1158529	0.3993874	0.1689636	0.5159430
950	0.0545582	0.0602612	0.0426756	0.7500448	0.0066127	0.0551028	0.1386408	0.4436616	0.1882067	0.6220686
1000	0.0323658	0.0324283	0.0161620	0.5536644	0.0213856	0.0289918	0.1502531	0.4378473	0.2093248	0.6737007

0	0.0243810	0.0286168	0.0821003	0.5917752	0.0336446	0.0441354	0.1894788	0.3910083	0.1237570	0.6577295
50	0.0303144	0.0607719	0.0225272	0.6162552	0.0516983	0.0323180	0.1397250	0.3971644	0.1571979	0.7144246
100	0.0128358	0.0742105	0.0396930	0.5716220	0.0326117	0.0394195	0.0893419	0.4643789	0.2187030	0.8511190
150	0.0305444	0.0152830	0.0528909	0.5654919	0.0525075	0.0233446	0.0537056	0.3346189	0.1311635	0.6332905
200	0.0833921	0.0272616	0.0570201	0.5900346	0.0516951	0.0409135	0.0862117	0.4048992	0.1340474	0.5858214
250	0.0418559	0.0411418	0.0178453	0.6492169	0.0117956	0.0133372	0.0670275	0.3074791	0.1224727	0.6722089
300	0.0419892	0.0584081	0.0451591	0.7341607	0.0212539	0.0355904	0.0854860	0.3648216	0.1753793	0.7013869
350	0.0522839	0.0585075	0.0282278	0.6190058	0.0421912	0.0392595	0.0843093	0.4162901	0.1327097	0.8309548
400	0.0544442	0.0554897	0.0316565	0.6021909	0.0369103	0.0243343	0.1304344	0.4161283	0.2309830	0.7785876
450	0.0607565	0.0324279	0.0221401	0.4982995	0.0260876	0.0587607	0.1150938	0.4279349	0.1153379	0.5998889
500	0.0285934	0.0462382	0.0421806	0.5043064	0.0216969	0.0377348	0.1074630	0.3923677	0.1884744	0.7088949
550	0.0508595	0.0357908	0.0157410	0.5902592	0.0529386	0.0297361	0.0977247	0.3013381	0.1397977	0.6596816
600	0.0315053	0.0584263	0.0627426	0.6285580	0.0218116	0.0377879	0.1168152	0.3631192	0.2532237	0.6872796
650	0.0610874	0.0593023	0.0370082	0.6916934	0.0156015	0.0352695	0.0842776	0.3724262	0.1762375	0.6818099
700	0.0133485	0.0566873	0.0451113	0.7285963	0.0235915	0.0262706	0.0846373	0.3440331	0.2500630	0.6792580
750	0.0267963	0.0501058	0.0221933	0.5363495	0.0298916	0.0587499	0.1813018	0.3679674	0.1780935	0.7275561
800	0.0131902	0.0216049	0.0339891	0.6154566	0.0067288	0.0257117	0.1112718	0.3750150	0.1630956	0.8511320
850	0.0281574	0.0382292	0.0136926	0.7563133	0.0139344	0.0791628	0.1287488	0.3660442	0.1687381	0.6777051
900	0.0317196	0.0441988	0.0391031	0.5900406	0.0132254	0.0775552	0.1686532	0.3586611	0.0922929	0.7360268
950	0.0278306	0.0406420	0.0329319	0.6352880	0.0248890	0.0857314	0.1205211	0.3909730	0.1657225	0.6042434
1000	0.0346874	0.0604078	0.0213716	0.6340006	0.0263805	0.0397590	0.1702374	0.4270541	0.1620921	0.8563687
