"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
600	0.4056496	0.3345285	0.4134445	0.5920616	0.0218356	0.0960829	0.0732467	0.4905713	0.1554286	0.4319802
650	0.3518485	0.3293550	0.5575288	0.5716935	0.0271936	0.1184855	0.0618834	0.4821536	0.1084858	0.5099982
700	0.2907595	0.3281885	0.5795669	0.5606601	0.0253834	0.1998204	0.0380871	0.5573939	0.1148424	0.7579211
750	0.2348169	0.3604087	0.6568426	0.6747407	0.0855292	0.3474158	0.0219673	0.6025295	0.0423086	0.6178294
800	0.1694342	0.4245926	0.7947160	0.6198141	0.0910628	0.2519531	0.0721261	0.5649470	0.0731569	0.6171650
850	0.1405207	0.3892754	0.7408750	0.7151716	0.0832117	0.3090125	0.0357398	0.6898641	0.0462658	0.6942600
900	0.1230692	0.4235576	0.6592238	0.5943964	0.1177654	0.2689240	0.0125450	0.8023611	0.0465142	0.6277136
950	0.1013988	0.5396484	0.6931617	0.6741153	0.1562599	0.3202636	0.0114145	0.7667842	0.0935255	0.6887484
1000	0.0912074	0.4789017	0.6944589	0.7978999	0.1264028	0.3317435	0.0116525	0.6963906	0.0613406	0.7205445

0	0.0781987	0.4514254	0.7274568	0.6352431	0.1415951	0.4221754	0.0187905	0.5384811	0.0873498	0.5605609
50	0.0387261	0.3995984	0.7181458	0.6468535	0.3095989	0.3068766	0.0102430	0.6051431	0.0593934	0.5269428
100	0.0426601	0.3989733	0.6722025	0.5951391	0.4635507	0.3819583	0.0117816	0.6239115	0.1091257	0.6155259
150	0.0133512	0.4111369	0.5679437	0.4929883	0.5735097	0.3731166	0.0499410	0.8698166	0.0801688	0.5468188
200	0.0139610	0.4049609	0.6455767	0.4561593	0.5501787	0.3907198	0.0058334	0.6188262	0.1090744	0.6171220
250	0.0312093	0.4043010	0.8112296	0.5536556	0.5674234	0.3980670	0.0047152	0.7584635	0.0802604	0.5680058
300	0.0138762	0.4306644	0.6875996	0.4216249	0.5601796	0.5634099	0.0094576	0.7533031	0.0717190	0.5355758
350	0.0024934	0.5960564	0.6291584	0.4592096	0.4382161	0.3637370	0.0191101	0.7930290	0.1124564	0.5475048
400	0.0007743	0.4724521	0.8652489	0.5827875	0.5681410	0.3527297	0.0170538	0.5474319	0.1072679	0.4848466
450	0.0025893	0.4664543	0.6239939	0.5891955	0.5770972	0.4701744	0.0027294	0.7402400	0.1351083	0.6210479
500	0.0004306	0.5635731	0.7657759	0.5441543	0.5644003	0.4507689	0.0339594	0.6296261	0.1116590	0.6111541
550	0.0465787	0.5142814	0.8479180	0.6157442	0.3536566	0.3746237	0.0180992	0.7683971	0.0851149	0.5909228
600	0.0532383	0.4310031	0.6755467	0.6699231	0.2835492	0.4595667	0.0071596	0.7711933	0.1094731	0.5803164
650	0.0992696	0.3533836	0.6663996	0.6437056	0.2598601	0.4065099	0.0107836	0.7466088	0.0674371	0.6537369
700	0.0953672	0.3885777	0.8252475	0.6969619	0.2205979	0.3414416	0.0179564	0.8104738	0.0797148	0.6102797
750	0.1187592	0.3576192	0.7729146	0.6295145	0.1803708	0.3355852	0.0314559	0.8172588	0.0733810	0.6766551
800	0.1195834	0.4671397	0.5590472	0.6013200	0.2078893	0.2948967	0.0244182	0.6271875	0.0524922	0.7271939
850	0.0886148	0.3317566	0.6811459	0.6985686	0.1666451	0.3653594	0.0199271	0.5955830	0.0693192	0.8074214
900	0.0975802	0.4722475	0.6354815	0.7276454	0.1881745	0.3623067	0.0043047	0.7044301	0.0365994	0.5910360
950	0.0655840	0.5051644	0.7327799	0.6754334	0.1403130	0.4580532	0.0115139	0.7305160	0.0608706	0.6327180
1000	0.0913711	0.5259738	0.7131684	0.6680614	0.2226164	0.4280192	0.0308350	0.6279525	0.0635501	0.6443162

0	0.1065879	0.3785439	0.7008336	0.6959928	0.1597969	0.4545004	0.0262836	0.6540913	0.0762947	0.6884966
50	0.1590469	0.5693504	0.6416222	0.4709949	0.1599248	0.4235212	0.0067529	0.6499097	0.1276527	0.6571179
100	0.1000040	0.4699917	0.7330372	0.3954525	0.1572291	0.2577057	0.0109588	0.6065522	0.0981829	0.6949958
150	0.0810176	0.4128045	0.7822929	0.3537088	0.1333617	0.3395938	0.0089856	0.6949425	0.1322840	0.8834573
200	0.0685525	0.4048619	0.7486795	0.4407862	0.2417113	0.4690716	0.0145352	0.7770050	0.0823813	0.8447049
250	0.0537902	0.4394395	0.7118618	0.4279742	0.1963035	0.3870504	0.0125448	0.7568128	0.1195450	0.6903908
300	0.0558106	0.5327721	0.7754288	0.3215815	0.2092901	0.4380193	0.0392456	0.7843090	0.1060187	0.7612746
350	0.1113693	0.6084503	0.5789925	0.3554294	0.1528122	0.4281924	0.0491556	0.5357944	0.1517530	0.5943276
400	0.0807838	0.4968139	0.5732531	0.2968695	0.1443294	0.3318945	0.0126436	0.8266109	0.1251054	0.6723077
450	0.0653439	0.4363492	0.5657051	0.3779145	0.1279557	0.3402656	0.0281421	0.7244286	0.0895811	0.6656077
500	0.0436996	0.4763078	0.7508545	0.3610604	0.2293811	0.3925123	0.0066558	0.6837103	0.1372125	0.5713968
550	0.0544419	0.4606052	0.7333012	0.5249628	0.1537866	0.4654567	0.0085660	0.6516030	0.0520838	0.7288288
600	0.0611324	0.3999508	0.6643433	0.5282967	0.1574978	0.3307562	0.0088652	0.6697225	0.0470819	0.7213303
650	0.1617110	0.4306317	0.7411689	0.7702044	0.1376943	0.5587349	0.0331817	0.6102377	0.0482645	0.7767866
700	0.0768196	0.4872338	0.6886647	0.7667129	0.2083701	0.4056681	0.0082971	0.5797969	0.0688261	0.7005448
750	0.0939351	0.3836991	0.7230626	0.7835590	0.2215862	0.4426102	0.0330751	0.6327389	0.1095312	0.7710298
800	0.1418209	0.4055888	0.7957714	0.7643748	0.2359814	0.3314398	0.0337719	0.6168361	0.1036099	0.7219307
850	0.1122078	0.4389387	0.6943009	0.7257012	0.1839110	0.3447255	0.0196703	0.6554498	0.0469282	0.7082303
900	0.0885511	0.4675278	0.6105123	0.6734310	0.2187321	0.4343371	0.0068958	0.8104026	0.0392495	0.6684687
950	0.1473203	0.4291715	0.6669373	0.6198584	0.1745278	0.3526878	0.0155312	0.7424407	0.0672587	0.7178838
1000	0.1105768	0.4107354	0.8003497	0.7197155	0.1408443	0.3508570	0.0104578	0.7594608	0.0827829	0.8150979

0	0.1028049	0.4471697	0.7418038	0.7343746	0.1433510	0.3706572	0.0364717	0.7710761	0.0591816	0.6101701
50	0.0625112	0.3772624	0.3857633	0.6519487	0.1540999	0.2394132	0.0185758	0.6536680	0.0666326	0.6777883
100	0.0660539	0.3889321	0.1741089	0.5959673	0.0868793	0.1400435	0.0245298	0.6775772	0.0518849	0.7672593
150	0.0739632	0.4207987	0.1350428	0.6754722	0.1004609	0.1111060	0.0470077	0.6346136	0.0542384	0.6275352
200	0.0808085	0.4931609	0.1510121	0.6344088	0.0674800	0.1553059	0.0345131	0.6439327	0.0229816	0.7744049
250	0.1056547	0.4597969	0.0729105	0.7973545	0.1050869	0.0834889	0.0482189	0.5856928	0.0448232	0.6398880
300	0.0892498	0.3526989	0.0851789	0.8137878	0.0374947	0.0621211	0.0571694	0.5548470	0.0344354	0.6985677
350	0.1416548	0.3418901	0.1228997	0.9019366	0.0287024	0.0635717	0.0181271	0.6178918	0.0500962	0.6468536
400	0.0628769	0.4378592	0.1255708	0.6696196	0.0312470	0.0773345	0.0132102	0.6452129	0.0299332	0.6301470
450	0.1719158	0.4475124	0.1007254	0.5683005	0.0347476	0.0956022	0.0340648	0.6234163	0.0200581	0.7044560
500	0.1359073	0.3833307	0.1155836	0.6954929	0.0071433	0.1734719	0.0119104	0.7099782	0.0144755	0.7321209
550	0.0914561	0.5201841	0.3585788	0.7388000	0.1042058	0.2076498	0.0232615	0.7627244	0.0223216	0.5960916
600	0.1201487	0.3893066	0.5411241	0.6500477	0.0593413	0.2352086	0.0307487	0.7003504	0.0543043	0.7087541
650	0.0646746	0.4964970	0.6942590	0.7807629	0.1048579	0.2641486	0.0100094	0.5213445	0.0348971	0.7042376
700	0.0902975	0.4079323	0.7522493	0.7732531	0.1303424	0.2426271	0.0193776	0.5884857	0.0366959	0.6070318
750	0.0800663	0.4101444	0.5753783	0.6451997	0.1466518	0.3955083	0.0190193	0.6747250	0.0151696	0.6639036
800	0.0480455	0.3998496	0.7159506	0.5549539	0.1602628	0.4727712	0.0196386	0.7236088	0.0540014	0.7016507
850	0.0960756	0.4482499	0.6930203	0.7045756	0.1525074	0.2702081	0.0254954	0.6962862	0.0660630	0.6554067
900	0.1107864	0.3882689	0.8692393	0.5830356	0.0870257	0.2889175	0.0216402	0.6727580	0.0590364	0.7327613
950	0.0459684	0.4199014	0.6405658	0.5747514	0.1374963	0.2639456	0.0298409	0.5049101	0.0555301	0.6580745
1000	0.0802391	0.4528690	0.8117331	0.7016939	0.0990292	0.4287315	0.0329384	0.5444009	0.0635586	0.5961242

0	0.1241117	0.4677453	0.7844578	0.6679292	0.2427945	0.4054054	0.0344580	0.6110079	0.1007988	0.7819608
50	0.1043551	0.4501171	0.7635282	0.6996961	0.1939361	0.3245072	0.0209724	0.4895573	0.0823328	0.6706398
100	0.1061585	0.3846626	0.6898614	0.7374091	0.1955338	0.2674339	0.0240489	0.3996070	0.0693472	0.7246652
150	0.0663281	0.2436880	0.8707817	0.8453334	0.1540168	0.2672965	0.0818136	0.2518903	0.0626234	0.7993168
200	0.0916114	0.1924018	0.6407549	0.6353506	0.2162550	0.1199934	0.0682704	0.3352814	0.0682638	0.7338773
250	0.0798970	0.2725604	0.6267310	0.6448114	0.1266960	0.2232978	0.0617533	0.2561929	0.0581727	0.8174096
300	0.1125953	0.2252332	0.6833256	0.6890437	0.1252668	0.1911059	0.1672979	0.2704932	0.0592592	0.9048548
350	0.1198262	0.1809853	0.5437007	0.8329569	0.0473733	0.0775240	0.1035695	0.3334103	0.0616291	0.7653728
400	0.1390677	0.2609714	0.7729099	0.7273074	0.0421847	0.1292527	0.0639669	0.3534737	0.0390032	0.6907790
450	0.0938811	0.2811595	0.6046494	0.6241453	0.0321101	0.1193515	0.0834647	0.3587278	0.0147851	0.6861926
500	0.0988521	0.2468495	0.6408099	0.7151655	0.0698690	0.1570254	0.0816464	0.2807098	0.0167106	0.5990016
550	0.1011636	0.2942407	0.7013126	0.7632631	0.0737581	0.1600780	0.0481875	0.4914539	0.0367271	0.7538277
600	0.0867564	0.3961393	0.7272803	0.7180811	0.0429620	0.1685640	0.0467243	0.6141173	0.0826083	0.5856856
650	0.0502123	0.4455104	0.7040265	0.7354910	0.1243403	0.2480508	0.0586731	0.5684775	0.0140977	0.7768355
700	0.0702933	0.3790815	0.6895284	0.7184253	0.0579036	0.2949778	0.0627673	0.6390212	0.0529570	0.6526808
750	0.1052137	0.4798079	0.6240900	0.6122816	0.1250247	0.3914091	0.0625438	0.6878833	0.0324588	0.7096178
800	0.0737071	0.3538628	0.6702447	0.6402200	0.1661056	0.3333501	0.0313110	0.5891077	0.0668591	0.7361902
850	0.1005762	0.4437160	0.7212074	0.6451481	0.1657957	0.2456244	0.0306827	0.5905852	0.0566913	0.6541922
900	0.0848253	0.5207242	0.7579851	0.6643173	0.1635929	0.2810681	0.0229821	0.6711598	0.0567256	0.6897068
950	0.1212769	0.5465642	0.5870770	0.5679766	0.1508325	0.2844268	0.0212262	0.6599409	0.0680123	0.6619745
1000	0.1501980	0.4325946	0.6844338	0.7151707	0.1351021	0.3056964	0.0231313	0.5831145	0.0509591	0.6639288

0	0.0950409	0.5585876	0.6319946	0.6072161	0.1389715	0.4248394	0.0334435	0.6298703	0.0928190	0.7553163
50	0.0954211	0.4261647	0.4564228	0.5160166	0.1364321	0.1964693	0.0052308	0.3840611	0.0840515	0.5593289
100	0.0642813	0.2721327	0.1980803	0.6441437	0.1504493	0.3045311	0.0544467	0.1508257	0.0939935	0.6923225
150	0.0384154	0.1309872	0.1728992	0.6836161	0.0922838	0.1804480	0.1688459	0.0729282	0.0364257	0.6444121
200	0.0380081	0.0640308	0.1334364	0.6418614	0.1081154	0.1110695	0.3926037	0.0134594	0.0366070	0.5852102
250	0.0537328	0.0966766	0.0347805	0.3080394	0.0525296	0.0707627	0.3348867	0.0005940	0.0327929	0.6190280
300	0.0344488	0.1066726	0.0101052	0.1974144	0.0505889	0.0987827	0.3235577	0.0019244	0.0406894	0.6953089
350	0.0439365	0.0881841	0.0054782	0.1070630	0.0150514	0.0836191	0.4360293	0.0100560	0.0411361	0.7067892
400	0.0507949	0.0593323	0.0090508	0.1372013	0.0182200	0.0944900	0.3700076	0.0038185	0.0526471	0.6021678
450	0.0749722	0.0457801	0.0444701	0.1083342	0.0264953	0.1025015	0.4236701	0.0037285	0.0465802	0.7010458
500	0.0289709	0.0789670	0.0188920	0.0968002	0.0306101	0.0949810	0.4428869	0.0071879	0.0638638	0.6634523
550	0.0529623	0.1083385	0.0176126	0.0890618	0.0309944	0.1301556	0.4202617	0.2465025	0.0333054	0.6982662
600	0.0448573	0.3152808	0.0748091	0.1480585	0.0493837	0.1824819	0.2446784	0.4935050	0.0465957	0.6825672
650	0.1171405	0.4146687	0.2195769	0.3873407	0.0255234	0.1241062	0.0735805	0.6166291	0.0333580	0.5811855
700	0.0718461	0.3747750	0.6294984	0.6078176	0.0385284	0.1650962	0.0223387	0.6730469	0.0487803	0.6644944
750	0.1107285	0.4875043	0.4864362	0.6313742	0.0418508	0.2101500	0.0726719	0.6378193	0.0266601	0.7290426
800	0.1108612	0.4477196	0.7135537	0.6826294	0.0781335	0.2893513	0.0193496	0.6636474	0.0160625	0.7598378
850	0.1055460	0.3624149	0.6030382	0.6720335	0.1419762	0.3100426	0.0272915	0.6306116	0.0377013	0.7741974
900	0.0769703	0.4552903	0.7262542	0.7259093	0.1130291	0.4030182	0.0226072	0.6250585	0.0559165	0.6992640
950	0.0999562	0.4360234	0.6908597	0.7091023	0.2211698	0.4342869	0.0373738	0.7125520	0.0471492	0.7181402
1000	0.0755227	0.3672256	0.7367705	0.6343615	0.1208203	0.4223520	0.0179826	0.5238439	0.0439757	0.6297048

0	0.0707138	0.4599622	0.6446257	0.6021295	0.1131689	0.3508399	0.0198263	0.6330697	0.0709726	0.6979264
50	0.1176453	0.4815032	0.7301841	0.7374283	0.1825712	0.3891063	0.0111024	0.5623729	0.0755668	0.5155975
100	0.1568819	0.4991463	0.6449924	0.7330339	0.1470755	0.3295999	0.0069359	0.6542408	0.1079646	0.3781715
150	0.2196491	0.4995973	0.7673635	0.6737469	0.1920474	0.4309141	0.0033153	0.6357425	0.0891589	0.3454739
200	0.3577214	0.5034100	0.6492186	0.7170397	0.2334591	0.5082937	0.0003317	0.6417354	0.0998181	0.2420167
250	0.3805329	0.4283622	0.7239314	0.7651402	0.2063755	0.6281397	0.0024191	0.5730650	0.1373142	0.2563194
300	0.3919109	0.4615521	0.6184055	0.6586385	0.3425915	0.6559081	0.0025034	0.5863239	0.2146912	0.2578757
350	0.5412992	0.3910067	0.7037361	0.6713811	0.3902141	0.6639772	0.0007105	0.5052589	0.2275051	0.3200215
400	0.4606321	0.3059155	0.7043990	0.6786236	0.3553409	0.7274813	0.0038685	0.5294730	0.2262873	0.2368220
450	0.5249690	0.4287477	0.5939770	0.7336999	0.3180972	0.6318390	0.0057731	0.6853464	0.2581584	0.2278714
500	0.3981695	0.3959690	0.6681102	0.6460329	0.4233858	0.5098865	0.0080768	0.5382748	0.2380815	0.3546138
550	0.4522254	0.3399865	0.6936718	0.8348682	0.3044770	0.5481897	0.0033324	0.4446510	0.3051877	0.4308122
600	0.3229389	0.3575091	0.6807063	0.7451477	0.2505054	0.4431896	0.0246480	0.4707922	0.1881041	0.6931367
650	0.2888351	0.4203949	0.8220708	0.7252963	0.2288072	0.3812935	0.0216009	0.5450215	0.1858584	0.6302119
700	0.1676549	0.3346748	0.6384319	0.6212762	0.2742970	0.3753845	0.0098016	0.6266416	0.0931612	0.6004609
750	0.1005140	0.3701815	0.5463967	0.6526278	0.2047852	0.5043873	0.0097680	0.6516290	0.1000725	0.6414526
800	0.1474607	0.4791442	0.6208045	0.7555337	0.2483813	0.4937453	0.0383638	0.7078559	0.0679474	0.7540901
850	0.0888961	0.4048921	0.6878943	0.5958668	0.2068871	0.3188160	0.0196972	0.7031674	0.1300892	0.7840880
900	0.0933940	0.5208270	0.6047336	0.6255137	0.2029012	0.3175263	0.0141579	0.7378045	0.1075463	0.8130904
950	0.0908295	0.3450348	0.8374294	0.6300885	0.1991448	0.3844676	0.0153457	0.7187656	0.0620952	0.7228366
1000	0.0964022	0.4795156	0.7254310	0.5593200	0.1788436	0.3430049	0.0042664	0.7363948	0.1086164	0.7491219

0	0.1411489	0.5163785	0.7041992	0.6348171	0.1155393	0.4393919	0.0629318	0.6434579	0.0603717	0.7279364
50	0.1010567	0.4010187	0.6919125	0.7398715	0.1874140	0.2976444	0.0230254	0.6128482	0.1888430	0.5219366
100	0.1006605	0.4874124	0.7469309	0.7126179	0.2415592	0.3359809	0.0358799	0.7017926	0.1957130	0.5443407
150	0.1245781	0.4654081	0.7572412	0.7112592	0.1614153	0.2683549	0.0287923	0.7467381	0.3713404	0.4074794
200	0.1714560	0.4870405	0.7451793	0.6148219	0.1261707	0.3293075	0.0166679	0.5681420	0.4245320	0.4129292
250	0.2413963	0.4742600	0.6237031	0.6273306	0.1607850	0.4384367	0.0231244	0.7382479	0.3851341	0.3902267
300	0.2590280	0.3337883	0.7020597	0.8543846	0.1853402	0.2502871	0.0263611	0.5876128	0.3240756	0.3900901
350	0.2751588	0.3609199	0.7435243	0.5558347	0.1464115	0.2963464	0.0161960	0.5554527	0.4106924	0.3768549
400	0.3550603	0.3478303	0.7267534	0.6578632	0.1598713	0.3454670	0.0148544	0.6814383	0.2913235	0.3842325
450	0.2847004	0.4733496	0.7429308	0.6389929	0.1260951	0.2928406	0.0273733	0.6517205	0.3678214	0.4656269
500	0.2697144	0.4774521	0.6796871	0.6805732	0.1513552	0.3342106	0.0126171	0.5780573	0.3737066	0.3966311
550	0.2801274	0.3838264	0.6992495	0.6572255	0.1902426	0.3336756	0.0048988	0.7549120	0.2534334	0.4991093
600	0.2619029	0.4084335	0.7915440	0.7398032	0.2083591	0.3458828	0.0464703	0.7094915	0.1726368	0.7312670
650	0.2558963	0.4525879	0.6943393	0.7401193	0.2207477	0.3975418	0.0106567	0.7703369	0.1100051	0.8262590
700	0.1661789	0.5443824	0.6974294	0.8414680	0.2422773	0.3390673	0.0626059	0.5328686	0.1785109	0.7659785
750	0.1334149	0.4424159	0.7231257	0.7676474	0.1894722	0.3345196	0.0214409	0.7237094	0.1078967	0.7398160
800	0.0917785	0.4214378	0.6696240	0.6746641	0.1629378	0.2759648	0.0158064	0.6603150	0.0609671	0.7020700
850	0.0699760	0.4455821	0.6719385	0.7926838	0.1347300	0.4128645	0.0054355	0.7123374	0.0906765	0.7836590
900	0.0662850	0.4229203	0.6866407	0.7117002	0.1351984	0.4081236	0.0235236	0.7469141	0.0775635	0.6604438
950	0.0864907	0.4118168	0.5960660	0.6883825	0.1517019	0.4319062	0.0130666	0.8171630	0.1116670	0.7477502
1000	0.0634958	0.3972002	0.7629569	0.6039638	0.1953049	0.4760589	0.0261006	0.7022210	0.0993745	0.9250482

0	0.1150366	0.4549467	0.7045436	0.5560105	0.1250242	0.4087064	0.0303995	0.6301944	0.0692691	0.6790586
50	0.0882190	0.5006782	0.3695621	0.7236333	0.1087990	0.3397508	0.0057694	0.5685936	0.0446645	0.5483986
100	0.0648718	0.4644364	0.1814512	0.5510020	0.2220613	0.4655768	0.0156112	0.5308159	0.0586325	0.5177025
150	0.0375598	0.6202283	0.0834028	0.7390978	0.1696073	0.4740331	0.0313124	0.5735139	0.0674968	0.5190949
200	0.0355521	0.6368407	0.0386490	0.5713478	0.1870702	0.4622608	0.0115956	0.4826463	0.0922400	0.3341813
250	0.0998346	0.6972746	0.0274544	0.7835474	0.1784144	0.2976381	0.0190956	0.5105728	0.1400347	0.3821727
300	0.0866044	0.6870657	0.0362833	0.7626552	0.1888458	0.2741007	0.0360221	0.5808296	0.1004277	0.4125822
350	0.0425117	0.5770014	0.0497404	0.6749539	0.1475014	0.1895732	0.0847638	0.5032549	0.1467566	0.4465200
400	0.0917159	0.5679396	0.0405758	0.7777894	0.1263931	0.1531718	0.0383942	0.5482240	0.0836440	0.4415100
450	0.1806981	0.5685399	0.0192171	0.6983526	0.1401337	0.2730831	0.0353570	0.5361561	0.0789073	0.3521254
500	0.1691489	0.6320012	0.0431750	0.6759397	0.0978214	0.3134782	0.0150680	0.4630707	0.0876941	0.4117339
550	0.2038855	0.4466721	0.3315015	0.7501827	0.1823029	0.4331999	0.0335056	0.6145359	0.0599574	0.5272495
600	0.1330374	0.4298895	0.6392307	0.6310885	0.2087641	0.3139715	0.0148559	0.5461517	0.0610501	0.6904310
650	0.1954387	0.4381782	0.6626319	0.5570643	0.2533074	0.3300232	0.0485213	0.6350471	0.0988079	0.6552258
700	0.1258401	0.4568892	0.6549769	0.7584300	0.1441661	0.4507471	0.0456642	0.7791027	0.0627357	0.6632626
750	0.1070341	0.4398311	0.7514602	0.6686554	0.1134687	0.2753061	0.0443213	0.5803255	0.0588259	0.8046471
800	0.1052984	0.4176923	0.6890651	0.6760014	0.1552804	0.2693754	0.0403100	0.6146047	0.0638728	0.7910158
850	0.0703247	0.3967653	0.5561763	0.5466850	0.1545668	0.3286120	0.0114562	0.6040310	0.0635903	0.7371004
900	0.0950960	0.4552556	0.6645699	0.6379755	0.1138671	0.2989651	0.0282008	0.5989777	0.0737727	0.8953656
950	0.0982776	0.5732265	0.6547892	0.6596895	0.1707880	0.3732264	0.0117546	0.6137748	0.0648725	0.7718611
1000	0.0441400	0.3986439	0.6339753	0.5935485	0.1345586	0.4934293	0.0124901	0.5655590	0.0547408	0.6320387
