"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
200	0.0193562	0.6972926	1.0242834	0.7331671	0.7975459	0.5696032	0.0117742	0.9566969	0.0949212	0.9536631
250	0.0195393	0.6814857	1.0230147	0.7409789	0.7937216	0.6511721	0.0126752	0.9592169	0.1203368	0.7792334
300	0.0099970	0.6708903	1.0633303	0.7428543	0.8683257	0.7448016	0.0189414	0.9826349	0.0974654	0.7689480
350	0.0047343	0.7633398	1.0544175	0.7482199	0.7633460	0.6038927	0.0213975	1.0194925	0.1482843	0.7986287
400	0.0024550	0.6712445	1.1570465	0.8187017	0.7633894	0.6149804	0.0284002	0.9882919	0.1605200	0.7649685
450	0.0047833	0.6950331	1.0428025	0.7766228	0.7204436	0.5657787	0.0062493	1.0132505	0.1482746	0.7702363
500	0.0018827	0.7623236	1.0101001	0.8179706	0.8149100	0.6111404	0.0305198	0.9960900	0.1607037	0.8494067
550	0.0622435	0.7231890	1.0025791	0.8044353	0.6210796	0.6200036	0.0275386	0.9726022	0.1762885	0.9110936
600	0.1040052	0.7405421	0.9804843	0.8800182	0.3744092	0.6506970	0.0191342	1.0260787	0.1325258	0.8881245
650	0.1294841	0.6910512	1.0015635	0.9161140	0.3351722	0.6367613	0.0321603	1.0621222	0.1305925	0.9554244
700	0.1515042	0.5982641	1.1025947	0.9726305	0.3073562	0.4782439	0.0289515	1.0170321	0.1261848	0.9715552
750	0.1505425	0.5413734	1.0074045	0.9651279	0.2326866	0.5094444	0.0398719	1.0967032	0.0996483	0.9717952
800	0.1354387	0.6481763	0.9120516	0.9771367	0.2279390	0.4606203	0.0335064	0.9708799	0.1127009	1.0188878
850	0.1646879	0.5678577	0.8523486	1.0575051	0.2102374	0.5308251	0.0134649	0.9622561	0.0920654	1.0339852
900	0.1220904	0.7071637	0.8648327	0.9724070	0.2506729	0.5513512	0.0106162	0.9298036	0.0685207	0.9709778
950	0.0983368	0.6443313	0.9982736	1.0409831	0.2147825	0.6022066	0.0224976	1.0157718	0.0998214	0.9000031
1000	0.1297691	0.7381688	0.9249353	0.9732325	0.2664800	0.5560492	0.0263134	1.0065362	0.1231128	0.9787825

0	0.1633596	0.6442529	0.9496445	0.9302137	0.2195179	0.5887013	0.0524820	0.8971631	0.0878078	1.0190250
50	0.1464838	0.7570489	1.0039272	0.7753998	0.2479932	0.4677110	0.0267059	1.0029488	0.1435983	1.0034739
100	0.1433249	0.6790136	1.0479759	0.6221220	0.2375873	0.4387447	0.0276410	0.9642388	0.1474884	1.0707934
150	0.1051060	0.6389280	1.0065713	0.5725126	0.2491747	0.4694913	0.0180652	0.9910143	0.1844058	1.0309758
200	0.0850755	0.7024881	1.0190433	0.6216837	0.2434502	0.5491116	0.0153905	1.1551877	0.1432789	1.0011360
250	0.0711336	0.6725185	0.9775876	0.5519925	0.2727542	0.5208641	0.0293449	1.0015085	0.1880084	0.9334627
300	0.0637566	0.7966376	0.9600336	0.5249383	0.2345412	0.5602842	0.0389029	0.9537897	0.1884753	0.9205410
350	0.1047449	0.6228350	0.9517313	0.4772734	0.2610966	0.4767472	0.0327648	0.9050540	0.2221013	0.9315544
400	0.1011503	0.6932077	1.0151397	0.4798979	0.2301054	0.5466265	0.0272975	1.0818399	0.1628743	1.0285387
450	0.0804893	0.7142922	0.9275749	0.5115846	0.1970254	0.4916317	0.0310921	1.0088345	0.1201684	1.0547518
500	0.0804378	0.6431416	1.0063561	0.4732188	0.2092453	0.5559173	0.0220459	0.8829758	0.1302912	0.9340601
550	0.1127738	0.7213606	0.9653373	0.7350571	0.2768787	0.5327336	0.0295951	0.9377147	0.1190865	0.9276116
600	0.1352396	0.6694553	1.0248505	0.8453165	0.2570214	0.5107279	0.0063623	0.9357445	0.0905585	1.0153988
650	0.1622962	0.6309077	1.0391883	1.0404256	0.2410483	0.6832523	0.0352808	0.8675623	0.0860334	1.0891874
700	0.1159803	0.6606701	0.9777895	1.0527807	0.3427882	0.6420101	0.0153479	0.8633063	0.1195914	1.0335272
750	0.1515177	0.6788911	1.0811035	1.0508240	0.3654739	0.5439440	0.0421798	0.9044513	0.1272815	1.0937634
800	0.1295487	0.6411314	1.0221199	1.0067429	0.3316788	0.4812561	0.0491920	0.8924555	0.1328964	1.0143352
850	0.1482381	0.6559791	1.0273733	0.9793823	0.2643735	0.5321085	0.0125745	0.9972439	0.0919785	1.0547621
900	0.1250788	0.6369276	0.9266873	0.9945444	0.2667339	0.6523535	0.0109656	1.0519261	0.1021476	0.9468872
950	0.1660868	0.6734097	1.0389897	1.0235644	0.2510985	0.5748883	0.0231392	1.0042812	0.1069175	1.0747124
1000	0.1342044	0.6915375	1.0499214	0.9435832	0.2508885	0.5237092	0.0224903	0.9849410	0.1239876	1.1304061

0	0.1633596	0.6442529	0.9496445	0.9302137	0.2195179	0.5887013	0.0524820	0.8971631	0.0878078	1.0190250
50	0.1022984	0.4994120	0.5751210	1.0358779	0.1952199	0.3253409	0.0299319	0.8699939	0.0780662	1.0622958
100	0.1052420	0.6571002	0.2795790	1.0023511	0.1581917	0.2449001	0.0234841	0.8943741	0.0718788	0.9868526
150	0.1126335	0.6762130	0.1848047	0.9180251	0.1419672	0.2071488	0.0364212	0.9313050	0.0706943	0.9245009
200	0.1144550	0.7164334	0.1719564	0.9863131	0.0705734	0.2025400	0.0467365	0.8841824	0.0447042	1.0548380
250	0.1352705	0.7073387	0.1353186	0.9843383	0.0891423	0.1211037	0.0684935	0.9766443	0.0517929	0.9767739
300	0.1472887	0.6155864	0.1296839	1.0638779	0.0700833	0.0772130	0.0702157	0.9747501	0.0582334	1.0194759
350	0.1388461	0.6209454	0.1552374	1.0604852	0.0301248	0.0918122	0.0379724	0.9657340	0.0534650	1.0202391
400	0.1368267	0.6455678	0.1525831	1.0113698	0.0296898	0.1180047	0.0377776	0.9699276	0.0383824	1.0037732
450	0.1511094	0.6089050	0.1587709	0.9299494	0.0310793	0.1261331	0.0461614	0.9247738	0.0314177	0.8949470
500	0.1589053	0.6162887	0.1719340	1.0398548	0.0370320	0.1931520	0.0274516	0.8841476	0.0330792	0.9513542
550	0.1767894	0.6689242	0.5773216	1.0263838	0.0950568	0.2848324	0.0454993	0.9584598	0.0507016	0.9466162
600	0.1677983	0.5830986	0.8141078	1.0170275	0.0743252	0.3841158	0.0354757	0.9278576	0.0547281	1.0055280
650	0.1279399	0.6788467	0.9910395	1.0116308	0.1576844	0.4021271	0.0182731	0.9726971	0.0502366	0.9802293
700	0.1234776	0.6063826	1.0801458	1.0674875	0.2212653	0.4389865	0.0342751	0.9308504	0.0381947	0.9287356
750	0.1210009	0.6425751	0.9344092	0.9893158	0.2085639	0.5351202	0.0300340	0.9068387	0.0309135	0.9867658
800	0.1252652	0.6395153	1.0413956	0.9243633	0.2464142	0.5308290	0.0423546	0.9359799	0.0815829	1.0239372
850	0.1370705	0.6679762	1.1072652	0.9396071	0.2187058	0.4506769	0.0390953	0.9356774	0.0809972	0.9446876
900	0.1539757	0.6569648	1.1177064	0.9505155	0.1659889	0.4304353	0.0472567	0.9813569	0.0737284	0.9943924
950	0.1262263	0.6376746	0.9848390	0.8954467	0.1849885	0.4826886	0.0418547	0.8654265	0.0801154	1.0198302
1000	0.1074705	0.6539148	1.1297834	1.0427166	0.2162615	0.5057660	0.0408564	0.9411323	0.1105521	1.0459054

0	0.1633596	0.6442529	0.9496445	0.9302137	0.2195179	0.5887013	0.0524820	0.8971631	0.0878078	1.0190250
50	0.1581315	0.6651596	1.0758999	1.0030854	0.2648482	0.5104951	0.0314021	0.7627786	0.1053530	0.9762690
100	0.1386573	0.5454132	0.9963683	1.0001269	0.2491782	0.4805658	0.0467229	0.5267216	0.1151974	1.0411772
150	0.1273011	0.3751058	1.0148163	1.0227552	0.2480292	0.3906464	0.1169818	0.4061492	0.0724487	1.0388401
200	0.1217182	0.3227479	0.9538395	1.0042931	0.2610570	0.2230363	0.1007932	0.4488440	0.0829523	1.0071548
250	0.1690538	0.3702476	1.0549883	0.9007935	0.1693097	0.3014075	0.1262662	0.3934789	0.0699188	1.0229585
300	0.1377639	0.3272279	0.9882112	1.0062458	0.1083094	0.2293829	0.1703262	0.4181656	0.0740076	1.0986710
350	0.1469223	0.3068046	0.9472435	0.9806056	0.0965665	0.1500843	0.1461080	0.4246246	0.0363135	1.0441277
400	0.1455132	0.3506237	1.0470133	0.9737016	0.0618340	0.1948692	0.1191225	0.4985734	0.0336902	0.9834901
450	0.1445231	0.4654206	1.0174690	0.9576158	0.0467102	0.2078242	0.1050241	0.4818113	0.0311770	1.0378408
500	0.1453823	0.3977990	0.9639108	0.9597979	0.0734874	0.2537734	0.1100069	0.3756112	0.0309615	1.0163245
550	0.0966230	0.3802657	1.0565054	0.9790208	0.0824815	0.2574242	0.1139129	0.7081698	0.0462953	1.0255145
600	0.1049977	0.5638770	0.9196910	1.0625289	0.0697424	0.2877227	0.0753634	0.8603660	0.0461806	1.0398598
650	0.1086700	0.5990751	0.9537691	1.0136109	0.1484147	0.3525493	0.0370248	0.8224554	0.0326438	1.0212141
700	0.1199054	0.6087083	0.9722826	0.9699071	0.1094137	0.4348237	0.0539965	0.8907663	0.0459735	0.9433082
750	0.1421420	0.6066724	0.9524635	0.9987254	0.1660653	0.5463615	0.0609396	0.8959947	0.0533507	1.0522788
800	0.1225175	0.5764128	0.9927856	0.9385734	0.2120766	0.4014871	0.0376599	0.9223723	0.0775780	0.9401055
850	0.1437513	0.6607746	1.0424239	0.9440352	0.2259571	0.3966242	0.0433771	0.8957967	0.0661784	0.9536119
900	0.1369979	0.6598678	0.9792453	1.0147047	0.1892643	0.4334470	0.0399191	0.9764749	0.0995171	0.9848345
950	0.1475752	0.7407465	0.8535282	0.9810213	0.2028024	0.4561574	0.0284196	0.8739434	0.0966631	1.0057540
1000	0.1619102	0.5921512	0.9522212	0.9728030	0.1982457	0.4585027	0.0466948	0.9621867	0.0812989	0.9843186

0	0.1633596	0.6442529	0.9496445	0.9302137	0.2195179	0.5887013	0.0524820	0.8971631	0.0878078	1.0190250
50	0.1495279	0.6181253	0.6859781	0.9363694	0.2121944	0.3962262	0.0214862	0.5624655	0.1058649	0.8839483
100	0.1145020	0.4124363	0.4174132	0.9803889	0.1719745	0.4741223	0.1005851	0.2085330	0.1126378	1.0118128
150	0.0852366	0.1683496	0.2714543	0.9684936	0.1768618	0.3090375	0.2605126	0.0621098	0.0826142	1.0545041
200	0.0649051	0.0965374	0.2075942	0.8067330	0.1661122	0.1831586	0.5094414	0.0184679	0.0632619	1.0245580
250	0.0718923	0.0902038	0.0514405	0.4555061	0.0983725	0.1287990	0.5799252	0.0029642	0.0583503	0.9404882
300	0.0752434	0.1291491	0.0280526	0.2638274	0.0573433	0.1234632	0.5847025	0.0038566	0.0500816	1.0223684
350	0.0774197	0.0969624	0.0083743	0.1790286	0.0356802	0.1321124	0.6282025	0.0131396	0.0579965	0.9741643
400	0.0800089	0.0878447	0.0202818	0.1805178	0.0384787	0.1091051	0.5675112	0.0071430	0.0547970	1.0403784
450	0.0775288	0.0787875	0.0425382	0.1854101	0.0451527	0.1353001	0.6106312	0.0063108	0.0685233	0.9919066
500	0.0609948	0.1058229	0.0145435	0.1589013	0.0365241	0.1545399	0.6756938	0.0088420	0.0711763	0.9951842
550	0.0730283	0.1696005	0.0463796	0.1172571	0.0591806	0.1651629	0.7108244	0.3579069	0.0503470	0.9663079
600	0.1014896	0.3695296	0.1126359	0.2044900	0.0477334	0.1792427	0.2929092	0.7052922	0.0601604	0.9517946
650	0.1472673	0.5594680	0.4229695	0.5326865	0.0239633	0.1890448	0.0968086	0.9980217	0.0566203	0.9355037
700	0.1617980	0.5148166	0.9223779	0.7889696	0.0613522	0.2639981	0.0470515	1.0964853	0.0598588	0.9322547
750	0.1588467	0.6689919	0.8812267	0.9450434	0.0386717	0.3471859	0.0445804	0.9676802	0.0502294	1.0702817
800	0.1950617	0.5779427	1.0385428	1.0209407	0.1022755	0.4489858	0.0193425	0.8779739	0.0347099	1.0592431
850	0.1617747	0.5747496	1.0070938	0.9486344	0.1937995	0.4095191	0.0422896	0.8710934	0.0506612	0.9528594
900	0.1498378	0.6634314	0.9912724	1.0117561	0.1875188	0.5047397	0.0393653	0.9518807	0.0783629	0.9866034
950	0.1598052	0.6890589	0.9901916	1.0619717	0.2690339	0.5866012	0.0411782	0.9089377	0.0578475	0.9283305
1000	0.1528850	0.5682435	0.9824960	1.1077273	0.2490214	0.6189371	0.0238185	0.8615089	0.0766684	0.9652162

0	0.1633596	0.6442529	0.9496445	0.9302137	0.2195179	0.5887013	0.0524820	0.8971631	0.0878078	1.0190250
50	0.1176979	0.6949158	1.0344981	0.9884927	0.3008047	0.4795708	0.0181022	0.8905569	0.1138892	0.7252913
100	0.2204325	0.6930723	0.9590958	1.0579704	0.2294098	0.5589591	0.0138518	1.0585663	0.1099070	0.5228416
150	0.3081274	0.6471041	0.9861479	0.9882520	0.2666426	0.6102506	0.0041459	0.9883270	0.1270295	0.4992883
200	0.5064052	0.7046348	1.0306866	1.0263957	0.3239783	0.7655483	0.0006794	0.9479053	0.1463335	0.3889436
250	0.6040739	0.6684858	1.0093008	0.9902220	0.3575334	0.9384083	0.0049582	0.8996940	0.2369580	0.3763459
300	0.6475395	0.5913422	0.9594255	0.9378094	0.4820958	0.9298573	0.0026139	0.7990592	0.3004715	0.3707152
350	0.7077633	0.5783125	0.9846321	0.9631149	0.4770922	0.9343057	0.0026940	0.7915101	0.3879904	0.3957097
400	0.6821139	0.5487278	0.9523067	1.0347962	0.4957985	0.9714542	0.0043000	0.8619007	0.3744815	0.3855157
450	0.7331628	0.5941617	0.9767377	1.0969319	0.5124167	1.0054017	0.0083773	0.8264320	0.3759056	0.3678897
500	0.6709525	0.5521387	1.0023453	1.0182201	0.5249912	0.8109610	0.0091856	0.7451664	0.3807694	0.4738211
550	0.6509061	0.5175545	0.9869577	1.0878657	0.4352783	0.7890360	0.0153031	0.7063566	0.3996526	0.6503288
600	0.5257501	0.5570021	0.9891681	1.0493206	0.4864241	0.6350237	0.0351320	0.8352066	0.3174485	0.9339408
650	0.3539302	0.6918981	1.0202405	1.0497356	0.3643416	0.5984519	0.0350342	0.8371652	0.2745003	1.0031100
700	0.2604314	0.5616860	0.8533647	0.9433061	0.3152293	0.5310078	0.0298367	0.8612052	0.1785324	1.0376032
750	0.2230783	0.6401026	0.9043074	0.9324431	0.2882539	0.6658630	0.0128834	0.9333786	0.1239523	1.0545042
800	0.1456136	0.7089069	1.0132900	0.9137773	0.3293151	0.7105091	0.0521517	0.9552126	0.1338616	1.0510232
850	0.1247150	0.5850337	0.9493205	0.9230029	0.3447743	0.5631407	0.0333461	0.9882029	0.1717674	1.0647971
900	0.1334894	0.6133922	0.9500976	0.9559634	0.2887562	0.4688346	0.0251808	0.9599197	0.1559554	1.1144160
950	0.1068885	0.6324838	0.9897974	0.9392734	0.2552513	0.5556432	0.0194292	0.9768514	0.1034466	1.0167352
1000	0.1014454	0.6159996	1.0751242	0.9169791	0.2677157	0.5016585	0.0114149	0.9815953	0.1185788	1.0216284

0	0.1633596	0.6442529	0.9496445	0.9302137	0.2195179	0.5887013	0.0524820	0.8971631	0.0878078	1.0190250
50	0.1531371	0.5259374	0.9996145	1.0310167	0.2238877	0.4568979	0.0344940	0.8623643	0.2039567	0.8220874
100	0.1643139	0.6350977	1.0343941	1.1045125	0.2185946	0.4668805	0.0447629	0.9468581	0.3315737	0.7515921
150	0.1886415	0.6896473	1.0647500	1.0191664	0.2400512	0.3697938	0.0361201	0.9829598	0.4518911	0.5942277
200	0.2449991	0.7189442	1.0320917	0.9819928	0.1876404	0.4305325	0.0183460	1.0080542	0.4859608	0.5848822
250	0.3570704	0.6767374	0.8578716	0.9648457	0.2035899	0.5873650	0.0448370	1.0499817	0.4770674	0.6082058
300	0.3951125	0.6107847	1.0048866	1.0048830	0.2321970	0.4092680	0.0303150	0.8906511	0.5303950	0.6549663
350	0.4020660	0.5654358	1.0293214	0.8727033	0.2020389	0.4537319	0.0254194	0.8581362	0.5276391	0.5496013
400	0.4999997	0.6005842	1.0355996	0.9968672	0.2484573	0.5148786	0.0343692	0.9056629	0.4549106	0.5758131
450	0.5127508	0.6480304	1.0321045	1.0037430	0.2418907	0.5016171	0.0189912	0.9292943	0.5725409	0.5984965
500	0.4603469	0.6732634	1.0378035	1.0430005	0.2526091	0.4895008	0.0174719	0.8925357	0.5603132	0.6244312
550	0.4618148	0.6671766	1.0513251	1.0580051	0.2687272	0.5801170	0.0096870	0.9491276	0.4082174	0.8346858
600	0.3615859	0.6505109	1.0563306	1.1243074	0.3212841	0.5532169	0.0291054	0.9060923	0.2518585	0.9647935
650	0.2545165	0.6228766	1.0329666	1.0998278	0.2887642	0.5972619	0.0217262	0.9204168	0.1473050	0.9742489
700	0.2084502	0.6840555	1.0458522	1.0712786	0.3044641	0.4965311	0.0510759	0.8488509	0.1403010	0.9739878
750	0.1785168	0.5775018	1.0628090	1.0252449	0.2971961	0.5285812	0.0335937	0.9113007	0.1315665	1.0494152
800	0.1386955	0.5783842	0.9927521	0.9846463	0.2527407	0.5000352	0.0489850	1.0313235	0.0983005	1.0364749
850	0.1516582	0.6432266	0.9670320	1.0029777	0.2274624	0.5343088	0.0166240	0.9270362	0.1160852	1.0475853
900	0.1433214	0.7202243	1.0453065	0.9904836	0.2194454	0.4968904	0.0119500	1.0432904	0.1527851	1.0025103
950	0.1248993	0.6365336	1.0225148	0.9868525	0.2386755	0.6243841	0.0204404	1.0674131	0.1279968	1.0024900
1000	0.1278001	0.5934542	1.0633651	0.9575448	0.3238961	0.7448176	0.0364844	0.9811143	0.1525533	1.1069872

0	0.1633596	0.6442529	0.9496445	0.9302137	0.2195179	0.5887013	0.0524820	0.8971631	0.0878078	1.0190250
50	0.1276598	0.7568931	0.5497023	0.9525603	0.1946539	0.5878300	0.0194306	0.8333588	0.0682681	0.7978989
100	0.0941311	0.8769249	0.2099760	0.9326870	0.2867878	0.6227425	0.0256038	0.7546939	0.0835971	0.6531002
150	0.0791277	0.8573269	0.0963198	0.9876084	0.3020601	0.6563063	0.0270545	0.7615076	0.1265691	0.6415888
200	0.0784513	0.8614692	0.0536815	0.9653722	0.2887697	0.5799022	0.0331331	0.8127238	0.1677302	0.5372737
250	0.1058233	0.9516717	0.0525112	1.1265950	0.2742816	0.5608489	0.0415263	0.7377905	0.1669768	0.5800109
300	0.1164699	0.9005646	0.0682944	1.0784328	0.2735181	0.3862845	0.0819934	0.7496394	0.1523028	0.5911946
350	0.0945148	0.8734265	0.0679148	1.0043855	0.2331153	0.3424690	0.0648179	0.7463958	0.1513488	0.5554919
400	0.1311133	0.8903951	0.0445364	1.0778264	0.1777164	0.3311891	0.0479649	0.7779307	0.1238310	0.4955156
450	0.1769001	0.8214367	0.0375808	1.0149306	0.1528978	0.3451029	0.0345904	0.7416461	0.1208201	0.5018050
500	0.1927360	0.8924042	0.0559651	0.9525597	0.1579856	0.4738728	0.0205270	0.6795100	0.0899291	0.5364145
550	0.2101683	0.6855810	0.4833944	1.0237719	0.2658925	0.5591182	0.0341117	0.8465124	0.0787180	0.6827962
600	0.2575223	0.6034162	0.8873126	1.0374238	0.2408171	0.4879861	0.0184498	0.9090253	0.1008913	0.8926856
650	0.2524996	0.6221530	0.9303138	0.9948401	0.3077472	0.5534637	0.0359961	0.9047117	0.1107708	1.0156122
700	0.1719146	0.6588191	0.9093428	0.9922165	0.2352615	0.5907947	0.0485102	0.9391844	0.0982124	1.0426055
750	0.1779922	0.6431461	1.0957060	0.9129218	0.2050554	0.4044492	0.0529207	0.9181498	0.0879172	1.1226199
800	0.1262516	0.6660197	1.0129095	0.9936404	0.2006245	0.4250887	0.0353681	0.9011824	0.0961704	1.0696132
850	0.1375126	0.5755951	0.9153740	0.9373851	0.2203163	0.4484915	0.0266596	0.9028369	0.0808546	1.0744798
900	0.1306177	0.7300699	1.0499656	0.9505373	0.1787964	0.4703390	0.0426510	0.9244630	0.0938314	1.1164082
950	0.1150330	0.6803126	0.9795010	0.9647271	0.2022728	0.5456543	0.0170824	0.8677267	0.0893853	1.0446744
1000	0.0907060	0.5855808	0.9859150	0.9968719	0.2862223	0.6396923	0.0167545	0.8373329	0.1056040	0.9179904
