"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
50	0.6696990	0.9686652	0.4636451	0.0821406	0.1224281	0.1040366	1.0847654	0.8385390	0.0618043	0.9804559
100	0.6971121	0.8575712	0.3502345	0.0782399	0.2000080	0.0502163	1.0000486	0.6394258	0.0945660	0.9460595
150	0.7911371	0.9284956	0.4809081	0.0730541	0.2911926	0.0460681	0.9478657	0.4861419	0.1048475	1.0269130
200	0.7845686	1.0685407	0.3779358	0.0959286	0.4265930	0.0500384	0.8722116	0.3732507	0.1012043	1.0731322
250	0.7030474	0.9659069	0.2887489	0.1257512	0.4366668	0.0775082	0.9032827	0.3646918	0.1267171	1.0821048
300	0.6725369	1.0174220	0.2889333	0.1423788	0.4592617	0.0991868	0.8056761	0.3133207	0.0754905	0.9940451
350	0.6965795	0.9584052	0.3380610	0.2120889	0.4500225	0.0633403	0.8823990	0.2669862	0.1321572	0.9608229
400	0.7680481	1.0124425	0.3260563	0.2283767	0.4454509	0.0771805	0.8310821	0.2754601	0.0891048	1.0112238
450	0.7978529	0.9743318	0.3481762	0.2229380	0.4307154	0.0809442	0.8472907	0.2443400	0.0924758	1.0970679
500	0.7429998	0.9238177	0.2380779	0.1862037	0.3422708	0.1021634	0.9101193	0.2371196	0.0982261	0.9757015
550	0.8005579	1.0384878	0.7543769	0.1669582	0.3826826	0.1537850	0.8891207	0.4294586	0.0932323	0.9463752
600	0.7607205	1.0737600	0.8900725	0.1671875	0.3107307	0.2255020	1.0257647	0.6348998	0.1105880	0.9990622
650	0.8551413	1.0880297	0.9072740	0.1312160	0.2189821	0.1774554	0.9654572	0.8092221	0.1080072	1.0182927
700	0.8674785	1.0788922	0.9581238	0.1065319	0.2123583	0.1780335	0.9991480	0.8964735	0.1168817	0.9155887
750	0.8199855	1.0269126	0.9855386	0.0833641	0.1996344	0.1651254	0.9647358	0.9476820	0.0860573	0.9237668
800	0.6796655	1.0738302	0.9746999	0.0931748	0.1470320	0.2095322	1.0926567	0.9945077	0.0987370	1.0403576
850	0.6987965	1.0468252	1.0200817	0.0786628	0.1330080	0.1843517	0.9737561	0.9543418	0.1180808	1.0711816
900	0.7274183	1.0537466	0.9965803	0.0392207	0.1322841	0.2018097	0.9342476	0.9285449	0.0955270	1.0916533
950	0.7452632	1.1224304	1.0744717	0.0711347	0.1035251	0.2086777	0.9263437	0.9080081	0.1082213	1.0881752
1000	0.7460665	1.0035700	0.9516114	0.0510060	0.0956753	0.2573692	0.9066560	1.0241843	0.0920929	1.0741050

0	0.8190338	1.0741596	1.0152795	0.1013421	0.1580392	0.2340134	1.0185242	1.0853098	0.0908801	1.0718575
50	0.7039065	0.6124010	0.9914238	0.1119171	0.1576582	0.1662947	1.0440654	1.0868753	0.1149497	1.0486392
100	0.5533898	0.4334820	0.9510818	0.0852765	0.2090859	0.1235655	0.9161261	1.0593674	0.0499103	0.9661414
150	0.4318637	0.3319189	0.8955179	0.0712832	0.2429818	0.0866974	1.0173781	0.9925739	0.0367603	0.8469650
200	0.3126940	0.3936158	0.9258957	0.1088485	0.2970130	0.0947045	1.1030605	1.0021418	0.0799220	0.8411106
250	0.3063811	0.3152602	0.9156722	0.1202004	0.2982032	0.0747097	1.1062131	1.0130674	0.0726997	0.8747613
300	0.2435200	0.3309600	1.0262352	0.0842812	0.2969783	0.0857596	1.0257776	1.0465111	0.0505153	0.8813519
350	0.2409319	0.3776977	0.8907028	0.1016223	0.3357136	0.0620127	1.0448322	0.9772454	0.0433056	0.8838138
400	0.2167578	0.3294953	0.9163954	0.1325437	0.3819633	0.0702489	0.9767440	0.9717858	0.0834310	0.9064787
450	0.2344420	0.3478129	0.9050930	0.1261969	0.4444256	0.0827340	0.9776553	0.8537888	0.0534077	0.8494650
500	0.2546259	0.3600123	0.9209468	0.1383205	0.4324022	0.0875889	0.9353285	0.9309255	0.0735549	0.8859192
550	0.3389667	0.7704003	0.9932621	0.1387230	0.3854847	0.1363211	0.9148883	0.9326207	0.0784352	1.0066319
600	0.4718966	0.8739218	0.9947047	0.1890520	0.3319043	0.2135705	0.9043530	0.9728810	0.1112475	1.0330860
650	0.5696760	0.8425789	0.9623699	0.1507762	0.2599899	0.2590301	0.8936371	0.9912236	0.0778879	1.0187781
700	0.6033839	0.9690894	1.0187181	0.1027007	0.2198839	0.3003007	0.9299702	1.0803359	0.1191034	0.9792125
750	0.6600789	1.0412178	0.9209356	0.0935795	0.1915958	0.2798622	0.8991478	0.9270052	0.0996115	0.9838793
800	0.7750732	1.0259946	0.9771626	0.0581603	0.1360872	0.2526749	0.9582889	0.9562392	0.0616714	1.0286061
850	0.7355947	1.0799225	1.0424478	0.0470770	0.1242619	0.2239208	1.0077822	1.0505024	0.0823146	0.9649418
900	0.8965428	0.9724986	1.0191368	0.0515189	0.0801129	0.2084330	1.0052762	1.1230342	0.1061494	1.0200766
950	0.8318124	1.0093014	0.9458987	0.0665801	0.0925172	0.1421250	0.9814632	1.0539465	0.1292507	0.9153976
1000	0.8646725	1.0528490	0.9615784	0.0737049	0.0837958	0.1759042	1.1005173	1.0847420	0.1140843	0.9096452

0	0.8190338	1.0741596	1.0152795	0.1013421	0.1580392	0.2340134	1.0185242	1.0853098	0.0908801	1.0718575
50	0.6720799	1.0296039	0.6740589	0.0692714	0.1308827	0.2584048	0.8371178	0.9573737	0.0817083	1.0080639
100	0.7830081	1.0451172	0.5947196	0.1073280	0.1231262	0.4161945	0.5819297	0.9697564	0.0653888	0.9787814
150	0.8361345	1.0481775	0.5580076	0.0856528	0.1142517	0.5482193	0.4251911	0.9158189	0.0594707	1.0999803
200	0.8306021	1.0854119	0.5113671	0.0632878	0.1053734	0.7978310	0.3312781	0.8599298	0.0768323	1.0654885
250	0.7556467	0.9185361	0.5993552	0.0620323	0.0897543	0.8540448	0.3300723	0.7498999	0.0574266	0.9772935
300	0.8433345	0.9753457	0.5392179	0.0785233	0.1207778	0.9848067	0.3657870	0.7379811	0.0630478	0.9956073
350	0.8247200	0.9048213	0.5883075	0.0639252	0.1014637	1.0432340	0.2887031	0.7135905	0.0519501	1.0201365
400	0.7832607	1.0174337	0.5859564	0.1102580	0.0983394	1.0293564	0.2169046	0.7269368	0.0630333	1.0137785
450	0.7586983	1.0230770	0.5336234	0.1294393	0.1388616	1.0675527	0.2602335	0.6719175	0.0679408	0.9008163
500	0.7147417	1.0314569	0.5708722	0.0806347	0.1349301	1.0011125	0.3324090	0.6972864	0.0871161	0.9731181
550	0.6697970	1.0251874	0.9144432	0.0904299	0.1135317	1.0243301	0.5424622	0.7617523	0.0927374	0.9376419
600	0.7239768	0.9927669	1.1020036	0.1082267	0.1533957	0.8445368	0.8240809	0.8627769	0.1160432	1.0087928
650	0.7323506	1.0769829	0.9936789	0.0911660	0.1321878	0.5963358	1.0135738	0.9464203	0.1060804	0.9657728
700	0.7284475	1.1288005	0.9541702	0.0678975	0.1428485	0.4047620	1.0661664	1.0372831	0.0693182	0.9131591
750	0.7040135	1.0379186	1.0251922	0.0534708	0.1061134	0.3075300	1.0582450	0.9564418	0.1370333	0.9999237
800	0.7518331	0.9971451	0.9949599	0.0780538	0.0978029	0.1791899	1.1521074	0.9639636	0.1214667	1.0065214
850	0.7826316	1.0765873	0.9750600	0.0623272	0.1337284	0.1830321	1.0283171	0.9782957	0.1198308	0.9195904
900	0.7580174	1.0002026	1.0936843	0.0763083	0.1488685	0.1729699	1.0092132	0.9853247	0.1253292	0.9957674
950	0.7791301	0.9453905	1.0640426	0.0596120	0.1266095	0.1601807	0.9447246	0.9639279	0.1208832	0.9901000
1000	0.7103687	1.0252972	0.8346137	0.0544775	0.1323273	0.1770717	0.9434124	0.9921818	0.0754294	0.9654106

0	0.8190338	1.0741596	1.0152795	0.1013421	0.1580392	0.2340134	1.0185242	1.0853098	0.0908801	1.0718575
50	0.7797940	0.6392925	1.0121217	0.0985213	0.1934253	0.2296704	0.8782436	0.8620262	0.0785965	1.0020766
100	0.7074682	0.4915064	1.0224360	0.0628512	0.1850371	0.2248770	0.9280766	0.6139414	0.0826866	1.0229461
150	0.4207507	0.4887640	0.9720642	0.0770973	0.1639756	0.2370005	0.8647283	0.4650421	0.0962001	0.9996455
200	0.3440086	0.4367732	1.0187023	0.0815163	0.1488250	0.2531291	0.8134966	0.3249944	0.1389991	0.9366988
250	0.3240307	0.3836858	0.8534942	0.1000794	0.1197919	0.3024931	0.8646555	0.2068065	0.0706894	0.9266153
300	0.2950243	0.4571254	0.9574850	0.0993745	0.1236086	0.2790517	0.7577940	0.1863289	0.0980856	0.9272899
350	0.3045421	0.4317819	0.9454242	0.0757527	0.0879105	0.3306555	0.7873130	0.2068097	0.1018822	0.9780077
400	0.2972871	0.4449431	0.9772081	0.0560236	0.0611204	0.3712041	0.7400026	0.1964621	0.1305133	1.0351679
450	0.2838002	0.4721085	1.0257608	0.0706567	0.0766665	0.3481461	0.7490929	0.2215401	0.1079640	1.0058296
500	0.3113392	0.3870466	1.1780008	0.0826439	0.0917955	0.4069809	0.7969148	0.2068827	0.0935295	0.9252487
550	0.3266592	0.7831884	0.9976653	0.0920527	0.0899092	0.3905836	0.8342013	0.4381623	0.1150214	0.9386130
600	0.4598495	0.9533634	0.9355200	0.1066626	0.1047246	0.3043879	1.0033211	0.6663164	0.0850159	0.9310588
650	0.6146328	1.0179798	0.9827692	0.0958952	0.1104037	0.2173369	0.9926227	0.7910973	0.0811556	0.9989961
700	0.6638757	1.0282247	0.9641868	0.0913877	0.1239476	0.2031600	0.9926382	0.7833433	0.0996754	0.9704102
750	0.7578750	0.9520281	0.9798566	0.1133072	0.1186434	0.2220626	0.9516384	0.7741617	0.0960408	0.9767790
800	0.7643720	1.0151467	1.0249654	0.1027695	0.1378959	0.2107325	0.9991753	0.9133038	0.0860302	1.0219251
850	0.7153117	1.0020429	1.0203358	0.0732422	0.1368237	0.2454502	1.0190177	0.9330832	0.1027774	1.0402893
900	0.6957645	0.9561518	1.0285053	0.0761178	0.1420558	0.2003840	1.0391801	0.9326561	0.1136433	0.9822233
950	0.8236507	1.0274515	1.0041333	0.0774018	0.1326518	0.2015813	1.0680473	1.0757869	0.0944213	0.9405569
1000	0.7681612	1.0669617	0.9148161	0.0638349	0.0864535	0.1807240	1.0555257	1.0457686	0.0919533	0.9100624

0	0.8190338	1.0741596	1.0152795	0.1013421	0.1580392	0.2340134	1.0185242	1.0853098	0.0908801	1.0718575
50	0.7923358	1.0035423	0.6163047	0.0330172	0.1044462	0.1433003	0.9629299	0.7963820	0.0562835	1.0134080
100	0.8429654	0.8918307	0.3367021	0.0672880	0.1359651	0.0524524	0.9621315	0.5210589	0.0480079	0.9524288
150	0.8730857	1.1700247	0.4072416	0.0775529	0.2796698	0.0256110	0.9181634	0.3253616	0.0322427	0.9944386
200	1.0141437	1.0517846	0.4237275	0.1025064	0.4077892	0.0312059	0.9354370	0.2091709	0.0561691	0.9899090
250	0.9191689	1.1328428	0.3751521	0.1720225	0.4906420	0.0505794	0.9194038	0.1291433	0.0634708	1.0138350
300	0.9097670	1.0338995	0.3996989	0.1822372	0.4834429	0.0331931	0.9370359	0.0924499	0.0369967	1.0081096
350	0.9178904	1.0139675	0.3540776	0.1881434	0.4947443	0.0088549	0.9235237	0.0654838	0.0318749	1.0011940
400	0.8946329	0.8479937	0.4001431	0.2290376	0.5479174	0.0266724	0.9718536	0.0749749	0.0333062	1.1172458
450	0.9356244	1.0987866	0.3736742	0.2698883	0.6309125	0.0000000	0.9464349	0.0867080	0.0261813	1.0356717
500	0.9242523	1.0021487	0.3722541	0.3270895	0.6400054	0.0215019	0.8916688	0.0730811	0.0330710	0.9556061
550	0.9508104	0.9670596	0.5707883	0.3643457	0.5611882	0.1725408	0.8770428	0.2446408	0.0555543	0.9964524
600	0.6767280	0.8820223	0.3523022	0.3614023	0.4294737	0.2672461	0.9336627	0.5166221	0.0827295	1.0225103
650	0.7521529	0.9516788	0.4356645	0.3021521	0.3661558	0.2870103	1.0224047	0.7786863	0.1031628	1.1055504
700	0.7033917	0.9288491	0.6728429	0.2163207	0.3258928	0.2147141	1.0009447	0.7663016	0.1427305	1.0656630
750	0.7578174	0.9955945	0.8678965	0.1382663	0.2716502	0.1795523	0.8894968	0.8948633	0.1099696	1.0823900
800	0.7432850	0.9851873	0.9632342	0.1487997	0.2782755	0.2523648	0.9746954	0.9555903	0.1144777	1.0199905
850	0.8073650	0.9546267	0.9680690	0.0929899	0.2622916	0.1862209	1.0406829	0.9728791	0.0904660	0.9478366
900	0.7746100	0.9407989	1.1352968	0.0699331	0.2294604	0.1896450	0.9699278	0.9681887	0.1117567	0.9139443
950	0.7274960	0.9182282	1.0847847	0.0702897	0.1663027	0.2470277	0.9641310	1.0196498	0.0811707	1.0283502
1000	0.7063001	0.9542161	1.0108252	0.1035260	0.1364698	0.2570870	0.9597073	0.9824393	0.1170012	0.9655121

0	0.8190338	1.0741596	1.0152795	0.1013421	0.1580392	0.2340134	1.0185242	1.0853098	0.0908801	1.0718575
50	0.7819135	0.9950254	1.1050151	0.0989875	0.1412002	0.1575584	1.1369657	1.0297832	0.0901155	0.9644382
100	0.7909041	1.0154719	1.0265097	0.1214897	0.1835286	0.1617977	1.0734179	1.0554076	0.1443627	0.7142169
150	0.7966804	1.0122494	1.0831550	0.0783384	0.1940750	0.2030218	1.0653791	1.1234073	0.1193728	0.7672621
200	0.7806066	0.9647874	0.9992815	0.0889291	0.1804280	0.1916778	0.9694057	1.2340144	0.1136009	0.7434139
250	0.7375534	0.8895032	0.9813766	0.0664428	0.1518193	0.2274109	0.9435236	1.1505443	0.1282505	0.6779692
300	0.7080657	1.1051472	0.9771731	0.0937845	0.1576885	0.2356672	1.0397839	1.1440410	0.1202170	0.6452052
350	0.7678180	1.0036882	1.1186433	0.0860396	0.1421678	0.1802116	0.9335195	1.0846620	0.1201640	0.7244805
400	0.7780254	1.0064274	0.9225663	0.0683397	0.1678748	0.2360401	0.8633107	0.9288374	0.1344240	0.7537493
450	0.8952887	0.9813380	1.1613260	0.0511227	0.1386132	0.2988968	0.8402574	0.9596006	0.1444384	0.7427165
500	0.7987995	0.9836203	1.1320427	0.0845655	0.1462125	0.2853395	0.9151093	0.9230614	0.1493476	0.6224478
550	0.7112326	1.0160431	1.1393937	0.0729621	0.1204416	0.2617322	0.9697628	0.9734273	0.1663748	0.9180776
600	0.5667500	1.0005481	1.0055990	0.0817153	0.0983466	0.2020635	0.9184535	1.0152260	0.0901271	0.9205270
650	0.6316597	0.9091411	0.9686800	0.0810342	0.1043719	0.2591944	0.9838183	0.9765669	0.1266164	1.0656173
700	0.7236135	1.0226119	1.0388527	0.0629756	0.0889964	0.2809399	0.9233870	0.9462960	0.1199300	0.9928215
750	0.7720169	0.9758018	0.9189229	0.0509145	0.1232824	0.2546182	0.9083831	1.0093974	0.1374685	1.0460830
800	0.7896493	1.0164898	0.9644028	0.0630325	0.1436857	0.2587366	0.9767569	0.9014024	0.1403136	1.0304534
850	0.7534139	1.0375046	1.0249973	0.0452521	0.1232267	0.1954538	0.9188835	0.8047404	0.1122776	0.9649346
900	0.7496255	1.0029606	0.9908991	0.0675569	0.0816192	0.2472120	1.0019280	0.8428151	0.1488073	0.9771364
950	0.7399667	0.9532131	0.9976204	0.0707283	0.0873676	0.1821417	1.0490850	0.8526804	0.1203522	0.9848754
1000	0.7076931	1.0335268	0.8964937	0.0821692	0.0952737	0.2063817	1.0123340	0.9958575	0.1108906	0.9264272
