"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
400	0.7534999	0.0831597	0.2063938	0.8561794	0.0105105	0.6858800	0.6709047	0.8165848	0.7775888	0.0040012
450	0.7401133	0.1286478	0.2910572	0.8211789	0.0104572	0.5277082	0.6984523	0.6889990	0.6959229	0.0035703
500	0.7039032	0.1201168	0.2739852	0.8391604	0.0058177	0.7079515	0.7136897	0.7457938	0.7468423	0.0000740
550	0.6377818	0.3042550	0.2710950	0.6247639	0.0323576	0.7589807	0.7512198	0.7015897	0.7207816	0.0977626
600	0.7401921	0.2441714	0.3292494	0.7156345	0.0494133	0.5944088	0.7717813	0.5660119	0.7934497	0.1375961
650	0.7686295	0.2365179	0.2729876	0.8647524	0.0471873	0.5589446	0.5887888	0.5012623	0.6521733	0.1754964
700	0.6902678	0.2680609	0.2703555	0.7211093	0.0973039	0.6476799	0.6391488	0.3618232	0.7106010	0.1531949
750	0.7937425	0.3596250	0.2905312	0.6288733	0.0586418	0.6384333	0.7637716	0.4815810	0.6299434	0.1678416
800	0.6780021	0.4599639	0.3271068	0.7288367	0.0743507	0.4938078	0.8137284	0.3577246	0.6541357	0.2714235
850	0.6664124	0.4527447	0.3010937	0.6828704	0.1252501	0.6253069	0.5382987	0.4245757	0.6890384	0.2065006
900	0.7791398	0.2756828	0.3874600	0.8032675	0.0819948	0.5597019	0.6897305	0.3257180	0.7963914	0.1306178
950	0.7039033	0.2830348	0.3535846	0.7016831	0.1250951	0.5331442	0.5515665	0.4111077	0.7210129	0.0805039
1000	0.7787224	0.2413126	0.2969238	0.7804353	0.0306946	0.4709282	0.7588010	0.3887070	0.6548954	0.1480641

0	0.6917525	0.3583726	0.3507047	0.7902326	0.0955569	0.5706284	0.6643975	0.4071437	0.7708832	0.1392354
50	0.7635044	0.3191420	0.3103325	0.6919721	0.0653943	0.4890314	0.8524582	0.3154324	0.5773973	0.0836171
100	0.7929791	0.3035719	0.3117723	0.8077350	0.0317656	0.5910577	0.6880434	0.3019064	0.5134000	0.1419578
150	0.8776145	0.2274367	0.3452689	0.7482321	0.0386863	0.5847252	0.6120187	0.4667953	0.6246288	0.1638025
200	0.6433172	0.2884885	0.3965959	0.6305282	0.0160541	0.5615317	0.6458259	0.4643542	0.7063943	0.1927149
250	0.8328952	0.3291284	0.3470317	0.7372341	0.0069093	0.5700804	0.7694294	0.4421271	0.5939729	0.2409645
300	0.8298935	0.2975003	0.4182915	0.8041008	0.0345359	0.6036012	0.7589159	0.3474680	0.6516957	0.1557486
350	0.6734557	0.2814240	0.3562512	0.6377068	0.0290092	0.6786124	0.6792809	0.4550124	0.8536554	0.1663709
400	0.6150356	0.3342001	0.3194108	0.6864557	0.0498931	0.4496620	0.6576555	0.3761892	0.8084161	0.1659017
450	0.6658688	0.2940564	0.3768483	0.6881349	0.0285437	0.5213191	0.6736140	0.3278990	0.7870831	0.1488330
500	0.8123122	0.2475607	0.2759099	0.6940952	0.0099290	0.4757289	0.6172389	0.3773619	0.7863486	0.1023369
550	0.6603033	0.2699328	0.3508994	0.6775453	0.0373443	0.4228616	0.7803261	0.4653581	0.8205406	0.2225551
600	0.7205933	0.2761080	0.3835022	0.9628751	0.0581894	0.4971265	0.6791911	0.4294644	0.6979467	0.1808125
650	0.7852708	0.2469684	0.4332604	0.6819545	0.0920906	0.4073251	0.8378015	0.4118123	0.7675330	0.1845234
700	0.8248077	0.1762547	0.4030918	0.6862786	0.0734355	0.4697516	0.6760081	0.3704751	0.7347103	0.1536105
750	0.7340076	0.2611491	0.3137416	0.7388215	0.1115255	0.5250204	0.7411245	0.3908386	0.6699442	0.1986102
800	0.7928274	0.2750745	0.3838168	0.6746887	0.0929892	0.6485079	0.5807047	0.3555770	0.8937576	0.1756327
850	0.8287879	0.2462626	0.4122788	0.6829862	0.1007449	0.4022153	0.7294762	0.4968037	0.6951514	0.1584022
900	0.7506929	0.2673719	0.3310089	0.6828804	0.1199038	0.4690346	0.7123778	0.3817875	0.6143127	0.1894815
950	0.6423615	0.2916165	0.4819532	0.6419954	0.0623604	0.5267332	0.6550217	0.3396050	0.7272615	0.1704474
1000	0.7345555	0.2137785	0.4795265	0.7856756	0.0752014	0.5870663	0.6253713	0.3972648	0.6610927	0.1252146

0	0.7827858	0.3792746	0.3555745	0.5720315	0.0938233	0.5477383	0.6917150	0.4229824	0.6955307	0.1169361
50	0.8042109	0.2152180	0.4978882	0.6976871	0.0637355	0.3999556	0.7178970	0.6149280	0.5304085	0.1375700
100	0.7151493	0.2375070	0.4067165	0.7414056	0.0651690	0.5225212	0.6548284	0.4364250	0.4242439	0.2374239
150	0.6271545	0.2787238	0.4399946	0.7937302	0.0871028	0.4963018	0.8541932	0.5739160	0.5132636	0.2023036
200	0.9590136	0.3672807	0.4056857	0.7029449	0.0659922	0.6443975	0.7620645	0.5967816	0.6501819	0.1825073
250	0.8625320	0.3015618	0.3428957	0.5735612	0.1190234	0.5166456	0.6802566	0.5410828	0.5500440	0.1035626
300	0.6721274	0.3313803	0.2846696	0.6832242	0.0937316	0.5094190	0.6990430	0.5472360	0.4871277	0.1065748
350	0.7168281	0.3159361	0.4380940	0.6917219	0.0625808	0.5078456	0.6289378	0.4725332	0.4896519	0.0956682
400	0.8708800	0.3327979	0.3257845	0.7822530	0.0995690	0.4683192	0.6792739	0.5752938	0.4760624	0.1260551
450	0.7395670	0.2595491	0.3008390	0.7761169	0.1231171	0.4160244	0.6346652	0.5302668	0.4443907	0.1726856
500	0.7913119	0.1650361	0.3013323	0.5644883	0.0675939	0.5198352	0.7548449	0.4853765	0.4984496	0.2200410
550	0.7730825	0.1829826	0.4211699	0.7743676	0.0878133	0.6511084	0.6343330	0.4377428	0.5210056	0.1819889
600	0.7342117	0.3527904	0.3264656	0.7328723	0.1003807	0.5677167	0.8515886	0.4883882	0.7801680	0.2577878
650	0.6964697	0.3144912	0.3779297	0.7326482	0.1226631	0.6911494	0.5845952	0.4170855	0.5510644	0.1835545
700	0.7038313	0.3538063	0.3966182	0.8725217	0.0979140	0.5304857	0.4786281	0.3572953	0.6231879	0.1708173
750	0.7405542	0.2960288	0.3283775	0.8927225	0.0492004	0.4051206	0.5689864	0.3520159	0.7010823	0.1382727
800	0.7506231	0.1863859	0.3701535	0.9132400	0.0572862	0.4856463	0.6110152	0.3260643	0.7689193	0.1031818
850	0.7270037	0.3229482	0.2824871	0.7773131	0.0753640	0.5235298	0.6042148	0.3379370	0.6355274	0.1409968
900	0.7923114	0.2765475	0.3387139	0.7828933	0.0667451	0.4797565	0.6756161	0.2613361	0.7117937	0.1942279
950	0.6617091	0.3442335	0.3453236	0.6673187	0.0845272	0.5919743	0.7311074	0.3877506	0.7018466	0.1270175
1000	0.6504683	0.3229933	0.3912292	0.6610086	0.0875475	0.4688958	0.6098799	0.3190251	0.7156999	0.1004156

0	0.6783645	0.2963062	0.3747091	0.7563611	0.0803818	0.4115058	0.5775539	0.4329601	0.7712973	0.1879789
50	0.8083806	0.2848282	0.2628495	0.7303928	0.0925981	0.4560423	0.6345142	0.4467415	0.6143125	0.1334202
100	0.6596750	0.2258203	0.1544115	0.8858292	0.0423664	0.4759883	0.7134802	0.3342610	0.7103695	0.0960444
150	0.7102453	0.2471019	0.0957633	0.6374382	0.0439348	0.3977834	0.4537127	0.3080796	0.7806296	0.0620532
200	0.7597924	0.2172698	0.0872082	0.6602061	0.0807264	0.5501820	0.5783864	0.4594942	0.5670722	0.0651231
250	0.7905450	0.2785302	0.0769538	0.7308154	0.0915095	0.5529292	0.5563107	0.4122803	0.6010433	0.0610760
300	0.7669467	0.2993358	0.0755264	0.9158977	0.0805878	0.5424574	0.6699234	0.5605266	0.5575944	0.0882970
350	0.8043269	0.3677218	0.0709355	0.7993457	0.1530551	0.4857472	0.6879698	0.4556038	0.5720751	0.0791305
400	0.8169939	0.4387233	0.0447289	0.6589264	0.1134152	0.4146741	0.6516128	0.4481559	0.6465059	0.0889799
450	0.8061424	0.3396856	0.0625757	0.7594748	0.0913141	0.4810624	0.6319942	0.4458093	0.5523033	0.0585447
500	0.7537531	0.4613207	0.0449177	0.6929801	0.0870308	0.5009190	0.7995850	0.4661315	0.7124894	0.0511431
550	0.7188838	0.4938747	0.1321937	0.8696824	0.0526505	0.5114157	0.8637817	0.4491113	0.6680502	0.0470157
600	0.8098991	0.4892170	0.3195748	0.8809433	0.0938668	0.4855157	0.6342407	0.3220767	0.8335666	0.0563575
650	0.7144986	0.4737820	0.3269005	0.9124731	0.0520297	0.5383846	0.7824123	0.3954182	0.6881427	0.0771629
700	0.7280621	0.4626557	0.3745868	0.7348577	0.0565400	0.5539168	0.6087827	0.4904980	0.7789676	0.1102218
750	0.8365510	0.3803760	0.3646706	0.9044465	0.0995436	0.4896292	0.6944188	0.4491057	0.6383319	0.1151505
800	0.7192113	0.4131492	0.3114003	0.8941430	0.0504274	0.4804903	0.7534913	0.4322370	0.6986541	0.0791372
850	0.7991677	0.3692986	0.3038557	0.8312706	0.0983332	0.5330727	0.7041233	0.3606143	0.7544568	0.0880393
900	0.8708742	0.4021625	0.3913710	0.6716096	0.1390076	0.6374133	0.6383177	0.3860133	0.7602970	0.1731605
950	0.8363975	0.3154084	0.3335066	0.7667514	0.0818401	0.5403876	0.6664363	0.3865422	0.6232188	0.1028758
1000	0.8332757	0.2339057	0.5005434	0.7962337	0.0503328	0.4899300	0.6003722	0.4079179	0.8073252	0.1278912

0	0.6592601	0.3291310	0.3582867	0.7689753	0.0945529	0.5435263	0.7196469	0.3768294	0.8376875	0.1813259
50	0.6737467	0.2149945	0.3670572	0.5942185	0.0494708	0.4298434	0.7007839	0.4057123	0.6555198	0.1701840
100	0.6643601	0.1917080	0.3188787	0.6624642	0.0067766	0.5697220	0.7845175	0.4003393	0.6535024	0.1114941
150	0.7161021	0.1667063	0.3569623	0.8334028	0.0013226	0.5196791	0.7066424	0.3372749	0.7943236	0.0617339
200	0.6981005	0.1689784	0.3254865	0.6596651	0.0110470	0.5499442	0.6296167	0.3365668	0.6992341	0.0637985
250	0.9382764	0.2443151	0.4601027	0.5747210	0.0068818	0.6138781	0.6552988	0.5111546	0.7588998	0.0770723
300	0.7284503	0.1826053	0.4288871	0.6439108	0.0009889	0.4790695	0.7384676	0.3838516	0.7422348	0.0815915
350	0.6673307	0.1447143	0.3876131	0.5803045	0.0000000	0.6889781	0.9015227	0.3107738	0.6716178	0.0676643
400	0.7027754	0.1680763	0.4897496	0.6321956	0.0037708	0.6788207	0.6957385	0.3912044	0.6767758	0.0810594
450	0.7587281	0.1301111	0.3210938	0.6102859	0.0080453	0.6017926	0.5967926	0.3206743	0.8197897	0.1099141
500	0.6266729	0.1184282	0.3546485	0.6315758	0.0100549	0.4134668	0.6316425	0.4580534	0.8113564	0.0847977
550	0.7180029	0.1913547	0.3533535	0.7013538	0.0741049	0.4839479	0.5905105	0.3923226	0.7223338	0.1150926
600	0.6837357	0.3497952	0.3572077	0.7507406	0.0704075	0.5998205	0.7202518	0.4521300	0.7353162	0.2343557
650	0.8054720	0.2658132	0.4205203	0.7052758	0.0444161	0.4849114	0.6604249	0.4358568	0.6600628	0.1902741
700	0.7184850	0.2141032	0.3757257	0.6654620	0.0556564	0.5445005	0.8265603	0.5522232	0.5829849	0.2008915
750	0.6443258	0.2852629	0.4181707	0.7029273	0.0857191	0.5776245	0.7247734	0.4785009	0.6348606	0.2456942
800	0.6519047	0.2938887	0.3733114	0.7590790	0.0670882	0.4490552	0.7342931	0.3625741	0.6567030	0.1831149
850	0.6752169	0.3514578	0.3148464	0.8248231	0.0987822	0.4761950	0.6325097	0.4429756	0.5839496	0.2028946
900	0.7445636	0.2816746	0.3924005	0.6743797	0.0378958	0.4261422	0.6660509	0.2860191	0.8082166	0.1918205
950	0.6251605	0.2467760	0.3935565	0.8064642	0.1184998	0.6295701	0.6956383	0.3908590	0.7703018	0.1892880
1000	0.7462396	0.2592400	0.3481825	0.7649573	0.1024309	0.4435597	0.7498078	0.3963753	0.6440459	0.1378016

0	0.7051032	0.3281104	0.4463093	0.5853802	0.0759466	0.4666788	0.7127408	0.3904667	0.8541704	0.2465910
50	0.7977635	0.3149502	0.2901268	0.9640491	0.0786468	0.4624468	0.5771927	0.3200001	0.5725643	0.1166558
100	0.7367059	0.3212500	0.3137662	0.7179337	0.0640304	0.5025933	0.7221946	0.4393720	0.7061353	0.0725724
150	0.6814192	0.2325902	0.3291788	0.7132359	0.0945028	0.4203211	0.8597141	0.4985135	0.7410301	0.0824995
200	0.8013396	0.2401847	0.3534964	0.7760622	0.1190736	0.5829929	0.7776757	0.5560324	0.7045437	0.0489907
250	0.7989968	0.3560895	0.3560860	0.7157523	0.0593371	0.4459394	0.8160582	0.4491874	0.7489087	0.0415941
300	0.7436861	0.3833650	0.3682827	0.7045660	0.0302684	0.5179567	0.7483935	0.5344552	0.7547803	0.0451817
350	0.7928575	0.2294479	0.3302249	0.6868911	0.0619035	0.6058156	0.5964949	0.4784163	0.7095944	0.0385418
400	0.7770574	0.3184125	0.3163946	0.7500585	0.0577194	0.5064894	0.7153439	0.4416947	0.5968109	0.0892730
450	0.8894076	0.4511385	0.2734869	0.7901898	0.0707176	0.5515282	0.8581810	0.4349119	0.7215710	0.0317719
500	0.7757064	0.2979972	0.3042750	0.8120031	0.1069276	0.4573930	0.7775555	0.5095338	0.8457404	0.0671995
550	0.9119089	0.3300466	0.3024278	0.9250694	0.0700098	0.5364723	0.6668721	0.3989814	0.8153212	0.0789429
600	0.7736704	0.3501522	0.3157046	0.9206534	0.1144276	0.4834009	0.7343636	0.3206231	0.7922822	0.1103067
650	0.7129961	0.4114176	0.3713187	0.6047867	0.1158751	0.4523875	0.6431497	0.4053343	0.5660156	0.1530383
700	0.7332626	0.3572425	0.3848152	0.7046297	0.0498355	0.5067979	0.5979041	0.4809267	0.6378462	0.1599892
750	0.8284893	0.2785245	0.4501482	0.8401601	0.0873158	0.5518233	0.7584926	0.4233099	0.7237613	0.1443907
800	0.6654089	0.2493809	0.4124185	0.7262882	0.0935199	0.4162622	0.7421831	0.3336295	0.6320192	0.2267448
850	0.9033593	0.2790894	0.3454704	0.6973387	0.1009094	0.4325906	0.7224196	0.3945961	0.5944523	0.2041020
900	0.7123618	0.3380144	0.3750646	0.7444043	0.0956560	0.5656802	0.7623304	0.3608040	0.6359699	0.1611252
950	0.7325410	0.2441007	0.3609213	0.8220555	0.0642863	0.6592961	0.7679033	0.5129395	0.7825670	0.1767764
1000	0.8121128	0.2717193	0.3876871	0.7426161	0.0933191	0.6213324	0.7232131	0.4138067	0.6615200	0.1563265

0	0.7492706	0.2978172	0.3844678	0.7186551	0.0601471	0.4620312	0.6384187	0.4323202	0.8142936	0.1507515
50	0.9336732	0.2449278	0.2811516	0.4892048	0.0716177	0.5365351	0.7583879	0.2660212	0.9123564	0.1177707
100	0.7689574	0.3720228	0.3489221	0.2526628	0.0941127	0.5150321	0.7724160	0.4626058	0.8615410	0.0583210
150	0.7908086	0.2540816	0.3278420	0.1113220	0.0373121	0.5568871	0.6758754	0.6387292	0.6788480	0.0330513
200	0.8746025	0.2325693	0.4099962	0.0752748	0.0616083	0.5077896	0.5680816	0.3962929	0.8150727	0.1432208
250	0.8224206	0.2872125	0.3513870	0.0373967	0.0608815	0.5803842	0.6943304	0.5413576	0.9276357	0.2334342
300	0.7261124	0.3196820	0.4607681	0.0479876	0.0343708	0.6079932	0.6802989	0.4534174	0.9134564	0.2136005
350	0.7085198	0.2593091	0.4213503	0.0664639	0.0921825	0.5330138	0.7689411	0.3626555	0.6253764	0.3192892
400	0.6556018	0.3087382	0.3241715	0.0255729	0.0722299	0.5278221	0.7045560	0.4203077	0.6256570	0.3085562
450	0.6703552	0.4034993	0.4093100	0.0524741	0.0556048	0.4798313	0.6795714	0.3624565	0.5300282	0.2558760
500	0.7882436	0.2519064	0.4347784	0.0423158	0.0938067	0.4953734	0.8298847	0.4318887	0.5022227	0.2933002
550	0.7078501	0.2830651	0.3253472	0.4289113	0.1766638	0.4448822	0.6913937	0.3809742	0.6066359	0.2611408
600	0.6928928	0.2351728	0.4211446	0.5630456	0.1308703	0.4755432	0.7462228	0.3132663	0.4785902	0.2853875
650	0.6669518	0.3821194	0.3623869	0.6805914	0.0390224	0.4819014	0.7442199	0.3931660	0.5889385	0.2139087
700	0.7005869	0.3124289	0.3712375	0.7967204	0.0488738	0.5676264	0.6774906	0.4020706	0.6461992	0.2050936
750	0.7034367	0.2276046	0.4193060	0.7837656	0.1169384	0.4288977	0.8370841	0.4610946	0.6527456	0.1683830
800	0.7286772	0.3657939	0.3033108	0.7337146	0.0899314	0.5768045	0.7090998	0.3693934	0.6309283	0.2118143
850	0.8124414	0.3723545	0.3551191	0.7394049	0.0589006	0.5559497	0.5999665	0.4095312	0.6787031	0.1907559
900	0.7677523	0.2378784	0.3787638	0.6873559	0.0381928	0.4028310	0.7178497	0.3644536	0.6709155	0.1969067
950	0.6773909	0.2724780	0.3570172	0.7229206	0.1223269	0.4398418	0.7559795	0.3792380	0.7525937	0.1789767
1000	0.7697963	0.2821209	0.3778806	0.6569579	0.0571988	0.4148653	0.6261335	0.3818896	0.5981613	0.2694963

0	0.7550760	0.2977461	0.3171568	0.7053810	0.0889332	0.5026037	0.8421494	0.3554206	0.7828520	0.1556126
50	0.8296795	0.2001268	0.2718321	0.7309525	0.0971473	0.6918730	0.6750504	0.3618491	0.6538226	0.1040430
100	0.8896218	0.1475425	0.1860220	0.8068917	0.0745566	0.6500235	0.6316546	0.3747286	0.7036717	0.0313902
150	0.6323914	0.0865170	0.2583465	0.7308580	0.0589479	0.5510025	0.7889368	0.4293710	0.7553330	0.0345554
200	0.6772193	0.0981990	0.1804687	0.5732210	0.1051176	0.6837612	0.6923698	0.5024444	0.6153261	0.0053655
250	0.8013720	0.0718890	0.1732454	0.8330565	0.0736837	0.7412916	0.8086773	0.4881060	0.7330417	0.0123650
300	0.6940070	0.0448752	0.1859265	0.9222926	0.0477600	0.7311134	0.6605086	0.5729812	0.6332626	0.0002373
350	0.7164017	0.0804027	0.2325289	0.7160370	0.0484276	0.7252154	0.7165957	0.5667914	0.7237441	0.0014555
400	0.7077514	0.0779368	0.2504020	0.7955046	0.0635698	0.5718562	0.7757183	0.6277473	0.8890992	0.0030047
450	0.8347011	0.0644203	0.3176746	0.7025278	0.0789100	0.8166861	0.7600196	0.6641312	0.8389337	0.0000819
500	0.7384647	0.0712390	0.2395969	0.7664513	0.1202141	0.7590607	0.8066371	0.7521831	0.9072986	0.0001752
550	0.7345524	0.1142860	0.2274677	0.7755844	0.0597140	0.5954811	0.7474107	0.6903941	0.7499264	0.0608534
600	0.8501568	0.2733160	0.2890450	0.6762860	0.1056298	0.5961970	0.7541418	0.4546428	0.7100237	0.1206903
650	0.7311603	0.3024605	0.3823794	0.7325144	0.0629218	0.5155870	0.6170635	0.4214826	0.7701460	0.1687722
700	0.6826318	0.3327382	0.3579901	0.8300183	0.0593290	0.4854275	0.7624520	0.3560869	0.6866558	0.1648678
750	0.7779621	0.2296639	0.4111436	0.6892144	0.0412226	0.4755921	0.6819980	0.2962216	0.6250329	0.1276697
800	0.7581508	0.3540089	0.3571433	0.6909519	0.0714765	0.5703490	0.7661380	0.3063450	0.6258665	0.2030607
850	0.8071531	0.2949503	0.2905657	0.6813786	0.0788795	0.4899273	0.7660294	0.3679639	0.6097929	0.1833918
900	0.7419284	0.3109082	0.4027982	0.6987783	0.1116092	0.4638868	0.6253753	0.3814605	0.5443188	0.1351969
950	0.5802024	0.3868872	0.2695752	0.7994815	0.0377619	0.5099498	0.6083672	0.4729639	0.6523842	0.1617605
1000	0.7747950	0.4118561	0.4231700	0.7605346	0.0508400	0.3901132	0.7639495	0.4902568	0.7241026	0.1796272

0	0.7267912	0.3006574	0.3852792	0.5935125	0.0608905	0.5230712	0.6903054	0.3804612	0.6640472	0.1754073
50	0.6598858	0.1776001	0.3052512	0.6780771	0.1246702	0.5932539	0.6586980	0.3722035	0.8160773	0.1324188
100	0.8777756	0.1918406	0.3300036	0.9363918	0.0532027	0.5538146	0.6446948	0.4411144	0.6820617	0.1325894
150	0.6993259	0.3238324	0.3434106	0.9442934	0.0597516	0.6198643	0.6720046	0.4891355	0.8100048	0.1815632
200	0.7156925	0.2507106	0.3951334	0.7635767	0.0817055	0.5573546	0.8290790	0.3591124	0.5733965	0.1637320
250	0.6492067	0.2787716	0.2959983	0.8224676	0.0540284	0.6818028	0.6253579	0.3225262	0.8933412	0.1713412
300	0.7255188	0.3478511	0.4308691	0.6845903	0.0785945	0.5827642	0.7213274	0.4669491	0.7702647	0.1939966
350	0.7218701	0.2923687	0.2779523	0.6985218	0.0918685	0.6002200	0.6198995	0.4067941	0.6791017	0.1914404
400	0.8699803	0.4341437	0.3044883	0.7039040	0.0931723	0.5827876	0.6817303	0.3371189	0.7222288	0.2657879
450	0.7792095	0.3914532	0.3257856	0.7193951	0.0966314	0.6719019	0.5693904	0.3139054	0.8390805	0.1440461
500	0.7019392	0.3092362	0.3136903	0.6790556	0.0553319	0.5059339	0.6586101	0.3361605	0.7205487	0.1589492
550	0.7574770	0.2800636	0.3376909	0.7431601	0.0403289	0.3964606	0.7244231	0.3337919	0.7840919	0.1393517
600	0.7729349	0.2945184	0.3683432	0.7521972	0.0717563	0.4906111	0.6744468	0.3381669	0.6373565	0.1768457
650	0.7385852	0.2613345	0.3973615	0.8107504	0.0710119	0.5469762	0.6543761	0.3476901	0.7012168	0.2801814
700	0.8777089	0.3792974	0.3597497	0.8376711	0.0778222	0.4127995	0.5560063	0.3794612	0.6616428	0.1702188
750	0.7610852	0.2878594	0.4240929	0.8034348	0.0926277	0.5029968	0.6539168	0.3690691	0.6371708	0.2506565
800	0.6755679	0.3812981	0.3867680	0.7557623	0.1065438	0.4754082	0.6651265	0.3729730	0.5946091	0.1333706
850	0.8011642	0.3563116	0.3867156	0.7654860	0.0871912	0.5594790	0.7162007	0.3698510	0.7864533	0.1935841
900	0.6338854	0.3093537	0.4136881	0.7077063	0.1028880	0.5737326	0.7347846	0.3677311	0.7860017	0.1378316
950	0.8342778	0.1868306	0.3434995	0.6274135	0.0762592	0.5561828	0.5123357	0.4279830	0.7016503	0.1776585
1000	0.8062653	0.3612281	0.3366565	0.7266830	0.0557939	0.6157848	0.6845120	0.4386873	0.6449890	0.1779365
