"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
50	0.0936730	0.6622135	0.7719008	0.6360062	0.7197243	0.6430451	0.0203675	0.7002087	0.4270911	0.7367229
100	0.0631040	0.5976936	0.8450691	0.7674791	0.6503514	0.6000571	0.0286541	0.7236699	0.1539682	0.8033708
150	0.0145481	0.5309123	0.8405982	0.7259377	0.6874326	0.7633983	0.0264495	0.7515220	0.0808798	0.8782336
200	0.0791099	0.5158831	0.6813503	0.7658544	0.8467220	0.7532746	0.0528298	0.5890044	0.0411751	0.8143692
250	0.1578514	0.5576818	0.6040045	0.6954557	0.8729547	0.7476447	0.0428516	0.7084398	0.0251105	0.6691871
300	0.0736301	0.4657610	0.6680512	0.7635216	0.7779474	0.6729349	0.0315667	0.6080343	0.0350128	0.6083072
350	0.1058859	0.5390688	0.7011814	0.7832797	0.7085292	0.6739699	0.0219244	0.6243853	0.0281610	0.6775784
400	0.1624787	0.4455075	0.7027773	0.6577918	0.6202649	0.7977804	0.0238723	0.6234938	0.0648198	0.7155093
450	0.1232865	0.4843034	0.6810662	0.6833654	0.7003077	0.6927502	0.0030872	0.8516555	0.0332361	0.7223532
500	0.0946384	0.5352874	0.7211452	0.6977727	0.7052666	0.5194676	0.0115772	0.5841291	0.0353137	0.8540585
550	0.1063830	0.4979998	0.6938854	0.7537633	0.7534446	0.6342797	0.0291239	0.6916350	0.3129019	0.6650426
600	0.0841112	0.5293953	0.7534854	0.7498784	0.7464443	0.6508088	0.0434098	0.7351762	0.5991512	0.7282821
650	0.0852758	0.5031982	0.7720956	0.6413417	0.7012980	0.6776108	0.0552377	0.7585509	0.7105995	0.7099290
700	0.1058706	0.5929746	0.8573679	0.7976022	0.7586404	0.6687872	0.0367037	0.7324380	0.5858533	0.7049761
750	0.0803508	0.5954207	0.7662397	0.7295189	0.7622808	0.6866460	0.0347493	0.7365564	0.7754806	0.8412382
800	0.0899563	0.4273658	0.7083779	0.6105373	0.6769394	0.8476988	0.0359056	0.6943246	0.7978273	0.6226068
850	0.1092029	0.6050586	0.6798182	0.7142749	0.6523493	0.6401731	0.0264612	0.5831495	0.6464414	0.6148796
900	0.0913905	0.4984882	0.5336575	0.6752144	0.6897920	0.6762995	0.0666094	0.6954284	0.8052295	0.7170680
950	0.0882170	0.5744801	0.7270426	0.7609457	0.6223766	0.7637996	0.0728762	0.6709326	0.7141893	0.7519763
1000	0.1507438	0.4540288	0.7866522	0.7319386	0.7107027	0.7223571	0.0831675	0.7732771	0.7290082	0.7514520

0	0.1116209	0.5300224	0.7595596	0.6112475	0.8194472	0.8464377	0.0411964	0.8323577	0.7169507	0.7449414
50	0.0572427	0.5971354	0.6915392	0.8466384	0.7576301	0.5352550	0.0365285	0.7457935	0.7737440	0.6699528
100	0.0603280	0.5633547	0.8038390	0.6356736	0.6706510	0.2562770	0.0410425	0.5610408	0.7416195	0.6941121
150	0.0828401	0.5163449	0.7358473	0.8372786	0.7042879	0.1870474	0.0661207	0.5785871	0.5996827	0.7244375
200	0.0781115	0.3923649	0.5887296	0.7651335	0.6791256	0.0478142	0.0364671	0.7143901	0.7174435	0.6852260
250	0.1335989	0.6327868	0.6713294	0.6396914	0.6865318	0.0468918	0.0596051	0.6572974	0.5969300	0.6777205
300	0.3378488	0.5217841	0.7510538	0.7839211	0.6672462	0.0324828	0.0239580	0.8442254	0.6350895	0.6268291
350	0.2612371	0.5369865	0.7534803	0.6480018	0.8655995	0.0312576	0.0418431	0.8111108	0.7167830	0.8252854
400	0.3255944	0.4304239	0.7861686	0.6414373	0.7182275	0.0301787	0.0267518	0.6696312	0.7553448	0.6072116
450	0.4001797	0.5264943	0.7713938	0.6804310	0.6370874	0.0354860	0.0346127	0.5997576	0.6419144	0.7118856
500	0.3310014	0.4852645	0.7139169	0.7447493	0.6757783	0.0193801	0.0319924	0.7268078	0.5934395	0.6725447
550	0.3228872	0.5684509	0.8509173	0.7882432	0.7379058	0.2158920	0.0427844	0.7942299	0.8297894	0.6804097
600	0.1231502	0.4029088	0.6655810	0.7392720	0.8088821	0.5483593	0.0625105	0.6449657	0.7662251	0.6538479
650	0.1001158	0.5111147	0.6670869	0.7757763	0.6108491	0.5757994	0.0557580	0.8177990	0.7719341	0.6962519
700	0.1259428	0.4632853	0.7208952	0.9088093	0.7238084	0.6540655	0.0357257	0.6772102	0.5618995	0.7063286
750	0.1531062	0.4477089	0.7934122	0.8145550	0.7434322	0.7631607	0.0322443	0.7101641	0.6403029	0.6478468
800	0.1256813	0.4822540	0.7314421	0.7035697	0.8587475	0.6306592	0.0408155	0.7069671	0.6834726	0.8077068
850	0.0902125	0.5734213	0.6784113	0.6066332	0.8155935	0.7669566	0.0137531	0.6480317	0.8828871	0.7538579
900	0.0780615	0.4981495	0.7241605	0.6004171	0.8738271	0.7997065	0.0125434	0.6589595	0.6828036	0.6811329
950	0.1414455	0.6983166	0.6707672	0.6327670	0.7922097	0.7232170	0.0233532	0.7095728	0.7623352	0.7450776
1000	0.1512295	0.6852602	0.6990563	0.6021102	0.6930818	0.8025394	0.0460360	0.6112849	0.7454656	0.7508884

0	0.0897760	0.5832769	0.7607255	0.6673897	0.7656392	0.7970834	0.0435839	0.7324076	0.6983335	0.8447259
50	0.0712801	0.5681357	0.7590813	0.6332601	0.7298899	0.7074152	0.0326944	0.4935277	0.6415431	0.8039472
100	0.0095139	0.5290336	0.6916039	0.7895409	0.7539607	0.6804208	0.0794604	0.1656587	0.6443527	0.8508320
150	0.0005612	0.5293662	0.7175983	0.8383590	0.7647542	0.6670001	0.2381875	0.1306941	0.7039860	0.6976958
200	0.0037156	0.4893876	0.8760511	0.5709826	0.7459290	0.5983340	0.3847282	0.0614451	0.8048399	0.8406709
250	0.0003776	0.4645279	0.7626317	0.6994366	0.6987948	0.6324969	0.6991027	0.0702500	0.7804341	0.8227216
300	0.0007618	0.3925151	0.7487433	0.7818313	0.7207404	0.7388010	0.5997660	0.0292341	0.7094647	0.7203842
350	0.0009533	0.5423709	0.8091335	0.7872474	0.6122687	0.6798975	0.6778225	0.0746571	0.6509219	0.5990771
400	0.0006772	0.4456419	0.7520840	0.8066991	0.6590308	0.9820744	0.5011002	0.0506094	0.6415271	0.6818827
450	0.0022588	0.6634973	0.6848082	0.6457677	0.7538007	0.6399233	0.6488113	0.0460845	0.7708429	0.7358960
500	0.0007228	0.4505747	0.6552091	0.6045392	0.7172965	0.6748278	0.6785411	0.0471446	0.7416123	0.6697219
550	0.0627603	0.3764238	0.6699494	0.8464470	0.6578331	0.7434281	0.6605453	0.3300253	0.6638039	0.6438548
600	0.0590158	0.5840548	0.5386868	0.5669030	0.7017892	0.6322582	0.3078226	0.4723148	0.8537657	0.7500365
650	0.0764331	0.4786798	0.5703551	0.5863444	0.7388477	0.7489969	0.2038439	0.6433445	0.7325524	0.6175267
700	0.0959179	0.4012224	0.7202667	0.7535608	0.7466341	0.7260728	0.0930176	0.7512973	0.7480009	0.7693906
750	0.0724696	0.4765032	0.8188763	0.7545504	0.6761997	0.6767665	0.0527620	0.7387483	0.7698748	0.8463128
800	0.0977912	0.4795354	0.6218041	0.6228487	0.7297089	0.6808104	0.0657450	0.7903882	0.6132335	0.7202429
850	0.1057268	0.6218435	0.7509482	0.6353652	0.6005311	0.7051360	0.0467263	0.6689550	0.7125876	0.7527390
900	0.0540802	0.6132486	0.5989856	0.7625238	0.6969822	0.7790364	0.0170057	0.7890968	0.7467106	0.8570251
950	0.0564273	0.5917387	0.7580660	0.6192696	0.7794686	0.6809713	0.0244323	0.6884631	0.6294411	0.8989134
1000	0.0697963	0.5843552	0.5609662	0.5876487	0.7135860	0.7459657	0.0257291	0.6455855	0.5904983	0.8464225

0	0.0941886	0.5762764	0.7694642	0.7895676	0.8762270	0.7133350	0.0559553	0.6691643	0.7479492	0.7169551
50	0.0803687	0.7225060	0.6704944	0.6957802	0.5963229	0.8173640	0.0564319	0.7976228	0.6767959	0.7308543
100	0.0703493	0.5871099	0.7895167	0.6720315	0.8226149	0.5751253	0.0333916	0.6371356	0.6621809	0.6142593
150	0.0426060	0.7196311	0.7435922	0.6702802	0.6844431	0.6208630	0.0889623	0.7017852	0.7475017	0.6486915
200	0.0236083	0.6016565	0.6634196	0.7785790	0.7744981	0.7348575	0.0166521	0.7372189	0.6394006	0.7399272
250	0.0439008	0.5864198	0.7304477	0.7282768	0.7634671	0.5682548	0.0375424	0.7884967	0.6608981	0.5947040
300	0.0179613	0.6775665	0.7513215	0.7406289	0.6547202	0.6689940	0.0288218	0.6746583	0.6100009	0.7905987
350	0.0407434	0.6152909	0.7190909	0.7709510	0.6902038	0.8490544	0.0935730	0.9304994	0.7163807	0.6688587
400	0.0356952	0.6341431	0.7180028	0.7591269	0.7158105	0.7570006	0.0623577	0.7645994	0.6620909	0.7539873
450	0.0783501	0.7465945	0.7605985	0.7247127	0.6513494	0.6199441	0.0276461	0.8212253	0.7065752	0.7552671
500	0.0444679	0.7522386	0.6416460	0.7504523	0.6548890	0.7355138	0.0301360	0.7864575	0.7267374	0.6690466
550	0.0344580	0.5488482	0.6100416	0.7835759	0.6930340	0.7913023	0.0419775	0.6432939	0.5635086	0.7955045
600	0.0644378	0.4961621	0.7183764	0.7371254	0.7214093	0.7179870	0.0663068	0.6896627	0.5091312	0.8751064
650	0.0849700	0.4948606	0.6412791	0.8245951	0.7053049	0.7805217	0.0382530	0.6992967	0.7290879	0.7868564
700	0.0973964	0.4490593	0.6911319	0.8280959	0.6495572	0.6985423	0.0649557	0.6742167	0.6940814	0.8021321
750	0.0932169	0.5550416	0.7318429	0.6757727	0.6783364	0.7622295	0.0593772	0.6406498	0.7637176	0.6513285
800	0.0838352	0.5068995	0.7249929	0.7896813	0.7438257	0.7800931	0.0669943	0.8749290	0.6283362	0.6683643
850	0.1128100	0.6522633	0.6837876	0.6672914	0.6916199	0.8367400	0.0521648	0.9710069	0.7203987	0.6535458
900	0.0847820	0.5382951	0.6964968	0.6571312	0.6422587	0.7402935	0.0826062	0.7500797	0.7036170	0.7136598
950	0.0701971	0.5507406	0.7219795	0.6949009	0.8807954	0.7239747	0.0719265	0.8204702	0.8249841	0.6939378
1000	0.1255491	0.4671082	0.6902133	0.6375840	0.7900705	0.6181845	0.0651121	0.7307478	0.7790426	0.6007018

0	0.0791354	0.5166652	0.6669854	0.6076266	0.7029410	0.7910588	0.0689603	0.6826107	0.6812580	0.7617558
50	0.0666672	0.5389227	0.6656363	0.7161167	0.6767006	0.6279873	0.0058297	0.6586064	0.4539983	0.7284545
100	0.0757478	0.6004887	0.7922586	0.6505340	0.5472370	0.5707073	0.0085036	0.6626728	0.4388394	0.6071500
150	0.0974778	0.6196381	0.6644135	0.6848431	0.5633006	0.3199848	0.0157846	0.6720163	0.4121072	0.6108092
200	0.0977307	0.4913058	0.7151986	0.6789262	0.4747725	0.3342602	0.0151605	0.7635363	0.3310607	0.5848627
250	0.1374061	0.5587916	0.8422025	0.8009798	0.5136205	0.3732818	0.0124376	0.7792287	0.4843210	0.7674181
300	0.0982618	0.5359409	0.6386070	0.6536977	0.4626038	0.2460295	0.0044220	0.6927307	0.5057481	0.5596966
350	0.1066539	0.6039106	0.6209506	0.8064605	0.5572192	0.2461136	0.0082329	0.8186682	0.4599162	0.7051983
400	0.1090233	0.5036986	0.6959079	0.6790342	0.4532959	0.2789854	0.0062508	0.8304450	0.4399947	0.8528633
450	0.0759335	0.5208552	0.6971912	0.7432893	0.4898749	0.1963644	0.0122387	0.8777682	0.4956536	0.6695897
500	0.1317838	0.5525519	0.7780537	0.6440771	0.5261574	0.2116966	0.0141505	0.6852805	0.4805260	0.6211321
550	0.0964403	0.4733268	0.7213327	0.6937942	0.5900383	0.4304694	0.0196910	0.7943616	0.6145397	0.7166999
600	0.1054746	0.4300342	0.6988001	0.7408013	0.6746802	0.5524687	0.0099607	0.6048418	0.6533029	0.7273908
650	0.0964859	0.4990465	0.6913608	0.8590634	0.6314618	0.6587058	0.0712386	0.6691397	0.8660348	0.7253656
700	0.0852497	0.4941925	0.8517154	0.6839055	0.6278690	0.5912410	0.0676247	0.6778178	0.7513890	0.6140572
750	0.0763154	0.5080447	0.7974795	0.7087951	0.7336963	0.6876526	0.0565684	0.7805651	0.7175643	0.6876873
800	0.0678976	0.5705096	0.8362661	0.7138622	0.6368701	0.6776978	0.0474528	0.6517349	0.7420305	0.7574900
850	0.1696524	0.5997492	0.8320232	0.6821311	0.6704394	0.6610859	0.0522683	0.6531205	0.6044565	0.8396919
900	0.1101749	0.4957604	0.6381660	0.6090411	0.7040259	0.6406571	0.0517448	0.7331168	0.6042241	0.7417456
950	0.0575647	0.6117647	0.6943370	0.8315877	0.6066326	0.8029826	0.0495225	0.7136319	0.5938488	0.7250302
1000	0.0674775	0.5792243	0.6253714	0.7505937	0.7102563	0.5782947	0.0450574	0.6211434	0.7086479	0.6854672
