"Time"	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
400	0.3785519	0.7110384	0.0187520	0.2743296	0.1917793	0.7567409	0.1044884	0.0195350	0.6609450	0.7661842
450	0.4761111	0.6122469	0.0444905	0.1846785	0.2307021	0.8044427	0.0484488	0.0509602	0.6906414	0.7391041
500	0.5019064	0.7097160	0.0226255	0.2302631	0.1472142	0.7101650	0.0599397	0.0346323	0.6797300	0.6622011
550	0.1412336	0.7246238	0.0167849	0.0608828	0.2048820	0.8116500	0.0826707	0.0513006	0.6966999	0.7927195
600	0.0792603	0.6723149	0.0075803	0.0351933	0.1599685	0.7889081	0.0592765	0.0441284	0.6495906	0.7338443
650	0.0479318	0.8157293	0.0065334	0.0833071	0.1392984	0.8474236	0.0404279	0.0351162	0.7646977	0.6543586
700	0.0334356	0.6930992	0.0167150	0.0160605	0.1306881	0.7779834	0.0491759	0.0365177	0.7091205	0.8650550
750	0.0502021	0.7291595	0.0105885	0.1001072	0.2121143	0.7347244	0.0302113	0.0349266	0.6364512	0.8358864
800	0.0690315	0.7491888	0.0025452	0.1137686	0.3250008	0.6321744	0.0668478	0.0343615	0.7711658	0.7237468
850	0.0868941	0.7197843	0.0087305	0.1085621	0.1655890	0.8119377	0.0566169	0.0636171	0.7666023	0.7932370
900	0.0781606	0.8067781	0.0074291	0.0799255	0.1683766	0.7739134	0.0276510	0.0488621	0.7451137	0.8457693
950	0.0690484	0.7547329	0.0113118	0.0721343	0.2367016	0.6673947	0.0471715	0.0403569	0.5689273	0.7102137
1000	0.0345521	0.6132247	0.0281110	0.0622232	0.1722482	0.6845352	0.0295378	0.0403150	0.6414581	0.9607719

0	0.0917483	0.7094261	0.0184098	0.1230687	0.1991029	0.7882816	0.0414592	0.0273570	0.6620845	0.6043140
50	0.1999051	0.6914138	0.3038009	0.0138066	0.0337553	0.6288721	0.1323777	0.3359381	0.6531740	0.7076395
100	0.2773063	0.6745271	0.3837191	0.0363635	0.0243797	0.7782299	0.1683852	0.3478553	0.6134477	0.7458679
150	0.2550731	0.5966392	0.3848454	0.0368741	0.0251276	0.7935829	0.1786389	0.3617416	0.6907475	0.7884261
200	0.3168768	0.6346839	0.5528574	0.0195690	0.0217281	0.7996959	0.1321093	0.4614644	0.5902856	0.8602548
250	0.2764160	0.5778078	0.5046749	0.0338978	0.0100746	0.8314893	0.1447921	0.4878037	0.7601674	0.8126288
300	0.2322407	0.6396042	0.5985128	0.0220239	0.0094887	0.7663007	0.1699197	0.4781412	0.7100821	0.8646998
350	0.3056726	0.5717268	0.5574231	0.0223602	0.0027588	0.6691200	0.1703155	0.4064370	0.6755100	0.7601814
400	0.2003083	0.7870717	0.4422320	0.0277190	0.0067615	0.6830747	0.0751874	0.4587907	0.7127781	0.6726494
450	0.1949581	0.5323403	0.5065543	0.0393555	0.0024621	0.7825377	0.0908947	0.5070036	0.6355254	0.7892622
500	0.2412011	0.7312901	0.4108495	0.0335045	0.0126531	0.7105317	0.1730259	0.5148199	0.8008418	0.7211419
550	0.1057957	0.6279914	0.1852986	0.0392985	0.2142764	0.8007520	0.2084756	0.1807002	0.5746286	0.8432228
600	0.0694436	0.6886006	0.0520672	0.0457834	0.1755387	0.7108435	0.1533996	0.1183455	0.6823384	0.7401246
650	0.0620271	0.8264109	0.0539508	0.0380295	0.1574434	0.8814072	0.1027873	0.1370723	0.6555785	0.6622850
700	0.0471749	0.7537124	0.0240125	0.0419490	0.2085633	0.7660190	0.1483333	0.0584400	0.6096226	0.7816520
750	0.0298178	0.6699837	0.0071539	0.0443272	0.1355649	0.6603725	0.0852891	0.0582102	0.8053199	0.7188299
800	0.0664154	0.6691296	0.0190840	0.0935573	0.2010886	0.7224546	0.1166423	0.0577237	0.6932463	0.7074120
850	0.0987364	0.6382460	0.0079347	0.2300218	0.1617447	0.8310591	0.0353766	0.0671274	0.6732324	0.8263995
900	0.0715239	0.6515330	0.0137291	0.1073597	0.2376930	0.6247784	0.0732974	0.0385279	0.6865662	0.8829229
950	0.0409061	0.8845982	0.0024621	0.0402174	0.2547969	0.7951723	0.0410177	0.0326905	0.7232041	0.6613489
1000	0.1057605	0.7046670	0.0070281	0.0762526	0.1552038	0.8070713	0.0301365	0.0350136	0.6586747	0.7033090

0	0.1200577	0.8860870	0.0196726	0.0974686	0.1936251	0.8030478	0.0268462	0.0287261	0.7489871	0.8474030
50	0.3351698	0.6890437	0.0061628	0.0527895	0.0666110	0.7146034	0.0362914	0.0237066	0.7667350	0.7500503
100	0.3794437	0.8100910	0.0087073	0.0207895	0.0348940	0.5525073	0.0349682	0.0417477	0.7888394	0.8100502
150	0.4180279	0.8764798	0.0074277	0.0371240	0.0159789	0.7376352	0.0122557	0.0467631	0.8166867	0.7626395
200	0.3876103	0.6917844	0.0182648	0.0461862	0.0064436	0.6345613	0.0277319	0.0309232	0.7966985	0.7621741
250	0.4620504	0.6796943	0.0121470	0.0134095	0.0289122	0.8095985	0.0273949	0.0351521	0.8004454	0.8056793
300	0.5694833	0.7040654	0.0045042	0.0134801	0.0248205	0.5721842	0.0325251	0.0746416	0.6326768	0.7109248
350	0.3503927	0.6439691	0.0082311	0.0181276	0.0145335	0.6272480	0.0364568	0.0433550	0.6218096	0.7701828
400	0.5611583	0.7221210	0.0171088	0.0257781	0.0143724	0.5773088	0.0308051	0.0384599	0.5412522	0.6438204
450	0.4412318	0.7359018	0.0070980	0.0142898	0.0042802	0.5660464	0.0273988	0.0227849	0.4822088	0.7152958
500	0.5545679	0.9628939	0.0272168	0.0191129	0.0160941	0.6794609	0.0382774	0.0152393	0.7723474	0.7218922
550	0.2126574	0.8330967	0.0133140	0.0490682	0.2955437	0.6935578	0.0360527	0.0364665	0.6994905	0.7074378
600	0.1350814	0.8530171	0.0184203	0.0925813	0.2478822	0.7029429	0.0333377	0.0392476	0.6060498	0.8169514
650	0.1613542	0.7129579	0.0148963	0.1720421	0.2689211	0.7030004	0.0584510	0.0397278	0.5747506	0.9149570
700	0.2023810	0.7623938	0.0283461	0.1921039	0.2576871	0.6808916	0.0583439	0.0392885	0.6306727	0.8688132
750	0.1004332	0.8175945	0.0168498	0.1221167	0.1952220	0.6768265	0.0453737	0.0435343	0.5991433	0.8149500
800	0.0778884	0.6888035	0.0036807	0.0878566	0.1805882	0.7644403	0.0309538	0.0754913	0.5669536	0.7013283
850	0.0682823	0.7949423	0.0050930	0.0852288	0.1842071	0.7863491	0.0731778	0.0570369	0.7536618	0.7438648
900	0.0234659	0.6852411	0.0085762	0.0587768	0.1805809	0.6471874	0.0368437	0.0195271	0.6248004	0.8594312
950	0.0684106	0.6330891	0.0219626	0.0412206	0.1490128	0.7679860	0.0291524	0.0526791	0.5351876	0.7984230
1000	0.1240945	0.7977391	0.0178797	0.0748331	0.1666069	0.7120842	0.0606275	0.0282927	0.6627273	0.6878339

0	0.0723642	0.8943152	0.0185918	0.1184011	0.1805652	0.7616245	0.0408589	0.0529335	0.6260316	0.7641336
50	0.2252493	0.5485219	0.2328841	0.0761071	0.2133332	0.8574219	0.1137932	0.0240332	0.6649494	0.7714047
100	0.3293778	0.6350098	0.4295773	0.0794468	0.2681042	0.7417390	0.2357503	0.0534854	0.7382078	0.8138621
150	0.3738286	0.4900154	0.3877944	0.0759446	0.1708494	0.8462363	0.3610454	0.1503286	0.7449551	0.7487895
200	0.4148347	0.5527219	0.5227895	0.0675075	0.1795282	0.6924873	0.3919059	0.2936323	0.5714455	0.8291674
250	0.4320821	0.5083255	0.4807833	0.1345614	0.3137165	0.7740438	0.2108225	0.5016815	0.6336256	0.7024619
300	0.3631187	0.4811992	0.4115241	0.0939458	0.1852954	0.5194805	0.1942879	0.3639674	0.6033841	0.6195487
350	0.3673698	0.5410386	0.4104283	0.2305269	0.2656178	0.6651924	0.1461688	0.2480717	0.5213531	0.6333665
400	0.3671155	0.4508194	0.6364277	0.1765429	0.2261243	0.8226928	0.1188270	0.1730995	0.6599841	0.7117227
450	0.3470842	0.5736133	0.5524559	0.1090329	0.3275815	0.7021328	0.2505688	0.1256979	0.5839069	0.8162981
500	0.3701777	0.4466985	0.4312605	0.2001956	0.1986532	0.7364263	0.3340460	0.2594610	0.7545753	0.7404571
550	0.2145990	0.7252842	0.2047363	0.1698952	0.3289111	0.6162954	0.3128230	0.3410069	0.6566715	0.8927483
600	0.1482126	0.7664306	0.0486316	0.1650300	0.2638670	0.6526923	0.2276126	0.4520791	0.6408765	0.8429402
650	0.2672964	0.7370239	0.0230415	0.1933497	0.2622769	0.7543730	0.1258064	0.3290234	0.6960074	0.7884401
700	0.1729510	0.7019843	0.0596626	0.1789395	0.1855351	0.7316674	0.0935033	0.1912765	0.6681624	0.7725697
750	0.2409808	0.6521800	0.0367253	0.2306366	0.2749154	0.7300427	0.1307902	0.1533550	0.8290990	0.7784121
800	0.2291952	0.7924788	0.0534741	0.2403702	0.2063462	0.7305671	0.0472808	0.0576303	0.6376375	0.6788394
850	0.1373167	0.7352743	0.0272167	0.0992076	0.1377844	0.7037441	0.0567516	0.0662820	0.7925591	0.8198678
900	0.1309892	0.8530069	0.0214270	0.0359923	0.1902483	0.8214568	0.0634360	0.0649915	0.7741178	0.6112923
950	0.0894740	0.8659262	0.0163231	0.0749203	0.1925040	0.7253234	0.0771350	0.0535756	0.6792600	0.7740494
1000	0.0573153	0.8440602	0.0102188	0.1120413	0.2053842	0.6580463	0.0630080	0.0657907	0.6439534	0.7474589

0	0.0699242	0.8576003	0.0104366	0.0724829	0.1780234	0.6823609	0.0337854	0.0519071	0.7037294	0.6925035
50	0.4190002	0.7503690	0.0066651	0.2228487	0.1665374	0.7439574	0.0502642	0.0411175	0.6671888	0.8339433
100	0.4614004	0.8872001	0.0189995	0.1261953	0.0925002	0.7889037	0.0428342	0.1378617	0.7380746	0.8567421
150	0.5919523	0.6692576	0.0117406	0.1624500	0.2162226	0.7750553	0.0376306	0.0757380	0.6509837	0.8285106
200	0.6033169	0.6962843	0.0093894	0.1474847	0.1668420	0.6284756	0.0376006	0.0664399	0.6073393	0.7595969
250	0.5666071	0.8919359	0.0099575	0.1447140	0.2536854	0.8335706	0.0479911	0.0474475	0.7462452	0.7623838
300	0.5914232	0.7457649	0.0296454	0.2553281	0.2464607	0.7791831	0.0447351	0.0650265	0.6654721	0.7906425
350	0.6314914	0.8109404	0.0437854	0.1503536	0.2136224	0.6432295	0.0374270	0.0746836	0.7272972	0.7397644
400	0.6822549	0.9013881	0.0210728	0.2283416	0.2346535	0.6738692	0.0870558	0.0577029	0.6851583	0.7595468
450	0.5609715	0.8063028	0.0261927	0.1617402	0.1537829	0.8131467	0.0440462	0.0391076	0.7240594	0.7707925
500	0.6735315	0.8092220	0.0165885	0.2216886	0.1794123	0.7930370	0.0617379	0.0708512	0.7977511	0.8331827
550	0.2986151	0.8941611	0.0078879	0.1319179	0.1794871	0.7680626	0.0688439	0.0546753	0.7114891	0.8167223
600	0.1938974	0.6388999	0.0172905	0.1164406	0.2016380	0.7851421	0.0338952	0.0287246	0.6559043	0.6710838
650	0.1337935	0.7562081	0.0070024	0.0991640	0.1694223	0.7633461	0.0546581	0.0602580	0.6014218	0.7809051
700	0.0703433	0.8432744	0.0066500	0.1002032	0.1380435	0.7990369	0.0292095	0.0574011	0.5912970	0.9265906
750	0.0544517	0.6945428	0.0127395	0.0764155	0.2176723	0.7750956	0.0389802	0.0413182	0.6050142	0.7271947
800	0.0495871	0.6507554	0.0073078	0.0577286	0.2108856	0.8296039	0.0452218	0.0318184	0.8086138	0.6329054
850	0.0646187	0.7571546	0.0157675	0.0451658	0.1928851	0.8655387	0.0278777	0.0787923	0.7447995	0.7057019
900	0.0577979	0.6246991	0.0050973	0.0583426	0.2047044	0.8153025	0.0246439	0.0424087	0.7492223	0.7069147
950	0.0463534	0.7838152	0.0022989	0.0437028	0.2349457	0.8158604	0.0227779	0.0403706	0.6711926	0.7861729
1000	0.0351007	0.8382080	0.0078914	0.0876215	0.1929112	0.7689865	0.0383083	0.0344288	0.7064550	0.8540861

0	0.0585949	0.7032094	0.0087872	0.0783702	0.1502120	0.8913990	0.0570357	0.0673396	0.7025834	0.6042030
50	0.1253088	0.8553389	0.0214130	0.1164282	0.1302442	0.8768714	0.0634646	0.0257504	0.7045671	0.8406851
100	0.1245996	0.6462759	0.0264595	0.1387187	0.1207651	0.6936921	0.0667501	0.0310893	0.7414288	0.7664867
150	0.0328472	0.6342709	0.0195954	0.0797846	0.1665368	0.7742208	0.0159980	0.0306483	0.6631022	0.6641107
200	0.0400436	0.7525988	0.0104317	0.1056668	0.1877065	0.7724601	0.0691133	0.0272582	0.6611550	0.7746982
250	0.0729078	0.7403318	0.0543982	0.0417035	0.1278772	0.7447329	0.0612113	0.0198653	0.6308297	0.7631795
300	0.0366061	0.6335946	0.0119633	0.0426047	0.1826629	0.7008809	0.0578034	0.0288165	0.7906331	0.7394684
350	0.0484905	0.7142439	0.0074559	0.0344379	0.2074174	0.6276962	0.0287062	0.0137244	0.6805143	0.6861499
400	0.0728532	0.7608786	0.0066967	0.0718829	0.1672973	0.7096585	0.0211754	0.0397924	0.5786493	0.5637782
450	0.0901537	0.7522985	0.0132852	0.0752497	0.1839194	0.8382509	0.0416035	0.0285681	0.6509567	0.7089532
500	0.1157564	0.7802731	0.0102394	0.0976959	0.1269192	0.7278477	0.0401561	0.0560043	0.6129759	0.7014493
550	0.0569692	0.7590496	0.0277000	0.0574062	0.2407372	0.7417545	0.0588284	0.0575583	0.6679329	0.8049863
600	0.1299716	0.8815843	0.0026288	0.1129804	0.1974121	0.7000903	0.0718463	0.0412069	0.6886091	0.7663020
650	0.1453298	0.6806859	0.0132218	0.1766040	0.2144390	0.6553662	0.0431517	0.0548935	0.7181049	0.8682778
700	0.1087702	0.8971963	0.0118115	0.1346757	0.2592184	0.7880880	0.0478320	0.0269512	0.6449310	0.8084729
750	0.2057331	0.6715916	0.0366539	0.2827138	0.2236670	0.7845976	0.0329645	0.0103355	0.5552834	0.7426499
800	0.2432502	0.7793606	0.0282735	0.2499211	0.2303161	0.7070978	0.0667061	0.0588166	0.5789346	0.8449974
850	0.1645989	0.7217609	0.0213977	0.2409646	0.2407300	0.7229902	0.0375651	0.0421246	0.5816019	0.7042974
900	0.1492204	0.7108247	0.0371795	0.1479743	0.2005550	0.6672442	0.0587382	0.0260099	0.5509671	1.0000000
950	0.1401824	0.6837749	0.0206409	0.1827911	0.2111176	0.7593479	0.0447966	0.0331976	0.6618016	0.6857362
1000	0.1740282	0.7498869	0.0184889	0.1657609	0.2430935	0.8152512	0.0454083	0.0239046	0.6869792	0.7197777

0	0.0495947	0.6660484	0.0124410	0.0531757	0.2072506	0.8270212	0.0501648	0.0386684	0.7162954	0.8227576
50	0.0296647	0.6499753	0.0230112	0.1101657	0.2876157	0.3294269	0.3208836	0.4124586	0.7043322	0.4433832
100	0.2644803	0.7552122	0.0063557	0.1751599	0.3796447	0.3209744	0.5284988	0.6246441	0.5999562	0.3164901
150	0.3559329	0.8435745	0.0138284	0.4647836	0.3689732	0.2145663	0.4756770	0.5910755	0.5561560	0.3565845
200	0.4923175	0.6946958	0.0317752	0.4568665	0.3317048	0.1989148	0.5125418	0.6507266	0.4693671	0.3566640
250	0.5097032	0.6126954	0.0512322	0.3979872	0.4373240	0.2178682	0.6309540	0.7730437	0.4575288	0.3649074
300	0.5883452	0.5940939	0.0957791	0.5223590	0.3597700	0.2431845	0.4744659	0.8178703	0.4742706	0.4035373
350	0.7016085	0.5284276	0.1898404	0.4106871	0.3296314	0.1928857	0.6139111	0.9079588	0.4560137	0.4117841
400	0.6072344	0.5591113	0.1432445	0.3927841	0.3925138	0.1346327	0.6273981	0.7335087	0.5018660	0.3335482
450	0.6198649	0.5739273	0.1691908	0.4111020	0.4688875	0.2127908	0.5421298	0.7915590	0.4365220	0.3047800
500	0.5572057	0.6004115	0.1167827	0.4766118	0.4740081	0.1898787	0.4644598	0.7441201	0.5070976	0.2981679
550	0.6028921	0.5808488	0.1435984	0.4922363	0.4155743	0.3753954	0.2270831	0.6186712	0.5293786	0.6144347
600	0.5717370	0.5195151	0.1604238	0.4984590	0.4021373	0.6425093	0.1014208	0.4938389	0.5231269	0.8280955
650	0.4929230	0.4224770	0.2225201	0.4362202	0.4180390	0.6094338	0.0621587	0.2347624	0.5753238	0.7691327
700	0.6172454	0.5567031	0.1278166	0.4395426	0.3359338	0.7754277	0.0775637	0.0708736	0.5489216	0.6445791
750	0.5212295	0.5503872	0.1576025	0.3916896	0.2542963	0.6784605	0.1946394	0.0544549	0.7101046	0.7634258
800	0.3191389	0.5244028	0.2042404	0.3309414	0.2839758	0.6437109	0.2043085	0.1123908	0.6478134	0.8943634
850	0.2613060	0.7917480	0.0938920	0.1817536	0.2056637	0.8427288	0.1910497	0.0787835	0.6798969	0.6923892
900	0.2211786	0.7962143	0.0278250	0.1872215	0.2431433	0.7628850	0.1729918	0.1591797	0.6589434	0.8322410
950	0.1254294	0.8121917	0.0338509	0.1571247	0.2138494	0.6441534	0.0760843	0.1887945	0.7806469	0.7845747
1000	0.1038212	0.6936448	0.0158775	0.0860647	0.3163791	0.7334751	0.0832764	0.1306084	0.7099401	0.6647380

0	0.0702022	0.8330087	0.0275196	0.0789710	0.1912828	0.7372561	0.0417420	0.0347763	0.6432793	0.7037309
50	0.2653812	0.4160739	0.0072094	0.2553997	0.0267369	0.6917523	0.3669550	0.0452105	0.6096453	0.6189486
100	0.4921806	0.2871704	0.0132268	0.2583946	0.0235339	0.6590697	0.4437396	0.2124029	0.7149281	0.6610797
150	0.4423940	0.1961869	0.0126247	0.2069909	0.0214799	0.5876896	0.5199404	0.5700993	0.5965151	0.7429037
200	0.6220312	0.3505246	0.0097065	0.2074500	0.0224083	0.6550117	0.4618846	0.5322352	0.7478364	0.7504428
250	0.5802694	0.3261608	0.0204350	0.2134203	0.0197871	0.5124271	0.5081561	0.6063118	0.7167963	0.8793507
300	0.5726117	0.2314550	0.0112096	0.1830617	0.0115149	0.5979810	0.4213353	0.9050315	0.7191987	0.8624533
350	0.4989752	0.2362614	0.0368908	0.2238024	0.0066571	0.5353042	0.5069991	0.7765549	0.7216203	0.9801877
400	0.5431988	0.2550991	0.0359775	0.2932293	0.0064061	0.7118987	0.4519852	0.8387568	0.6928329	0.8415355
450	0.6433239	0.3115262	0.0090458	0.2645882	0.0124451	0.6018875	0.3124067	0.7423217	0.6713177	0.8096981
500	0.5373196	0.3470635	0.0078189	0.2002466	0.0230113	0.5554135	0.5475084	0.8017458	0.7049298	0.8225890
550	0.2025488	0.5295318	0.0259088	0.1088138	0.3051204	0.6830545	0.1738946	0.7077635	0.7473570	0.7082896
600	0.3101531	0.7423465	0.0157597	0.2610592	0.3452656	0.6275421	0.1082022	0.4929197	0.7459802	0.6215006
650	0.5133177	0.8036459	0.0214502	0.3949116	0.3152220	0.7977509	0.0502373	0.1748890	0.6705090	0.8503272
700	0.4311003	0.6761672	0.0753839	0.3640877	0.2919502	0.7720789	0.0267807	0.1283763	0.8372697	0.7993774
750	0.3511127	0.7441327	0.0425664	0.2668316	0.2096208	0.7655155	0.0688993	0.0504205	0.6046712	0.6611438
800	0.2264182	0.9236504	0.0712973	0.2010045	0.1731841	0.6429712	0.0719392	0.0727997	0.6537339	0.8570871
850	0.1133709	0.6875622	0.0570816	0.0965711	0.2171939	0.7245225	0.0733470	0.0689436	0.6103545	0.8611329
900	0.0609566	0.5664066	0.0214207	0.0604733	0.2625293	0.6321425	0.0599554	0.0259988	0.6071835	0.7831788
950	0.0936199	0.7530862	0.0079640	0.1901303	0.2461127	0.6574928	0.0302857	0.0383372	0.7042875	0.7299887
1000	0.0554287	0.8562506	0.0060937	0.1114843	0.2230767	0.8015720	0.0469538	0.0301700	0.6123800	0.6027933

0	0.0573193	0.6959255	0.0085965	0.0528356	0.1922974	0.6767491	0.0333625	0.0440587	0.6654811	0.5868371
50	0.0333851	0.8224816	0.0071473	0.0579486	0.2014309	0.7607611	0.0173324	0.0804380	0.6422948	0.7198828
100	0.0782768	0.7055650	0.0133539	0.0861948	0.2261849	0.7733439	0.0138977	0.0391213	0.5706390	0.9389143
150	0.0796020	0.5878059	0.0211454	0.0735004	0.1908389	0.8064927	0.0294696	0.0263665	0.7930292	0.6760665
200	0.0772080	0.6776414	0.0187971	0.0715123	0.1454888	0.7544422	0.0528204	0.0803566	0.6109568	0.7300421
250	0.0917366	0.7887375	0.0171205	0.1076436	0.2141197	0.7684290	0.0699281	0.0255883	0.6501515	0.7848660
300	0.0705967	0.8331816	0.0072714	0.0790962	0.2568673	0.8393972	0.0536597	0.0398997	0.6927339	0.7004623
350	0.1033262	0.8024951	0.0087799	0.0748421	0.1794898	0.6842228	0.0508498	0.0332610	0.7683158	0.9694277
400	0.0743901	0.7249973	0.0212476	0.1271397	0.2226337	0.9145767	0.0431637	0.0360209	0.6951954	0.7666906
450	0.0874555	0.6634616	0.0192287	0.1195025	0.2073345	0.6903069	0.0388991	0.0417063	0.6554993	0.7872139
500	0.0564753	0.7423235	0.0085388	0.1207395	0.2802120	0.7573168	0.0686781	0.0463875	0.6914825	0.7434539
550	0.0540755	0.6876207	0.0148832	0.0958710	0.3041322	0.6889438	0.0507800	0.0611308	0.5603624	0.7522551
600	0.0966487	0.9130349	0.0120630	0.1323947	0.2091644	0.7242692	0.0543813	0.0490210	0.7671232	0.7134407
650	0.0866960	0.8840440	0.0282901	0.1360275	0.2225775	0.8358539	0.0190523	0.0378864	0.6478784	0.8158545
700	0.0814344	0.7491243	0.0088744	0.1168963	0.1987401	0.7668127	0.0504752	0.0614498	0.6912836	0.7024062
750	0.1152441	0.7274500	0.0123054	0.1603314	0.1854347	0.8253047	0.0434502	0.0421503	0.6735607	0.8034854
800	0.1061545	0.7605795	0.0163942	0.0839481	0.1508996	0.9197801	0.0616544	0.0480708	0.6074471	0.7401035
850	0.0840889	0.7074561	0.0120962	0.1104482	0.1912469	0.8498702	0.0460873	0.0340505	0.6541298	0.8458160
900	0.0382044	0.8499846	0.0102100	0.0579898	0.2016821	0.7258227	0.0247152	0.0550279	0.6609898	0.7824579
950	0.1500071	0.6625554	0.0223210	0.0666296	0.1712575	0.7668678	0.0523624	0.0224725	0.6765269	0.7980977
1000	0.0355914	0.7094636	0.0134813	0.0600866	0.2324805	0.8238440	0.0321658	0.0389410	0.7569162	0.6997043
