"Time"	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
100	0.9560125	0.0340761	0.0402219	0.8423426	0.8639123	0.3968850	0.0417220	0.8654000	0.0210295	0.9527728
150	1.0396603	0.1043906	0.0396804	0.6988037	0.8798427	0.2569524	0.0290501	0.7799961	0.0270863	1.0098423
200	1.0432470	0.0712269	0.0468542	0.5303993	0.8376972	0.1970122	0.0163172	0.8462899	0.0134840	1.0253862
250	0.9884049	0.0720430	0.0607918	0.3879613	0.8565813	0.1221322	0.0208215	0.8653165	0.0137584	0.9846968
300	0.9986154	0.0442382	0.0878341	0.2833033	0.6216534	0.1015423	0.0226109	0.7525615	0.0103733	1.0078342
350	0.9577466	0.0132948	0.1093548	0.1754629	0.6071753	0.1480029	0.0303036	0.8503476	0.0071126	0.9791842
400	0.9733070	0.0081473	0.2145916	0.1626261	0.5875629	0.1213916	0.0418375	0.8763844	0.0055037	0.9694266
450	1.0488940	0.0097625	0.2623686	0.1654538	0.5845961	0.1395632	0.0320233	0.8569177	0.0055696	0.9464097
500	1.0402179	0.0055816	0.2939867	0.1426175	0.6645776	0.1572757	0.0287893	0.8065328	0.0041517	0.9997602
550	0.9751691	0.0046840	0.3165262	0.1483165	0.5755700	0.4628429	0.0176004	0.9357272	0.0094498	1.0917501
600	1.0107636	0.0046837	0.3353092	0.4155523	0.7464841	0.8127449	0.0296678	1.0064243	0.0527581	0.9947047
650	1.0420480	0.0019342	0.1432212	0.5663642	0.8444131	0.9477693	0.0246474	1.0066551	0.0494083	0.9864410
700	1.0633546	0.0026741	0.1077535	0.6142692	0.8935313	0.8965686	0.0207658	0.9909733	0.0535988	0.9658427
750	0.9263867	0.0016121	0.0763786	0.8753319	0.9975843	0.8082108	0.0257831	1.0265684	0.0525173	0.9210419
800	0.9202663	0.0005846	0.0706544	0.8743541	0.8413941	0.8722528	0.0308994	1.0571195	0.0537327	1.0002338
850	0.9229956	0.0077476	0.0531857	0.8154928	0.9365563	0.9738152	0.0376559	1.0451854	0.0237204	1.0658061
900	0.9769586	0.0094195	0.0718643	0.9319192	0.8635715	1.0227411	0.0366567	1.0170523	0.0431367	1.1312650
950	0.9698259	0.0207588	0.0504745	0.9105482	0.9292215	1.0595390	0.0449913	0.9703867	0.0200123	1.0609373
1000	0.9465049	0.0082754	0.0454238	0.8601108	0.9129739	1.0132580	0.0398987	1.0000007	0.0360440	1.0788616

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	1.0122070	0.0098704	0.0642923	0.9077911	0.8678987	1.0126446	0.0404777	1.0843157	0.0327892	0.8457713
100	0.9913977	0.0109608	0.0550478	0.9488122	1.0071274	1.0155478	0.0158535	1.0794308	0.0475016	0.9452725
150	1.0226495	0.0235070	0.0328418	0.8847302	0.9180774	1.0483164	0.0225036	0.9338896	0.0533909	0.9368042
200	0.9967309	0.0717196	0.0592939	0.7964657	0.9386335	0.9676050	0.0314523	0.9312971	0.0497095	0.8974207
250	1.0433247	0.0462665	0.0644158	0.8946785	0.9688674	0.9571608	0.0452067	0.9196458	0.0526495	1.0106678
300	0.9556474	0.0277511	0.0718436	0.7883961	0.9919567	0.9341436	0.0324342	0.9352290	0.0701433	1.0630127
350	0.9382271	0.0097675	0.0763884	0.7285871	0.8413369	0.9241789	0.0467628	0.9947363	0.0550300	0.9780604
400	0.9616423	0.0044139	0.0517586	0.8547802	0.9296761	0.9507318	0.0442040	0.9296246	0.0592872	1.0219135
450	0.9941327	0.0000201	0.0599616	0.8671750	0.9532877	1.0239344	0.0378708	0.7919053	0.0422515	0.9927885
500	0.9997432	0.0033798	0.0725074	0.7524958	1.0239421	0.9871895	0.0536642	0.8931535	0.0664970	1.2171097
550	0.9775921	0.0021353	0.0851760	0.7206675	0.9838728	1.0416303	0.0468685	0.9856063	0.0423421	1.1234104
600	0.9713499	0.0008207	0.0673477	0.8280656	1.0003002	0.9878134	0.0289889	1.0399100	0.0288329	1.0852961
650	1.0868841	0.0018421	0.0587449	0.8737276	0.9160425	1.0011535	0.0458726	0.9697512	0.0336312	1.0100631
700	0.9914716	0.1079920	0.0235315	0.8514897	0.9286335	0.9168941	0.0488448	1.0170433	0.0462459	0.9709084
750	0.9630973	0.3325463	0.0383416	0.7669393	0.8441148	0.9501811	0.0439322	0.9932262	0.0424464	0.9677260
800	0.8807222	0.2962673	0.0546908	0.8722199	0.8947542	0.9956708	0.0389395	1.0555300	0.0439956	0.9430974
850	0.8458977	0.1708313	0.0519762	0.8682632	0.9021500	0.9905403	0.0482782	1.0820826	0.0328826	0.8867465
900	0.8831695	0.1223321	0.0490069	0.8658296	0.9698238	1.0569710	0.0609186	1.0104740	0.0738745	0.9300497
950	0.8411526	0.0787244	0.0327173	0.8302088	0.8374062	1.0754608	0.0441552	0.9897646	0.0475808	0.9236657
1000	1.0394693	0.1440185	0.0267761	0.8665696	0.8566230	0.9251722	0.0309284	0.9020913	0.0629876	1.0592875

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	0.9468553	0.0197251	0.0403024	0.8404421	0.9559904	1.0005202	0.1735554	0.6638534	0.0308263	1.0898939
100	0.7935712	0.0341433	0.0081593	0.7889520	0.9727287	1.0036407	0.2832953	0.3485453	0.0114394	1.0651294
150	0.7489968	0.0148757	0.0166133	0.8055749	0.9422489	1.0278384	0.3947902	0.1564537	0.0104220	1.0262396
200	0.7297924	0.0279215	0.0138509	0.9199637	0.8731028	0.9928555	0.5488160	0.0530917	0.0048628	1.0705502
250	0.7572577	0.0259957	0.0085821	0.8656713	0.9064257	0.9293773	0.5416559	0.0683076	0.0115728	1.0504390
300	0.7214916	0.0136970	0.0050513	0.8754222	0.9374924	0.8772240	0.5959145	0.0719972	0.0063919	0.9787901
350	0.7316344	0.0068156	0.0141742	0.8005486	0.9317293	0.9614612	0.5703807	0.0561023	0.0103600	0.9804605
400	0.7083433	0.0154875	0.0231967	0.7706859	0.8446712	0.8315293	0.5529690	0.0706623	0.0158218	0.9039437
450	0.7647358	0.0141157	0.0251610	0.7975372	0.8837821	0.9129041	0.5097286	0.0534702	0.0106688	0.9569803
500	0.7324728	0.0169386	0.0143466	0.7666278	0.8488555	0.9199834	0.5706179	0.0726449	0.0189861	1.0244481
550	0.7200292	0.2304820	0.0400213	0.8242940	0.8644481	0.9048578	0.3886558	0.3850202	0.0243384	1.0164044
600	0.7688969	0.3305237	0.0453153	0.8003257	0.9114605	0.9420198	0.2184004	0.7696010	0.0422698	0.9787880
650	0.8097312	0.2468929	0.0558966	0.8597263	1.0104289	0.9194592	0.1155782	0.9185168	0.0379368	1.0100823
700	0.7945401	0.1926880	0.0292795	0.8576846	0.9961385	0.9166955	0.0537343	1.0470514	0.0465601	0.9857961
750	0.8681127	0.1878850	0.0537941	0.7944811	0.8548485	1.0015263	0.0716574	0.9870551	0.0623352	0.8751019
800	0.8742086	0.1125906	0.0655876	0.8296854	0.9726260	0.9817124	0.0615637	1.0211626	0.0591651	0.9670865
850	0.9464326	0.0647093	0.0533128	0.8305096	0.7785387	0.9766504	0.0498608	0.9936127	0.0552197	1.0732266
900	1.0678380	0.0189705	0.0334663	0.8814687	0.8740701	0.9623778	0.0428479	0.9860730	0.0547323	1.0562446
950	1.1133743	0.0523943	0.0455451	0.8442163	0.8477490	0.9893957	0.0358994	0.9965673	0.0318406	1.0830515
1000	1.0268909	0.0484713	0.0598878	0.9078571	0.8550779	0.9256668	0.0514326	0.9874538	0.0415327	0.9080825

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	0.9906179	0.0154227	0.0666033	0.9698671	0.9280897	0.7184451	0.0337160	1.0034971	0.0602011	0.6938843
100	1.0579854	0.0170989	0.0448960	0.9589661	0.8852435	0.5165668	0.0285574	0.9296567	0.1235130	0.4054807
150	1.0723240	0.0195883	0.0621592	0.9118858	0.8707949	0.4531007	0.0747974	0.8853411	0.3210925	0.2409271
200	1.0126169	0.0136697	0.0516729	0.9635594	0.8672084	0.4140854	0.1690497	0.7745920	0.5309343	0.1604943
250	0.9287055	0.0042112	0.0693970	0.9099863	0.9294184	0.3518062	0.2764112	0.6225399	0.8064491	0.1235223
300	1.0409503	0.0001078	0.0839800	0.8833799	0.9125198	0.3971122	0.4446797	0.4319240	0.8194954	0.1219186
350	1.0024392	0.0015908	0.0753364	0.8883354	0.9739767	0.4281459	0.5291036	0.3722865	1.0434560	0.0995952
400	1.0695196	0.0028725	0.0473143	1.0259489	0.9059418	0.4111721	0.5885466	0.2659848	1.0309738	0.1084276
450	1.0100980	0.0150514	0.0520267	1.0529965	0.8400456	0.3487176	0.6119743	0.2442525	1.0882906	0.0800364
500	1.0882744	0.0212580	0.0621607	0.9583795	0.8691626	0.3022002	0.6539186	0.2030032	0.9158080	0.1119811
550	0.9972623	0.0240260	0.0663893	0.8324717	0.9354398	0.4686730	0.6502603	0.2224648	0.8748577	0.3593884
600	0.8601440	0.0204994	0.0427601	0.7717834	1.0209351	0.7458215	0.6195293	0.2674641	0.6160070	0.6404144
650	0.9063967	0.0260428	0.0471772	0.7669286	0.9482731	0.8000127	0.5446830	0.4819006	0.2965578	0.8923323
700	0.8675433	0.0207600	0.0559062	0.8041994	0.9778706	0.8616506	0.4384309	0.6046669	0.1427283	0.9495044
750	0.9423643	0.0164775	0.0684314	0.8436637	0.9011418	0.9925701	0.3209258	0.8690626	0.1236620	0.9806731
800	1.0218439	0.0184399	0.0504154	0.8036003	0.8695004	0.9911382	0.2368699	0.9243198	0.0618842	0.9936722
850	0.9882360	0.0125374	0.0555630	0.7803973	0.9174219	1.0405259	0.1279577	0.9460218	0.0762064	0.9664816
900	0.9685991	0.0245525	0.0588306	0.8212322	0.9355334	1.1534240	0.0977401	0.9411588	0.0699938	1.0431332
950	0.9858550	0.0184600	0.0515477	0.7998025	0.9418259	1.0885871	0.0575908	0.9606803	0.0518999	1.0880312
1000	1.0080922	0.0175623	0.0468051	0.7291399	0.9403681	1.0047340	0.0667666	0.9993751	0.0615637	0.9890959

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	1.0171992	0.0038810	0.0729114	0.8359316	0.8359331	0.9733746	0.0467784	1.0315107	0.0530200	0.9896859
100	0.9691047	0.0040642	0.0693014	0.8410511	0.8259694	1.0003639	0.0528547	0.9897328	0.0302804	0.9991151
150	1.0152150	0.0029911	0.0655838	0.8662985	0.9246539	1.1005528	0.0466097	1.0555729	0.0546036	0.8747188
200	0.9732100	0.0008617	0.0725087	0.8919851	0.8277931	1.0318195	0.0535114	1.1006359	0.0818530	0.8609946
250	1.0300200	0.0043054	0.0651458	0.8114864	0.9156983	1.0555792	0.0284515	1.1015202	0.0571992	0.7870177
300	0.9861075	0.0099905	0.0536705	0.8381500	0.9742714	1.1096837	0.0417779	0.9750178	0.0620607	0.8841020
350	1.0229952	0.0345056	0.0325401	0.7897014	0.9605526	1.0038973	0.0547441	0.9849237	0.0627794	0.8360529
400	0.9795435	0.0806565	0.0583119	0.9033924	0.9563962	0.9851845	0.0498555	0.9649985	0.0599189	0.7138379
450	1.0085572	0.0539384	0.0636122	0.8617824	0.9138663	0.8792303	0.0461383	0.8861315	0.0718915	0.7167315
500	0.9503046	0.0315483	0.0527352	0.8831129	0.9162033	0.9719132	0.0434558	0.8887574	0.0508774	0.7230330
550	1.0169802	0.0366275	0.0385346	0.8270626	1.0100915	0.9926006	0.0493101	0.9666964	0.1001931	0.8569983
600	0.8904639	0.1543569	0.0192526	0.8742029	1.0200018	0.9928705	0.0617451	0.9433989	0.0724622	0.9546602
650	0.8573570	0.4179589	0.0384242	0.9085492	1.0458256	0.9885639	0.0852045	1.0991104	0.0496208	1.0589893
700	0.8150485	0.3597735	0.0639477	0.8742230	0.8814701	1.0450319	0.0947255	1.0914899	0.0465677	1.0320023
750	0.8960676	0.1660193	0.0524429	0.8719528	0.9638934	0.9252688	0.1062405	1.0182951	0.0538937	0.8984587
800	0.9068902	0.0786999	0.0660042	0.8905333	0.8975006	1.0223947	0.0848136	0.9410649	0.0442348	0.9232742
850	0.9369454	0.0359125	0.0519397	0.8772144	0.8567686	1.0647407	0.0504497	0.8276437	0.0475017	0.9153317
900	0.9990448	0.0200845	0.0528007	0.8005669	0.7940624	1.0115573	0.0568752	0.9686888	0.0394289	0.9944850
950	0.9725141	0.0126376	0.0526147	0.7622261	0.8526724	1.0356082	0.0478988	1.0263701	0.0281985	0.9131910
1000	1.0189145	0.0732029	0.0298257	0.7735004	0.8763851	1.0082756	0.0367337	0.9000445	0.0178281	0.9362004

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	0.9493841	0.1376376	0.0548365	0.8699370	1.0017860	0.8309023	0.0219660	0.8332587	0.0541091	1.0213306
100	0.9924549	0.0912364	0.0689381	0.9799505	0.9421376	0.6394701	0.0287887	0.6186076	0.0381131	0.8865187
150	0.9720009	0.0467304	0.0731679	0.9714116	0.9498454	0.5608292	0.0318021	0.5308124	0.0419004	0.7683987
200	0.9662623	0.0363377	0.0418354	0.9672685	0.8512659	0.5604388	0.0370702	0.5991813	0.0591591	0.7392294
250	0.9701351	0.0525735	0.0534872	0.9605693	0.9324392	0.5623690	0.0325827	0.5379671	0.0681160	0.6747767
300	0.9762517	0.0318299	0.0555170	0.9362347	0.7890580	0.5117360	0.0494224	0.5916827	0.0971507	0.6405226
350	0.8865140	0.0802488	0.0382839	0.9357292	0.8417195	0.5358631	0.0457529	0.4718511	0.1119780	0.5324876
400	0.9562068	0.2383787	0.0285556	0.9164419	0.9081205	0.4851865	0.0565027	0.4593068	0.1574004	0.6608029
450	0.8220117	0.3310069	0.0524329	0.9304871	0.8882901	0.4606147	0.0735174	0.4340917	0.1077081	0.6781829
500	0.8263126	0.2355411	0.0963610	0.9604220	0.9023680	0.4823575	0.0887473	0.4278022	0.0822118	0.6492972
550	0.8360049	0.1331598	0.0733637	0.8892156	0.8943582	0.6175679	0.0756268	0.6138336	0.0871567	0.7635219
600	0.8245836	0.0684521	0.0798701	0.8684235	0.8674456	0.9187353	0.0624928	0.8068687	0.0800283	0.8998998
650	0.8419694	0.0378259	0.0683888	0.8440640	0.8672618	0.9394392	0.0527536	0.8847144	0.0449495	1.0156316
700	0.9531428	0.0171247	0.0680182	0.8468182	0.9536496	1.0940650	0.0601280	0.8807527	0.0366950	0.9822405
750	0.9983989	0.0070707	0.0432040	0.8334816	1.0277655	0.9632448	0.0493161	1.0434232	0.0639665	0.9290054
800	0.9858475	0.0148501	0.0543992	0.7899577	1.0640371	1.0355261	0.0447625	0.9714762	0.0449447	1.0229803
850	1.0834649	0.0130290	0.0533796	0.7843105	0.9418812	0.9290568	0.0437712	0.9078417	0.0497389	1.0360069
900	1.0767475	0.0494641	0.0372952	0.7800315	0.8359885	0.9887394	0.0214011	1.0071784	0.0240814	0.9911910
950	1.0414581	0.1761137	0.0413141	0.8050756	0.8977981	0.9661235	0.0290831	1.0638252	0.0576545	1.0273168
1000	0.9514085	0.2166450	0.0278790	0.7685542	0.8330012	0.9096796	0.0283339	1.0146997	0.0582964	1.0124118

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	0.8962791	0.0070531	0.0322704	0.8968709	0.9750589	0.8509714	0.0371003	0.9225010	0.0856790	0.7804979
100	0.6475301	0.2354787	0.0160312	0.8708911	0.9580236	0.8222568	0.0568042	0.9148243	0.0682919	0.4195921
150	0.3884015	0.5927367	0.0151597	0.8187380	0.9756862	0.7326374	0.0901806	1.0173293	0.1876241	0.2399394
200	0.3120443	0.6854836	0.0062292	0.8194002	0.9047950	0.6923631	0.2305142	0.8585676	0.4495395	0.1352126
250	0.2379726	0.8850199	0.0088585	0.7388226	0.9550563	0.7102273	0.4782480	0.7647527	0.8482336	0.0780319
300	0.1806359	0.9743506	0.0075880	0.7654282	0.8564045	0.6091233	0.6237041	0.5742741	0.9480764	0.0724012
350	0.1405077	1.0162749	0.0003244	0.7456577	0.9024240	0.6015399	0.6509785	0.4169766	1.0795330	0.0515584
400	0.1030613	1.0478751	0.0026599	0.7467705	0.9340437	0.4737272	0.6587618	0.3363699	1.0649029	0.0561732
450	0.1022433	0.9383762	0.0027405	0.7389721	0.9077362	0.4639164	0.7666433	0.2467936	1.0520085	0.0763433
500	0.1001258	0.9222468	0.0018688	0.6784842	0.8416430	0.4697317	0.6582201	0.2339084	1.1821513	0.0605154
550	0.1396507	0.8912057	0.0213294	0.7455220	0.8923267	0.6125617	0.7096255	0.2352411	0.9481412	0.3733235
600	0.2709871	0.8287223	0.0420764	0.8115825	0.8199862	0.7128166	0.6483384	0.3089531	0.5897860	0.6287987
650	0.3180739	0.5500164	0.0565753	0.8004588	0.8143629	0.8476678	0.5447591	0.4255425	0.2817412	0.7958566
700	0.4112852	0.2921790	0.0341792	0.8066659	0.8603318	0.8216245	0.4877399	0.7354702	0.1615846	0.8667420
750	0.6290447	0.1570690	0.0595569	0.7719988	0.8555187	0.8951074	0.2911314	0.8166822	0.1039550	1.0469773
800	0.8060192	0.0850010	0.0595783	0.8839493	0.8241224	1.0071006	0.2171167	0.9743454	0.0888703	1.0692949
850	0.9579207	0.0375354	0.0673722	0.8990201	0.9518551	1.0261828	0.0965871	0.8847918	0.0447851	1.0134310
900	0.9495156	0.0062235	0.0611422	0.9236015	0.9212252	1.0325928	0.0733134	0.9852939	0.0504526	1.1106679
950	1.1007169	0.0016619	0.0669921	0.9538339	0.9358964	1.0629815	0.0533198	0.9584269	0.0330746	1.0904007
1000	0.9988807	0.0030154	0.0710119	0.9225491	0.9206248	1.0689085	0.0617782	1.0097215	0.0404323	0.9980193

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	1.0013062	0.0328858	0.0374849	0.8060307	0.8740929	1.0404660	0.1679811	1.0383192	0.0535086	0.9943323
100	0.9645122	0.2103713	0.0174996	0.8542280	0.9107899	1.0256964	0.2939543	1.0278468	0.0330647	1.1096494
150	0.9680648	0.5172395	0.0100477	0.8782945	0.9010338	0.9855050	0.3908248	0.8712850	0.0481809	0.9699141
200	0.8191322	0.7365685	0.0041595	0.9087422	1.0682180	0.9961362	0.4676701	0.9819913	0.0496451	1.0338827
250	0.6457156	0.8516192	0.0012733	0.9948412	1.0650536	1.0404038	0.6526354	1.0115425	0.0399456	1.0600846
300	0.4651791	0.8598032	0.0040517	0.9828249	1.0015261	0.9535446	0.7471876	1.0269742	0.0418258	1.0616712
350	0.3731067	1.0692255	0.0059357	1.1431482	1.0056147	0.7916109	0.8425010	0.9571995	0.0487107	1.0735083
400	0.3351417	1.0786055	0.0014968	0.9649322	1.0583417	0.6544261	0.8809297	0.9904868	0.0663332	1.0609149
450	0.3612220	1.0405321	0.0003820	0.9165576	0.9147826	0.5455949	0.9827582	0.9695151	0.0541346	0.9577784
500	0.3526478	0.9487509	0.0028895	0.9259019	0.9400583	0.3668520	0.9725432	1.0100299	0.0544897	0.9733281
550	0.2942258	0.8937186	0.0137164	0.7567044	0.9025516	0.3979316	0.9001642	0.9656246	0.0774752	0.9015600
600	0.2894923	0.8077305	0.0305895	0.6323553	0.8302607	0.4364707	0.7238937	0.9963355	0.0453742	0.9079338
650	0.3210447	0.4885887	0.0567528	0.6991854	0.9641611	0.6542648	0.6164311	0.9733988	0.0333963	0.8910729
700	0.4823533	0.2500505	0.0669484	0.7802667	0.8811166	0.8088808	0.4608567	0.9410954	0.0448701	0.9395349
750	0.6448656	0.1156372	0.0567998	0.8152884	0.8140353	0.9356586	0.2665472	1.1017696	0.0427573	1.0190383
800	0.7821182	0.0512912	0.0524905	0.8254658	0.7744352	0.9796021	0.1416630	1.0596992	0.0530377	0.9986259
850	0.8385321	0.0324660	0.0561374	0.9108228	0.8743436	0.9314406	0.0907554	1.1210215	0.0412527	0.9345616
900	0.8394316	0.0530887	0.0650440	0.9210474	0.8671013	1.0288212	0.0950039	1.0326477	0.0384343	0.8987067
950	0.9147925	0.0294107	0.0684122	0.8267180	0.8674893	0.9033017	0.0437549	1.0200988	0.0217770	0.8840861
1000	1.0388497	0.0157919	0.0730550	0.8686717	0.9107432	0.8939829	0.0509632	1.0091739	0.0517151	0.9894813

0	1.0222127	0.0367536	0.0522106	0.8717172	0.9441626	1.0564509	0.0259194	1.0325559	0.0205130	0.9129447
50	1.0450961	0.0003632	0.0461792	0.8568670	0.9030859	0.8554625	0.0482489	0.9629739	0.0650236	1.0640628
100	1.0288628	0.0093649	0.0557544	0.9091772	0.9616941	0.5740975	0.0473033	0.9167278	0.0317304	1.0557770
150	0.9554634	0.0109352	0.0510358	0.8300682	0.8254589	0.5093445	0.0421081	0.8369593	0.0235824	0.9774860
200	1.0053384	0.0220919	0.0609456	0.6879169	0.7780038	0.4474587	0.0361988	0.8002470	0.0384501	1.0564418
250	0.9271356	0.0182548	0.0508100	0.7017036	0.8115366	0.3983490	0.0277392	0.8276813	0.0335881	1.0481389
300	0.9743208	0.0272064	0.0407415	0.6736710	0.8178427	0.3909463	0.0424123	0.8275798	0.0379722	1.0285621
350	0.9823185	0.0385385	0.0383447	0.6149495	0.7850757	0.3617188	0.0548384	0.8477402	0.0412992	1.0186935
400	0.9866682	0.0261652	0.0639754	0.5598780	0.8638963	0.4390217	0.0578330	0.8888377	0.0265021	1.0866520
450	1.0708284	0.0224747	0.0608013	0.6510529	0.8298400	0.3300750	0.0416890	0.8224038	0.0321578	1.0796647
500	1.0006728	0.0166835	0.0517143	0.6290531	0.8108746	0.4009261	0.0355598	0.8764973	0.0380559	1.0570073
550	0.9930915	0.0180787	0.0763877	0.5424568	0.8289765	0.5162523	0.0257691	1.0519956	0.0420933	0.9857535
600	0.9538358	0.0140043	0.0526960	0.5535913	0.8594017	0.8514084	0.0211105	1.0632951	0.0507634	0.9209688
650	0.9983280	0.0274090	0.0240825	0.6975344	0.9409420	0.8501429	0.0236368	1.0624724	0.0309139	0.9800675
700	0.9907465	0.1153767	0.0525090	0.8305255	0.9647018	1.0410039	0.0268866	1.0802660	0.0424122	1.0391687
750	0.9960554	0.1204081	0.0399383	0.8900397	0.8497324	1.1066269	0.0245513	0.9497237	0.0266664	1.0158433
800	1.0210047	0.0908738	0.0408615	0.8655248	0.9153489	1.0782067	0.0267703	0.9299237	0.0415071	1.0476564
850	0.9988730	0.1387096	0.0329030	0.8719233	0.8657377	0.9837130	0.0298352	0.8209970	0.0358827	1.0354990
900	0.9742811	0.1811907	0.0356252	0.8206156	0.9385200	1.0020763	0.0350189	0.9355379	0.0269079	1.0747624
950	0.9849048	0.1690814	0.0521662	0.8487318	0.8893650	1.0463579	0.0443780	0.9375278	0.0477802	1.0467898
1000	0.9654878	0.1944892	0.0412988	0.8650968	0.9306614	1.0931460	0.0391778	0.9897813	0.0379125	0.9584570
