"Time"	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
150	0.7522297	0.9505853	0.9996734	0.9738753	0.6377721	0.0514444	0.0383889	0.2201339	0.8313390	0.9999689
200	0.7187979	0.9520002	0.9996730	0.9796549	0.6793859	0.0492141	0.0341965	0.2112775	0.8309970	0.9999823
250	0.7028067	0.9526017	0.9996726	0.9830555	0.6947060	0.0480412	0.0324379	0.2075476	0.8307855	0.9999899
300	0.6955334	0.9528472	0.9996723	0.9848076	0.7001886	0.0475100	0.0317386	0.2060720	0.8306721	0.9999935
350	0.6923310	0.9529452	0.9996721	0.9856363	0.7021229	0.0472861	0.0314684	0.2055172	0.8306166	0.9999951
400	0.6909522	0.9529837	0.9996720	0.9860049	0.7028002	0.0471955	0.0313668	0.2053187	0.8305910	0.9999958
450	0.6903681	0.9529987	0.9996719	0.9861610	0.7030365	0.0471598	0.0313299	0.2052515	0.8305797	0.9999960
500	0.6901237	0.9530045	0.9996719	0.9862244	0.7031187	0.0471462	0.0313170	0.2052303	0.8305749	0.9999962
550	0.7717735	0.9478769	0.9996719	0.9855349	0.4481947	0.0471643	0.0326616	0.2357344	0.8306325	0.9999962
600	0.8736962	0.9422589	0.9996719	0.9811416	0.2143338	0.0475906	0.0393981	0.2699836	0.8309490	0.9999953
650	0.9377338	0.9391809	0.9996722	0.9742033	0.1086908	0.0489868	0.0482273	0.2891264	0.8313766	0.9999914
700	0.9711586	0.9377675	0.9996726	0.9678354	0.0688607	0.0511498	0.0549585	0.2979864	0.8317228	0.9999826
750	0.9871470	0.9371667	0.9996730	0.9634480	0.0551406	0.0532788	0.0587924	0.3017174	0.8319401	0.9999707
800	0.9944192	0.9369211	0.9996733	0.9609133	0.0507054	0.0548204	0.0606283	0.3031924	0.8320573	0.9999595
850	0.9976211	0.9368228	0.9996735	0.9596127	0.0493522	0.0557249	0.0614153	0.3037461	0.8321143	0.9999513
900	0.9989997	0.9367837	0.9996736	0.9590000	0.0489651	0.0561836	0.0617276	0.3039438	0.8321402	0.9999464
950	0.9995838	0.9367682	0.9996737	0.9587300	0.0488635	0.0563933	0.0618440	0.3040106	0.8321512	0.9999437
1000	0.9998282	0.9367620	0.9996737	0.9586172	0.0488403	0.0564819	0.0618850	0.3040317	0.8321558	0.9999424

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	1.0000000	0.9401046	0.9996656	0.9585335	0.1533818	0.2211638	0.5923810	0.3063663	0.7792407	0.9791059
100	1.0000000	0.9410703	0.9996196	0.9574327	0.2504877	0.6032528	0.8019024	0.3207267	0.7250330	0.7739010
150	1.0000000	0.9276349	0.9995421	0.9531468	0.2969717	0.7845659	0.8427492	0.3462156	0.6758780	0.5451959
200	1.0000000	0.8942445	0.9994350	0.9442478	0.3184661	0.8447085	0.8523721	0.3811874	0.6249687	0.4139602
250	1.0000000	0.8492711	0.9992941	0.9294644	0.3317108	0.8631330	0.8585620	0.4250775	0.5855003	0.3541093
300	1.0000000	0.8071612	0.9991427	0.9079335	0.3443834	0.8695610	0.8663587	0.4704038	0.5647639	0.3276626
350	1.0000000	0.7754953	0.9990224	0.8817503	0.3584877	0.8730668	0.8752923	0.5065820	0.5588145	0.3135684
400	1.0000000	0.7537958	0.9989555	0.8562574	0.3723359	0.8758580	0.8830330	0.5284888	0.5603005	0.3035735
450	1.0000000	0.7387818	0.9989342	0.8365671	0.3833022	0.8780753	0.8880053	0.5378555	0.5640170	0.2957500
500	1.0000000	0.7279046	0.9989389	0.8246194	0.3901189	0.8795481	0.8902476	0.5393253	0.5677463	0.2901609
550	1.0000000	0.7046751	0.9989824	0.8196137	0.2996012	0.8413841	0.5061960	0.5309994	0.6203395	0.3512074
600	1.0000000	0.7259269	0.9991306	0.8240819	0.2092487	0.6612862	0.3317306	0.4950534	0.6893594	0.5987512
650	1.0000000	0.7944148	0.9993131	0.8428673	0.1544597	0.4662384	0.2472212	0.4425949	0.7509174	0.8058218
700	1.0000000	0.8561928	0.9994629	0.8714476	0.1172018	0.3113679	0.1773547	0.3927686	0.7920251	0.9165773
750	1.0000000	0.8954967	0.9995617	0.9002378	0.0907395	0.1962495	0.1260922	0.3556225	0.8143555	0.9668621
800	1.0000000	0.9169119	0.9996184	0.9229431	0.0730749	0.1247582	0.0950503	0.3318624	0.8250162	0.9875533
850	1.0000000	0.9276212	0.9996480	0.9382675	0.0621895	0.0876629	0.0783220	0.3181527	0.8296073	0.9954816
900	1.0000000	0.9326878	0.9996625	0.9476031	0.0559047	0.0703845	0.0698100	0.3108216	0.8313876	0.9983737
950	1.0000000	0.9349910	0.9996691	0.9528994	0.0524508	0.0626836	0.0656081	0.3071373	0.8319948	0.9993963
1000	1.0000000	0.9360065	0.9996720	0.9557465	0.0506260	0.0592738	0.0635849	0.3053851	0.8321645	0.9997518

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	1.0000000	0.9507754	0.9997200	0.8987632	0.0488176	0.5340050	0.0618888	0.3041398	0.8253194	0.7299784
100	1.0000000	0.9604874	0.9997578	0.8424937	0.0488980	0.8132339	0.0622465	0.3072297	0.7837371	0.4691122
150	1.0000000	0.9545605	0.9997515	0.8158367	0.0495703	0.8964391	0.0650867	0.3206430	0.7211014	0.3461728
200	1.0000000	0.9401415	0.9997066	0.8024946	0.0520688	0.9190122	0.0745755	0.3479611	0.6693580	0.2981540
250	1.0000000	0.9260750	0.9996430	0.7912253	0.0577275	0.9253644	0.0943664	0.3831908	0.6390989	0.2809506
300	1.0000000	0.9162230	0.9995839	0.7780201	0.0667958	0.9279757	0.1234518	0.4160111	0.6252022	0.2750459
350	1.0000000	0.9104771	0.9995424	0.7636811	0.0777609	0.9303291	0.1548751	0.4400454	0.6200678	0.2729718
400	1.0000000	0.9074688	0.9995188	0.7507223	0.0882318	0.9330520	0.1809685	0.4547103	0.6186298	0.2720485
450	1.0000000	0.9059672	0.9995075	0.7408922	0.0964721	0.9357003	0.1984967	0.4624581	0.6184070	0.2714034
500	1.0000000	0.9051997	0.9995029	0.7344556	0.1020221	0.9377678	0.2084643	0.4660973	0.6184367	0.2708538
550	1.0000000	0.8438768	0.9993902	0.7851527	0.1053111	0.5458444	0.2133575	0.4668951	0.6340557	0.5382539
600	1.0000000	0.8403599	0.9993357	0.8354150	0.1061892	0.3188250	0.2107195	0.4535371	0.6997622	0.7966496
650	1.0000000	0.8732363	0.9994077	0.8653853	0.1014839	0.2413879	0.1871330	0.4180435	0.7642676	0.9189656
700	1.0000000	0.9019808	0.9995104	0.8901282	0.0903399	0.1889644	0.1472937	0.3774909	0.8024235	0.9684415
750	1.0000000	0.9194468	0.9995874	0.9126396	0.0771932	0.1379958	0.1111673	0.3459414	0.8204155	0.9878553
800	1.0000000	0.9286158	0.9996324	0.9304650	0.0662081	0.0997363	0.0875485	0.3259478	0.8278952	0.9953989
850	1.0000000	0.9330707	0.9996554	0.9426308	0.0586725	0.0774380	0.0744907	0.3147648	0.8307443	0.9982665
900	1.0000000	0.9351336	0.9996661	0.9500565	0.0540908	0.0662059	0.0678501	0.3090196	0.8317458	0.9993305
950	1.0000000	0.9360573	0.9996707	0.9542358	0.0515180	0.0609228	0.0646253	0.3062497	0.8320653	0.9997187
1000	1.0000000	0.9364607	0.9996726	0.9564477	0.0501536	0.0585041	0.0631112	0.3049810	0.8321526	0.9998596

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	1.0000000	0.9367497	0.9996737	0.9585792	0.0488169	0.0565111	0.0618843	0.3040206	0.8321638	0.9999413
100	1.0000000	0.9367546	0.9996737	0.9585623	0.0488269	0.0565244	0.0618943	0.3040299	0.8321611	0.9999415
150	1.0000000	0.9367566	0.9996738	0.9585540	0.0488319	0.0565309	0.0618992	0.3040345	0.8321598	0.9999415
200	1.0000000	0.9367573	0.9996738	0.9585499	0.0488344	0.0565340	0.0619016	0.3040367	0.8321592	0.9999415
250	1.0000000	0.9367576	0.9996738	0.9585479	0.0488356	0.0565355	0.0619028	0.3040378	0.8321590	0.9999415
300	1.0000000	0.9367577	0.9996738	0.9585469	0.0488362	0.0565363	0.0619034	0.3040384	0.8321589	0.9999415
350	1.0000000	0.9367578	0.9996738	0.9585465	0.0488365	0.0565366	0.0619037	0.3040386	0.8321588	0.9999414
400	1.0000000	0.9367578	0.9996738	0.9585462	0.0488367	0.0565368	0.0619038	0.3040387	0.8321588	0.9999414
450	1.0000000	0.9367578	0.9996738	0.9585461	0.0488367	0.0565369	0.0619039	0.3040388	0.8321588	0.9999414
500	1.0000000	0.9367578	0.9996738	0.9585461	0.0488368	0.0565369	0.0619039	0.3040388	0.8321588	0.9999414
550	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
600	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
650	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
700	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
750	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
800	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
850	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
900	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
950	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
1000	1.0000000	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	1.0000000	0.9509467	0.9996952	0.8119366	0.2263781	0.5349414	0.0796522	0.3040237	0.8319911	0.9999289
100	1.0000000	0.9665017	0.9997154	0.6742609	0.3905414	0.8150972	0.0866724	0.3041014	0.8310997	0.9998729
150	1.0000000	0.9750222	0.9997242	0.6112948	0.4664721	0.8987363	0.0880462	0.3043400	0.8299448	0.9998152
200	1.0000000	0.9789328	0.9997269	0.5873398	0.4965142	0.9213504	0.0883957	0.3047103	0.8290390	0.9997809
250	1.0000000	0.9805933	0.9997273	0.5789233	0.5077347	0.9273312	0.0886091	0.3050978	0.8284821	0.9997644
300	1.0000000	0.9812698	0.9997270	0.5760630	0.5118347	0.9289092	0.0887948	0.3054163	0.8281843	0.9997567
350	1.0000000	0.9815388	0.9997267	0.5750890	0.5133273	0.9293298	0.0889439	0.3056395	0.8280387	0.9997526
400	1.0000000	0.9816443	0.9997265	0.5747442	0.5138754	0.9294455	0.0890492	0.3057792	0.8279716	0.9997501
450	1.0000000	0.9816852	0.9997264	0.5746128	0.5140806	0.9294796	0.0891162	0.3058597	0.8279419	0.9997485
500	1.0000000	0.9817010	0.9997263	0.5745579	0.5141595	0.9294909	0.0891556	0.3059033	0.8279291	0.9997474
550	1.0000000	0.9675058	0.9997044	0.7210660	0.3367065	0.4564555	0.0714276	0.3059230	0.8280742	0.9997709
600	1.0000000	0.9519547	0.9996840	0.8586106	0.1726367	0.1748297	0.0644365	0.3058721	0.8288889	0.9998410
650	1.0000000	0.9434376	0.9996751	0.9215228	0.0967441	0.0890609	0.0630765	0.3056576	0.8300149	0.9998940
700	1.0000000	0.9395302	0.9996725	0.9454758	0.0667034	0.0654874	0.0627337	0.3053032	0.8309443	0.9999206
750	1.0000000	0.9378721	0.9996723	0.9539230	0.0554614	0.0591461	0.0625209	0.3049195	0.8315375	0.9999319
800	1.0000000	0.9371971	0.9996727	0.9568295	0.0513292	0.0574097	0.0623312	0.3045961	0.8318630	0.9999366
850	1.0000000	0.9369289	0.9996731	0.9578510	0.0498036	0.0568942	0.0621763	0.3043651	0.8320251	0.9999387
900	1.0000000	0.9368239	0.9996734	0.9582358	0.0492278	0.0567116	0.0620653	0.3042183	0.8321006	0.9999398
950	1.0000000	0.9367831	0.9996736	0.9583967	0.0490022	0.0566304	0.0619939	0.3041327	0.8321341	0.9999405
1000	1.0000000	0.9367675	0.9996737	0.9584712	0.0489097	0.0565879	0.0619516	0.3040859	0.8321485	0.9999409

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	0.8924477	0.9532374	0.9996625	0.9617277	0.0470785	0.0561218	0.0535883	0.2226009	0.7607561	0.9999431
100	0.7583027	0.9713019	0.9995967	0.9747846	0.0404213	0.0526917	0.0347379	0.1367935	0.6956064	0.9999597
150	0.6740321	0.9811980	0.9994983	0.9871850	0.0345773	0.0489145	0.0264678	0.0957592	0.6662022	0.9999793
200	0.6300490	0.9857413	0.9994136	0.9941580	0.0314486	0.0470255	0.0243312	0.0815273	0.6549308	0.9999907
250	0.6090109	0.9876711	0.9993595	0.9972707	0.0300744	0.0463276	0.0238659	0.0780377	0.6508669	0.9999957
300	0.5994421	0.9884578	0.9993306	0.9984932	0.0295262	0.0461023	0.0237718	0.0778149	0.6494360	0.9999977
350	0.5952289	0.9887709	0.9993168	0.9989293	0.0293207	0.0460349	0.0237561	0.0782381	0.6489355	0.9999984
400	0.5934150	0.9888938	0.9993107	0.9990695	0.0292478	0.0460157	0.0237559	0.0786100	0.6487601	0.9999986
450	0.5926466	0.9889415	0.9993082	0.9991081	0.0292236	0.0460107	0.0237579	0.0788343	0.6486982	0.9999987
500	0.5923250	0.9889599	0.9993071	0.9991154	0.0292163	0.0460095	0.0237594	0.0789511	0.6486762	0.9999987
550	0.6997439	0.9724809	0.9993314	0.9984079	0.0294570	0.0460147	0.0243970	0.1816674	0.7197731	0.9999987
600	0.8338341	0.9544257	0.9994336	0.9911914	0.0324997	0.0462807	0.0334002	0.2740140	0.7847068	0.9999984
650	0.9180822	0.9445335	0.9995398	0.9773129	0.0391382	0.0480911	0.0508137	0.3068244	0.8141579	0.9999945
700	0.9620561	0.9399918	0.9996086	0.9654794	0.0451674	0.0520029	0.0621076	0.3123977	0.8255791	0.9999791
750	0.9830906	0.9380618	0.9996447	0.9593142	0.0484157	0.0556356	0.0652471	0.3104235	0.8297774	0.9999562
800	0.9926578	0.9372739	0.9996615	0.9572860	0.0495150	0.0573480	0.0648083	0.3077747	0.8312947	0.9999398
850	0.9968704	0.9369594	0.9996688	0.9571411	0.0496076	0.0576227	0.0637138	0.3059720	0.8318423	0.9999338
900	0.9986841	0.9368356	0.9996718	0.9575375	0.0493998	0.0573573	0.0628778	0.3049704	0.8320412	0.9999340
950	0.9994524	0.9367874	0.9996730	0.9579402	0.0491813	0.0570379	0.0623863	0.3044675	0.8321143	0.9999361
1000	0.9997739	0.9367688	0.9996735	0.9582172	0.0490275	0.0568092	0.0621305	0.3042300	0.8321416	0.9999382

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	1.0000000	0.9367497	0.9996737	0.9618127	0.4118158	0.0561126	0.0533877	0.2194200	0.8321638	0.9999431
100	1.0000000	0.9367549	0.9996737	0.9752491	0.7474113	0.0526249	0.0342278	0.1243933	0.8321616	0.9999600
150	1.0000000	0.9367578	0.9996738	0.9879572	0.9026209	0.0488330	0.0260705	0.0710849	0.8321623	0.9999796
200	1.0000000	0.9367599	0.9996738	0.9950009	0.9639953	0.0469678	0.0240958	0.0461454	0.8321644	0.9999909
250	1.0000000	0.9367614	0.9996738	0.9980852	0.9868678	0.0462921	0.0237059	0.0354017	0.8321662	0.9999958
300	1.0000000	0.9367624	0.9996738	0.9992841	0.9951725	0.0460789	0.0236338	0.0309795	0.8321673	0.9999977
350	1.0000000	0.9367630	0.9996738	0.9997209	0.9981513	0.0460163	0.0236204	0.0292091	0.8321679	0.9999984
400	1.0000000	0.9367633	0.9996738	0.9998745	0.9992135	0.0459986	0.0236178	0.0285131	0.8321682	0.9999987
450	1.0000000	0.9367634	0.9996738	0.9999274	0.9995912	0.0459938	0.0236172	0.0282427	0.8321683	0.9999987
500	1.0000000	0.9367635	0.9996738	0.9999455	0.9997253	0.0459924	0.0236171	0.0281385	0.8321683	0.9999988
550	1.0000000	0.9367635	0.9996738	0.9998056	0.6292436	0.0459924	0.0236796	0.1126991	0.8321683	0.9999988
600	1.0000000	0.9367635	0.9996738	0.9971694	0.2875997	0.0460355	0.0259176	0.2077191	0.8321683	0.9999987
650	1.0000000	0.9367635	0.9996738	0.9892583	0.1324919	0.0464741	0.0343895	0.2610255	0.8321683	0.9999981
700	1.0000000	0.9367634	0.9996738	0.9789706	0.0746561	0.0479153	0.0453601	0.2859643	0.8321682	0.9999949
750	1.0000000	0.9367632	0.9996738	0.9703217	0.0556340	0.0502917	0.0535648	0.2967077	0.8321677	0.9999867
800	1.0000000	0.9367627	0.9996738	0.9646617	0.0501242	0.0527155	0.0581447	0.3011298	0.8321666	0.9999744
850	1.0000000	0.9367618	0.9996738	0.9614913	0.0488106	0.0544973	0.0603198	0.3029003	0.8321649	0.9999622
900	1.0000000	0.9367607	0.9996738	0.9598885	0.0486303	0.0555521	0.0612624	0.3035969	0.8321630	0.9999531
950	1.0000000	0.9367598	0.9996738	0.9591336	0.0486852	0.0560938	0.0616501	0.3038679	0.8321614	0.9999474
1000	1.0000000	0.9367590	0.9996738	0.9587956	0.0487524	0.0563470	0.0618047	0.3039727	0.8321603	0.9999443

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	1.0000000	0.9364953	0.9996686	0.9614685	0.0472161	0.0561524	0.0542011	0.2300709	0.7976753	0.9734298
100	1.0000000	0.9350736	0.9996408	0.9737885	0.0408823	0.0528754	0.0358516	0.1511123	0.7642262	0.9478253
150	1.0000000	0.9330447	0.9996017	0.9859827	0.0350692	0.0491003	0.0271270	0.1117304	0.7472338	0.9357700
200	1.0000000	0.9313233	0.9995686	0.9931513	0.0318202	0.0471359	0.0246529	0.0968088	0.7397190	0.9310654
250	1.0000000	0.9301977	0.9995471	0.9964939	0.0303379	0.0463846	0.0240555	0.0923740	0.7366272	0.9293821
300	1.0000000	0.9295664	0.9995351	0.9978651	0.0297265	0.0461340	0.0239185	0.0915420	0.7354317	0.9288089
350	1.0000000	0.9292459	0.9995292	0.9983775	0.0294901	0.0460563	0.0238903	0.0916598	0.7349984	0.9286197
400	1.0000000	0.9290941	0.9995264	0.9985517	0.0294038	0.0460335	0.0238871	0.0918960	0.7348525	0.9285585
450	1.0000000	0.9290255	0.9995252	0.9986039	0.0293743	0.0460272	0.0238888	0.0920624	0.7348078	0.9285390
500	1.0000000	0.9289957	0.9995248	0.9986160	0.0293651	0.0460257	0.0238905	0.0921540	0.7347961	0.9285329
550	1.0000000	0.9292776	0.9995322	0.9980186	0.0295713	0.0460306	0.0244392	0.1719697	0.7691482	0.9550452
600	1.0000000	0.9308274	0.9995675	0.9924822	0.0318459	0.0462227	0.0307877	0.2529986	0.8026595	0.9806651
650	1.0000000	0.9329050	0.9996092	0.9813521	0.0370115	0.0473946	0.0440882	0.2901824	0.8197321	0.9927371
700	1.0000000	0.9345850	0.9996396	0.9705052	0.0424215	0.0500986	0.0552110	0.3026197	0.8272576	0.9974442
750	1.0000000	0.9356469	0.9996573	0.9634998	0.0460766	0.0531998	0.0605949	0.3054514	0.8303368	0.9991169
800	1.0000000	0.9362281	0.9996664	0.9600710	0.0479317	0.0553394	0.0622714	0.3054399	0.8315226	0.9996768
850	1.0000000	0.9365178	0.9996706	0.9587540	0.0486753	0.0563406	0.0624780	0.3049220	0.8319524	0.9998568
900	1.0000000	0.9366531	0.9996725	0.9583906	0.0488978	0.0566543	0.0623106	0.3045071	0.8320981	0.9999136
950	1.0000000	0.9367133	0.9996733	0.9583649	0.0489265	0.0566861	0.0621333	0.3042637	0.8321436	0.9999317
1000	1.0000000	0.9367393	0.9996736	0.9584204	0.0489031	0.0566426	0.0620187	0.3041397	0.8321562	0.9999378

0	1.0000000	0.9367374	0.9996736	0.9586138	0.0487972	0.0564838	0.0618635	0.3040018	0.8321693	0.9999404
50	0.9345009	0.9412699	0.9997049	0.9618711	0.1467589	0.0561057	0.0532522	0.2176598	0.8321077	0.9999431
100	0.8528069	0.9462260	0.9997345	0.9754649	0.2335229	0.0525865	0.0340062	0.1206603	0.8318125	0.9999601
150	0.8014863	0.9489412	0.9997480	0.9881952	0.2716602	0.0487975	0.0259662	0.0662592	0.8314265	0.9999797
200	0.7747007	0.9501883	0.9997529	0.9951698	0.2862070	0.0469494	0.0240628	0.0408271	0.8311210	0.9999909
250	0.7618885	0.9507185	0.9997545	0.9981862	0.2915107	0.0462846	0.0236960	0.0298878	0.8309319	0.9999959
300	0.7560612	0.9509349	0.9997549	0.9993435	0.2934116	0.0460761	0.0236302	0.0253967	0.8308303	0.9999978
350	0.7534954	0.9510211	0.9997549	0.9997592	0.2940881	0.0460153	0.0236185	0.0236058	0.8307804	0.9999984
400	0.7523907	0.9510550	0.9997549	0.9999030	0.2943280	0.0459982	0.0236164	0.0229055	0.8307574	0.9999987
450	0.7519227	0.9510682	0.9997549	0.9999518	0.2944129	0.0459935	0.0236159	0.0226354	0.8307472	0.9999987
500	0.7517269	0.9510733	0.9997549	0.9999681	0.2944430	0.0459923	0.0236158	0.0225323	0.8307429	0.9999988
550	0.8171447	0.9465555	0.9997235	0.9998483	0.1931547	0.0459922	0.0236664	0.1090064	0.8307948	0.9999988
600	0.8988053	0.9416056	0.9996938	0.9973268	0.1003564	0.0460314	0.0257857	0.2061551	0.8310791	0.9999987
650	0.9501123	0.9388937	0.9996803	0.9894775	0.0603243	0.0464548	0.0341892	0.2605923	0.8314624	0.9999981
700	0.9768923	0.9376486	0.9996754	0.9791276	0.0480291	0.0478821	0.0452552	0.2859745	0.8317723	0.9999950
750	0.9897022	0.9371195	0.9996740	0.9703834	0.0460146	0.0502671	0.0535675	0.2968320	0.8319668	0.9999868
800	0.9955286	0.9369034	0.9996736	0.9646598	0.0466954	0.0527135	0.0581935	0.3012467	0.8320715	0.9999744
850	0.9980941	0.9368167	0.9996736	0.9614643	0.0476038	0.0545115	0.0603707	0.3029811	0.8321221	0.9999621
900	0.9991986	0.9367820	0.9996737	0.9598595	0.0482123	0.0555707	0.0612999	0.3036452	0.8321445	0.9999529
950	0.9996665	0.9367680	0.9996737	0.9591113	0.0485437	0.0561096	0.0616734	0.3038944	0.8321536	0.9999472
1000	0.9998623	0.9367621	0.9996737	0.9587809	0.0487060	0.0563580	0.0618179	0.3039864	0.8321570	0.9999442
