"Time"	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
150	0.4468926	0.8421230	0.6120365	0.6777692	0.7327269	0.2310147	0.0610384	0.1048098	1.0081461	0.7723065
200	0.4215069	0.8050461	0.5871391	0.6374988	0.8837321	0.2722746	0.0288885	0.1797255	0.9984398	0.7254503
250	0.3909748	0.8426663	0.6347152	0.6912947	0.9221970	0.2395911	0.0833341	0.1231206	1.0337039	0.7065722
300	0.3549899	0.8238653	0.6710361	0.7434311	0.7697888	0.1842093	0.0591264	0.1294185	0.9911888	0.6896232
350	0.3403573	0.8829841	0.6459794	0.7094239	0.8609143	0.2575261	0.0896921	0.1452141	0.9846817	0.6884324
400	0.3386882	0.8799249	0.5660589	0.8165350	0.8332190	0.2606958	0.0524977	0.1463387	0.9707360	0.7408089
450	0.3205062	0.9136843	0.5502432	0.7839063	0.8208947	0.2726321	0.0896324	0.1342078	0.9761343	0.7396626
500	0.2000881	0.8173144	0.5240071	0.7258491	0.8957629	0.2541184	0.0483755	0.1228395	1.0625737	0.7655593
550	0.3065171	0.7442495	0.5309753	0.6594312	0.7350552	0.2771982	0.0539037	0.1039283	1.0564672	0.8799944
600	0.5741358	0.5023304	0.5908570	0.5197478	0.7853463	0.3009049	0.0692588	0.1053589	1.0760646	0.8939597
650	0.7956438	0.5080046	0.6096298	0.4626723	0.8548034	0.3127262	0.0692074	0.1186658	1.0613241	1.0914234
700	0.7429435	0.4697545	0.6917839	0.5104575	0.8315050	0.3349569	0.0726977	0.1724987	1.0066300	1.0598082
750	0.7859364	0.5262397	0.7592438	0.6167134	0.9094683	0.3299490	0.0892676	0.1200939	1.0904963	0.9786550
800	0.6241205	0.4873004	0.6271942	0.6262090	0.7909177	0.3280338	0.0569813	0.1013561	0.9759181	0.9726958
850	0.7766075	0.4978706	0.6437041	0.5450964	0.8049938	0.2915257	0.0474993	0.1058343	1.0645322	1.0884121
900	0.7033733	0.5748070	0.7082451	0.6076493	0.9056384	0.3450554	0.0586499	0.1398774	0.9961521	0.9613525
950	0.6947693	0.5719961	0.7234043	0.6308101	1.0213379	0.3545686	0.0772050	0.1308514	0.9838917	0.9830917
1000	0.6154271	0.6610011	0.7137877	0.6092916	0.8987404	0.3729151	0.0535332	0.1417248	0.9082591	0.9405956

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.6030960	0.5185117	0.6315388	0.8159133	0.8611432	0.4162571	0.0474928	0.1326903	0.9360261	0.9619777
100	0.3320762	0.5316774	0.5041997	0.7997225	0.8834928	0.5355512	0.0370568	0.1664056	0.9459742	1.0081366
150	0.1952103	0.4869118	0.5382071	0.9392075	0.8866074	0.6721362	0.0695069	0.1094068	0.9986425	1.0128784
200	0.2354051	0.5015128	0.4670850	0.9940030	0.9083608	0.6645038	0.0570972	0.1024446	1.0191986	1.0391135
250	0.1947908	0.4923157	0.4419716	1.0469690	0.9791464	0.6472379	0.0836902	0.1222380	1.0410873	0.9276080
300	0.1224097	0.5247492	0.4404875	1.0197514	1.0284065	0.5685578	0.0822059	0.1273539	1.0407628	0.9038813
350	0.1324392	0.4212208	0.4112595	0.9061560	1.0185612	0.5289125	0.0650319	0.1502488	1.0028692	0.9661913
400	0.1766372	0.4092774	0.4506049	0.9248684	0.9089842	0.5160511	0.0772138	0.1026959	1.1233133	0.9348834
450	0.1563621	0.3703427	0.4867011	0.9503749	0.8129119	0.5055657	0.0970873	0.0927907	1.1610699	0.9823394
500	0.1372055	0.4290238	0.5160589	1.0738598	0.9654073	0.5380093	0.1110387	0.0966909	1.0142028	0.9877128
550	0.0864351	0.4167258	0.5055911	0.9171285	0.9054666	0.4729779	0.1025069	0.1151143	0.9565538	0.9103224
600	0.1466009	0.4711156	0.4802318	0.7606252	0.8324031	0.3381033	0.0626729	0.1289476	1.0565470	0.9748188
650	0.2585824	0.4927723	0.5579861	0.6835861	0.9530609	0.2953468	0.0775687	0.1133234	1.0861818	0.9736736
700	0.3532260	0.5624667	0.6210140	0.6986960	0.8151420	0.2482306	0.0445615	0.1018840	1.0287110	0.9483900
750	0.4402270	0.5653421	0.6390342	0.5951540	0.7668358	0.3175906	0.0554143	0.0874394	1.0851637	1.0236646
800	0.6379681	0.5275507	0.6470334	0.5665823	0.8230830	0.3111328	0.0463563	0.0874829	0.9911064	0.9578821
850	0.7971322	0.5008575	0.6244949	0.4876153	0.7603566	0.2931790	0.0468496	0.1041706	1.0285195	0.8724615
900	0.8109303	0.5619403	0.7225146	0.4952109	0.7961203	0.2981720	0.0709607	0.0924463	0.9874295	0.9901507
950	0.8466221	0.4812121	0.7610145	0.5691889	0.8692110	0.2701093	0.0614380	0.1061690	1.0616582	0.9428403
1000	0.7813438	0.5471453	0.6790316	0.5857894	0.8929886	0.2931855	0.0447640	0.1374300	1.1289406	0.9017001

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.5600278	0.5934299	0.8365745	0.6073719	0.8846406	0.5100385	0.0401064	0.0897539	0.9121953	0.6606442
100	0.5209286	0.5921772	0.7354396	0.6614469	0.9144571	0.7049923	0.0621001	0.0338106	0.9352524	0.4732812
150	0.6162853	0.5684505	0.6572675	0.7108441	1.0293500	0.9298390	0.0651588	0.0261723	0.9045871	0.3456304
200	0.5188083	0.4943920	0.5803731	0.6430041	0.9731026	0.8603140	0.0641020	0.0177296	0.9001096	0.2601789
250	0.5186153	0.4285307	0.6985220	0.6022604	1.0177796	0.8770201	0.0468468	0.0329664	1.0571140	0.2609790
300	0.6191974	0.4595821	0.6987528	0.6531893	1.0553798	0.9202866	0.0522224	0.0178292	1.0511293	0.2644258
350	0.5539765	0.5471467	0.6575023	0.7159275	1.0951660	0.8936955	0.0680394	0.0254360	1.1383567	0.2207261
400	0.3589977	0.5962743	0.5929036	0.8665143	0.9612898	0.9598763	0.0858866	0.0325450	0.9881759	0.2940282
450	0.2751978	0.5385030	0.5321439	0.7887666	1.0242609	0.9877238	0.0873434	0.0164891	1.0101734	0.2377857
500	0.2613985	0.5110642	0.5993308	0.7363903	1.0630701	1.1343470	0.0634364	0.0367644	0.9878499	0.2283739
550	0.3358279	0.6032292	0.6212522	0.7344938	1.0277226	0.7330666	0.0470234	0.0751046	0.9685198	0.5189788
600	0.3729349	0.5518629	0.5972803	0.7872354	0.9806742	0.4906006	0.0617730	0.0859077	0.9947585	0.7718505
650	0.3760563	0.5463454	0.6496890	0.7004025	0.9779739	0.3424576	0.0429064	0.1211993	1.0416221	0.8558962
700	0.3972819	0.5409747	0.6394870	0.7856585	0.9495294	0.2858599	0.0565089	0.1066567	1.0434089	0.8928077
750	0.3567058	0.5400953	0.6300637	0.6921983	0.9241101	0.2436848	0.0780762	0.1283018	0.9785235	1.0222676
800	0.4493375	0.5665157	0.6202364	0.6201549	0.8334644	0.2407194	0.0668814	0.0978618	0.9913235	1.1061381
850	0.5068710	0.5896805	0.6027971	0.5383123	0.8120626	0.2649268	0.0648652	0.0946717	1.0406589	0.9927815
900	0.7765131	0.5751234	0.7014627	0.4911338	0.7407849	0.2911259	0.0526575	0.1094051	1.0272265	0.9806944
950	0.7317387	0.6160415	0.7481815	0.5369251	0.8002807	0.3022882	0.0636605	0.1152744	0.9974718	1.0597768
1000	0.8735550	0.5578724	0.6632556	0.5975768	0.8528465	0.2906111	0.0685827	0.1455880	1.0633350	0.9884627

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.5240645	0.5730871	0.5215502	0.7803790	0.8025550	0.3139785	0.0703374	0.1100614	1.0163044	1.0357477
100	0.3346556	0.6676313	0.4382590	0.8782997	0.9307089	0.2570262	0.0858758	0.1054738	0.8565668	1.0108806
150	0.2708114	0.5487113	0.2747737	0.9295353	0.9368194	0.3109465	0.0599014	0.1803349	0.7877358	1.0668575
200	0.2351974	0.4884642	0.2054844	0.8310721	0.9729529	0.1886031	0.0677023	0.1495706	0.7680886	1.0757119
250	0.2139017	0.4524606	0.1650888	0.9252354	0.8709439	0.1306057	0.0536969	0.1200792	0.7747403	0.9589782
300	0.2366321	0.4342943	0.1503511	0.9156405	0.9168928	0.0979752	0.0697543	0.1207560	0.8105082	0.7241672
350	0.1639274	0.3940522	0.1795050	0.9284967	0.9182594	0.1222819	0.0658651	0.1559119	0.8698619	0.6008963
400	0.1493825	0.3797541	0.1837892	0.9177315	0.8850879	0.0860847	0.0586727	0.1498558	0.8015873	0.5151175
450	0.2397645	0.3906227	0.1897032	0.7703139	0.8131164	0.1043958	0.0476138	0.1596615	0.9059835	0.5046921
500	0.2626597	0.4298895	0.2011063	0.7567422	0.8791108	0.0917699	0.0633948	0.1335793	0.8702205	0.4390424
550	0.3759262	0.3843928	0.2835017	0.7284352	0.7361394	0.1059092	0.0544388	0.1389722	0.9017726	0.4564273
600	0.5240545	0.2919201	0.4942703	0.4164448	0.5756975	0.1015073	0.0560517	0.1312381	1.0182916	0.4946724
650	0.7868204	0.3693589	0.6713115	0.2803504	0.5587820	0.1798906	0.0729275	0.1109770	0.9475523	0.5617655
700	0.9232564	0.5012911	0.7409300	0.3315391	0.6576126	0.2119560	0.0562375	0.1270734	0.9404725	0.7406615
750	0.9273004	0.5264408	0.9074548	0.4179322	0.7313335	0.2790858	0.0822386	0.1313497	1.0025549	0.9363933
800	0.9064113	0.5573189	0.8718031	0.3808603	0.8257218	0.3281071	0.0814815	0.0903967	0.9173837	0.9451890
850	0.9697560	0.5540753	0.8558670	0.5069046	0.9526908	0.3376888	0.0519972	0.1086189	1.0377275	1.0858393
900	0.8225125	0.5367271	0.7600296	0.5686727	0.8975861	0.3606925	0.0496563	0.1216188	0.8589989	1.0075253
950	0.7772536	0.5879640	0.7478913	0.5976662	0.9313103	0.3132966	0.0554221	0.1344391	1.0592783	0.9577682
1000	0.5239004	0.5545267	0.6883749	0.6482487	0.8636407	0.2591436	0.0414113	0.1123890	1.0628076	1.0441440

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.6276496	0.5096753	0.7329845	0.7381399	0.7993338	0.2889337	0.0655105	0.1065118	0.9881648	0.9841632
100	0.3870804	0.6063425	0.6290702	0.8279308	0.7156662	0.2517939	0.0548492	0.1186514	0.9348374	0.7975818
150	0.2782641	0.5814067	0.5900085	0.8753726	0.7176925	0.2791993	0.0415744	0.1370386	0.9727992	0.7480003
200	0.2510334	0.5684043	0.5255159	0.8834976	0.8538241	0.2699707	0.0967048	0.1369825	1.0267338	0.7622281
250	0.1777208	0.4252773	0.4972601	1.0356350	0.9081010	0.2774433	0.0940927	0.1154493	0.9705462	0.8019825
300	0.1477533	0.4449076	0.4617796	0.9662002	0.9289335	0.2375978	0.0534720	0.1161219	0.9304401	0.7225791
350	0.1087615	0.4599120	0.4703081	1.0015430	0.7916086	0.2474055	0.0625893	0.1203460	0.9474596	0.6888947
400	0.1422353	0.3993795	0.4219082	0.9160040	0.7921157	0.2424875	0.0719796	0.1299309	1.0454748	0.6924850
450	0.1399486	0.4044545	0.4354493	1.0190273	0.7324019	0.1914620	0.0495276	0.1639676	1.0036027	0.7185567
500	0.1873697	0.4283861	0.4911653	0.8639834	0.6972175	0.1824021	0.0554743	0.1457061	1.0626078	0.6895323
550	0.2982671	0.4540688	0.5145364	0.5427201	0.8279005	0.2252078	0.0706992	0.1030321	1.0171846	0.8061320
600	0.5447465	0.4265678	0.6034605	0.6634601	0.8558549	0.2293043	0.0782670	0.1015749	1.0156648	1.0146167
650	0.6536371	0.4481609	0.6226797	0.6208305	0.8612173	0.2030823	0.0743304	0.1133255	0.9357545	1.0530707
700	0.6074442	0.5217807	0.6389803	0.6540106	0.8364291	0.2827653	0.0776085	0.0909781	1.0209335	0.9029758
750	0.5408569	0.5770726	0.6675143	0.5660881	0.8768342	0.2912503	0.0673289	0.1370647	1.0119016	0.8799636
800	0.6404048	0.5601882	0.6457810	0.5315837	0.8886624	0.3248189	0.1132848	0.1181832	1.0350593	0.9010836
850	0.6939655	0.5608674	0.6900684	0.5409133	0.8870832	0.2901599	0.0969971	0.1143683	1.0625436	0.8506420
900	0.6276916	0.6247576	0.6578155	0.5945985	0.8047991	0.2553308	0.0933566	0.1210273	0.9966908	0.8827698
950	0.6429171	0.5280716	0.7893987	0.5466717	0.7647640	0.2443911	0.0525774	0.0851837	0.9852974	0.9779334
1000	0.7139160	0.5516069	0.7739945	0.5219580	0.8142439	0.2846269	0.0491114	0.1020374	1.0031299	0.9691670

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.5912918	0.5207455	0.5265194	0.5785807	0.8394111	0.5527254	0.0562572	0.0994223	0.8615444	1.0459341
100	0.5781822	0.4891940	0.3954690	0.5550585	0.7601221	0.7708294	0.0514953	0.1338909	0.8780572	1.0978745
150	0.6831444	0.4153187	0.1967553	0.4970517	0.9260070	0.8362129	0.0481584	0.1732606	0.9265636	1.0030725
200	0.7955209	0.3126931	0.1411094	0.6056386	0.9120982	0.8293189	0.0479271	0.1682824	1.0101630	0.8903113
250	0.6360486	0.2280231	0.1228381	0.6439322	0.9707446	0.7517650	0.0644602	0.1156225	0.9476040	0.9826966
300	0.5106653	0.2082895	0.0840603	0.7341182	0.9811830	0.7908455	0.0688830	0.1264435	0.9337973	0.9176249
350	0.4577990	0.1741405	0.0759952	0.6956234	1.0179106	0.8171223	0.0376871	0.1427348	0.8979886	1.0908556
400	0.3616963	0.1557271	0.0858518	0.7436563	0.9977630	0.8798846	0.0627959	0.1604776	0.9673009	1.0689340
450	0.4163270	0.1847052	0.1024445	0.5880110	0.9429762	0.9979330	0.0516924	0.1544751	0.9936757	1.1568166
500	0.5416781	0.1496591	0.1204254	0.6296565	1.0130808	0.9738247	0.0510522	0.1347191	0.9238484	0.9180620
550	0.5552033	0.1425354	0.2710775	0.6613152	1.0299804	0.6375759	0.0683190	0.1341393	1.0413647	0.9340216
600	0.5811652	0.2093594	0.4211066	0.6193164	0.9518680	0.4614998	0.0447659	0.1265975	0.9104190	0.9916065
650	0.5769485	0.2736327	0.5407710	0.5880375	0.9084910	0.2804732	0.0395834	0.1273304	1.0027670	0.9168578
700	0.6385382	0.3954491	0.6295159	0.6397406	0.6859234	0.2010552	0.0494861	0.0940354	0.9852872	1.0339294
750	0.6551378	0.3995768	0.6446164	0.4458559	0.7766712	0.2770684	0.0818892	0.1200553	1.0067075	1.0120867
800	0.8359550	0.4359105	0.7444392	0.4367947	0.6890508	0.2447409	0.0583505	0.1027559	0.9344627	0.9817812
850	0.8396088	0.5994664	0.7948932	0.4564966	0.7341676	0.2417238	0.0446644	0.1337340	0.9492282	1.0010196
900	0.8673348	0.5422124	0.7338791	0.5407484	0.7732479	0.2691488	0.0729913	0.1233745	0.9774987	0.9583389
950	0.7751856	0.6045436	0.7735952	0.4708814	0.8153974	0.2935724	0.0808746	0.1523886	1.0426693	0.9881002
1000	0.7321397	0.5564989	0.8085992	0.4542475	0.8650426	0.3367654	0.0650647	0.1051517	1.0945628	0.9343541

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.4645002	0.4679395	0.5617665	0.6435045	0.9125164	0.3448057	0.3378356	0.0977438	1.0002382	1.0560029
100	0.5368687	0.4795222	0.5481382	0.6661976	0.9005246	0.3079536	0.4782165	0.0991641	0.9466831	0.9511724
150	0.5261124	0.5080878	0.5682763	0.5919886	0.9354888	0.4638426	0.7625552	0.1235169	0.9439258	0.8725679
200	0.5918091	0.5666150	0.6197401	0.5482784	0.9369955	0.5749962	0.7045541	0.1113585	0.9453110	0.8667581
250	0.6266556	0.5843074	0.5864957	0.6199688	1.0487937	0.6015666	0.6695167	0.0838143	1.1095950	0.9178353
300	0.4593528	0.5120849	0.6704020	0.7089266	1.1491801	0.6072897	0.5965326	0.0871534	1.0599386	0.8584252
350	0.3715623	0.5264146	0.6218049	0.6804307	0.9735607	0.6557208	0.5858436	0.0927775	1.1200174	0.8806264
400	0.4308037	0.4555620	0.6470728	0.6626333	1.0378454	0.6250555	0.5598930	0.0549389	1.0695840	0.9326578
450	0.3881819	0.5039622	0.6049129	0.6525012	0.9721730	0.6011680	0.5484248	0.0777450	1.0850435	0.8965209
500	0.4805129	0.5217248	0.7025438	0.6613647	0.9514762	0.6438781	0.5280543	0.0900641	1.0657190	0.8359815
550	0.5031263	0.5274416	0.6338813	0.6832926	0.9335312	0.7022687	0.3280212	0.0873717	1.0385989	0.9729356
600	0.4470078	0.5691764	0.6494769	0.6339618	1.0049085	0.4705845	0.1606813	0.1244645	0.9823824	1.0461802
650	0.5358249	0.5150423	0.6812177	0.7234211	0.8942978	0.3231827	0.0768496	0.1398312	0.9451597	0.9906696
700	0.5549828	0.5311807	0.5541809	0.6784069	0.8340478	0.2528209	0.0559751	0.1244961	1.0044930	0.9689524
750	0.4874474	0.5582024	0.6237152	0.5922544	0.8982444	0.2769812	0.0503363	0.1308148	1.0600682	1.0490994
800	0.4913632	0.5160825	0.6450730	0.5768371	0.8469119	0.2319950	0.0365298	0.1249320	0.9961367	1.0637996
850	0.5404498	0.4413217	0.6179108	0.5468412	0.7721898	0.2493588	0.0430437	0.1332643	0.9110695	0.9818218
900	0.6724900	0.4735270	0.6743430	0.5541206	0.7497810	0.2897939	0.0511916	0.1421020	0.9949278	0.9677767
950	0.8405629	0.4711717	0.6562240	0.4393988	0.7730204	0.3028549	0.0803423	0.1493515	1.1068092	1.0123137
1000	0.9159064	0.5776748	0.6719887	0.5167698	0.8067872	0.2733693	0.0909052	0.1362707	0.9909422	0.9818597

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.3914087	0.5384614	0.6339035	0.6131310	0.9263904	0.3213651	0.2265892	0.1172181	0.8297906	1.1311464
100	0.2549469	0.5229782	0.7215701	0.5465112	0.8561417	0.3310247	0.4253249	0.1257859	0.7119968	1.0967226
150	0.2696688	0.5060766	0.6872764	0.5943479	0.8944572	0.3791652	0.4997573	0.2085676	0.5591084	0.9407552
200	0.2742752	0.5852632	0.7420056	0.5617627	0.7496508	0.5620153	0.6128612	0.2168717	0.5313851	1.0849180
250	0.2791160	0.6145722	0.7093582	0.4933283	0.8827473	0.5260709	0.5236686	0.2947962	0.5649073	0.9620354
300	0.3183291	0.6083061	0.6927560	0.6324092	0.9343111	0.6230157	0.5414604	0.2501276	0.5345062	0.9694910
350	0.2280403	0.5955779	0.7100230	0.6154010	0.9257352	0.5881919	0.4722289	0.2704843	0.5999146	1.0302875
400	0.2171544	0.5521436	0.7075811	0.6342406	0.9527358	0.5840336	0.5413778	0.2487346	0.5804449	0.9924530
450	0.2312669	0.5426094	0.6307719	0.6775731	0.9403463	0.5788763	0.4984657	0.2401221	0.6229078	0.9321597
500	0.1974350	0.4975864	0.5965340	0.6089419	0.9063353	0.5430799	0.5059645	0.2241147	0.7198747	1.0504918
550	0.3972948	0.5461221	0.6651437	0.6053447	0.8785357	0.5062398	0.2740574	0.2411133	0.7707390	1.0314216
600	0.4970879	0.5896191	0.6140409	0.5883478	0.9770861	0.4119443	0.1418406	0.1719966	0.9611922	0.9876385
650	0.6697866	0.5575913	0.6841695	0.6260333	0.8256229	0.2307433	0.1148274	0.1293298	0.8721905	0.9347022
700	0.5831704	0.4537415	0.6757257	0.6313148	0.8105477	0.2814280	0.0744812	0.1557727	0.9034709	0.9973789
750	0.6039385	0.5241293	0.7193207	0.5463277	0.8106067	0.3206116	0.0476276	0.1620241	0.8885269	1.0266202
800	0.7538785	0.5162228	0.6696772	0.4849266	0.8431373	0.3042443	0.0747242	0.1506953	0.9642532	1.0348900
850	0.7239602	0.4656864	0.5858877	0.5790052	0.8286924	0.2652529	0.0557112	0.1371731	0.9546913	0.8858417
900	0.6277635	0.5333077	0.6642475	0.5811548	0.7830729	0.2494767	0.0670270	0.0998052	0.9171873	0.9630413
950	0.6691445	0.5725411	0.6614085	0.5420515	0.7629454	0.3171639	0.0613564	0.1310464	1.0098292	0.9435424
1000	0.6783105	0.5380931	0.6575668	0.4312056	0.8414329	0.2941421	0.0449017	0.1477717	1.0366902	1.0120193

0	0.7565747	0.5762231	0.7375523	0.5241479	0.8980432	0.3722586	0.0663230	0.1099098	0.8934504	1.0233831
50	0.5693928	0.6002316	0.5354046	0.5555247	0.9293592	0.3605489	0.0814466	0.1117347	0.5681871	0.9216682
100	0.6180292	0.5032137	0.3862163	0.5855477	0.8711243	0.2861570	0.0895573	0.2585152	0.1768210	0.9468920
150	0.6020607	0.4968886	0.3034128	0.5706710	0.8710300	0.2107174	0.0874305	0.5261284	0.0817617	0.8902308
200	0.5677987	0.4171564	0.2541646	0.5812856	0.8357819	0.1519618	0.2211576	0.7349064	0.0396076	0.9499527
250	0.4941834	0.3828963	0.2271808	0.5691564	0.7330760	0.1704605	0.3818024	0.8824356	0.0208337	0.8529084
300	0.6154131	0.3055321	0.2062606	0.5000881	0.7323534	0.1808985	0.4887989	0.9809902	0.0080562	0.9889772
350	0.6013164	0.2923591	0.2400897	0.5331789	0.7666306	0.3118357	0.4870700	0.9999384	0.0037887	1.0159527
400	0.6804509	0.3223770	0.2180226	0.4654553	0.8768032	0.3373464	0.5355787	0.9492205	0.0016835	0.9973298
450	0.7105550	0.3152602	0.2850993	0.5844060	0.9207063	0.3573178	0.5943307	1.0123274	0.0086366	0.9973446
500	0.5433166	0.3400584	0.2426293	0.6641315	0.8664005	0.4215941	0.5858743	1.0049484	0.0072982	0.9168477
550	0.5370095	0.2701243	0.3208054	0.6193151	0.9521677	0.4605888	0.5982991	0.9053565	0.4409224	0.8403454
600	0.5399330	0.2917774	0.4528899	0.6706376	0.8975154	0.4716616	0.5016378	0.6179728	0.6886083	0.9660590
650	0.5312749	0.3879045	0.6917807	0.6120656	0.8950800	0.4236172	0.2462340	0.2802328	0.9563853	0.9624536
700	0.5090225	0.4120438	0.6848138	0.6449622	0.8853362	0.3415386	0.1373024	0.2046428	0.8543084	0.9750163
750	0.5195441	0.5148275	0.6929099	0.5133585	0.8111235	0.2595803	0.0871760	0.1538815	1.0712876	1.0247781
800	0.6295264	0.5700105	0.6815631	0.5079890	0.8583729	0.2759094	0.0838594	0.1201601	1.1331434	1.0239455
850	0.7501797	0.5595687	0.6137473	0.5327412	0.7783831	0.2783327	0.0797770	0.1258405	0.9688977	0.8977015
900	0.8096422	0.4481893	0.6652153	0.5234711	0.7643014	0.2706759	0.0604914	0.1000644	1.0593467	0.9307532
950	0.7725853	0.5222525	0.6370114	0.5341433	0.9165063	0.3105973	0.0823987	0.0859996	0.9609049	1.0332080
1000	0.7144801	0.5654661	0.6905655	0.5045143	0.8573186	0.3209050	0.0456340	0.1036145	0.9466784	1.0352992
