"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
750	0.7424853	0.3148402	1.1114470	0.6131711	0.4411184	0.4863737	0.4044311	0.6455082	0.6538758	1.0521780
800	0.8294685	0.3880222	1.0504750	0.5949895	0.3952444	0.5406099	0.3726944	0.6398206	0.6707961	1.0198066
850	0.8996078	0.4507023	0.9364783	0.6544528	0.4188650	0.5083988	0.3538246	0.6566271	0.6663305	0.9830960
900	0.8234465	0.5170350	1.0065168	0.6288463	0.4192823	0.6608889	0.3838468	0.5775569	0.6433054	0.9862353
950	0.8015744	0.4161874	0.9827246	0.6711997	0.3959304	0.6169414	0.4566017	0.5823742	0.6670803	0.8967153
1000	0.7244443	0.4346594	0.9181528	0.6391534	0.4182228	0.5437970	0.4470605	0.5601414	0.6775153	0.9632070

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.6919876	0.4561316	0.9355281	0.5862280	0.4391409	0.4485776	0.5327991	0.4641829	0.6135995	0.9658295
100	0.7316450	0.4761605	0.9160307	0.6502558	0.4950445	0.4117075	0.7159352	0.2436222	0.5976103	1.0380850
150	0.7393042	0.6359645	0.8833846	0.7097854	0.6203557	0.2933535	0.8291815	0.1449761	0.6724014	0.9403352
200	0.6859598	0.5161967	0.9637579	0.7574818	0.7108567	0.2174303	0.9597125	0.0821252	0.6919768	0.9450762
250	0.6172050	0.5342368	0.9605180	0.8227786	0.7179983	0.1714714	0.9724032	0.0693932	0.6415471	1.0114642
300	0.6028827	0.5385394	0.9240828	0.8893447	0.5906259	0.1211153	1.0000668	0.0682327	0.6977375	1.0095717
350	0.7276895	0.4691046	1.0137492	0.8056284	0.6178859	0.0979683	0.9567249	0.1045009	0.6686841	0.9754141
400	0.7573758	0.4418170	1.0208539	0.8475520	0.7392674	0.0930907	0.9242149	0.1095061	0.6841320	1.0080205
450	0.7279725	0.4595624	1.0335278	0.7808688	0.6935690	0.1118636	0.9372553	0.1020649	0.6151362	1.0218926
500	0.7462710	0.4340127	0.9977702	0.7152347	0.6301968	0.1197213	1.0557857	0.0948141	0.6781789	0.9885952
550	0.7116294	0.4662261	0.9672796	0.8477533	0.7424708	0.0843226	1.0394190	0.2505022	0.6843842	0.9870668
600	0.7142386	0.4769060	0.8547191	0.8103686	0.7193662	0.1213775	0.9470424	0.4263096	0.6211783	1.0530933
650	0.7284093	0.5062235	0.9493948	0.7568633	0.7127783	0.1628631	0.8273998	0.5110318	0.6059781	1.0258179
700	0.7540927	0.4772817	0.9194389	0.7785411	0.7335408	0.1617118	0.5927870	0.5956724	0.6353512	0.9832012
750	0.6672972	0.5418050	0.9776302	0.8857519	0.6034282	0.2830743	0.5183646	0.6079782	0.6126915	0.9844255
800	0.6762712	0.5109870	1.0156303	0.8123952	0.5365243	0.3189116	0.5636560	0.6056188	0.6019181	1.0094083
850	0.6303356	0.3969194	0.9924797	0.7301389	0.5241907	0.4125522	0.4997279	0.6066823	0.6556723	0.9165139
900	0.7731646	0.4747952	0.9815879	0.5897213	0.4026888	0.4265140	0.4610758	0.6648294	0.6518007	1.0379265
950	0.8418709	0.4283483	1.0122933	0.6002839	0.4948817	0.5283179	0.3887554	0.7136055	0.6307042	1.0041405
1000	0.7712151	0.5054171	1.0220134	0.6203812	0.5129639	0.5589104	0.3696711	0.7165596	0.6332692	1.0255369

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.6804266	0.5167431	0.8505304	0.6303964	0.5189616	0.3475409	0.5901108	0.5674659	0.7037222	0.6331866
100	0.5127692	0.5698883	0.8984078	0.7400298	0.5821712	0.2457023	0.6463596	0.4152465	0.7511707	0.3346551
150	0.4574075	0.5606890	0.8847466	0.8239938	0.5947586	0.1811510	0.8583466	0.4121248	0.6994919	0.2805592
200	0.4588682	0.5418558	0.8939493	0.8201046	0.6474317	0.1409135	0.9015458	0.3523281	0.6061008	0.2143245
250	0.4248567	0.5046419	0.9537466	0.8147513	0.6386805	0.1113898	0.9427192	0.3490745	0.6559597	0.2030226
300	0.4392674	0.5358847	1.0580113	0.8161349	0.6609865	0.0933401	0.9877383	0.4154287	0.6333364	0.2169240
350	0.4978060	0.4641451	1.0073550	0.7711210	0.6482189	0.0892844	0.9709940	0.4412454	0.5535623	0.2006912
400	0.5306558	0.4751575	0.9896150	0.6981561	0.6636805	0.0780757	0.9294640	0.4076716	0.6470350	0.1941956
450	0.5029479	0.4749920	0.9855536	0.8127085	0.6701391	0.0825954	0.9048381	0.4363503	0.6873361	0.1858108
500	0.5671547	0.5537098	0.9456985	0.8053884	0.7127721	0.0776696	0.9131975	0.4344348	0.6241810	0.1908890
550	0.5277338	0.5641626	0.9370756	0.8248549	0.6521077	0.1033946	0.8272015	0.4733189	0.4708947	0.5033134
600	0.6582184	0.5298538	0.9194621	0.6622346	0.6302310	0.1436965	0.8556114	0.5584390	0.4492839	0.7566700
650	0.6595149	0.5443028	0.9893794	0.6979850	0.7622995	0.1678130	0.7507516	0.5631494	0.5257433	0.9396452
700	0.6528573	0.5020193	0.9886112	0.9039338	0.6771846	0.2058232	0.5535876	0.6149145	0.7105158	0.9097712
750	0.6167923	0.4887715	0.9189526	0.7647633	0.4888972	0.2720754	0.5160781	0.5777456	0.7332844	0.8808044
800	0.6509356	0.5267818	0.9387762	0.7553059	0.5080928	0.2790577	0.5888672	0.4751444	0.6821304	0.9258563
850	0.7085950	0.5879694	0.9174016	0.6537487	0.5185881	0.2972591	0.6790403	0.5576512	0.5903963	0.9770691
900	0.6646089	0.5631066	0.8841913	0.6849397	0.5266943	0.3448134	0.5773547	0.6293905	0.6329619	0.9396901
950	0.6284558	0.5844652	0.9970670	0.8013022	0.5869729	0.3112721	0.5658633	0.6279081	0.6538990	1.0420608
1000	0.6502325	0.5524284	0.9366680	0.6680040	0.4423757	0.4063253	0.4575465	0.5856586	0.7066075	1.0156260

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.7722909	0.4016834	1.0613325	0.7774508	0.4285511	0.4671931	0.3406238	0.5892976	0.5802083	0.9907141
100	0.7898854	0.3439621	1.0519460	0.7798446	0.3258188	0.3967549	0.2988568	0.6474757	0.6499454	0.9857384
150	0.7471122	0.3428793	0.9932093	0.7106915	0.2271517	0.3853526	0.2398290	0.6625175	0.6684423	1.0258445
200	0.8098454	0.3844701	0.9554348	0.5410971	0.2065077	0.3898637	0.2162370	0.6704343	0.6455449	1.0905869
250	0.6687715	0.4406697	0.9985890	0.6093760	0.2498246	0.5244688	0.2127588	0.6279500	0.6553749	1.0306885
300	0.7677907	0.4713500	0.9362707	0.7464326	0.2969834	0.5787467	0.2571432	0.6060905	0.5959140	0.9537836
350	0.6762845	0.4982892	0.9197226	0.6766955	0.3613095	0.5957569	0.2625830	0.5734159	0.6980624	0.8776533
400	0.6060126	0.4699256	0.8849044	0.7121586	0.3382681	0.5301713	0.3397730	0.6461518	0.7020760	1.0048675
450	0.7306309	0.4589995	0.9527468	0.7795739	0.3421285	0.4289465	0.3490306	0.5643062	0.6790080	1.1012433
500	0.7003057	0.4353451	0.9808231	0.7863224	0.3027095	0.4764144	0.3234867	0.6089511	0.6889461	1.0109938
550	0.6960788	0.4161604	0.9382270	0.6368877	0.2899778	0.4714950	0.3652234	0.5935944	0.6649784	1.0229359
600	0.6421063	0.4669980	0.8593373	0.5056244	0.3516244	0.5052897	0.4371377	0.6407552	0.7626738	0.9808573
650	0.7191279	0.6142044	0.8102511	0.5825963	0.4370307	0.4730664	0.4643727	0.5872317	0.6211122	0.9666316
700	0.6704032	0.6930937	0.8168166	0.6023386	0.4528439	0.5532601	0.5182362	0.5690671	0.6361057	1.0528166
750	0.5470430	0.5761308	0.9294221	0.6612157	0.5157864	0.4744408	0.5489255	0.5176787	0.6381508	1.1929294
800	0.6233376	0.6360376	0.9460156	0.7525702	0.5443971	0.4256271	0.6936087	0.5373425	0.6413400	1.0352997
850	0.6311692	0.4834293	0.9728886	0.7653423	0.6619048	0.2972554	0.6445567	0.5437253	0.6054384	0.9258430
900	0.6011778	0.4492534	0.9678955	0.7594644	0.6207196	0.3189295	0.6970060	0.4850300	0.6355371	1.0069587
950	0.6204244	0.4232198	0.9849737	0.7845113	0.6284947	0.2899200	0.6619366	0.5496698	0.5325211	1.0571845
1000	0.7373505	0.5009858	1.0480129	0.8648019	0.5745061	0.2611193	0.5635875	0.6963285	0.6144472	1.0882805

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.4375683	0.4761922	0.9614625	0.8334305	0.5143574	0.4567537	0.4657969	0.5057513	0.8285170	0.9539373
100	0.2405920	0.5299378	1.0324535	0.8621234	0.4510088	0.4428216	0.6113294	0.4143718	0.7888920	0.7375950
150	0.1027685	0.4342024	0.9826730	0.8671233	0.6168354	0.4871762	0.6543115	0.3357183	0.7239730	0.6973385
200	0.0884462	0.4101856	1.0238478	0.9115988	0.6546031	0.3898211	0.7540694	0.2737821	0.6995797	0.6449765
250	0.0509305	0.4009711	0.9302855	0.9954490	0.6447079	0.2986971	0.7952834	0.2624288	0.7218395	0.5436790
300	0.0486247	0.6175914	0.9767768	0.9037705	0.6078397	0.3078855	0.8324637	0.2192685	0.6790573	0.6042094
350	0.0662887	0.4713319	1.0117496	0.7932958	0.6839130	0.2485891	0.8290951	0.2066395	0.7242527	0.6314545
400	0.0830953	0.4217331	1.0454633	0.8953685	0.7231549	0.2107754	0.8056651	0.2584721	0.7721972	0.6659930
450	0.0774342	0.3742646	0.9902710	0.9139073	0.6522278	0.2337780	0.7453838	0.2423216	0.6927685	0.6062706
500	0.0796526	0.4797510	0.9323992	0.8236891	0.6522315	0.2311848	0.6871222	0.2087566	0.7009146	0.6569035
550	0.2939402	0.4759920	1.0045689	0.8273012	0.5955864	0.2191338	0.8051794	0.3375233	0.5861812	0.7234382
600	0.5426746	0.5282712	0.9810363	0.7509450	0.6665524	0.2445081	0.8993829	0.4578934	0.5894908	0.9359249
650	0.6424801	0.4567402	1.0191594	0.8063911	0.6636893	0.2356113	0.8099880	0.5888936	0.5614396	0.9849384
700	0.7076441	0.4908879	1.0452034	0.7885985	0.7104062	0.2834439	0.6525471	0.5830893	0.5751412	1.0069225
750	0.7223994	0.4659238	1.0811843	0.7944498	0.6707543	0.2804509	0.5613018	0.5844704	0.6359727	0.9171428
800	0.6655955	0.3687726	1.0443794	0.7569230	0.5449578	0.3071338	0.5094578	0.6466702	0.5750922	0.9527395
850	0.7022667	0.3537888	1.1649357	0.7613537	0.5602246	0.3569163	0.4890271	0.7195528	0.5585958	0.9979544
900	0.7034848	0.3328680	1.0626510	0.7738284	0.4501095	0.4873046	0.3210003	0.6236729	0.5909936	0.8800601
950	0.7212063	0.3417528	0.9993424	0.7104165	0.3838430	0.5682005	0.2838318	0.7167669	0.5822909	1.0428245
1000	0.7739347	0.4142608	0.9663178	0.6159393	0.3862855	0.6095131	0.3074975	0.5649322	0.6542059	0.9698416

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.7620405	0.4799591	1.0333460	0.7291702	0.5002142	0.4521182	0.4077959	0.5749542	0.7286323	1.0839895
100	0.7680505	0.4353030	0.9761205	0.7682452	0.4648177	0.4886935	0.4457967	0.5260473	0.7067392	1.0418177
150	0.7469652	0.3888220	1.0097415	0.7450008	0.5344706	0.4793779	0.4749155	0.6252056	0.6607100	0.9795889
200	0.8346186	0.4932155	0.9289377	0.6928281	0.4907040	0.5436237	0.3593736	0.6699391	0.5830502	1.0429102
250	0.7732422	0.5509777	0.9734293	0.6615931	0.4164488	0.5481358	0.2956574	0.6932360	0.6280216	1.0036549
300	0.7202874	0.4358264	1.0892747	0.6235099	0.3845862	0.6675560	0.2810051	0.6686224	0.5614573	0.9942074
350	0.7201505	0.4392873	1.0043256	0.6396768	0.4008562	0.6548546	0.3285975	0.6952509	0.6058662	0.9507336
400	0.7697909	0.3378250	1.0195003	0.5881765	0.3747510	0.6562435	0.3228169	0.7449213	0.6511689	0.8957393
450	0.8118986	0.3831916	1.0330531	0.6316629	0.3631581	0.7184579	0.2375946	0.6901865	0.5960570	0.8256267
500	0.8310220	0.4380220	0.9170829	0.5736470	0.3493866	0.7737138	0.3040614	0.6530051	0.5909541	0.8949449
550	0.7370642	0.5456379	0.9053178	0.5927983	0.4060625	0.7205977	0.3518787	0.5693096	0.6157208	0.9967741
600	0.6238947	0.5152973	0.8900938	0.6692092	0.4801131	0.6501646	0.4740602	0.5579942	0.6092751	0.9598796
650	0.7078366	0.6118511	0.9770530	0.6525870	0.4609274	0.5841620	0.5293530	0.5184423	0.6238366	1.0059535
700	0.6598678	0.4466568	0.9918027	0.6787636	0.5072716	0.4724680	0.5928928	0.5514751	0.5993560	1.0237118
750	0.7173255	0.3686210	1.0513626	0.6954721	0.5175187	0.4245382	0.5708119	0.5961895	0.5750346	1.0454731
800	0.6460780	0.4141669	1.0106652	0.7432841	0.4944577	0.4145766	0.4777544	0.6141706	0.5750974	0.9826838
850	0.7335942	0.4246400	1.0488238	0.7188452	0.4426614	0.4723757	0.4084279	0.7019820	0.6585259	0.9821847
900	0.7438164	0.4663952	1.0789321	0.6611728	0.3574092	0.5302477	0.3343809	0.6441984	0.7400209	0.9978618
950	0.6763460	0.3529810	1.0960716	0.6046322	0.4053190	0.5708644	0.3967324	0.6833440	0.6466794	0.9637965
1000	0.7199878	0.3525428	1.0451632	0.5917718	0.3520881	0.5356792	0.3051624	0.6527264	0.6465016	1.0789519

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.7806827	0.3604024	1.0338016	0.8386694	0.4525445	0.4913250	0.4862579	0.6208346	0.7006311	1.0791753
100	0.7067974	0.4365087	0.9752168	0.6593440	0.4360820	0.3706633	0.5435540	0.4966008	0.7515629	0.9682407
150	0.7318663	0.4977390	0.9303834	0.6520807	0.4940972	0.2638784	0.5588018	0.5129760	0.7133703	0.8835548
200	0.7603917	0.5082788	0.9538633	0.8249636	0.5440705	0.2224784	0.6673660	0.5206259	0.6578436	0.9501924
250	0.7044240	0.5028337	0.9588690	0.8123625	0.5748899	0.2413064	0.6731523	0.5012550	0.7636450	0.8354946
300	0.7193709	0.4520451	0.9777236	0.7870711	0.5861411	0.1673455	0.6467786	0.5106743	0.7460807	0.8767483
350	0.7162707	0.4512920	1.0393034	0.7539840	0.5946564	0.1365955	0.6350248	0.4902024	0.7569521	0.9114959
400	0.7344509	0.3982698	1.0245685	0.8271362	0.5275590	0.1787489	0.6861164	0.6110607	0.7995278	0.9521735
450	0.6559540	0.3824657	0.9981904	0.7284218	0.5720087	0.1581263	0.6266767	0.5843943	0.8273803	0.9495196
500	0.7265348	0.4653128	0.9067306	0.6954571	0.4984750	0.1723274	0.5080077	0.5294668	0.7225408	0.9593220
550	0.7792878	0.4999124	0.9549953	0.6710763	0.4472298	0.2381137	0.5735940	0.4659302	0.6320645	0.9195474
600	0.6783877	0.4787763	1.0043277	0.7484053	0.4862648	0.2554037	0.7675593	0.5572894	0.5892745	1.0929838
650	0.5940557	0.4059486	1.0221415	0.7196175	0.5967010	0.2228948	0.6409722	0.5929926	0.6431567	1.0984529
700	0.7310541	0.4899752	0.9954318	0.7330808	0.5660464	0.3015021	0.5913496	0.6873690	0.7286694	1.0069179
750	0.6563503	0.4824594	1.0046606	0.7073480	0.4760842	0.3155399	0.3496525	0.6871691	0.7184835	0.9815939
800	0.5801704	0.4805825	0.9339384	0.6725167	0.3688796	0.5215882	0.4285849	0.5883619	0.6594569	1.0050837
850	0.6991194	0.5060052	1.0134849	0.6485936	0.4524384	0.5063283	0.5252147	0.4888034	0.6136721	0.9950580
900	0.5945699	0.4621702	0.9908714	0.5988864	0.3941309	0.4801740	0.5896790	0.6310412	0.6861665	1.0689112
950	0.6545283	0.5357172	0.8671491	0.6538603	0.4417874	0.4064050	0.5416092	0.6046041	0.7109854	0.9799574
1000	0.5975372	0.7031172	0.9110222	0.6566439	0.4704635	0.3831294	0.5182277	0.5560903	0.6446087	1.0156045

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.6139447	0.3524094	0.8688305	0.6721783	0.4643081	0.4811970	0.5107592	0.5156357	0.6105544	1.0256845
100	0.4198886	0.3511469	0.8649361	0.7889204	0.4880133	0.4098645	0.5161053	0.4920473	0.6316429	0.9238064
150	0.3125056	0.3540667	0.8721109	0.6887607	0.5342147	0.4286205	0.5366165	0.5013346	0.5979252	0.9684918
200	0.2832334	0.3287303	0.9233064	0.7402144	0.5576582	0.3493026	0.5195224	0.5848683	0.7192354	0.9772456
250	0.2866465	0.3107169	0.9763517	0.6829668	0.4910573	0.3363526	0.5509830	0.6698161	0.6892369	1.0148647
300	0.3657545	0.2560990	0.9113162	0.6514523	0.5002230	0.4617669	0.5027532	0.5827879	0.6233963	1.0311201
350	0.3549069	0.2918804	0.9347884	0.6729199	0.4661490	0.5064726	0.5065123	0.6609489	0.6279144	1.0109414
400	0.3346169	0.3379657	0.9469665	0.5616204	0.4311623	0.5487394	0.4245496	0.6509472	0.6350584	0.9857454
450	0.3003262	0.2396456	0.9438640	0.5572916	0.3968821	0.6371197	0.4439499	0.6151951	0.6616798	0.9750067
500	0.3328639	0.2274863	0.9474210	0.6395955	0.4661530	0.5352045	0.4799531	0.6137224	0.7192504	0.9443131
550	0.5706816	0.4784449	0.9464195	0.6270187	0.4801403	0.4541289	0.5579274	0.6460129	0.6008058	1.0436115
600	0.6222899	0.4578143	0.8930609	0.6713659	0.5424270	0.4523632	0.4814592	0.6420117	0.6872281	1.0803649
650	0.7635182	0.5280095	1.0339555	0.7625058	0.5213098	0.4516959	0.5428352	0.6086426	0.6460710	1.0336871
700	0.6970336	0.4830610	0.9566808	0.7438005	0.4583292	0.4789433	0.4437467	0.5672401	0.6518701	0.9427199
750	0.7469226	0.5612604	0.9148831	0.6383674	0.4672216	0.5206670	0.4702665	0.6291044	0.6064653	0.9259426
800	0.6042891	0.5638242	0.9624268	0.6460489	0.4504734	0.4630198	0.5163209	0.5441640	0.6376736	0.8578872
850	0.7591224	0.5070444	0.9352744	0.6322593	0.3991899	0.3847593	0.5194156	0.5682671	0.6266309	0.9669478
900	0.7481044	0.4986208	0.9605169	0.6242257	0.4131738	0.4391207	0.5793858	0.5655089	0.5943281	1.0974141
950	0.7371099	0.4486560	0.9456074	0.6866492	0.5227979	0.4057168	0.5549058	0.5471115	0.6381144	1.0503107
1000	0.6576073	0.5196452	0.9275498	0.7975126	0.5409779	0.4355335	0.5220822	0.5710532	0.7836377	1.0637749

0	0.7145692	0.4900629	1.0015304	0.7022167	0.4637781	0.5295269	0.4743046	0.5638206	0.6696329	1.0905402
50	0.7720372	0.3077503	0.9110664	0.6251160	0.4903937	0.4848150	0.6051046	0.4890244	0.6621290	0.9691822
100	0.7416906	0.3216362	0.9398507	0.7288220	0.6364187	0.3935213	0.6396975	0.5370464	0.6289322	0.9994584
150	0.7389943	0.2881421	0.9753220	0.7588038	0.6410105	0.4180815	0.5841417	0.5104668	0.5998967	1.0399899
200	0.8037347	0.2535269	0.9899852	0.7956531	0.6011101	0.4321521	0.5431135	0.5767489	0.6552597	1.1006783
250	0.8156675	0.2348224	0.9438793	0.8114063	0.5789290	0.4118934	0.5175431	0.4819008	0.6422020	1.0716791
300	0.8411264	0.2427231	0.9495371	0.7112572	0.5583162	0.3645803	0.6366853	0.5760460	0.6243084	1.0856946
350	0.9035469	0.2181725	0.9646058	0.7302626	0.5729354	0.3276794	0.6213744	0.5940565	0.6742507	1.0880795
400	0.7639702	0.3198265	0.9425779	0.7943705	0.5443769	0.3698110	0.4821471	0.5880613	0.5991340	1.0288128
450	0.8375005	0.3020316	0.9908404	0.6996263	0.5365086	0.3908235	0.4913254	0.5167170	0.6009772	0.9797118
500	0.9047535	0.3016780	1.0515607	0.7438684	0.5561553	0.3879375	0.5295300	0.5104241	0.6025178	0.9076949
550	0.7820307	0.3439399	1.0296025	0.6817855	0.4636533	0.3324430	0.5540710	0.6942648	0.5450135	0.9698789
600	0.7775218	0.4981373	0.9794219	0.6703496	0.3730008	0.3592110	0.3813477	0.6308833	0.5375705	0.8988551
650	0.7468323	0.4467824	0.9805044	0.6303170	0.3419304	0.4303265	0.3995380	0.7125321	0.6015100	0.9333669
700	0.7718643	0.4698602	0.9602027	0.6401153	0.3674357	0.4382891	0.3271127	0.6579167	0.5571271	0.9052814
750	0.6655114	0.5576331	0.9249592	0.5464057	0.3549069	0.5130607	0.2829453	0.5606496	0.5731113	1.0910369
800	0.7242032	0.4890784	0.9175741	0.5490986	0.3998321	0.5659136	0.4733123	0.5619323	0.6187694	1.0010152
850	0.7024213	0.5226674	0.8777477	0.5487613	0.4422859	0.5567582	0.5797682	0.4730537	0.6525671	0.9580490
900	0.6610845	0.5138998	0.8366560	0.7383647	0.5554698	0.4051526	0.6415327	0.5417088	0.6437352	1.0477780
950	0.6671240	0.6031544	0.9346950	0.6655567	0.5971248	0.3420178	0.6258996	0.5421465	0.5788371	1.0744706
1000	0.6121029	0.5836569	0.9673006	0.7678966	0.5948156	0.3355007	0.6832740	0.4865673	0.6400551	1.0489584
