"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
950	0.0933095	0.0269488	0.6871059	0.7793646	0.9146193	0.1031440	0.0943145	0.3458705	0.5280810	0.0006616
1000	0.1099991	0.0382345	0.6423439	0.7376945	1.0098857	0.0924464	0.0780387	0.3394229	0.5223065	0.0076531

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.2162435	0.1289405	0.6706834	0.8347620	0.9391537	0.0636285	0.0180895	0.6083322	0.0431060	0.4034805
100	0.3047929	0.2154113	0.6739463	0.8415447	0.9944286	0.0421823	0.0026222	0.7218597	0.0156668	0.5960849
150	0.3430611	0.2971034	0.6669403	0.8014351	0.9263994	0.0520540	0.0019687	0.6421752	0.0091989	0.6553520
200	0.3403858	0.3173426	0.6358337	0.8209040	0.9276887	0.0382823	0.0005049	0.6074683	0.0127252	0.6679155
250	0.4214358	0.4391162	0.6502112	0.8889227	0.9881297	0.0340425	0.0067519	0.6901037	0.0223643	0.6771459
300	0.4489187	0.3557241	0.6088346	0.8325648	1.0350015	0.0333984	0.0023452	0.6306520	0.0337313	0.6728262
350	0.4522892	0.3522635	0.6396429	0.8217832	1.0602571	0.0209875	0.0027396	0.6108201	0.0195302	0.6485183
400	0.4604203	0.4264551	0.6250321	0.8998752	1.0444956	0.0521824	0.0010921	0.6011029	0.0147235	0.6255060
450	0.4586885	0.4044574	0.6084799	0.9010806	0.9692114	0.0470555	0.0053092	0.6846387	0.0163347	0.6517452
500	0.4457835	0.4366200	0.4836184	0.8851994	0.8929655	0.0353581	0.0015796	0.6255182	0.0223810	0.5642933
550	0.3256970	0.3405776	0.5248407	0.8153634	1.0285988	0.0403387	0.0438358	0.2056723	0.3463427	0.1864877
600	0.2893771	0.2180052	0.6068172	0.8299128	0.9840283	0.0709746	0.1178929	0.2213153	0.5232888	0.0582076
650	0.2310879	0.1431878	0.6206213	0.7922724	1.0712667	0.1575026	0.2373295	0.2425417	0.5219565	0.0288264
700	0.1896079	0.0926069	0.6739193	0.7805896	1.0357200	0.2144066	0.1160352	0.2544342	0.5313200	0.0318601
750	0.1565210	0.0636055	0.6983226	0.8338340	0.9526158	0.1840713	0.1003707	0.2635779	0.5236447	0.0246399
800	0.1230116	0.0648304	0.6838263	0.8027972	0.8681033	0.1254199	0.0931985	0.2685233	0.5429585	0.0121752
850	0.1099929	0.0581533	0.6214072	0.7971084	0.9011889	0.1336144	0.0717786	0.3339299	0.5477671	0.0090257
900	0.1108408	0.0423012	0.6806467	0.8178973	0.9288365	0.1166897	0.0542729	0.2586929	0.5824437	0.0129619
950	0.0801839	0.0387556	0.6556700	0.8466837	0.9903152	0.0766693	0.0596346	0.3248878	0.5175466	0.0133667
1000	0.0796758	0.0426184	0.6390112	0.7709961	1.0134257	0.0745020	0.0438040	0.3141551	0.5322795	0.0056614

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.0949267	0.0236616	0.3672322	0.7446778	0.7525559	0.0636001	0.0158921	0.3972736	0.7880453	0.0168820
100	0.0773559	0.0173276	0.2783787	0.7913867	0.7418593	0.0301951	0.0003743	0.5689775	0.7718438	0.0036530
150	0.0885426	0.0324603	0.2015914	0.7639369	0.7837246	0.0376656	0.0002425	0.4930904	0.7695053	0.0185704
200	0.0842456	0.0500043	0.2051505	0.6564050	0.7714197	0.0290640	0.0045564	0.5061523	0.7543823	0.0149291
250	0.1072836	0.0648113	0.1937443	0.7153843	0.7917141	0.0583228	0.0045738	0.4643415	0.7145793	0.0164017
300	0.0899111	0.0486146	0.1778060	0.7001092	0.8173497	0.0471241	0.0003855	0.4986640	0.7454322	0.0129813
350	0.1461105	0.0366529	0.1789573	0.6984142	0.7870815	0.0297575	0.0026727	0.5666877	0.7730013	0.0120469
400	0.1213812	0.0443553	0.1966152	0.7078748	0.7159700	0.0392247	0.0083815	0.5760394	0.8674181	0.0272458
450	0.1300470	0.0567669	0.1879671	0.7252539	0.7983990	0.0216113	0.0027518	0.5177214	0.7465064	0.0268220
500	0.0978528	0.0485964	0.1900851	0.7282569	0.7592244	0.0374232	0.0098038	0.5006133	0.7486215	0.0216152
550	0.1142270	0.0408537	0.5823494	0.7791262	0.8938043	0.0408808	0.0175623	0.3943827	0.4952165	0.0046629
600	0.0803525	0.0485337	0.6964164	0.8529523	1.0483150	0.0570555	0.0094141	0.3426947	0.5441929	0.0186859
650	0.0886661	0.0343111	0.6760403	0.8125352	0.9596496	0.0425706	0.0396747	0.3180639	0.5159503	0.0148794
700	0.1087979	0.0342255	0.6623283	0.7592850	1.0804352	0.0714523	0.0397332	0.2986016	0.4968078	0.0125448
750	0.1056438	0.0340175	0.7025291	0.8095894	1.0148601	0.0580679	0.0479952	0.3058899	0.5293629	0.0172920
800	0.0809314	0.0440635	0.7195056	0.8110196	0.9825991	0.0455379	0.0379494	0.2614633	0.5382314	0.0057586
850	0.0739222	0.0376777	0.7249595	0.8146010	0.9991599	0.0501945	0.0800388	0.2771039	0.5384115	0.0172011
900	0.0885854	0.0495566	0.6470961	0.8181842	0.9486197	0.0823524	0.0542994	0.3122500	0.5156432	0.0146019
950	0.1121470	0.0375952	0.7316406	0.7705278	0.9602118	0.0970472	0.0532800	0.2593886	0.5199496	0.0135295
1000	0.1011136	0.0501554	0.7374276	0.7629538	0.9790149	0.0698840	0.1116325	0.2848749	0.5772181	0.0129818

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.0917753	0.0360210	0.6310038	0.8463508	0.9914636	0.0539707	0.0485574	0.3319291	0.5057060	0.0172951
100	0.1029436	0.0454461	0.5927955	0.8351318	1.0325924	0.0665615	0.0548260	0.2891553	0.4978564	0.0164773
150	0.0993790	0.0396864	0.5775286	0.8026667	0.9935137	0.0482534	0.0492857	0.3618334	0.5048445	0.0212990
200	0.0911868	0.0288998	0.5618842	0.8314307	0.9907721	0.0351351	0.0457125	0.2706542	0.4959476	0.0243710
250	0.1126493	0.0350161	0.5849293	0.8021504	1.0838822	0.0421428	0.0474381	0.2643207	0.4615468	0.0154512
300	0.1164520	0.0469344	0.6056621	0.7949319	0.9713685	0.0552886	0.0531789	0.2303365	0.5082266	0.0000000
350	0.1187310	0.0241935	0.6460372	0.8395637	0.9967576	0.0742269	0.0834015	0.3283830	0.5063917	0.0057251
400	0.1106912	0.0169431	0.6936980	0.8285592	1.0596420	0.0724653	0.0951933	0.2575927	0.4928730	0.0148840
450	0.1011492	0.0325974	0.7011802	0.7900153	1.0347324	0.1430000	0.1509895	0.2649824	0.6451448	0.0167471
500	0.1294944	0.0579768	0.7582904	0.7782261	1.0180321	0.1400067	0.0809269	0.2731463	0.5483257	0.0179720
550	0.1412113	0.0437639	0.7057970	0.7434042	0.9630913	0.0870968	0.0500076	0.3459712	0.5321439	0.0122854
600	0.1266990	0.0296538	0.7353067	0.8173374	0.9268818	0.0585381	0.0303424	0.3400711	0.5304598	0.0067565
650	0.0971703	0.0156859	0.6973364	0.7006022	0.9365528	0.0616872	0.0403080	0.3590578	0.5231553	0.0102949
700	0.1107296	0.0452567	0.6881530	0.7235515	0.9969693	0.0461595	0.0617535	0.3143990	0.5597339	0.0190482
750	0.0997677	0.0610036	0.7479342	0.7024912	1.0133269	0.0688598	0.0619322	0.2745709	0.4986153	0.0220834
800	0.1187797	0.0285118	0.7456321	0.7389553	0.9954870	0.0657178	0.1008565	0.2179675	0.5217310	0.0107660
850	0.1103012	0.0513543	0.6706472	0.7567901	1.0220071	0.0980662	0.1739353	0.2620802	0.4681223	0.0149566
900	0.1029097	0.0481564	0.6780494	0.7275733	0.9772256	0.0895850	0.0959766	0.3147202	0.5344735	0.0140938
950	0.1001520	0.0460630	0.7298812	0.8198139	1.0368588	0.0937850	0.0986560	0.2628196	0.4634507	0.0230608
1000	0.0805776	0.0232783	0.6683988	0.7906008	0.9630231	0.0868390	0.0823895	0.2271974	0.5694527	0.0080133

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.1034399	0.0822677	0.6219352	0.8330739	1.0134525	0.0534802	0.0394205	0.3087499	0.5620650	0.3346950
100	0.1608430	0.2073816	0.5859915	0.7810374	0.9428192	0.0573719	0.0733632	0.3032015	0.4919418	0.3864638
150	0.2270029	0.2795015	0.6097147	0.7961318	0.9579479	0.0721713	0.0635959	0.3114262	0.4349103	0.5036585
200	0.2366202	0.3164696	0.6197146	0.8073715	1.0691689	0.0740149	0.0557028	0.2474187	0.3640631	0.5147135
250	0.3133689	0.3907206	0.6333480	0.8304996	0.9744934	0.0641476	0.1181799	0.1948223	0.4186224	0.4919624
300	0.2964352	0.3976888	0.5886414	0.7705964	1.0343760	0.1715620	0.1117344	0.2304851	0.3834207	0.4827850
350	0.3536695	0.3200554	0.5114939	0.7795265	0.9674075	0.1382253	0.0985247	0.1889191	0.4171212	0.4178151
400	0.2908511	0.3250255	0.5924116	0.7545718	0.9555217	0.1969652	0.3118518	0.2064743	0.3934979	0.4515413
450	0.3050392	0.3354212	0.6802791	0.7844113	0.7867268	0.2823086	0.1694985	0.1926463	0.3534697	0.4643608
500	0.2718129	0.3491926	0.7401714	0.8158321	0.7470864	0.2709900	0.2847761	0.1702766	0.4472708	0.4739838
550	0.3152063	0.3162515	0.7649520	0.7462676	0.6506494	0.3521895	0.2869299	0.2053874	0.3966089	0.1993871
600	0.2844939	0.2085323	0.8421102	0.6969033	0.4887632	0.3382928	0.1248658	0.2265139	0.4766411	0.1217002
650	0.2004857	0.1614304	0.7746489	0.5495015	0.5363685	0.2189314	0.0939720	0.2860269	0.4708567	0.0686986
700	0.1690892	0.1016316	0.7681096	0.5303094	0.6649212	0.1111023	0.0722812	0.2908178	0.5046202	0.0314241
750	0.1219708	0.0639364	0.8220792	0.5800223	0.8200827	0.1044185	0.0987781	0.2262158	0.4819256	0.0123498
800	0.1189113	0.0733312	0.7984104	0.6154996	0.9747909	0.0906449	0.0524151	0.2696153	0.4802909	0.0088710
850	0.1076747	0.0325751	0.7853781	0.6730934	1.0234063	0.0392032	0.0222889	0.3217894	0.5470631	0.0153708
900	0.0737535	0.0396067	0.8261870	0.7037772	1.0291051	0.0377809	0.0448705	0.3326301	0.5662669	0.0166992
950	0.0886178	0.0274961	0.7841279	0.7685830	0.9511307	0.0424146	0.0597685	0.3398224	0.4969632	0.0135743
1000	0.1073681	0.0509282	0.7958213	0.8293466	0.9508224	0.0474891	0.0480187	0.2631573	0.4643475	0.0133069

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.0858473	0.1314064	0.5928339	0.8484190	0.5764912	0.0921670	0.0488019	0.2933990	0.4927674	0.4715034
100	0.1412157	0.2604176	0.5870104	0.6499123	0.5684017	0.0779363	0.0586727	0.3027675	0.4010038	0.6814582
150	0.2286300	0.3980813	0.6302872	0.6581182	0.5852750	0.0635829	0.0725198	0.1827917	0.3260961	0.6796518
200	0.2818109	0.4190757	0.6377902	0.6191685	0.5194614	0.0990512	0.1690699	0.1134401	0.2872632	0.7651498
250	0.3183674	0.5009194	0.7126548	0.5316085	0.6069430	0.3031231	0.6187359	0.1188906	0.2768126	0.7342194
300	0.4035324	0.4353098	0.8133097	0.4916982	0.4263426	0.6856967	0.6829825	0.1572052	0.3448711	0.7206698
350	0.3968200	0.4669648	0.8133631	0.4354126	0.2271841	0.7055743	0.4744933	0.1621256	0.3503855	0.7397357
400	0.4041832	0.4807096	0.9289018	0.2815593	0.1112758	0.6870567	0.3985924	0.1516206	0.3478691	0.7393480
450	0.4300212	0.5241770	1.0015938	0.1445580	0.1129734	0.6227109	0.3110774	0.1681685	0.3223848	0.7289095
500	0.4600439	0.4725899	0.9878632	0.0738074	0.1108308	0.5678060	0.2436025	0.1648588	0.3640449	0.7629475
550	0.4387796	0.4995352	0.9870780	0.0507233	0.1760324	0.5215049	0.2669724	0.1881683	0.4445446	0.2921923
600	0.4068439	0.4402824	0.9588227	0.0686897	0.2652013	0.4646341	0.2333680	0.2270555	0.5020782	0.1511442
650	0.4419578	0.4323335	0.9795897	0.1429544	0.3760820	0.3483877	0.1501536	0.2846772	0.5975525	0.0813789
700	0.4075611	0.2927491	0.9996069	0.2274394	0.5461289	0.2284619	0.1106660	0.3749770	0.5183377	0.0481369
750	0.2786740	0.1434542	0.9768199	0.4309232	0.6720420	0.1237597	0.0693497	0.2601068	0.5232416	0.0179154
800	0.1757606	0.0799956	0.8457363	0.5581862	0.8342401	0.0907712	0.0594168	0.2541217	0.5689965	0.0167830
850	0.1534831	0.0291282	0.8710555	0.6793707	0.8798513	0.0730881	0.0419999	0.2628304	0.5592664	0.0093375
900	0.1059433	0.0321502	0.8039255	0.7829655	0.9322273	0.0749349	0.0523736	0.2639406	0.4581512	0.0163602
950	0.0866725	0.0441348	0.7507278	0.7737102	0.8792611	0.1084468	0.1058842	0.2769978	0.4841863	0.0115955
1000	0.0749793	0.0441225	0.7140060	0.7389245	0.9965276	0.0893481	0.0849101	0.3181005	0.5031424	0.0081015

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.0927695	0.0431074	0.6841204	0.8143147	0.9321928	0.2010059	0.0760552	0.1790000	0.1047507	0.0060600
100	0.0936906	0.0480380	0.7143750	0.8439411	0.8909226	0.2768985	0.2788641	0.0967578	0.0560276	0.0100466
150	0.0906671	0.0447548	0.6493734	0.9073678	0.7460515	0.4978978	0.8255265	0.0341891	0.0702101	0.0785407
200	0.1303767	0.1055480	0.6103539	0.9763905	0.4354632	0.8262083	0.9589318	0.0311487	0.0354795	0.3895211
250	0.1394754	0.2339955	0.5657267	1.0426153	0.2102898	0.8189444	1.1068832	0.0139912	0.0658477	0.6119100
300	0.1932074	0.3662356	0.5262113	0.9515957	0.1467965	0.9795036	1.0519116	0.0251181	0.0315142	0.6722837
350	0.2385233	0.4184398	0.5231674	0.9247862	0.1081704	0.9736828	1.1504817	0.0276778	0.0470268	0.6591036
400	0.3692317	0.4816193	0.5537235	0.9754818	0.0689365	0.9593206	1.0071121	0.0293798	0.0582868	0.7466226
450	0.3442545	0.4435207	0.5044217	0.8656791	0.0980124	0.9924868	0.9121298	0.0203734	0.0503131	0.7094929
500	0.3337229	0.4665683	0.5357589	0.8648568	0.0904385	0.9725711	1.0230375	0.0211620	0.0626451	0.6828726
550	0.3986584	0.4941909	0.6702367	0.3710173	0.0888886	0.9048630	1.0179456	0.0804278	0.4332959	0.7096752
600	0.4415082	0.4702933	0.8225614	0.1621714	0.0895709	0.8892387	0.8299172	0.1538522	0.4426982	0.7473046
650	0.4198890	0.4507109	0.9441366	0.0722409	0.0747663	0.8271607	0.6012786	0.2208786	0.3986986	0.6643420
700	0.4069304	0.4182006	0.9772832	0.0344067	0.0538155	0.7088974	0.2386486	0.1987779	0.4058550	0.3417734
750	0.3865094	0.3900364	0.9964489	0.0163743	0.1224552	0.5577411	0.3917894	0.2186854	0.4640441	0.1603085
800	0.3233512	0.4266738	0.9836428	0.0245733	0.1894112	0.4881597	0.3285595	0.2069563	0.4975098	0.1047948
850	0.3498726	0.4826196	1.0072814	0.0249347	0.1709926	0.4228471	0.2406323	0.2920887	0.6333308	0.0719893
900	0.4251275	0.5392941	1.0258044	0.0386912	0.3476903	0.2999754	0.0865019	0.3259798	0.6372681	0.0405029
950	0.4203588	0.4886959	0.9511676	0.1222725	0.5511433	0.1634586	0.0568533	0.4054410	0.6753713	0.0122222
1000	0.4208640	0.2925889	0.9924104	0.2991286	0.7259621	0.0925500	0.0371506	0.4136985	0.5994687	0.0135649

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.1134016	0.0774800	0.6904416	0.7578941	1.0600760	0.0349454	0.0418981	0.3344741	0.5184730	0.1472873
100	0.1058216	0.1304613	0.7678229	0.7714045	0.8995991	0.0493943	0.0483360	0.2743594	0.5060266	0.1912387
150	0.1317498	0.1495085	0.6690047	0.8237442	0.9868218	0.1043499	0.0995913	0.2673136	0.4707094	0.2143935
200	0.1268452	0.1558569	0.6618175	0.7994630	1.0580029	0.1156194	0.1139139	0.3367546	0.5041050	0.2425278
250	0.1708864	0.2270961	0.6167970	0.7990729	1.0469863	0.1202641	0.0778948	0.3414550	0.5219795	0.2741057
300	0.1920166	0.2361889	0.6499337	0.8194538	0.9599290	0.0888230	0.0348640	0.2548977	0.4854752	0.2126930
350	0.2101059	0.2075508	0.6443882	0.7975449	0.9772815	0.0530343	0.0694390	0.2428837	0.4497956	0.2065314
400	0.2278280	0.1618763	0.6008593	0.8202505	1.0137593	0.0641867	0.0889878	0.2481894	0.3786605	0.2138154
450	0.1716872	0.1499918	0.6128973	0.8602644	1.0110716	0.0881187	0.0712844	0.1943921	0.4764318	0.2076278
500	0.1869127	0.1771775	0.5902610	0.8393983	0.9084833	0.1565672	0.2405886	0.2291198	0.4993824	0.1967903
550	0.2082803	0.1545018	0.6914584	0.8400221	0.8363297	0.2119461	0.1425441	0.2493829	0.5037849	0.0779037
600	0.1630373	0.0896253	0.6058252	0.7181020	0.7646059	0.1650241	0.1211976	0.2599849	0.4973671	0.0497084
650	0.1506975	0.0688207	0.6679381	0.6867861	0.7099714	0.1286109	0.0833521	0.1855275	0.4565702	0.0278587
700	0.1183172	0.0609173	0.7164626	0.6748312	0.8530008	0.1293673	0.1765851	0.2262991	0.5132088	0.0222727
750	0.0957277	0.0378890	0.7060783	0.6669512	0.8275235	0.1246588	0.0906777	0.3423134	0.5539522	0.0082244
800	0.0608425	0.0324199	0.7420487	0.7163639	0.9205046	0.1152774	0.0671827	0.3578907	0.5518259	0.0104638
850	0.0912145	0.0363210	0.8083447	0.7229775	1.0026249	0.0630196	0.0475915	0.3010073	0.5214764	0.0041908
900	0.1033625	0.0381583	0.8005169	0.7337257	1.0039459	0.0585196	0.0439693	0.2903659	0.5108250	0.0075940
950	0.1197796	0.0209803	0.6835974	0.7914016	0.9726487	0.0580688	0.0436934	0.2515429	0.4678059	0.0020065
1000	0.0734767	0.0350955	0.7243992	0.7555262	1.0272995	0.0829267	0.0831042	0.2507820	0.4944300	0.0082245

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.4359596	0.6770995	0.7088885	0.8032511	0.8758076	0.6429722	0.0887749	0.1689453	0.1002897	0.1096050
100	0.6212278	0.7491243	0.6018628	0.7903304	0.4632265	0.7784745	0.4312914	0.0521351	0.1530200	0.1270098
150	0.6595544	0.7754697	0.6760989	0.6139157	0.2255167	0.8474540	0.9354918	0.0566565	0.2608821	0.3233544
200	0.5942687	0.8674628	0.7580187	0.3516543	0.1188628	0.9112952	0.8715651	0.0863721	0.2442844	0.5218717
250	0.6286519	0.9433546	0.8233900	0.1653819	0.1037059	0.9881873	0.7332541	0.0943272	0.2340746	0.7136409
300	0.6877534	0.8869066	0.9683085	0.0735831	0.0774026	0.9915051	0.8432588	0.0730797	0.2563508	0.6202207
350	0.7989105	0.8433833	0.9788665	0.0399156	0.0753129	1.0056634	0.9229765	0.0557647	0.1982439	0.6548019
400	0.6940899	0.8399028	0.9047658	0.0197947	0.0747286	1.0472954	0.9269379	0.0696109	0.1586274	0.7949349
450	0.7150057	0.9182999	0.9267001	0.0147440	0.0483549	1.0410609	1.0268528	0.0519224	0.1892235	0.7220809
500	0.6984841	0.9370623	1.0191780	0.0053199	0.0666252	0.9486713	1.0074685	0.0534950	0.2093260	0.8171118
550	0.5656170	0.6893088	0.9985788	0.0042230	0.0569528	0.8850756	1.0044476	0.1666154	0.5663804	0.7895399
600	0.5222807	0.7221577	0.9495892	0.0059792	0.0604474	0.8001011	0.5681843	0.2544829	0.5720742	0.7485751
650	0.5038196	0.6362519	1.0532696	0.0054528	0.0512510	0.7456634	0.1822683	0.2412980	0.5154746	0.4666801
700	0.4856643	0.5820295	1.0546918	0.0105525	0.1317190	0.3717066	0.1217272	0.2758865	0.5421242	0.1805762
750	0.4448254	0.5705304	1.0039359	0.0324470	0.3473876	0.1762469	0.0632191	0.3413569	0.5807478	0.0573237
800	0.4077318	0.5005565	1.0598891	0.1255489	0.5774422	0.0816916	0.0379638	0.3729299	0.6500270	0.0266651
850	0.4315196	0.3486059	1.1182399	0.3502741	0.8136432	0.0583678	0.0409252	0.4668193	0.6094842	0.0100649
900	0.3322532	0.1562703	1.0424489	0.5818591	1.0091218	0.0574660	0.0315936	0.3579400	0.5192718	0.0179619
950	0.1873630	0.0654361	1.0288856	0.6620443	1.0038073	0.0498489	0.0306835	0.3379945	0.5757625	0.0067580
1000	0.1331248	0.0356215	0.9019653	0.7431430	1.0274268	0.0454403	0.0494751	0.3146163	0.5022984	0.0191680

0	0.0835374	0.0427688	0.6543150	0.7955094	1.0279017	0.0771908	0.0550140	0.2564665	0.5458855	0.0111657
50	0.0811586	0.0303202	0.4874516	0.8950162	0.8254769	0.0466958	0.0193169	0.2451095	0.4963233	0.0062904
100	0.1088921	0.0272773	0.3921920	0.8083241	0.7599885	0.0413372	0.0123634	0.2598875	0.4814169	0.0138589
150	0.0981004	0.0346197	0.3241579	0.7532268	0.7483228	0.0496873	0.0385372	0.2540415	0.5471482	0.0105439
200	0.0979552	0.0354387	0.3759739	0.7282147	0.7271609	0.0371077	0.0323116	0.3029963	0.5066114	0.0073419
250	0.1133775	0.0404427	0.4095348	0.7813664	0.7870764	0.0455501	0.0181246	0.2813044	0.4856559	0.0074610
300	0.0882680	0.0377655	0.3793499	0.6880279	0.7349385	0.0224184	0.0178168	0.2527942	0.5558177	0.0053447
350	0.1051239	0.0259331	0.3994402	0.7148460	0.7205749	0.0424813	0.0169191	0.2974335	0.5437943	0.0125536
400	0.0821085	0.0257943	0.4279944	0.6890224	0.7439507	0.0340558	0.0296168	0.2555974	0.4783323	0.0088021
450	0.0830617	0.0523683	0.4158654	0.6955240	0.7623900	0.0429391	0.0283918	0.3081857	0.5921678	0.0083665
500	0.0808521	0.0436444	0.4532907	0.7070495	0.7138353	0.0664317	0.0123874	0.3088203	0.5515446	0.0086663
550	0.0841897	0.0464969	0.5998245	0.7352666	0.9101781	0.0541506	0.0614604	0.2952223	0.5531874	0.0187507
600	0.1141519	0.0576523	0.7084278	0.7204544	0.9123405	0.0493989	0.0666837	0.3091047	0.5127729	0.0202614
650	0.0979472	0.0619735	0.7495476	0.6968979	0.9381373	0.0736713	0.0470836	0.2733724	0.5249380	0.0181150
700	0.0976535	0.0576867	0.7396137	0.7308448	0.9565066	0.0928959	0.0730769	0.3415982	0.4917412	0.0140006
750	0.1053393	0.0676774	0.6948959	0.7412708	0.9009303	0.0714651	0.0530284	0.2913684	0.5001279	0.0062124
800	0.0909012	0.0424075	0.7063254	0.7751461	0.9530732	0.0816502	0.0614578	0.2477894	0.5155076	0.0216939
850	0.0687952	0.0275354	0.6400171	0.7737655	0.9853145	0.0741580	0.0733928	0.2640067	0.5453056	0.0236341
900	0.0907366	0.0548627	0.6529604	0.7768266	0.9451474	0.0710740	0.0625595	0.3578147	0.4676533	0.0107665
950	0.0729869	0.0452953	0.6464578	0.7509695	0.9323030	0.0649490	0.0784949	0.3026068	0.5241295	0.0137919
1000	0.0862961	0.0479303	0.6487199	0.8182998	1.0196703	0.0793626	0.0712004	0.2913012	0.5447617	0.0069568
