"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
50	0.4860804	0.0212873	0.1486854	0.3057129	0.7495255	0.1932852	0.6857275	0.8178092	0.6013244	0.0206562
100	0.3747927	0.0126400	0.1228803	0.2933796	0.7035053	0.3389602	0.6994535	0.6969211	0.4641550	0.0374114
150	0.3495654	0.0282398	0.0640366	0.3415576	0.7197450	0.2588798	0.6962252	0.6062680	0.2580124	0.0356040
200	0.3825569	0.0380223	0.0501794	0.2182279	0.6743398	0.2212178	0.6797997	0.6304068	0.2751263	0.0306324
250	0.4953684	0.0428681	0.0466843	0.3335423	0.8728202	0.2089663	0.5764700	0.5210528	0.1021643	0.0134096
300	0.4164173	0.0459290	0.0100113	0.2543323	0.7715071	0.2509097	0.5479475	0.5178707	0.1735405	0.0358575
350	0.4053847	0.0281523	0.0218112	0.2553723	0.8220988	0.2569382	0.7273924	0.4448235	0.1668555	0.0353267
400	0.4135274	0.0078672	0.0056451	0.2327730	0.7277644	0.2902356	0.5712667	0.4335189	0.1036929	0.0473007
450	0.3641976	0.0183778	0.0063301	0.3269831	0.6301443	0.2906175	0.5685438	0.6350045	0.1556468	0.0386848
500	0.4474139	0.0156964	0.0254487	0.2530927	0.6868098	0.2228000	0.6051507	0.5301991	0.1537681	0.0603127
550	0.4093799	0.0209697	0.0794987	0.2696472	0.7005705	0.3176929	0.5829987	0.3916795	0.3449853	0.0524559
600	0.4975453	0.0201638	0.1186041	0.2483894	0.7455628	0.2061082	0.5445915	0.3205930	0.4225841	0.0221461
650	0.4084701	0.0494158	0.1735253	0.2767808	0.7420260	0.2415401	0.3827313	0.6537595	0.7371685	0.0528272
700	0.4609374	0.0128821	0.1485351	0.2456113	0.7435877	0.1940612	0.5639567	0.6113324	0.7074113	0.0344472
750	0.4528008	0.1049164	0.1412520	0.2725530	0.7836157	0.2078583	0.5638421	0.6229190	0.8403191	0.0209064
800	0.5158773	0.0185495	0.1536730	0.2777460	0.8022648	0.2780431	0.5426672	0.6673602	0.7237624	0.0372634
850	0.4863143	0.0449398	0.1988312	0.3106820	0.6946226	0.2125936	0.4907697	0.7191820	0.7440740	0.0208950
900	0.4082502	0.0279825	0.1572468	0.3851673	0.6227126	0.2578729	0.6385040	0.6684821	0.7611260	0.0181739
950	0.4976952	0.0277097	0.1252712	0.3068384	0.7427409	0.2405844	0.6718765	0.7387122	0.7868898	0.0248536
1000	0.3874625	0.0403105	0.2004208	0.2527147	0.9052015	0.1975839	0.7761813	0.6585904	0.7146366	0.0283721

0	0.3803282	0.0189613	0.1852052	0.3745802	0.7935280	0.2555064	0.7278678	0.7213949	0.6529742	0.0292469
50	0.3724428	0.0603023	0.1273363	0.3249506	0.6934792	0.2693345	0.6965939	0.7580903	0.9331886	0.0205040
100	0.4064299	0.0110584	0.1718511	0.3547066	0.6720646	0.1727985	0.6886127	0.7314612	0.8797571	0.0462428
150	0.4418262	0.0299314	0.2908391	0.2858189	0.7359834	0.2731111	0.6417328	0.7469569	0.8604028	0.0005329
200	0.4422040	0.0245083	0.1734653	0.1653903	0.8392019	0.2206535	0.7038675	0.6267221	0.8537646	0.0003988
250	0.4088634	0.0315528	0.1849008	0.2895089	0.8201118	0.2136733	0.7750369	0.7348504	0.8020885	0.0006903
300	0.4006248	0.0260703	0.1582803	0.2689265	0.6330331	0.2219234	0.7053726	0.6227745	0.7008034	0.0010834
350	0.3994506	0.0522065	0.1443329	0.2909254	0.5913208	0.2282278	0.7177080	0.6723855	0.6367872	0.0000000
400	0.4413081	0.0283419	0.1694617	0.3034988	0.6811957	0.2808634	0.6640988	0.6965449	0.8069043	0.0002136
450	0.3706554	0.0248298	0.1432497	0.2543938	0.7371228	0.3399092	0.6675710	0.8458880	0.7052853	0.0012082
500	0.3760450	0.0206958	0.1473379	0.3383138	0.7507630	0.2447117	0.7308908	0.7779389	0.6165892	0.0001327
550	0.4063846	0.0207611	0.2504056	0.4111934	0.6927364	0.3294977	0.8041637	0.7193016	0.5949439	0.0240167
600	0.4142261	0.0115005	0.1653071	0.2861946	0.7705532	0.2797807	0.8299959	0.6428713	0.7202067	0.0174224
650	0.3134529	0.0279325	0.1942923	0.2233255	0.8560897	0.2417642	0.5660138	0.6743796	0.6606281	0.0391791
700	0.3431837	0.0281035	0.1273666	0.3585146	0.6961363	0.2251916	0.6501195	0.6917754	0.7256464	0.0264780
750	0.4053699	0.0268485	0.2535195	0.3020639	0.7203458	0.2688018	0.5642157	0.9032451	0.6891309	0.0118322
800	0.4277594	0.0274064	0.1061132	0.3263369	0.7683462	0.2491546	0.7792331	0.7392525	0.6636785	0.0234780
850	0.4942989	0.0318172	0.1223625	0.2097528	0.5769192	0.2149855	0.6353037	0.7077400	0.6523799	0.0276281
900	0.4393749	0.0371650	0.1597221	0.2348471	0.7896890	0.2001479	0.7061166	0.7441254	0.6734919	0.0439260
950	0.5178606	0.0305557	0.3127468	0.2327186	0.8609262	0.2644025	0.6582612	0.8018612	0.7631300	0.0199101
1000	0.5257454	0.0207445	0.2145029	0.2489489	0.7441575	0.2357745	0.7107515	0.6551655	0.7395947	0.0196049

0	0.4007075	0.0120753	0.1935832	0.2742384	0.8147721	0.1914342	0.8227119	0.7014467	0.6914283	0.0170255
50	0.3933992	0.0223873	0.1290651	0.3696590	0.8009613	0.2789081	0.7662904	0.8011013	0.8748011	0.0325398
100	0.3589291	0.0183144	0.0715607	0.2666252	0.7528126	0.2896555	0.6804001	0.7738482	0.8025731	0.0048280
150	0.4188780	0.0323565	0.0203820	0.2126352	0.6614210	0.3441946	0.7689374	0.7925070	0.8700895	0.0008986
200	0.4207081	0.0496078	0.0148608	0.3090674	0.9111665	0.2622409	0.7055247	0.7355666	0.6607736	0.0013818
250	0.4132750	0.0266352	0.0157186	0.2415238	0.7942080	0.2234275	0.7705395	0.7074224	0.7537248	0.0009197
300	0.3664846	0.0228662	0.0270231	0.2658066	0.7181467	0.2346592	0.6164845	0.7688700	0.7942321	0.0005154
350	0.3072093	0.0205950	0.0259550	0.2184182	0.8368736	0.1837802	0.6706700	0.7492478	0.8100553	0.0015219
400	0.4449753	0.0214211	0.0398147	0.3088736	0.7787790	0.2208271	0.6822163	0.8083730	0.8447566	0.0069247
450	0.3528437	0.0291005	0.0122498	0.1803701	0.7375391	0.2012609	0.5495621	0.8450763	0.6030390	0.0064141
500	0.4910616	0.0096001	0.0136151	0.3286282	0.6423408	0.2457072	0.8197154	0.8530799	0.6968449	0.0000523
550	0.4494085	0.0171771	0.0440310	0.3271206	0.7101885	0.2261007	0.7300642	0.7262674	0.6725432	0.0054775
600	0.5236216	0.0557012	0.0878028	0.2618648	0.6861431	0.2382982	0.6180374	0.8769744	0.5816498	0.0308489
650	0.3785506	0.0197435	0.1034420	0.3159029	0.6044224	0.1615249	0.6502804	0.7708841	0.6329168	0.0364996
700	0.4335246	0.0175455	0.1512708	0.2388141	0.7134015	0.2281640	0.5843032	0.6970148	0.6816036	0.0874824
750	0.4144653	0.0277497	0.1533217	0.2245869	0.6322294	0.2867879	0.7403290	0.6537653	0.8250221	0.0562665
800	0.4106731	0.0311879	0.1555905	0.3225386	0.6253715	0.3058857	0.6875523	0.6642060	0.7590426	0.0256694
850	0.3309567	0.0603643	0.1568082	0.2775770	0.8191707	0.2075005	0.6873357	0.6176960	0.6512632	0.0206396
900	0.3798903	0.0522226	0.1704390	0.2845269	0.6512165	0.2047489	0.6521650	0.8979898	0.7647060	0.0157027
950	0.4948474	0.0522612	0.2212187	0.2378154	0.7940085	0.3182277	0.8237734	0.5613451	0.6829271	0.0211497
1000	0.4662068	0.0234257	0.1961542	0.2832301	0.6400463	0.2925567	0.6335234	0.6609505	0.6054402	0.0318699
