"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
200	0.5150804	0.2427963	0.9236378	0.2463473	0.5312685	0.8551729	0.6868303	0.8012981	0.0823199	1.0000000
250	0.5256768	0.2522401	0.9364147	0.2361036	0.5260489	0.8108804	0.6500598	0.8008698	0.0823199	1.0000000
300	0.5286569	0.2554740	0.9442986	0.2325630	0.5142558	0.7608406	0.6252092	0.8007692	0.0823199	1.0000000
350	0.5241154	0.2523935	0.9485001	0.2353209	0.4969384	0.7150540	0.6106559	0.8007456	0.0823199	1.0000000
400	0.5123911	0.2434511	0.9497299	0.2442508	0.4766098	0.6803265	0.6046639	0.8007401	0.0823199	1.0000000
450	0.4946891	0.2300266	0.9483159	0.2588794	0.4565105	0.6597232	0.6061901	0.8007388	0.0823199	1.0000000
500	0.4732892	0.2143051	0.9444171	0.2778971	0.4397084	0.6539508	0.6147348	0.8007385	0.0823199	1.0000000
550	0.4512648	0.1987437	0.9382735	0.2989449	0.4275560	0.6200705	0.5241041	0.9418022	0.0823199	1.0000000
600	0.4306442	0.1847947	0.9304133	0.3200261	0.4109200	0.5330012	0.5137907	0.9749152	0.0823199	1.0000000
650	0.4081738	0.1706982	0.9213462	0.3442442	0.3822988	0.4821844	0.5330092	0.9826881	0.0823199	1.0000000
700	0.3789181	0.1540124	0.9105121	0.3778111	0.3518326	0.4872705	0.5637484	0.9845127	0.0823199	1.0000000
750	0.3447052	0.1360723	0.8962634	0.4207199	0.3339246	0.5330796	0.6028574	0.9849410	0.0823199	1.0000000
800	0.3144629	0.1210644	0.8778873	0.4625545	0.3355985	0.6028484	0.6480661	0.9850416	0.0823199	1.0000000
850	0.2978652	0.1126201	0.8578315	0.4881316	0.3555473	0.6799476	0.6918812	0.9850652	0.0823199	1.0000000
900	0.3000959	0.1124865	0.8414788	0.4874380	0.3870703	0.7481130	0.7252066	0.9850707	0.0823199	1.0000000
950	0.3204159	0.1208204	0.8342075	0.4612818	0.4217543	0.7977291	0.7422440	0.9850720	0.0823199	1.0000000
1000	0.3532503	0.1363773	0.8383236	0.4194460	0.4528889	0.8268358	0.7407330	0.9850723	0.0823199	1.0000000

0	0.3748590	0.1473644	0.8105963	0.3996622	0.4927852	0.8899990	0.7850588	0.9850724	0.0823199	1.0000000
50	0.4591307	0.1997805	0.3611743	0.3119178	0.7476037	0.9028454	0.7359859	0.9850724	0.0823199	1.0000000
100	0.5850961	0.3079403	0.2400243	0.2122074	0.8520996	0.8860101	0.6524575	0.9850724	0.0823199	1.0000000
150	0.6867066	0.4245697	0.2131225	0.1454010	0.8943701	0.8255880	0.5429105	0.9850724	0.0823199	1.0000000
200	0.7494418	0.5136398	0.2105816	0.1088655	0.9096275	0.7043179	0.4507568	0.9850724	0.0823199	1.0000000
250	0.7839729	0.5706204	0.2125212	0.0903109	0.9114730	0.5655284	0.3949232	0.9850724	0.0823199	1.0000000
300	0.8014870	0.6028715	0.2143223	0.0813125	0.9060463	0.4648127	0.3663441	0.9850724	0.0823199	1.0000000
350	0.8092206	0.6185674	0.2154078	0.0772965	0.8976710	0.4074113	0.3527815	0.9850724	0.0823199	1.0000000
400	0.8114890	0.6240688	0.2159778	0.0758798	0.8894692	0.3780571	0.3465588	0.9850724	0.0823199	1.0000000
450	0.8109361	0.6239267	0.2162532	0.0757737	0.8829770	0.3637814	0.3437602	0.9850724	0.0823199	1.0000000
500	0.8091971	0.6212074	0.2163723	0.0762488	0.8784659	0.3570221	0.3425355	0.9850724	0.0823199	1.0000000
550	0.7859080	0.5851535	0.7695735	0.0842066	0.4809093	0.2122277	0.3420668	0.9850724	0.0823199	1.0000000
600	0.6857619	0.4518156	0.9283851	0.1290379	0.2851736	0.1576172	0.3427069	0.9850724	0.0823199	1.0000000
650	0.5106703	0.2835303	0.9683867	0.2518757	0.1797397	0.1378884	0.3500783	0.9850724	0.0823199	1.0000000
700	0.3215752	0.1584103	0.9562583	0.4665555	0.1228951	0.1388690	0.4046682	0.9850724	0.0823199	1.0000000
750	0.1820506	0.0899143	0.8944024	0.6895338	0.0963128	0.2059396	0.5634456	0.9850724	0.0823199	1.0000000
800	0.1039267	0.0582747	0.8010691	0.8390925	0.1057131	0.4318546	0.7211260	0.9850724	0.0823199	1.0000000
850	0.0715920	0.0455754	0.7159867	0.9090577	0.1739968	0.6700020	0.8144610	0.9850724	0.0823199	1.0000000
900	0.0756877	0.0433608	0.6596465	0.9090010	0.2797357	0.8118266	0.8608884	0.9850724	0.0823199	1.0000000
950	0.1211739	0.0518959	0.6354460	0.8249272	0.3780639	0.8820975	0.8812694	0.9850724	0.0823199	1.0000000
1000	0.2052233	0.0753658	0.6454646	0.6717373	0.4496841	0.9144541	0.8855866	0.9850724	0.0823199	1.0000000

0	0.3748590	0.1473644	0.8105963	0.3996622	0.4927852	0.8899990	0.7850588	0.9850724	0.0823199	1.0000000
50	0.4269708	0.4162543	0.8447158	0.3379340	0.5125303	0.8833348	0.7373856	0.9871146	0.0560731	0.3447739
100	0.4672800	0.5201556	0.8777275	0.2940466	0.5217794	0.8544695	0.6731273	0.9889493	0.1021411	0.1723186
150	0.4945055	0.5628115	0.9043444	0.2659977	0.5207608	0.7948929	0.6059675	0.9789010	0.2147903	0.1269284
200	0.5087209	0.5803948	0.9231992	0.2512103	0.5076612	0.7015604	0.5479130	0.9381318	0.3500263	0.1149817
250	0.5092878	0.5851477	0.9349704	0.2487339	0.4797436	0.5883435	0.5032055	0.8625228	0.4480869	0.1118373
300	0.4941879	0.5808719	0.9406185	0.2600791	0.4363240	0.4791680	0.4716338	0.7816464	0.4994683	0.1110097
350	0.4609961	0.5690870	0.9403406	0.2892699	0.3813192	0.3924111	0.4553456	0.7210265	0.5218190	0.1107919
400	0.4093574	0.5519227	0.9330028	0.3417770	0.3231261	0.3392094	0.4617636	0.6843008	0.5305567	0.1107346
450	0.3440658	0.5329258	0.9159729	0.4205628	0.2725255	0.3316374	0.5008505	0.6647873	0.5337598	0.1107195
500	0.2763282	0.5159912	0.8862885	0.5181602	0.2411551	0.3886518	0.5735353	0.6552861	0.5348869	0.1107155
550	0.2207876	0.2295694	0.8444943	0.6114329	0.2408354	0.5131735	0.6597011	0.6602176	0.3548699	0.7659406
600	0.1901626	0.1242703	0.7984872	0.6698739	0.2764688	0.6565886	0.7337542	0.7476275	0.1701805	0.9383957
650	0.1918292	0.0900863	0.7612065	0.6718547	0.3357554	0.7684521	0.7861100	0.8603169	0.1091867	0.9837858
700	0.2260339	0.0886397	0.7438983	0.6164771	0.3979697	0.8390813	0.8164142	0.9309092	0.0907277	0.9957324
750	0.2837107	0.1061122	0.7513913	0.5270544	0.4495648	0.8782614	0.8250265	0.9634418	0.0850317	0.9988768
800	0.3493352	0.1347587	0.7802450	0.4351594	0.4866796	0.8959286	0.8103894	0.9766867	0.0832128	0.9997044
850	0.4092815	0.1673816	0.8203569	0.3601435	0.5105521	0.8965672	0.7700286	0.9818503	0.0826167	0.9999222
900	0.4565931	0.1978368	0.8604717	0.3065718	0.5234686	0.8779353	0.7069103	0.9838387	0.0824187	0.9999795
950	0.4897417	0.2221313	0.8934003	0.2717284	0.5265064	0.8312239	0.6341844	0.9846018	0.0823527	0.9999946
1000	0.5093395	0.2380661	0.9170247	0.2517127	0.5184540	0.7477643	0.5681793	0.9848937	0.0823307	0.9999986

0	0.3748590	0.1473644	0.8105963	0.3996622	0.4927852	0.8899990	0.7850588	0.9850724	0.0823199	1.0000000
50	0.4271069	0.2915213	0.8447175	0.3378167	0.5152687	0.9466915	0.8203683	0.9850724	0.0823199	1.0000000
100	0.4693728	0.3563572	0.8778130	0.2923444	0.5346096	0.9687386	0.8017852	0.9850724	0.0823199	1.0000000
150	0.5027288	0.3911833	0.9049384	0.2595800	0.5494787	0.9757246	0.7636662	0.9850724	0.0823199	1.0000000
200	0.5284104	0.4132301	0.9251350	0.2362297	0.5592072	0.9752777	0.7243891	0.9850724	0.0823199	1.0000000
250	0.5472541	0.4283418	0.9393791	0.2200439	0.5645386	0.9709820	0.6918971	0.9850724	0.0823199	1.0000000
300	0.5601798	0.4386531	0.9490890	0.2093255	0.5666513	0.9650247	0.6679289	0.9850724	0.0823199	1.0000000
350	0.5682877	0.4452639	0.9555245	0.2026901	0.5666622	0.9589346	0.6514532	0.9850724	0.0823199	1.0000000
400	0.5727281	0.4490328	0.9596539	0.1990030	0.5654832	0.9536383	0.6406919	0.9850724	0.0823199	1.0000000
450	0.5745711	0.4507382	0.9621825	0.1973507	0.5637927	0.9495122	0.6339921	0.9850724	0.0823199	1.0000000
500	0.5747295	0.4510678	0.9636159	0.1970152	0.5620429	0.9465589	0.6300692	0.9850724	0.0823199	1.0000000
550	0.5736239	0.3513619	0.9643157	0.1976387	0.5527835	0.7377748	0.4932249	0.9850724	0.0823199	1.0000000
600	0.5671057	0.3107554	0.9644410	0.2018935	0.5148741	0.5277419	0.4388836	0.9850724	0.0823199	1.0000000
650	0.5444632	0.2792598	0.9634692	0.2177779	0.4447860	0.3721641	0.4196175	0.9850724	0.0823199	1.0000000
700	0.4948798	0.2367760	0.9595575	0.2573967	0.3576475	0.2872184	0.4209021	0.9850724	0.0823199	1.0000000
750	0.4159497	0.1836824	0.9488145	0.3345233	0.2767057	0.2572849	0.4467282	0.9850724	0.0823199	1.0000000
800	0.3205939	0.1323977	0.9246334	0.4533990	0.2188760	0.2829887	0.5131261	0.9850724	0.0823199	1.0000000
850	0.2326773	0.0938585	0.8807710	0.5906745	0.1947125	0.3923451	0.6194839	0.9850724	0.0823199	1.0000000
900	0.1725095	0.0708682	0.8210890	0.7015381	0.2149195	0.5707790	0.7251140	0.9850724	0.0823199	1.0000000
950	0.1498992	0.0615164	0.7624173	0.7502764	0.2769212	0.7294128	0.7986563	0.9850724	0.0823199	1.0000000
1000	0.1677849	0.0645302	0.7226926	0.7223882	0.3546628	0.8290638	0.8393723	0.9850724	0.0823199	1.0000000

0	0.3748590	0.1473644	0.8105963	0.3996622	0.4927852	0.8899990	0.7850588	0.9850724	0.0823199	1.0000000
50	0.4311544	0.2934251	0.8448233	0.3342935	0.5421487	0.9008071	0.8932274	0.9850724	0.0823199	1.0000000
100	0.4843916	0.3647393	0.8790843	0.2800525	0.5667588	0.9236347	0.9285517	0.9850724	0.0823199	1.0000000
150	0.5270051	0.4063897	0.9085600	0.2406876	0.5814459	0.9395497	0.9347903	0.9850724	0.0823199	1.0000000
200	0.5577653	0.4332822	0.9310072	0.2143232	0.5912417	0.9471863	0.9310860	0.9850724	0.0823199	1.0000000
250	0.5790050	0.4514412	0.9466194	0.1971794	0.5976842	0.9497363	0.9255392	0.9850724	0.0823199	1.0000000
300	0.5933412	0.4638402	0.9568791	0.1861388	0.6016013	0.9498576	0.9208859	0.9850724	0.0823199	1.0000000
350	0.6027958	0.4722008	0.9634204	0.1790973	0.6037328	0.9491033	0.9176017	0.9850724	0.0823199	1.0000000
400	0.6088337	0.4776717	0.9675301	0.1746899	0.6047259	0.9482135	0.9154522	0.9850724	0.0823199	1.0000000
450	0.6125271	0.4811014	0.9700890	0.1720148	0.6050723	0.9474650	0.9140969	0.9850724	0.0823199	1.0000000
500	0.6146651	0.4831381	0.9716651	0.1704603	0.6050980	0.9469159	0.9132610	0.9850724	0.0823199	1.0000000
550	0.6128879	0.3887687	0.9725931	0.1712688	0.5772858	0.9166453	0.5924782	0.9850724	0.0823199	1.0000000
600	0.6033353	0.3465802	0.9727836	0.1769138	0.5576084	0.7437225	0.4648480	0.9850724	0.0823199	1.0000000
650	0.5870546	0.3190976	0.9719278	0.1872608	0.5158219	0.5012169	0.4159256	0.9850724	0.0823199	1.0000000
700	0.5561709	0.2869986	0.9695974	0.2084501	0.4388871	0.3358594	0.4010072	0.9850724	0.0823199	1.0000000
750	0.4981906	0.2395176	0.9642082	0.2542838	0.3437864	0.2536533	0.4061476	0.9850724	0.0823199	1.0000000
800	0.4095925	0.1809885	0.9515638	0.3417780	0.2579109	0.2286209	0.4369007	0.9850724	0.0823199	1.0000000
850	0.3057208	0.1266140	0.9238571	0.4752607	0.1988770	0.2607204	0.5128619	0.9850724	0.0823199	1.0000000
900	0.2136852	0.0876740	0.8740693	0.6243861	0.1764796	0.3847152	0.6299820	0.9850724	0.0823199	1.0000000
950	0.1537317	0.0655545	0.8082647	0.7385659	0.2020581	0.5785168	0.7389395	0.9850724	0.0823199	1.0000000
1000	0.1334831	0.0571205	0.7462554	0.7842211	0.2714011	0.7407156	0.8105443	0.9850724	0.0823199	1.0000000

0	0.3748590	0.1473644	0.8105963	0.3996622	0.4927852	0.8899990	0.7850588	0.9850724	0.0823199	1.0000000
50	0.4271052	0.1781409	0.3491518	0.2957091	0.5152189	0.9443100	0.7313575	0.9850698	0.0824308	0.9907377
100	0.4693153	0.2067650	0.2235895	0.2383995	0.5340403	0.9585022	0.6447752	0.9850423	0.0826861	0.9882999
150	0.5023289	0.2318696	0.1926852	0.2038083	0.5472272	0.9499073	0.5536063	0.9849856	0.0828802	0.9876583
200	0.5269421	0.2523956	0.1869919	0.1819182	0.5532870	0.9255999	0.4818317	0.9849249	0.0829829	0.9874894
250	0.5433955	0.2672162	0.1872381	0.1684820	0.5524588	0.8967769	0.4339071	0.9848785	0.0830287	0.9874449
300	0.5520906	0.2757047	0.1883976	0.1614031	0.5466430	0.8734874	0.4047013	0.9848494	0.0830471	0.9874332
350	0.5541062	0.2782399	0.1893213	0.1592155	0.5386196	0.8582381	0.3880078	0.9848334	0.0830541	0.9874302
400	0.5512272	0.2762019	0.1898481	0.1605252	0.5307339	0.8493031	0.3792164	0.9848253	0.0830567	0.9874294
450	0.5455286	0.2714504	0.1900392	0.1639517	0.5242536	0.8444145	0.3753716	0.9848216	0.0830575	0.9874291
500	0.5388558	0.2657019	0.1899911	0.1682761	0.5195155	0.8419317	0.3746307	0.9848199	0.0830578	0.9874291
550	0.5315129	0.2594134	0.7460849	0.2092747	0.4940192	0.4163370	0.3790841	0.9848219	0.0829444	0.9966913
600	0.5105580	0.2431980	0.9010500	0.2381311	0.4099086	0.2612725	0.3938990	0.9848498	0.0826869	0.9991292
650	0.4543983	0.2048236	0.9379459	0.2924985	0.3059554	0.2166173	0.4197967	0.9849071	0.0824942	0.9997708
700	0.3619454	0.1523945	0.9333312	0.3975558	0.2236318	0.2299226	0.4712337	0.9849677	0.0823931	0.9999397
750	0.2596347	0.1055601	0.9008650	0.5458617	0.1792553	0.3096794	0.5680154	0.9850138	0.0823484	0.9999841
800	0.1794749	0.0748179	0.8433035	0.6874933	0.1802735	0.4787517	0.6861967	0.9850424	0.0823304	0.9999958
850	0.1375464	0.0596164	0.7764808	0.7727775	0.2310670	0.6659283	0.7782350	0.9850581	0.0823236	0.9999989
900	0.1374790	0.0570559	0.7228037	0.7797606	0.3119152	0.7954452	0.8326138	0.9850659	0.0823212	0.9999997
950	0.1786522	0.0671200	0.6969496	0.7073614	0.3913748	0.8671350	0.8584162	0.9850696	0.0823203	0.9999999
1000	0.2505669	0.0909128	0.7042489	0.5864579	0.4527370	0.9025818	0.8632778	0.9850712	0.0823200	1.0000000
