"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
750	0.9042820	0.1185825	0.1893472	0.2701749	0.9999823	0.0271695	0.4153486	0.9901157	0.0745190	0.6423905
800	0.9130915	0.1164256	0.1882745	0.2701743	0.9999853	0.0257493	0.4162301	0.9901274	0.0745092	0.6476115
850	0.9178267	0.1154691	0.1878279	0.2701737	0.9999879	0.0247670	0.4165597	0.9901344	0.0745052	0.6500801
900	0.9202516	0.1150473	0.1876420	0.2701730	0.9999899	0.0241434	0.4166827	0.9901382	0.0745035	0.6511809
950	0.9214506	0.1148625	0.1875648	0.2701725	0.9999912	0.0237721	0.4167286	0.9901402	0.0745027	0.6516489
1000	0.9220281	0.1147821	0.1875328	0.2701721	0.9999921	0.0235617	0.4167456	0.9901412	0.0745024	0.6518396

0	0.9226032	0.1147060	0.1875029	0.2701714	0.9999934	0.0233112	0.4167554	0.9901422	0.0745022	0.6519630
50	0.9271184	0.0763735	0.4173901	0.2701713	0.9999946	0.0118048	0.4120042	0.9658255	0.5400030	0.8499674
100	0.9351285	0.1038972	0.5126204	0.2701710	0.9999972	0.0064673	0.3655493	0.8674650	0.6992276	0.8821137
150	0.9305092	0.1551798	0.5520853	0.2701706	0.9999989	0.0040131	0.2929887	0.7606689	0.7536908	0.8737614
200	0.9125135	0.1987189	0.5684469	0.2701701	0.9999996	0.0029231	0.2377318	0.6869054	0.7723212	0.8763104
250	0.8904012	0.2265244	0.5752290	0.2701699	0.9999998	0.0024357	0.2056389	0.6447341	0.7786965	0.8886750
300	0.8714181	0.2418730	0.5780398	0.2701698	0.9999999	0.0021970	0.1893110	0.6229121	0.7808803	0.9013470
350	0.8579381	0.2496508	0.5792048	0.2701697	1.0000000	0.0020623	0.1817165	0.6123024	0.7816299	0.9106380
400	0.8494322	0.2533820	0.5796875	0.2701697	1.0000000	0.0019775	0.1784366	0.6073626	0.7818880	0.9165155
450	0.8444827	0.2551066	0.5798876	0.2701697	1.0000000	0.0019218	0.1771128	0.6051351	0.7819773	0.9199410
500	0.8417691	0.2558830	0.5799706	0.2701697	1.0000000	0.0018854	0.1766135	0.6041550	0.7820084	0.9218333
550	0.8372452	0.2764807	0.3501286	0.2701697	1.0000000	0.0082269	0.2064953	0.6390602	0.3165709	0.6496609
600	0.8357500	0.2202641	0.2549054	0.2701697	0.9999999	0.0141140	0.2955482	0.7494952	0.1573802	0.5760142
650	0.8482833	0.1685607	0.2154540	0.2701697	0.9999996	0.0201260	0.3632389	0.8576251	0.1029049	0.5762605
700	0.8689597	0.1394878	0.1991074	0.2701698	0.9999983	0.0244587	0.3951423	0.9254770	0.0842412	0.5990980
750	0.8886396	0.1256557	0.1923315	0.2701700	0.9999959	0.0263010	0.4082537	0.9604649	0.0778424	0.6210964
800	0.9030497	0.1194746	0.1895195	0.2701705	0.9999933	0.0263853	0.4134411	0.9769724	0.0756482	0.6358018
850	0.9120815	0.1167751	0.1883500	0.2701711	0.9999915	0.0257315	0.4154687	0.9844227	0.0748957	0.6440956
900	0.9172014	0.1156059	0.1878623	0.2701716	0.9999909	0.0249708	0.4162573	0.9876977	0.0746374	0.6483272
950	0.9199123	0.1151014	0.1876582	0.2701718	0.9999911	0.0243555	0.4165632	0.9891109	0.0745487	0.6503467
1000	0.9212802	0.1148843	0.1875727	0.2701719	0.9999916	0.0239314	0.4166815	0.9897119	0.0745182	0.6512651

0	0.9226032	0.1147060	0.1875029	0.2701714	0.9999934	0.0233112	0.4167554	0.9901422	0.0745022	0.6519630
50	0.9225682	0.1147145	0.1875077	0.2701713	0.9999934	0.0233192	0.4167555	0.9901422	0.0745022	0.6519582
100	0.9225500	0.1147184	0.1875099	0.2701713	0.9999934	0.0233234	0.4167555	0.9901422	0.0745022	0.6519567
150	0.9225407	0.1147202	0.1875108	0.2701713	0.9999934	0.0233255	0.4167555	0.9901422	0.0745022	0.6519563
200	0.9225360	0.1147210	0.1875111	0.2701713	0.9999934	0.0233265	0.4167556	0.9901422	0.0745022	0.6519563
250	0.9225337	0.1147214	0.1875113	0.2701713	0.9999933	0.0233270	0.4167556	0.9901422	0.0745022	0.6519563
300	0.9225326	0.1147216	0.1875114	0.2701713	0.9999933	0.0233272	0.4167556	0.9901422	0.0745022	0.6519564
350	0.9225321	0.1147216	0.1875114	0.2701713	0.9999933	0.0233273	0.4167556	0.9901422	0.0745022	0.6519565
400	0.9225319	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
450	0.9225318	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
500	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
550	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
600	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
650	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
700	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
750	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
800	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
850	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
900	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
950	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565
1000	0.9225317	0.1147217	0.1875114	0.2701713	0.9999933	0.0233274	0.4167556	0.9901422	0.0745022	0.6519565

0	0.9226032	0.1147060	0.1875029	0.2701714	0.9999934	0.0233112	0.4167554	0.9901422	0.0745022	0.6519630
50	0.9225668	0.1147975	0.1945853	0.2380845	0.9999936	0.0220354	0.4167555	0.5583794	0.0745022	0.6518404
100	0.9224720	0.1159194	0.2170233	0.2281410	0.9999940	0.0215127	0.4167556	0.3913922	0.0745022	0.6502589
150	0.9219676	0.1191046	0.2409615	0.2250595	0.9999945	0.0213517	0.4167564	0.3268087	0.0745024	0.6459499
200	0.9206291	0.1238995	0.2580384	0.2241045	0.9999949	0.0214270	0.4167585	0.3018306	0.0745028	0.6400269
250	0.9184060	0.1289303	0.2679882	0.2238085	0.9999950	0.0216711	0.4167626	0.2921701	0.0745036	0.6346169
300	0.9156940	0.1330790	0.2731589	0.2237167	0.9999950	0.0219992	0.4167684	0.2884338	0.0745047	0.6309388
350	0.9130344	0.1359687	0.2756657	0.2236883	0.9999948	0.0223231	0.4167753	0.2869887	0.0745059	0.6289895
400	0.9108143	0.1377528	0.2768281	0.2236795	0.9999946	0.0225843	0.4167820	0.2864298	0.0745071	0.6282051
450	0.9091745	0.1387619	0.2773514	0.2236768	0.9999944	0.0227639	0.4167876	0.2862135	0.0745081	0.6280240
500	0.9080729	0.1392969	0.2775824	0.2236760	0.9999941	0.0228713	0.4167918	0.2861299	0.0745088	0.6280824
550	0.9073912	0.1392912	0.2656760	0.2557626	0.9999938	0.0242664	0.4167946	0.7178596	0.0745093	0.6284348
600	0.9072075	0.1365318	0.2375637	0.2657061	0.9999931	0.0248308	0.4167956	0.8848340	0.0745094	0.6310599
650	0.9081148	0.1308694	0.2147712	0.2687877	0.9999924	0.0249658	0.4167928	0.9494125	0.0745089	0.6362997
700	0.9103429	0.1250533	0.2011185	0.2697427	0.9999920	0.0248262	0.4167858	0.9743887	0.0745076	0.6418586
750	0.9132917	0.1207091	0.1939487	0.2700388	0.9999918	0.0245364	0.4167773	0.9840486	0.0745061	0.6461596
800	0.9161600	0.1179671	0.1904497	0.2701305	0.9999919	0.0242100	0.4167698	0.9877848	0.0745048	0.6489263
850	0.9184653	0.1163985	0.1888196	0.2701589	0.9999921	0.0239214	0.4167643	0.9892300	0.0745038	0.6504966
900	0.9200936	0.1155569	0.1880836	0.2701677	0.9999924	0.0237010	0.4167607	0.9897891	0.0745031	0.6513059
950	0.9211421	0.1151255	0.1877584	0.2701704	0.9999927	0.0235492	0.4167585	0.9900055	0.0745027	0.6516896
1000	0.9217720	0.1149123	0.1876170	0.2701712	0.9999929	0.0234526	0.4167572	0.9900892	0.0745025	0.6518577

0	0.9226032	0.1147060	0.1875029	0.2701714	0.9999934	0.0233112	0.4167554	0.9901422	0.0745022	0.6519630
50	0.8717581	0.6824261	0.1865092	0.2840868	0.7766017	0.0155323	0.4171451	0.9779614	0.3450227	0.5396702
100	0.7633378	0.8478402	0.1759361	0.3212014	0.6970515	0.0136526	0.4761752	0.9288256	0.4412966	0.5084989
150	0.6852424	0.8959295	0.1564620	0.3542834	0.6687237	0.0140528	0.6193646	0.8696835	0.4858717	0.5176129
200	0.6432245	0.9097672	0.1385246	0.3743197	0.6586360	0.0144631	0.7230534	0.8221222	0.5152337	0.5544900
250	0.6231716	0.9136440	0.1262483	0.3843634	0.6550438	0.0139747	0.7743671	0.7884370	0.5366530	0.5934830
300	0.6142224	0.9146697	0.1189490	0.3888932	0.6537646	0.0128778	0.7952724	0.7652677	0.5514852	0.6214308
350	0.6104090	0.9149077	0.1149368	0.3908090	0.6533092	0.0117144	0.8019339	0.7494918	0.5609449	0.6379504
400	0.6088419	0.9149434	0.1128433	0.3915861	0.6531471	0.0107743	0.8028780	0.7389629	0.5665144	0.6465470
450	0.6082176	0.9149359	0.1117928	0.3918923	0.6530894	0.0101179	0.8020093	0.7321639	0.5695623	0.6505277
500	0.6079761	0.9149243	0.1112818	0.3920104	0.6530689	0.0097016	0.8008848	0.7279500	0.5711170	0.6521172
550	0.6303405	0.3405133	0.1113789	0.3701732	0.8764550	0.0167742	0.7466273	0.7457088	0.3106909	0.7751220
600	0.7047181	0.1731396	0.1152366	0.3266981	0.9560040	0.0174959	0.5662235	0.8126074	0.1650387	0.8041553
650	0.7902994	0.1245880	0.1258054	0.2969858	0.9843315	0.0167081	0.4693826	0.8865275	0.1060584	0.7815149
700	0.8548920	0.1110476	0.1413773	0.2818171	0.9944192	0.0163706	0.4353646	0.9372660	0.0853401	0.7418184
750	0.8930711	0.1081534	0.1571741	0.2749726	0.9980114	0.0168551	0.4234274	0.9650481	0.0782153	0.7074802
800	0.9122420	0.1086500	0.1695567	0.2720842	0.9992906	0.0179273	0.4191580	0.9787134	0.0757732	0.6840249
850	0.9206126	0.1101252	0.1776990	0.2709151	0.9997458	0.0192160	0.4176193	0.9850748	0.0749368	0.6696128
900	0.9236357	0.1116338	0.1824553	0.2704551	0.9999076	0.0204276	0.4170642	0.9879396	0.0746505	0.6612748
950	0.9243030	0.1128215	0.1850175	0.2702779	0.9999647	0.0214092	0.4168646	0.9892000	0.0745525	0.6566754
1000	0.9240909	0.1136294	0.1863213	0.2702106	0.9999846	0.0221254	0.4167933	0.9897446	0.0745191	0.6542506
