Time	4EBP1_pS65	4EBP1_pT37_pT46	ACC_pS79	AKT_pS473	AKT_pT308	AMPK_pT172	BAD_pS112	c-Met_pY1235	c-Raf_pS338	CHK1_pS345	CHK2_pT68	EGFR_pY1068	EGFR_pY1173	ER-alpha_pS118	GSK3-alpha-beta_pS21_S9	GSK3-alpha-beta_pS9	HER2_pY1248	HER3_pY1298	JNK_pT183_pT185	MAPK_pT202_Y204	MEK1_pS217_S221	mTOR_pS2448	NDRG1_pT346	NF-kB-p65_pS536	p27_pT157	p27_pT198	p38_pT180_Y182	p70S6K_pT389	p90RSK_pT359_S363	PDK1_pS241	PEA15_pS116	PKC-alpha_pS657	PKC-delta	PKC-pan-betaII_pS660	PRAS40_pT246	Rb_pS807_S811	Rictor_pT1135	S6_pS235_S236	S6_pS240_S244	Src_pY416	Src_pY527	STAT3_pY705	TAZ_pS89	YAP_pS127	YB-1_PS102
0	1.892965376	3.056887391	0.961520585	0.69326394	2.477532001	2.778352313	0.654230708	0.653561923	1.031635903	0.85237249	0.595164882	9.812477443	1.385876681	1.118407487	3.324517874	2.024682406	10.70531415	2.372421943	0.387891059	1.00251906	1.988070001	0.85439212	0.500118245	1.489285406	0.530764787	0.986477269	1.187165193	0.345010779	0.349478362	2.647036853	5.825304045	0.223718415	0.794092177	1.910524108	4.43388896	4.312067568	0.815376999	0.5285128	0.564012239	1.967858672	5.128496304	0.31387691	1.802265207	2.275647605	0.683816986
0	1.781412707	2.868723013	0.586635007	0.556526831	1.448306836	4.130736045	0.672260972	0.632810771	0.898526966	0.826636692	0.596571338	14.50929209	1.61214936	1.198045615	2.933014941	1.745542009	12.30483732	2.379131349	0.353560215	0.720318231	1.582048684	0.686998997	0.528536009	1.299529747	0.567460411	1.112973713	1.004480579	0.293508142	0.299563133	2.810735557	6.66716826	0.212182714	0.692598456	1.596378584	5.196177201	5.046153325	0.698913129	0.437644132	0.571954322	2.309211417	3.790635368	0.301884222	1.672721554	2.803560935	0.647991103
0	2.486319936	3.907619061	0.675038028	0.640494942	1.991125518	4.526370349	0.669067218	0.616259956	0.864469296	0.807599665	0.618208391	13.64861293	1.693682862	1.245479222	3.84162291	1.822400178	15.12730163	2.808874448	0.314850595	0.853292177	2.468915638	0.650053526	0.512015835	1.637448003	0.508740103	1.025209549	1.142377611	0.265846291	0.303739708	3.440560101	9.062096762	0.172410984	0.720871665	1.773890728	7.538786042	6.204874279	0.677726955	0.410985039	0.61962662	2.129025931	4.824345631	0.274353813	1.954419266	3.046155229	0.523707162
0	1.904642061	3.311961511	0.752830391	0.719437676	1.535613654	4.476590708	0.57873842	0.606954964	0.910710316	0.755951282	0.613962773	14.99765388	1.598003425	1.268177716	3.428378229	1.97264957	12.25852344	2.335021281	0.324350579	0.778081905	1.655107977	0.755821542	0.486238446	1.342383419	0.484765133	1.026593861	1.034663837	0.305601773	0.288534773	3.385898351	4.894803969	0.236763097	0.656398929	1.907318605	5.1665569	5.077912949	0.680288598	0.507235462	0.697932503	2.617739408	5.203832425	0.290371046	1.614080632	2.988309833	0.593305882
0	1.866549252	3.335127513	0.683488918	0.69704113	1.357681649	3.915178771	0.633692529	0.5838414	0.878405806	0.791520023	0.582562835	15.22996276	1.417432534	1.206162787	3.082699025	1.844056924	12.37394642	2.1905217	0.317161524	0.780405204	1.588539796	0.810352808	0.569510941	1.310455562	0.509035043	1.005060946	1.054466947	0.337230986	0.289524629	2.935293859	9.365514488	0.224099049	0.699998104	1.715196373	4.899683876	5.068434201	0.72193089	0.589027421	0.783350629	2.173645424	4.609046855	0.297165382	2.01241582	2.219574742	0.604028527
0	2.102672754	3.027887265	1.051694631	0.625861567	2.171686871	3.250810607	0.671203353	0.644049621	1.002187184	0.829934143	0.589400355	8.323635889	1.385419627	1.146591845	2.982770493	1.850701148	10.9404339	2.308634007	0.387714239	0.938747027	2.105979313	0.83783698	0.460336583	1.463111857	0.57257506	1.000821633	1.131211168	0.322260483	0.333457964	2.529286045	7.749291144	0.22824283	0.788162404	1.8798597	4.141630699	4.217390428	0.751066092	0.455283876	0.520427526	1.815729105	4.486550514	0.306403488	1.876187827	2.171869008	0.670589856
5	2.745243155	4.145219215	0.770601335	0.936099911	1.530157459	4.480832792	0.5849937	0.526620935	1.003814503	0.689214043	0.537355794	10.24227598	1.3467278	1.156181209	4.61570199	2.51781004	10.49971816	2.776300137	0.318861776	1.650865047	2.526183255	1.20044575	0.442848714	1.69058401	0.45834754	0.721291864	1.028896381	0.447186341	0.396874889	3.507807109	4.696886071	0.202897927	0.670246633	3.449996036	4.806514691	5.997546928	0.958504716	0.884732187	0.895128753	2.396324917	6.949095222	0.239311875	1.755377881	2.407867547	0.556927121
15	1.997024136	3.211502783	0.62037748	0.871408869	1.154552178	3.336496676	0.75453026	0.63000023	1.052520988	0.822937024	0.594521189	10.16968143	1.454189253	1.092723555	3.22945892	1.879932139	12.9460662	2.470380314	0.372012385	0.903229334	1.448099305	1.124502562	0.550551308	1.33776918	0.551683849	0.893126859	1.034472861	0.578529624	0.475669435	2.683424394	6.050961118	0.229266937	0.888711243	2.106642763	3.886599702	4.499167018	1.040460496	1.260965902	0.904923795	2.249779081	5.095845933	0.295567667	1.747547163	2.092749031	0.71469647
30	2.285363221	3.426562107	0.57097311	1.011972281	1.491785032	3.251998708	0.735611686	0.633951435	0.87297783	0.791943228	0.576943629	12.88058542	1.456027333	1.009678805	3.252500861	1.939553426	13.98806744	2.2379981	0.341714108	0.718997181	1.302004049	1.063036233	0.555826372	1.313737404	0.552334459	0.946224385	1.050106643	0.767832385	0.462990153	2.490585964	8.306533146	0.211719972	0.82424978	1.998743293	3.977277989	4.561777519	1.067448169	1.590783019	1.186628748	2.23947563	4.847397549	0.301525153	1.940649991	2.243910307	0.727805901
60	2.430025469	3.1551425	0.935699846	0.858582945	1.337369632	4.11462262	0.666465817	0.647278141	0.989917294	0.786451239	0.527976441	12.26461473	1.452111723	0.988553353	3.26207973	2.106616326	10.45739591	2.704865933	0.311280354	0.574224866	1.509237587	1.293800052	0.61585209	1.234033166	0.553700898	0.873957606	1.015549538	0.652970981	0.399879899	2.734226792	8.086278513	0.210389099	0.846811021	2.162232841	3.794655169	4.206426962	1.193913224	1.513653675	1.396604986	2.227968062	4.938118822	0.277959631	2.202142412	2.452416231	0.67298775
120	2.204054664	3.290724221	0.634873392	1.148174259	1.723272899	3.614728005	0.648275481	0.616159651	0.895406903	0.794348567	0.586964586	15.7919711	1.58039387	1.146074199	3.452865231	2.091128632	13.1805596	2.77035807	0.341194487	0.57452164	1.481966044	1.030193462	0.652339017	1.403178322	0.58542597	0.884939682	1.088479309	0.685890391	0.352631853	2.617443007	8.002518291	0.207548661	0.819376906	1.670317831	4.557319652	4.129490018	0.998437677	1.42259302	1.428458925	2.307466071	4.357244846	0.340939734	2.04736777	2.114816962	0.682025152
240	2.308352089	3.813401263	0.432261071	1.051711464	1.680328544	3.070626913	0.672938562	0.635740124	0.776307856	0.791774028	0.603123671	20.15566399	1.618782743	1.230583894	3.010144749	1.834473307	20.44822618	2.394532549	0.36511144	0.497114139	1.334642319	0.738198661	0.763046213	1.470302816	0.56460837	1.049958436	1.055143463	0.750379396	0.363650855	2.488844534	6.9757124	0.187899839	0.78150547	1.414963498	5.378106827	3.496195679	0.885563121	1.322845244	1.006496071	2.826019503	3.525886222	0.3614413	1.772352807	2.409588863	0.856167112
