Time	EIF4EBP1_pS65	EIF4EBP1_pT37_pT46	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	ESR1_pS118	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	ERBB3_pY1298	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	NDRG1_pT346	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PEA15_pS116	PRKCA_pS657	PRKCD	PRKCA_pS660.PRKCB_pS660.PRKCD_pS660.PRKCE_pS660.PRKCH_pS660.PRKCQ_pS660	AKT1S1_pT246	RB1_pS807_S811	RICTOR_pT1135	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	3.389939642	8.656508734	0.265591941	1.605166951	2.554841353	0.814471869	1.284494437	0.916034097	1.493665908	1.052934801	1.00516218	0.281009909	1.291135605	1.194375075	2.873178128	1.657322861	0.620130755	0.726556775	0.787497369	0.389851664	0.130116518	0.54233367	0.306795455	1.383013376	1.091136081	0.686322124	1.223909203	0.205916477	1.08081861	1.052509459	1.314844226	2.971740094	0.459344025	1.238976935	7.486985868	0.834173199	1.024658196	0.396439704	0.253863874	0.613845077	1.387667922	0.871813667	0.794695693	6.388349837	1.695510019
0	4.062355569	8.332411839	0.599926494	1.646240794	1.897012234	1.431022154	1.222681148	0.979526893	1.689181853	1.134151514	1.154932327	0.299883454	1.248568918	1.021989096	3.192489797	1.947154437	0.580457284	0.768891267	0.818148817	0.304057412	0.132767789	0.790446307	0.306146531	1.169032577	1.232794998	0.682372037	1.222861328	0.320185038	1.043361733	1.00422009	1.399550404	3.636341972	0.466726314	1.511055872	6.842530224	0.816212012	1.17879398	0.775654793	0.435734263	0.654903905	1.511552401	0.87039123	1.253081288	4.314509718	1.37556863
0	4.324738407	5.19659213	0.565014392	1.648274575	2.251112466	1.274383751	1.200636638	0.982513802	1.773019086	1.388907761	1.433000586	0.285492546	1.23228856	1.172939272	3.299829248	2.044159595	0.650612778	0.896548207	0.973428274	0.366550254	0.148094242	0.792750845	0.30734038	1.317783876	1.387406879	0.770402117	1.428273645	0.352008894	1.084420122	1.024819677	1.660394038	2.76241885	0.45373932	1.677875103	5.078238152	0.869948427	1.343405696	0.987386925	0.496776002	0.695729725	1.49571208	1.019279383	0.617791618	4.543877304	1.755193387
0	6.315138569	7.843506913	0.559698869	1.42626988	2.411908388	1.383047632	1.228954171	0.930014669	1.611580892	1.324408661	1.344216483	0.254629998	1.169119441	1.186542009	3.319856964	1.910952682	0.679206139	0.865793283	0.89976778	0.333196245	0.1422225	0.69312625	0.28162477	1.200945789	1.356513223	0.74326397	1.420826877	0.375368122	1.086293941	0.940224194	1.551854878	3.362123327	0.481597787	1.568507778	6.896336836	0.881664967	1.321892945	0.850212015	0.414206251	0.623455508	1.604485169	0.915277658	0.629775551	4.309716873	1.485065903
0	3.246399636	5.034677574	0.549538173	1.67494178	2.17163	1.443924557	1.27595604	1.016254442	1.745626699	1.18113981	1.165090192	0.299224707	1.266989951	1.192986628	3.478794365	2.063603586	0.627036221	0.906471981	0.992523853	0.383320373	0.133922824	0.816596362	0.330293852	1.215522245	1.252834191	0.698255637	1.370147291	0.340600928	1.060805753	1.045843406	1.194298925	3.52438383	0.488170789	1.50979511	4.421742353	0.91916411	1.260807847	0.859868483	0.51093379	0.670712399	1.665876123	0.891220692	1.216957243	3.985059223	1.560022874
5	5.007541829	8.676180782	0.350096342	1.587673251	1.86267351	1.338703925	1.14225852	0.833394184	1.719563004	1.421512479	1.076383415	0.299514455	1.272738686	1.159313185	2.91795417	1.803967638	0.586484803	0.797358793	0.851815173	0.425112362	0.162793632	0.801703929	0.30765015	1.207360864	1.341250074	0.686222139	1.113952802	0.358551788	1.082923937	1.044782871	1.232559479	3.298316227	0.460362134	1.488530025	6.609813758	0.753682648	1.385464586	1.124726972	0.541585956	0.687708098	1.522055106	1.122548611	0.736058703	4.829197157	1.550050553
15	6.357063087	9.240675379	0.341566629	1.432510633	1.815121151	1.052027758	1.225938449	0.851756388	1.520504814	1.314274308	0.983412557	0.232683698	1.202521604	1.19087771	2.862516039	1.855019729	0.612221791	0.750266082	0.813733697	0.185216382	0.121975343	0.791481512	0.296760238	1.238728032	1.24566107	0.699711552	1.065003965	0.379943879	1.099646825	1.08920356	1.673116235	3.503778423	0.454499188	1.315068644	6.972950739	0.790185588	1.447864562	1.364275233	0.652210964	0.641546629	1.477864388	1.107545842	1.001302004	5.924248628	1.795220295
30	6.042620362	8.719976337	0.313694779	2.080236152	2.415710507	1.048442897	1.119009588	0.918805025	1.756518901	1.19218085	1.040317937	0.274923868	1.341642756	1.270979171	3.616708735	2.118985858	0.601852555	0.756709292	0.790211955	0.259498926	0.129809646	0.798886903	0.307277039	1.25077564	1.268315579	0.673593982	1.091192947	0.366454471	1.089018947	1.047804127	1.449288162	3.707785509	0.436063902	1.459674354	7.710648055	0.77269546	1.350684965	1.065046034	0.556633626	0.664599302	1.638633426	1.003708855	0.774906441	5.979205849	1.60659269
60	5.525339813	8.428330626	0.344488321	2.176894663	2.209811663	1.177408961	1.040844424	0.935492532	1.735711034	1.148390389	1.043400725	0.279005813	1.266616789	1.131077036	3.468164149	2.163795055	0.561574204	0.79353323	0.822439761	0.25586272	0.124452866	0.82962911	0.32394877	1.261043307	1.161444676	0.657414763	1.147924489	0.360126285	1.058034567	1.051541174	1.051536988	4.284877534	0.486429333	1.441897328	7.717174617	0.704444581	1.497945395	1.17472086	0.60360053	0.648994772	1.709196547	0.976379204	0.897498687	5.652371621	1.67198368
120	4.163823143	6.85877294	0.684202775	2.107743916	2.161696561	1.680082167	1.092924815	1.066789098	2.143170657	1.03755586	0.991068547	0.291598608	1.335020638	1.110876314	3.242767136	1.893289951	0.584019242	0.849847369	0.760452605	0.247425282	0.118819248	0.962628613	0.306365666	1.157769146	1.167256671	0.650059231	1.179975915	0.365294019	1.219582852	1.082406366	0.387702275	4.322723754	0.487048645	1.418032729	6.725589407	0.708182394	1.69066115	1.559927716	0.516308322	0.690362695	1.984320027	0.955642304	0.592404671	5.448407941	1.428349296
240	4.584535433	7.893301539	0.3827377	2.561516585	2.164688324	1.374628121	1.109891438	1.054031886	2.283252785	1.075207987	1.067469922	0.267854332	1.258161457	1.150142673	3.585576635	2.043209367	0.55604504	0.82163204	0.835015103	0.347494206	0.133232292	0.955901071	0.315078894	1.321683014	1.070804489	0.588582065	1.029772629	0.41277672	1.217602208	1.05659198	0.387487508	4.348891383	0.470684389	1.508499627	7.056518909	0.720415849	1.788437165	1.467449922	0.479489888	0.680059981	1.93608948	0.91772536	0.581488094	5.00878375	1.587696815
