Time	EIF4EBP1_pS65	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	JUN_pS73	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	EGFR_pY992	ESR1_pS118	FOXO3_pS318_pS321	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PRKCA_pS657	AKT1S1_pT246	RB1_pS807_S811	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	0.543110773	0.198292413	0.057413935	0.329246205	1.427929168	0.447329206	0.357521325	0.426025251	0.501010825	0.243831328	0.192500667	0.084580865	0.402082821	0.110316559	0.90529416	0.483058661	0.898779612	0.919603453	1.427203057	0.20907462	0.371290589	0.258577772	0.386714186	0.480182106	0.628234056	0.427164761	0.214743219	0.223216699	0.651010165	1.023503887	0.19439256	1.080030432	2.542902979	0.307161869	0.155424104	0.089810386	1.152241648	0.186040346	0.904270875	0.395463291	0.582244238
0	0.53291274	0.172082032	0.052214886	0.339635751	1.352331407	0.485115365	0.403559816	0.486478784	0.543090849	0.248421918	0.212061974	0.078409555	0.443162355	0.121954188	0.828695405	0.517993616	0.927531529	0.916784647	1.351665508	0.202909224	0.32995081	0.260993832	0.369554878	0.506763421	0.623856675	0.494981075	0.214930389	0.227439756	0.657374307	1.015693694	0.207581872	1.038887726	1.830142277	0.271429379	0.120141365	0.089263327	1.072514936	0.195005869	0.65030509	0.43335002	0.587136076
0	0.564420642	0.150438199	0.050659528	0.333052346	1.345815201	0.429718683	0.392064512	0.461590788	0.476508928	0.228492598	0.206861227	0.079439853	0.424792877	0.128489099	0.771725669	0.48032161	0.925516519	0.859590809	1.422162231	0.188424675	0.317006325	0.256672238	0.312241516	0.497276321	0.600081467	0.46320675	0.201950625	0.208211632	0.632611993	1.009002549	0.208573711	1.032097322	1.755779366	0.261047587	0.110573403	0.081109308	1.113964974	0.184698734	0.663262866	0.441752735	0.585080903
0	0.510289032	0.174384853	0.052493646	0.427300407	1.452658879	0.438457193	0.391331053	0.465470332	0.470461506	0.239521351	0.198833272	0.084311073	0.424212331	0.115468533	0.704456061	0.479108534	0.898748459	0.900162933	1.275169151	0.193258164	0.377126069	0.290009341	0.314577999	0.461474893	0.615129642	0.4652891	0.199226144	0.180701018	0.645422297	1.069204049	0.197797727	1.036837057	1.820422379	0.223558792	0.089006908	0.087070101	1.144790265	0.185508132	0.696546298	0.373256765	0.517688523
0	0.512350316	0.166841342	0.0535671	0.411815257	1.670100909	0.450293498	0.395386609	0.456130061	0.456929476	0.222014446	0.193543649	0.07804189	0.416419034	0.113896319	0.777224706	0.50049313	0.822826726	0.824085184	1.357221335	0.196284408	0.342175498	0.27713005	0.284294471	0.4851325	0.620934537	0.451665254	0.182344028	0.183349909	0.621025211	1.185628771	0.195316658	0.99853442	1.927120132	0.199525446	0.094160817	0.079252703	1.096132192	0.187571644	0.687937297	0.312104968	0.494544738
0	0.577354766	0.178848207	0.048121097	0.319704438	1.580338229	0.442482938	0.365540553	0.463886541	0.390785527	0.242672293	0.204913693	0.077170238	0.436500664	0.113837689	0.773738843	0.398189861	0.738389265	0.615123786	1.252005129	0.17224971	0.175524055	0.179049173	0.358793761	0.455486103	0.595308475	0.428579814	0.182802587	0.160836411	0.557123397	1.252780414	0.211523167	0.965918196	2.065984706	0.24588836	0.115823932	0.070241941	1.402681592	0.164642363	0.638014367	0.378481077	0.426264592
5	0.544694868	0.196478826	0.234954573	1.011548349	1.575454303	0.456840464	0.399036812	0.455631236	0.637296662	0.255645203	0.221470119	0.09137728	0.410355207	0.113007812	1.042791043	0.464401234	1.48930319	1.557862148	1.549919615	0.210415759	0.39246933	0.229797388	0.490479226	0.490618024	0.597867205	0.408072719	0.212924783	0.348547748	0.656915897	0.993794771	0.210366057	1.701555154	2.513273336	0.337889386	0.113321482	0.100414021	1.172125189	0.195040129	0.71292766	0.340304323	0.500830381
15	0.57963396	0.301613641	0.23649394	1.097737959	1.742606388	0.50078263	0.435063701	0.464740007	0.482678623	0.230565636	0.196396685	0.086727783	0.414833785	0.114168113	0.837095631	0.472188926	1.462598278	1.683857785	1.381982561	0.214287551	0.38624003	0.253514182	0.595227374	0.509864823	0.557181479	0.394125533	0.213910567	0.609158966	0.748133013	1.088534718	0.215821979	1.681092126	2.497354518	0.708816976	0.306754238	0.106120173	1.260319098	0.197353579	0.603577582	0.302400856	0.548142187
30	0.623015125	0.142435581	0.526319479	1.235344398	1.240666737	0.548425009	0.466937975	0.455403053	0.634147667	0.241529853	0.20644864	0.084823969	0.425610608	0.118483512	0.973420705	0.458704697	1.662118131	1.869598445	1.566746774	0.227106146	0.341862793	0.222981065	0.579149871	0.465527522	0.636441831	0.427115854	0.196893809	1.187070367	0.715831334	0.996763922	0.201902031	1.840740756	2.278768118	1.090150705	0.537857777	0.092864252	1.202075794	0.178467777	0.814346693	0.323565603	0.600163215
120	0.620286328	0.196928195	0.37533447	1.018130512	1.403644839	0.643650576	0.44327476	0.452542729	0.72700501	0.224453057	0.214726365	0.09888885	0.398518391	0.121938806	0.811298256	0.433516376	1.444641605	1.588447125	1.24759199	0.194000289	0.257242686	0.206201147	0.566323242	0.564277303	0.536829411	0.483149006	0.175734109	1.466121286	0.646111481	1.026939987	0.229480454	1.837747955	2.495772095	3.154750857	0.979570272	0.094170033	1.241864913	0.187597702	0.433519771	0.393973316	0.551798979
240	0.652697143	0.183777151	0.37804238	0.68935773	1.618517762	0.620120531	0.399594169	0.470472432	0.714424301	0.230270318	0.218888035	0.087265279	0.430354268	0.118111915	0.943546415	0.45172993	1.468826113	1.75024406	1.218028893	0.194730051	0.258374277	0.217199614	0.63913894	0.598083479	0.558274597	0.457010999	0.166999029	1.758871304	0.637025632	1.029738309	0.24362963	1.954131752	2.772965443	2.860866643	1.006808676	0.093123015	1.363009723	0.205630178	0.426841933	0.397485461	0.595093141
