Time	EIF4EBP1_pS65	EIF4EBP1_pT37_pT46	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	ESR1_pS118	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	ERBB3_pY1298	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	NDRG1_pT346	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PEA15_pS116	PRKCA_pS657	PRKCD	PRKCA_pS660.PRKCB_pS660.PRKCD_pS660.PRKCE_pS660.PRKCH_pS660.PRKCQ_pS660	AKT1S1_pT246	RB1_pS807_S811	RICTOR_pT1135	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	3.246399636	5.034677574	0.549538173	1.67494178	2.17163	1.443924557	1.27595604	1.016254442	1.745626699	1.18113981	1.165090192	0.299224707	1.266989951	1.192986628	3.478794365	2.063603586	0.627036221	0.906471981	0.992523853	0.383320373	0.133922824	0.816596362	0.330293852	1.215522245	1.252834191	0.698255637	1.370147291	0.340600928	1.060805753	1.045843406	1.194298925	3.52438383	0.488170789	1.50979511	4.421742353	0.91916411	1.260807847	0.859868483	0.51093379	0.670712399	1.665876123	0.891220692	1.216957243	3.985059223	1.560022874
0	4.062355569	8.332411839	0.599926494	1.646240794	1.897012234	1.431022154	1.222681148	0.979526893	1.689181853	1.134151514	1.154932327	0.299883454	1.248568918	1.021989096	3.192489797	1.947154437	0.580457284	0.768891267	0.818148817	0.304057412	0.132767789	0.790446307	0.306146531	1.169032577	1.232794998	0.682372037	1.222861328	0.320185038	1.043361733	1.00422009	1.399550404	3.636341972	0.466726314	1.511055872	6.842530224	0.816212012	1.17879398	0.775654793	0.435734263	0.654903905	1.511552401	0.87039123	1.253081288	4.314509718	1.37556863
0	4.324738407	5.19659213	0.565014392	1.648274575	2.251112466	1.274383751	1.200636638	0.982513802	1.773019086	1.388907761	1.433000586	0.285492546	1.23228856	1.172939272	3.299829248	2.044159595	0.650612778	0.896548207	0.973428274	0.366550254	0.148094242	0.792750845	0.30734038	1.317783876	1.387406879	0.770402117	1.428273645	0.352008894	1.084420122	1.024819677	1.660394038	2.76241885	0.45373932	1.677875103	5.078238152	0.869948427	1.343405696	0.987386925	0.496776002	0.695729725	1.49571208	1.019279383	0.617791618	4.543877304	1.755193387
0	6.315138569	7.843506913	0.559698869	1.42626988	2.411908388	1.383047632	1.228954171	0.930014669	1.611580892	1.324408661	1.344216483	0.254629998	1.169119441	1.186542009	3.319856964	1.910952682	0.679206139	0.865793283	0.89976778	0.333196245	0.1422225	0.69312625	0.28162477	1.200945789	1.356513223	0.74326397	1.420826877	0.375368122	1.086293941	0.940224194	1.551854878	3.362123327	0.481597787	1.568507778	6.896336836	0.881664967	1.321892945	0.850212015	0.414206251	0.623455508	1.604485169	0.915277658	0.629775551	4.309716873	1.485065903
0	3.70124885	7.526981487	0.313204735	1.696938522	2.621527653	0.899685343	1.329459359	0.919600785	1.678234353	1.106981898	1.026738688	0.273713783	1.273004444	1.215881921	3.158926589	1.846726924	0.649991041	0.713553137	0.931051836	0.559964117	0.135763889	0.672202325	0.259643309	1.320246604	1.027703055	0.642722824	1.179959094	0.204663824	1.037900246	1.006994421	1.121364915	3.480233389	0.466918669	1.516735522	6.558476827	0.751790722	1.021658434	0.447041096	0.317068555	0.667034686	1.503733091	0.94228191	0.840667111	5.770208797	1.613079383
15	4.184313621	9.128699643	0.535705825	2.975315051	4.129064858	0.926809182	1.480970642	0.960892359	2.130411567	1.111148665	0.760947735	0.318766143	1.508234171	1.153014243	3.947300273	2.131381776	0.768817607	0.799285461	0.825222287	0.544020297	0.142040122	0.914569266	0.40180468	1.71983999	1.027796258	0.659040898	1.544322534	0.438724042	1.170441327	0.985195015	0.400601458	4.229600253	0.451448224	1.858774383	7.810920182	0.950412721	1.589038141	1.387919198	0.538355812	0.609979868	1.509421799	1.104593521	0.641965495	4.066459874	2.173450652
30	4.28433668	8.823982137	0.44235891	3.89108543	4.16221152	0.994403535	1.553620578	0.990108745	3.049140249	0.981138428	0.8263558	0.303158742	1.487617801	1.233847475	4.382545752	2.163205492	0.632620861	0.832397534	0.952464354	0.73624328	0.145778181	1.05742624	0.345813771	1.845483797	1.05898096	0.636080947	1.628845951	0.51042991	1.215688606	1.021273708	0.419227615	4.232282868	0.403094072	2.019789879	8.559641021	0.937850482	1.680546092	2.344989294	0.672836198	0.607295969	1.672660262	1.274620482	0.602559258	3.922990812	2.243340872
60	3.753611285	8.387139302	0.400271222	4.443110233	4.231681044	0.850801402	1.30151198	0.983126722	2.396191768	1.106287964	0.938579883	0.303990225	1.486060501	1.235451878	4.242549154	2.304440567	0.608749825	0.864732692	1.015368914	0.512558462	0.138147603	1.056249876	0.360585783	1.931998417	1.015497847	0.649629924	1.522735184	0.578980775	1.155708348	1.052281587	0.381982575	4.244123447	0.393721725	1.762195787	7.248430652	0.882480577	1.945361869	2.978816029	0.90233857	0.626893547	1.656796466	0.947595516	0.633389878	3.187927489	2.013609228
120	4.144730625	8.44112484	0.451592484	4.068789263	3.638225512	0.964461751	1.477000073	1.044153887	2.388844491	1.11854653	0.876117444	0.330364113	1.462035938	1.266989072	4.334632336	2.180204547	0.627073192	0.905284068	0.921582391	0.408759267	0.133530862	1.137800743	0.340334007	1.960593522	1.025578008	0.676122202	1.593188437	0.865671472	1.095450937	1.046544238	0.405567161	4.115531884	0.403586788	1.551568388	7.153704938	0.905927722	2.519706855	5.344975596	1.18937681	0.626657533	1.581733633	1.176776286	0.512438171	3.076636169	2.154383093
240	5.172462349	6.684378884	0.385343866	3.250001382	3.050127311	0.948043678	1.3515318	1.00294487	1.971249243	1.055537251	0.922085556	0.309484608	1.425033618	1.241138599	4.044379762	2.171962481	0.692801786	0.819130214	0.903647481	0.442518353	0.135659197	1.190646541	0.39824644	1.782324555	1.048387477	0.662946158	1.327590396	0.868732292	1.277447539	0.973670228	0.40319764	3.378657128	0.437648843	1.491796696	6.98669376	0.816473584	2.36884229	5.276353162	1.469419051	0.64001686	1.560810885	0.995088207	0.875510675	2.900058942	2.145617334
