Time	4EBP1_pS65	4EBP1_pT37_pT46	ACC_pS79	AKT_pS473	AKT_pT308	AMPK_pT172	BAD_pS112	c-Met_pY1235	c-Raf_pS338	CHK1_pS345	CHK2_pT68	EGFR_pY1068	EGFR_pY1173	ER-alpha_pS118	GSK3-alpha-beta_pS21_S9	GSK3-alpha-beta_pS9	HER2_pY1248	HER3_pY1298	JNK_pT183_pT185	MAPK_pT202_Y204	MEK1_pS217_S221	mTOR_pS2448	NDRG1_pT346	NF-kB-p65_pS536	p27_pT157	p27_pT198	p38_pT180_Y182	p70S6K_pT389	p90RSK_pT359_S363	PDK1_pS241	PEA15_pS116	PKC-alpha_pS657	PKC-delta	PKC-pan-betaII_pS660	PRAS40_pT246	Rb_pS807_S811	Rictor_pT1135	S6_pS235_S236	S6_pS240_S244	Src_pY416	Src_pY527	STAT3_pY705	TAZ_pS89	YAP_pS127	YB-1_PS102
0	1.892965376	3.056887391	0.961520585	0.69326394	2.477532001	2.778352313	0.654230708	0.653561923	1.031635903	0.85237249	0.595164882	9.812477443	1.385876681	1.118407487	3.324517874	2.024682406	10.70531415	2.372421943	0.387891059	1.00251906	1.988070001	0.85439212	0.500118245	1.489285406	0.530764787	0.986477269	1.187165193	0.345010779	0.349478362	2.647036853	5.825304045	0.223718415	0.794092177	1.910524108	4.43388896	4.312067568	0.815376999	0.5285128	0.564012239	1.967858672	5.128496304	0.31387691	1.802265207	2.275647605	0.683816986
0	1.781412707	2.868723013	0.586635007	0.556526831	1.448306836	4.130736045	0.672260972	0.632810771	0.898526966	0.826636692	0.596571338	14.50929209	1.61214936	1.198045615	2.933014941	1.745542009	12.30483732	2.379131349	0.353560215	0.720318231	1.582048684	0.686998997	0.528536009	1.299529747	0.567460411	1.112973713	1.004480579	0.293508142	0.299563133	2.810735557	6.66716826	0.212182714	0.692598456	1.596378584	5.196177201	5.046153325	0.698913129	0.437644132	0.571954322	2.309211417	3.790635368	0.301884222	1.672721554	2.803560935	0.647991103
0	2.486319936	3.907619061	0.675038028	0.640494942	1.991125518	4.526370349	0.669067218	0.616259956	0.864469296	0.807599665	0.618208391	13.64861293	1.693682862	1.245479222	3.84162291	1.822400178	15.12730163	2.808874448	0.314850595	0.853292177	2.468915638	0.650053526	0.512015835	1.637448003	0.508740103	1.025209549	1.142377611	0.265846291	0.303739708	3.440560101	9.062096762	0.172410984	0.720871665	1.773890728	7.538786042	6.204874279	0.677726955	0.410985039	0.61962662	2.129025931	4.824345631	0.274353813	1.954419266	3.046155229	0.523707162
0	1.904642061	3.311961511	0.752830391	0.719437676	1.535613654	4.476590708	0.57873842	0.606954964	0.910710316	0.755951282	0.613962773	14.99765388	1.598003425	1.268177716	3.428378229	1.97264957	12.25852344	2.335021281	0.324350579	0.778081905	1.655107977	0.755821542	0.486238446	1.342383419	0.484765133	1.026593861	1.034663837	0.305601773	0.288534773	3.385898351	4.894803969	0.236763097	0.656398929	1.907318605	5.1665569	5.077912949	0.680288598	0.507235462	0.697932503	2.617739408	5.203832425	0.290371046	1.614080632	2.988309833	0.593305882
0	1.866549252	3.335127513	0.683488918	0.69704113	1.357681649	3.915178771	0.633692529	0.5838414	0.878405806	0.791520023	0.582562835	15.22996276	1.417432534	1.206162787	3.082699025	1.844056924	12.37394642	2.1905217	0.317161524	0.780405204	1.588539796	0.810352808	0.569510941	1.310455562	0.509035043	1.005060946	1.054466947	0.337230986	0.289524629	2.935293859	9.365514488	0.224099049	0.699998104	1.715196373	4.899683876	5.068434201	0.72193089	0.589027421	0.783350629	2.173645424	4.609046855	0.297165382	2.01241582	2.219574742	0.604028527
0	2.102672754	3.027887265	1.051694631	0.625861567	2.171686871	3.250810607	0.671203353	0.644049621	1.002187184	0.829934143	0.589400355	8.323635889	1.385419627	1.146591845	2.982770493	1.850701148	10.9404339	2.308634007	0.387714239	0.938747027	2.105979313	0.83783698	0.460336583	1.463111857	0.57257506	1.000821633	1.131211168	0.322260483	0.333457964	2.529286045	7.749291144	0.22824283	0.788162404	1.8798597	4.141630699	4.217390428	0.751066092	0.455283876	0.520427526	1.815729105	4.486550514	0.306403488	1.876187827	2.171869008	0.670589856
5	2.744716608	4.51096028	0.58784318	0.95007444	1.812562703	4.663571715	0.618253281	0.521406115	1.170761724	0.716815623	0.560721995	8.138910724	1.381663809	1.311805461	4.258358116	2.306905698	10.09562297	2.583581813	0.301308914	2.204327663	4.548734576	0.870945638	0.530759332	1.54556842	0.448913628	0.858606578	0.97873679	0.353588989	0.304847229	3.633266266	7.115544731	0.182548797	0.628348191	2.959210727	5.621552284	6.385945841	0.610444844	0.453167361	0.490912645	2.050237582	6.78763663	0.245427706	1.842478964	2.862469283	0.545960973
15	2.0800311	3.205713719	0.772670047	0.591339826	1.303372162	4.003729299	0.817565646	0.615321327	1.213652629	0.89366531	0.588365076	5.045384441	1.365598206	1.220680521	2.768735656	1.737863642	7.038588942	2.201390294	0.337938252	0.813370583	1.602430106	1.070091853	0.509257816	1.34478474	0.543187731	1.019686639	0.920367737	0.447630539	0.446966246	2.915559502	5.143061069	0.221738894	0.726047381	2.130450962	3.62699912	5.448324647	0.95224551	0.741072878	0.65485872	1.656843963	5.335090559	0.296637766	1.965480412	2.444758419	0.644747188
30	2.256671913	3.178979828	0.809354239	0.91459844	1.820175142	4.239539636	0.801346052	0.617872187	1.118883397	0.860064839	0.587340224	5.576265132	1.359961485	1.332540882	3.445084407	2.199404789	7.766137944	2.273505096	0.35010551	0.989104134	1.885678262	1.092154753	0.532644111	1.363378326	0.533501202	0.964054119	0.933174569	0.573818326	0.414057046	2.901032108	5.206038403	0.209689932	0.685867316	2.074031803	4.429352924	5.214643447	1.051713659	1.191497529	1.01630356	1.956147126	4.899071256	0.296568797	1.968130189	2.471660178	0.703730358
60	1.962228411	3.16066512	0.762156996	0.919544755	1.656620393	4.146011051	0.668013182	0.639384153	1.304043346	0.773049385	0.586976544	8.185312426	1.417432534	1.257899379	3.305137844	2.180857015	8.7974493	2.188446642	0.34206613	0.723490216	1.667604603	1.236002939	0.537525915	1.318903129	0.503453276	0.922678517	0.841233338	0.576623616	0.384661026	2.806130444	3.120353564	0.217332897	0.703531946	2.264362728	3.977119068	5.897846824	1.147210885	1.189618704	1.11206964	1.981369595	5.947844297	0.292394996	1.515566719	2.378918786	0.657300102
120	1.926834858	3.151084286	0.733425543	1.150608716	1.77391971	4.3485971	0.711158576	0.686999101	1.155279548	0.813487575	0.650261839	9.741135376	1.404549687	1.28762775	3.175466943	2.105460875	10.19523108	2.383076297	0.379159083	0.639695881	1.424378408	1.109243281	0.583209952	1.320519267	0.606128453	0.994218481	0.82431626	0.546032073	0.423653233	2.851943866	0.719482279	0.259810176	0.791236787	2.271854183	3.953091691	5.457555841	1.132598633	1.135109416	0.943344847	2.49341638	6.114262213	0.336510181	1.226502278	2.327319771	0.719192837
240	2.240753803	3.996164113	1.065528389	1.177650893	2.574235953	5.984194964	0.657281378	0.630607995	1.160698052	0.813287566	0.680019819	16.65098148	1.574266791	1.345510342	3.953300233	2.313810768	16.17736597	2.812262899	0.37493666	0.576074997	1.394551482	1.140475918	0.604387062	1.465173178	0.548378198	0.930750765	0.917845784	0.524867129	0.365251677	3.225954196	0.809724227	0.256406024	0.771051216	2.37149647	5.102034374	6.500619749	1.179555418	1.169766547	1.022519047	2.886158577	7.642119257	0.345399441	1.278090908	2.684486881	0.688154377
