Time	EIF4EBP1_pS65	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	JUN_pS73	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	EGFR_pY992	ESR1_pS118	FOXO3_pS318_pS321	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PRKCA_pS657	AKT1S1_pT246	RB1_pS807_S811	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	0.543110773	0.198292413	0.057413935	0.329246205	1.427929168	0.447329206	0.357521325	0.426025251	0.501010825	0.243831328	0.192500667	0.084580865	0.402082821	0.110316559	0.90529416	0.483058661	0.898779612	0.919603453	1.427203057	0.20907462	0.371290589	0.258577772	0.386714186	0.480182106	0.628234056	0.427164761	0.214743219	0.223216699	0.651010165	1.023503887	0.19439256	1.080030432	2.542902979	0.307161869	0.155424104	0.089810386	1.152241648	0.186040346	0.904270875	0.395463291	0.582244238
0	0.53291274	0.172082032	0.052214886	0.339635751	1.352331407	0.485115365	0.403559816	0.486478784	0.543090849	0.248421918	0.212061974	0.078409555	0.443162355	0.121954188	0.828695405	0.517993616	0.927531529	0.916784647	1.351665508	0.202909224	0.32995081	0.260993832	0.369554878	0.506763421	0.623856675	0.494981075	0.214930389	0.227439756	0.657374307	1.015693694	0.207581872	1.038887726	1.830142277	0.271429379	0.120141365	0.089263327	1.072514936	0.195005869	0.65030509	0.43335002	0.587136076
0	0.564420642	0.150438199	0.050659528	0.333052346	1.345815201	0.429718683	0.392064512	0.461590788	0.476508928	0.228492598	0.206861227	0.079439853	0.424792877	0.128489099	0.771725669	0.48032161	0.925516519	0.859590809	1.422162231	0.188424675	0.317006325	0.256672238	0.312241516	0.497276321	0.600081467	0.46320675	0.201950625	0.208211632	0.632611993	1.009002549	0.208573711	1.032097322	1.755779366	0.261047587	0.110573403	0.081109308	1.113964974	0.184698734	0.663262866	0.441752735	0.585080903
0	0.510289032	0.174384853	0.052493646	0.427300407	1.452658879	0.438457193	0.391331053	0.465470332	0.470461506	0.239521351	0.198833272	0.084311073	0.424212331	0.115468533	0.704456061	0.479108534	0.898748459	0.900162933	1.275169151	0.193258164	0.377126069	0.290009341	0.314577999	0.461474893	0.615129642	0.4652891	0.199226144	0.180701018	0.645422297	1.069204049	0.197797727	1.036837057	1.820422379	0.223558792	0.089006908	0.087070101	1.144790265	0.185508132	0.696546298	0.373256765	0.517688523
0	0.512350316	0.166841342	0.0535671	0.411815257	1.670100909	0.450293498	0.395386609	0.456130061	0.456929476	0.222014446	0.193543649	0.07804189	0.416419034	0.113896319	0.777224706	0.50049313	0.822826726	0.824085184	1.357221335	0.196284408	0.342175498	0.27713005	0.284294471	0.4851325	0.620934537	0.451665254	0.182344028	0.183349909	0.621025211	1.185628771	0.195316658	0.99853442	1.927120132	0.199525446	0.094160817	0.079252703	1.096132192	0.187571644	0.687937297	0.312104968	0.494544738
0	0.566246158	0.18778038	0.056668645	0.36604968	1.377458243	0.487699689	0.373348621	0.451736686	0.519472119	0.249260676	0.193941092	0.080384761	0.40065539	0.096650533	0.924506621	0.468683509	0.813336118	0.912944999	1.260055156	0.22475151	0.368065881	0.261499445	0.35710884	0.527598621	0.641097627	0.422839372	0.221979375	0.238751727	0.64438725	1.05277698	0.189814273	1.145796797	2.380818426	0.264295587	0.143270678	0.088413751	1.082267601	0.19663911	0.842688812	0.388236953	0.580631417
5	0.578907656	0.196357847	0.405797142	2.208070873	1.304365839	0.543518583	0.399070457	0.470534986	0.770721768	0.243787901	0.221454679	0.124331151	0.457498638	0.120565421	0.92010991	0.537231353	1.589798763	1.718757093	1.75199492	0.237038012	0.79717279	0.874467997	0.48883899	0.514918351	0.671971487	0.424531604	0.265751467	0.230813194	0.768215459	0.99913418	0.230239257	1.711276956	1.858085115	0.319816106	0.118575861	0.086912672	1.194833546	0.198689282	0.753886368	0.268853539	0.625968035
15	0.637661765	0.208371426	0.475166332	1.615980177	1.134602105	0.702213438	0.428981771	0.488524757	0.687293869	0.238357904	0.208414018	0.087292375	0.432796155	0.12060473	0.925994351	0.516392686	1.530978795	1.683005618	1.468845268	0.253181914	0.66185075	0.513096504	0.565282066	0.490044325	0.657288799	0.422226683	0.247618472	0.548193349	0.914475622	1.063324604	0.233399661	1.860829884	2.45194637	0.824423727	0.194264899	0.091571118	1.264422102	0.189010861	0.6501635	0.349346097	0.694615804
30	0.627980566	0.152653766	0.522452495	1.505555983	1.080436011	0.708925369	0.460082306	0.470296182	0.624725237	0.222859901	0.19203111	0.081934573	0.440091342	0.127709483	0.766448002	0.542445783	1.654758825	1.893519366	1.598638395	0.220311067	0.549827275	0.385580726	0.519965268	0.458627311	0.66855264	0.436316032	0.204118444	1.055296686	0.843571372	1.062849937	0.215323096	1.815122845	2.512782738	0.953609725	0.446466463	0.081144883	1.18515885	0.185069153	0.867684056	0.303311141	0.668969224
60	0.563825316	0.174859327	0.076897638	0.599980093	1.330131972	0.625590823	0.499959406	0.532023057	0.614262434	0.257828466	0.224356162	0.102160881	0.43926259	0.116473039	0.764399819	0.486776075	1.053509829	1.212530189	1.389936205	0.209618821	0.448876463	0.341579949	0.501741022	0.52099276	0.613110795	0.464099492	0.184781555	0.445151787	0.753627849	1.057338202	0.249341612	1.009312222	2.227247614	0.81594457	0.239449	0.097986613	1.280806532	0.204349151	0.464089055	0.301373805	0.632774336
120	0.605824949	0.150382007	0.48557272	0.971939998	1.493109967	0.721706645	0.482664874	0.508637712	0.711653978	0.246130839	0.219401772	0.104509018	0.438143574	0.115900232	0.766499773	0.475307528	1.574666008	1.612424571	1.271278999	0.206325873	0.249489915	0.207233768	0.59698357	0.555908448	0.556209496	0.439231977	0.186289106	1.674289269	0.657270106	1.101067807	0.23165888	1.824533438	2.458434821	2.868400336	0.965914588	0.093869009	1.245891099	0.200970078	0.402332629	0.315637046	0.562612099
240	0.673383378	0.197583331	0.39041512	0.929159296	1.452245026	0.666970721	0.417818467	0.464924499	0.586065718	0.233597488	0.214602244	0.082783262	0.426315383	0.121990916	0.763980979	0.425882913	1.528539635	1.644751276	1.248008319	0.224441982	0.312416112	0.278525977	0.605084786	0.608978631	0.586855742	0.457681855	0.173300717	1.550706363	0.613829799	1.043953659	0.240923355	1.711908902	2.367809789	2.383423626	0.929591127	0.088059417	1.333132315	0.204977385	0.504980068	0.291544093	0.527546283
