Time	EIF4EBP1_pS65	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	JUN_pS73	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	EGFR_pY992	ESR1_pS118	FOXO3_pS318_pS321	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PRKCA_pS657	AKT1S1_pT246	RB1_pS807_S811	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	0.543110773	0.198292413	0.057413935	0.329246205	1.427929168	0.447329206	0.357521325	0.426025251	0.501010825	0.243831328	0.192500667	0.084580865	0.402082821	0.110316559	0.90529416	0.483058661	0.898779612	0.919603453	1.427203057	0.20907462	0.371290589	0.258577772	0.386714186	0.480182106	0.628234056	0.427164761	0.214743219	0.223216699	0.651010165	1.023503887	0.19439256	1.080030432	2.542902979	0.307161869	0.155424104	0.089810386	1.152241648	0.186040346	0.904270875	0.395463291	0.582244238
0	0.53291274	0.172082032	0.052214886	0.339635751	1.352331407	0.485115365	0.403559816	0.486478784	0.543090849	0.248421918	0.212061974	0.078409555	0.443162355	0.121954188	0.828695405	0.517993616	0.927531529	0.916784647	1.351665508	0.202909224	0.32995081	0.260993832	0.369554878	0.506763421	0.623856675	0.494981075	0.214930389	0.227439756	0.657374307	1.015693694	0.207581872	1.038887726	1.830142277	0.271429379	0.120141365	0.089263327	1.072514936	0.195005869	0.65030509	0.43335002	0.587136076
0	0.564420642	0.150438199	0.050659528	0.333052346	1.345815201	0.429718683	0.392064512	0.461590788	0.476508928	0.228492598	0.206861227	0.079439853	0.424792877	0.128489099	0.771725669	0.48032161	0.925516519	0.859590809	1.422162231	0.188424675	0.317006325	0.256672238	0.312241516	0.497276321	0.600081467	0.46320675	0.201950625	0.208211632	0.632611993	1.009002549	0.208573711	1.032097322	1.755779366	0.261047587	0.110573403	0.081109308	1.113964974	0.184698734	0.663262866	0.441752735	0.585080903
0	0.510289032	0.174384853	0.052493646	0.427300407	1.452658879	0.438457193	0.391331053	0.465470332	0.470461506	0.239521351	0.198833272	0.084311073	0.424212331	0.115468533	0.704456061	0.479108534	0.898748459	0.900162933	1.275169151	0.193258164	0.377126069	0.290009341	0.314577999	0.461474893	0.615129642	0.4652891	0.199226144	0.180701018	0.645422297	1.069204049	0.197797727	1.036837057	1.820422379	0.223558792	0.089006908	0.087070101	1.144790265	0.185508132	0.696546298	0.373256765	0.517688523
0	0.512350316	0.166841342	0.0535671	0.411815257	1.670100909	0.450293498	0.395386609	0.456130061	0.456929476	0.222014446	0.193543649	0.07804189	0.416419034	0.113896319	0.777224706	0.50049313	0.822826726	0.824085184	1.357221335	0.196284408	0.342175498	0.27713005	0.284294471	0.4851325	0.620934537	0.451665254	0.182344028	0.183349909	0.621025211	1.185628771	0.195316658	0.99853442	1.927120132	0.199525446	0.094160817	0.079252703	1.096132192	0.187571644	0.687937297	0.312104968	0.494544738
0	0.566246158	0.18778038	0.056668645	0.36604968	1.377458243	0.487699689	0.373348621	0.451736686	0.519472119	0.249260676	0.193941092	0.080384761	0.40065539	0.096650533	0.924506621	0.468683509	0.813336118	0.912944999	1.260055156	0.22475151	0.368065881	0.261499445	0.35710884	0.527598621	0.641097627	0.422839372	0.221979375	0.238751727	0.64438725	1.05277698	0.189814273	1.145796797	2.380818426	0.264295587	0.143270678	0.088413751	1.082267601	0.19663911	0.842688812	0.388236953	0.580631417
5	0.581896623	0.191782855	0.052583638	0.280526022	1.485780917	0.408503529	0.393284727	0.488777256	0.534586743	0.240112275	0.212335705	0.080791485	0.43408882	0.123693955	0.806282151	0.527536123	0.857980281	0.854169974	1.51489927	0.237081995	0.248568043	0.227153858	0.432372656	0.504199951	0.648445869	0.436577441	0.213926233	0.182335406	0.659919349	1.047456022	0.243917306	0.938824679	1.850005117	0.274532476	0.114768179	0.082526154	1.201374893	0.187202616	0.716004211	0.3474224	0.433033074
15	0.589267217	0.187809573	0.053670852	0.417444436	1.226279829	0.438518847	0.393530226	0.480499068	0.46497987	0.243694539	0.214156215	0.080673316	0.43083355	0.127630307	0.756024009	0.569418433	0.845438954	0.89711372	1.300874167	0.205774024	0.280017443	0.243190504	0.441322275	0.516483227	0.647691881	0.422010935	0.20813913	0.213694866	0.638562085	1.027778679	0.243113987	0.97162515	1.899542671	0.238645998	0.087303354	0.081109233	1.22619936	0.181590578	0.801119933	0.325473153	0.48044062
30	0.567552077	0.187930447	0.05692236	0.41337639	1.352806228	0.431023881	0.379930439	0.488347617	0.483280575	0.261254301	0.207889367	0.077094042	0.435615402	0.128806895	0.792721003	0.502438135	0.919673329	1.010572894	1.431458974	0.205162767	0.287067543	0.24920278	0.444327769	0.50373869	0.628069682	0.432189282	0.198275278	0.215812752	0.69549281	1.136120312	0.232840227	1.067910802	2.1084139	0.267900592	0.097802011	0.098960897	1.320282153	0.185242266	0.777884951	0.323197722	0.475547558
60	0.627856194	0.171766646	0.102665853	0.383492991	1.430497255	0.569042282	0.521665292	0.470186324	0.547750538	0.23810988	0.202809376	0.118702739	0.402959589	0.11920801	0.562294837	0.519060428	1.410074298	1.392424699	1.341995832	0.214114604	0.324597105	0.216847066	0.606010928	0.759401967	0.614733612	0.409662376	0.219543591	0.988543524	0.716896458	1.052475793	0.254020303	1.322176865	2.554804629	1.276014178	0.573746582	0.088338489	1.423307969	0.189415984	0.634561006	0.266170549	0.629997493
120	0.49950974	0.157959923	0.071480099	0.42190709	1.736923513	0.383344733	0.389265349	0.479515686	0.431686285	0.24731925	0.203669698	0.120210572	0.395076383	0.131116205	0.847556369	0.418876413	1.159811021	0.96984845	1.261916084	0.217742286	0.166925642	0.149182293	0.379651709	0.492987781	0.542430702	0.468862501	0.182774483	0.399568827	0.601266056	1.189107641	0.252346658	1.206980974	2.486220355	0.872996016	0.208401163	0.099954798	1.476774729	0.192341649	0.469837727	0.334394884	0.414843992
240	0.533964679	0.240275348	0.056148066	0.353588805	1.668076113	0.438457782	0.407546437	0.457688862	0.527418847	0.235692257	0.215625458	0.080577759	0.446521927	0.119911697	0.775205435	0.431188449	0.965408034	0.94054975	1.372586049	0.271545412	0.287342589	0.228072245	0.390103619	0.518582405	0.600599841	0.441402762	0.191756995	0.221322143	0.540233464	1.04103401	0.247529746	0.892722352	1.756823641	0.340789321	0.096164111	0.095709365	1.366570296	0.189482752	0.567884504	0.282995277	0.426904126
