Time	EIF4EBP1_pS65	EIF4EBP1_pT37_pT46	ACACA_pS79.ACACB_pS79	AKT1_pS473.AKT2_pS473.AKT3_pS473	AKT1_pT308.AKT2_pT308.AKT3_pT308	PRKAA1_pT172.PRKAA2_pT172	BAD_pS112	MET_pY1235	RAF1_pS338	CHEK1_pS345	CHEK2_pT68	EGFR_pY1068	EGFR_pY1173	ESR1_pS118	GSK3A_pS9_pS21.GSK3B_pS9_pS21	GSK3A_pS9.GSK3B_pS9	ERBB2_pY1248	ERBB3_pY1298	MAPK8_pT183_pT185	MAPK1_pT202_Y204.MAPK3_pT202_Y204	MAP2K1_pS217_S221	MTOR_pS2448	NDRG1_pT346	RELA_p65_pS536	CDKN1B_pT157	CDKN1B_pT198	MAPK14_pT180_Y182	RPS6KB1_pT389	RPS6KA1_pT359_S363	PDK1_pS241	PEA15_pS116	PRKCA_pS657	PRKCD	PRKCA_pS660.PRKCB_pS660.PRKCD_pS660.PRKCE_pS660.PRKCH_pS660.PRKCQ_pS660	AKT1S1_pT246	RB1_pS807_S811	RICTOR_pT1135	RPS6_pS235_S236	RPS6_pS240_S244	SRC_pY416	SRC_pY527	STAT3_pY705	WWTR1_pS89	YAP1_pS127	YBX1_PS102
0	3.389939642	8.656508734	0.265591941	1.605166951	2.554841353	0.814471869	1.284494437	0.916034097	1.493665908	1.052934801	1.00516218	0.281009909	1.291135605	1.194375075	2.873178128	1.657322861	0.620130755	0.726556775	0.787497369	0.389851664	0.130116518	0.54233367	0.306795455	1.383013376	1.091136081	0.686322124	1.223909203	0.205916477	1.08081861	1.052509459	1.314844226	2.971740094	0.459344025	1.238976935	7.486985868	0.834173199	1.024658196	0.396439704	0.253863874	0.613845077	1.387667922	0.871813667	0.794695693	6.388349837	1.695510019
0	4.062355569	8.332411839	0.599926494	1.646240794	1.897012234	1.431022154	1.222681148	0.979526893	1.689181853	1.134151514	1.154932327	0.299883454	1.248568918	1.021989096	3.192489797	1.947154437	0.580457284	0.768891267	0.818148817	0.304057412	0.132767789	0.790446307	0.306146531	1.169032577	1.232794998	0.682372037	1.222861328	0.320185038	1.043361733	1.00422009	1.399550404	3.636341972	0.466726314	1.511055872	6.842530224	0.816212012	1.17879398	0.775654793	0.435734263	0.654903905	1.511552401	0.87039123	1.253081288	4.314509718	1.37556863
0	4.324738407	5.19659213	0.565014392	1.648274575	2.251112466	1.274383751	1.200636638	0.982513802	1.773019086	1.388907761	1.433000586	0.285492546	1.23228856	1.172939272	3.299829248	2.044159595	0.650612778	0.896548207	0.973428274	0.366550254	0.148094242	0.792750845	0.30734038	1.317783876	1.387406879	0.770402117	1.428273645	0.352008894	1.084420122	1.024819677	1.660394038	2.76241885	0.45373932	1.677875103	5.078238152	0.869948427	1.343405696	0.987386925	0.496776002	0.695729725	1.49571208	1.019279383	0.617791618	4.543877304	1.755193387
0	6.315138569	7.843506913	0.559698869	1.42626988	2.411908388	1.383047632	1.228954171	0.930014669	1.611580892	1.324408661	1.344216483	0.254629998	1.169119441	1.186542009	3.319856964	1.910952682	0.679206139	0.865793283	0.89976778	0.333196245	0.1422225	0.69312625	0.28162477	1.200945789	1.356513223	0.74326397	1.420826877	0.375368122	1.086293941	0.940224194	1.551854878	3.362123327	0.481597787	1.568507778	6.896336836	0.881664967	1.321892945	0.850212015	0.414206251	0.623455508	1.604485169	0.915277658	0.629775551	4.309716873	1.485065903
0	3.246399636	5.034677574	0.549538173	1.67494178	2.17163	1.443924557	1.27595604	1.016254442	1.745626699	1.18113981	1.165090192	0.299224707	1.266989951	1.192986628	3.478794365	2.063603586	0.627036221	0.906471981	0.992523853	0.383320373	0.133922824	0.816596362	0.330293852	1.215522245	1.252834191	0.698255637	1.370147291	0.340600928	1.060805753	1.045843406	1.194298925	3.52438383	0.488170789	1.50979511	4.421742353	0.91916411	1.260807847	0.859868483	0.51093379	0.670712399	1.665876123	0.891220692	1.216957243	3.985059223	1.560022874
5	6.827311238	9.498693332	0.311226078	1.388750118	1.834126415	1.14672425	1.162956134	1.080894525	1.824731834	1.5135272	1.136514382	0.237194821	1.20132562	1.131899771	3.022502024	1.825198416	0.580439699	0.762572871	0.764602483	0.373016156	0.164064352	0.805960039	0.293837641	1.246872465	1.095876224	0.683217694	1.088080307	0.419665482	1.07654635	0.952244396	1.305342932	4.037345655	0.455795806	1.558698419	7.858047201	0.816491804	1.429137539	1.169803117	0.55227409	0.650269907	1.623830155	1.060945221	0.663783813	5.783946576	1.539128345
15	6.187110074	8.646614783	0.381145624	1.315317662	2.013143762	1.160907316	1.219106809	0.974597505	1.946791314	1.470525562	1.009450366	0.234731447	1.139407557	1.08686336	3.015130381	1.853019242	0.598491651	0.832595634	0.772077274	0.350026913	0.155971811	0.8496504	0.275469968	1.187528375	1.127604689	0.658700492	1.04628107	0.426157246	1.123126757	0.967412708	1.225511667	4.302749816	0.470814953	1.598507191	7.033806261	0.78477181	1.562014159	1.489161303	0.640911251	0.649875549	1.577333867	1.044105171	0.670811748	5.062679548	1.516612548
30	5.15332201	8.126289436	0.324308367	2.016810504	2.531302225	1.128681624	1.10906089	1.057457818	1.997806636	1.375705663	1.082549618	0.243212522	1.240793571	1.175091557	3.719264907	2.152852651	0.584123698	0.886415043	0.850996572	0.374550642	0.138787115	0.92617148	0.276344208	1.25513599	1.068301927	0.612340909	1.025895408	0.413330067	1.09694053	1.007353949	0.679067064	4.914701918	0.459141789	1.65745279	7.592519445	0.725394493	1.594533338	1.354832893	0.605131573	0.645534017	1.725477742	1.061311296	0.87020984	4.375184946	1.404855804
60	5.080544448	8.510161326	0.325948984	2.175542002	2.397444014	1.213058109	1.15183329	1.011951599	1.686937804	1.228711404	1.041857651	0.264612769	1.240682399	1.199456962	3.372856072	2.046807037	0.604031371	0.84221684	0.919570839	0.390068003	0.133608049	0.818570981	0.28947573	1.233494785	1.235819301	0.655641967	1.084931911	0.408126381	1.098949258	1.022894106	0.897907881	5.080086876	0.499158322	1.450876984	7.466678228	0.721603336	1.48522352	1.461074934	0.618082937	0.638143675	1.612403591	0.915119571	0.795782894	5.377820598	1.505221945
120	4.851444344	7.957021317	0.514189907	2.135128916	2.649345702	1.412063741	1.291753125	1.127762779	2.374555248	1.177886191	0.955085889	0.260694725	1.195534647	1.135564528	3.572947152	1.974065591	0.532338913	0.865553761	0.792492074	0.307122781	0.131608691	0.975187571	0.274613601	1.234843408	1.099105366	0.579173235	1.106998841	0.441992008	1.186590375	1.124301855	0.339632804	5.387116807	0.460814513	1.571628265	6.981626213	0.784499575	1.817875468	2.39715457	0.651734203	0.67018217	2.028533849	0.935589605	0.558278818	5.375628945	1.417834574
240	4.734732755	9.408306596	0.358302611	2.618071729	2.75694498	1.341719463	1.30970303	1.080261003	2.502237704	1.212578634	1.106908851	0.271834581	1.214674199	1.092393701	3.944599828	2.048388421	0.568274904	0.868060915	0.808187115	0.359229213	0.129825933	0.961053429	0.282892327	1.29282975	1.027778488	0.575010389	0.984927142	0.432016774	1.194265115	1.10851185	0.433492834	5.694918214	0.45443816	1.5780956	8.387977893	0.807222211	1.812450129	1.855176297	0.505564568	0.740364764	2.093456807	0.929821752	0.577498766	5.358436544	1.431467597
