Time	4EBP1_pS65	4EBP1_pT37_pT46	ACC_pS79	AKT_pS473	AKT_pT308	AMPK_pT172	BAD_pS112	c-Met_pY1235	c-Raf_pS338	CHK1_pS345	CHK2_pT68	EGFR_pY1068	EGFR_pY1173	ER-alpha_pS118	GSK3-alpha-beta_pS21_S9	GSK3-alpha-beta_pS9	HER2_pY1248	HER3_pY1298	JNK_pT183_pT185	MAPK_pT202_Y204	MEK1_pS217_S221	mTOR_pS2448	NDRG1_pT346	NF-kB-p65_pS536	p27_pT157	p27_pT198	p38_pT180_Y182	p70S6K_pT389	p90RSK_pT359_S363	PDK1_pS241	PEA15_pS116	PKC-alpha_pS657	PKC-delta	PKC-pan-betaII_pS660	PRAS40_pT246	Rb_pS807_S811	Rictor_pT1135	S6_pS235_S236	S6_pS240_S244	Src_pY416	Src_pY527	STAT3_pY705	TAZ_pS89	YAP_pS127	YB-1_PS102
0	1.892965376	3.056887391	0.961520585	0.69326394	2.477532001	2.778352313	0.654230708	0.653561923	1.031635903	0.85237249	0.595164882	9.812477443	1.385876681	1.118407487	3.324517874	2.024682406	10.70531415	2.372421943	0.387891059	1.00251906	1.988070001	0.85439212	0.500118245	1.489285406	0.530764787	0.986477269	1.187165193	0.345010779	0.349478362	2.647036853	5.825304045	0.223718415	0.794092177	1.910524108	4.43388896	4.312067568	0.815376999	0.5285128	0.564012239	1.967858672	5.128496304	0.31387691	1.802265207	2.275647605	0.683816986
0	1.781412707	2.868723013	0.586635007	0.556526831	1.448306836	4.130736045	0.672260972	0.632810771	0.898526966	0.826636692	0.596571338	14.50929209	1.61214936	1.198045615	2.933014941	1.745542009	12.30483732	2.379131349	0.353560215	0.720318231	1.582048684	0.686998997	0.528536009	1.299529747	0.567460411	1.112973713	1.004480579	0.293508142	0.299563133	2.810735557	6.66716826	0.212182714	0.692598456	1.596378584	5.196177201	5.046153325	0.698913129	0.437644132	0.571954322	2.309211417	3.790635368	0.301884222	1.672721554	2.803560935	0.647991103
0	2.486319936	3.907619061	0.675038028	0.640494942	1.991125518	4.526370349	0.669067218	0.616259956	0.864469296	0.807599665	0.618208391	13.64861293	1.693682862	1.245479222	3.84162291	1.822400178	15.12730163	2.808874448	0.314850595	0.853292177	2.468915638	0.650053526	0.512015835	1.637448003	0.508740103	1.025209549	1.142377611	0.265846291	0.303739708	3.440560101	9.062096762	0.172410984	0.720871665	1.773890728	7.538786042	6.204874279	0.677726955	0.410985039	0.61962662	2.129025931	4.824345631	0.274353813	1.954419266	3.046155229	0.523707162
0	1.904642061	3.311961511	0.752830391	0.719437676	1.535613654	4.476590708	0.57873842	0.606954964	0.910710316	0.755951282	0.613962773	14.99765388	1.598003425	1.268177716	3.428378229	1.97264957	12.25852344	2.335021281	0.324350579	0.778081905	1.655107977	0.755821542	0.486238446	1.342383419	0.484765133	1.026593861	1.034663837	0.305601773	0.288534773	3.385898351	4.894803969	0.236763097	0.656398929	1.907318605	5.1665569	5.077912949	0.680288598	0.507235462	0.697932503	2.617739408	5.203832425	0.290371046	1.614080632	2.988309833	0.593305882
0	1.866549252	3.335127513	0.683488918	0.69704113	1.357681649	3.915178771	0.633692529	0.5838414	0.878405806	0.791520023	0.582562835	15.22996276	1.417432534	1.206162787	3.082699025	1.844056924	12.37394642	2.1905217	0.317161524	0.780405204	1.588539796	0.810352808	0.569510941	1.310455562	0.509035043	1.005060946	1.054466947	0.337230986	0.289524629	2.935293859	9.365514488	0.224099049	0.699998104	1.715196373	4.899683876	5.068434201	0.72193089	0.589027421	0.783350629	2.173645424	4.609046855	0.297165382	2.01241582	2.219574742	0.604028527
0	2.102672754	3.027887265	1.051694631	0.625861567	2.171686871	3.250810607	0.671203353	0.644049621	1.002187184	0.829934143	0.589400355	8.323635889	1.385419627	1.146591845	2.982770493	1.850701148	10.9404339	2.308634007	0.387714239	0.938747027	2.105979313	0.83783698	0.460336583	1.463111857	0.57257506	1.000821633	1.131211168	0.322260483	0.333457964	2.529286045	7.749291144	0.22824283	0.788162404	1.8798597	4.141630699	4.217390428	0.751066092	0.455283876	0.520427526	1.815729105	4.486550514	0.306403488	1.876187827	2.171869008	0.670589856
5	2.667898633	4.542121687	0.682107486	0.94123402	1.808052428	4.627281943	0.712827223	0.586116059	1.246227293	0.75347787	0.635097192	7.699795039	1.28830182	1.189052198	3.72534899	1.744707546	9.833892141	2.366966993	0.347632727	1.825136247	3.833328441	0.888160705	0.561322453	0.993796059	0.461402468	0.978327804	0.998388019	0.40758615	0.431496318	3.574855767	3.98717531	0.203377708	0.627069851	2.207910942	5.55129999	6.683097097	0.787880458	0.591966269	0.627412943	1.79168822	6.795440917	0.276808251	1.445674143	2.62192186	0.583472624
15	2.409567613	3.876323296	0.717112734	0.528511974	1.438405199	5.965029978	0.707630362	0.660080132	1.097371683	0.840999714	0.644191564	8.446744378	1.317189898	1.335375208	3.486397215	1.783903171	12.84505416	2.497487819	0.344987689	0.645325607	1.462126684	1.041557707	0.401605372	1.366073952	0.602348852	0.923327282	0.912979374	0.320175227	0.397425648	3.559455495	6.063462435	0.204134017	0.796893018	2.400892887	4.851451974	8.162393777	0.883199739	0.52781472	0.469765876	1.767306868	7.361633619	0.271666758	1.555578243	2.841639508	0.578789271
30	1.925548418	3.066689071	0.832252762	0.956325793	2.070068893	3.897668455	0.69581741	0.682014409	1.149739899	0.838773438	0.633941862	7.148549164	1.315522437	1.198522497	3.098440746	2.082168765	9.633737905	2.215020497	0.369296729	0.713017023	1.396728857	1.101433463	0.559709502	1.316777061	0.595175347	1.02276438	0.910098683	0.519553909	0.404136759	2.767466576	4.159446579	0.227322845	0.797780899	1.859468726	3.882390777	4.767545999	0.981200859	0.929382642	0.830950467	2.018249755	4.917229529	0.312518429	1.693667743	2.336618712	0.677877867
60	1.9679617	3.237151114	0.704115562	0.771143002	1.869311493	3.896102283	0.696097959	0.655391248	1.070817894	0.82235583	0.650687686	12.13695043	1.426271554	1.191393496	2.849011083	1.898406149	11.87426002	2.139859844	0.381421531	0.504912059	1.263201541	1.025449541	0.549937931	1.359445572	0.609029254	1.030250541	0.95548756	0.522759362	0.367033971	2.631758381	4.605692063	0.232731271	0.824873511	1.810810044	3.818584953	5.155895415	0.992609439	0.863450752	0.81885418	2.182580332	5.269725088	0.334208771	1.665375108	2.471912442	0.675768676
120	2.168992564	3.608170416	0.748633677	1.038009507	2.232062417	4.780821335	0.64560042	0.673655438	1.329569387	0.777545582	0.661494772	14.68322265	1.504243896	1.380566769	3.206173511	1.964257085	13.441592	2.414567316	0.366692031	0.456261876	1.235894022	0.945623323	0.567082562	1.429333644	0.543810073	1.05017095	0.844076838	0.41116478	0.313913325	3.111679057	0.601039021	0.258018201	0.743628469	2.146534002	4.062813881	5.652158132	1.099199614	0.675083148	0.577370038	2.660433772	6.778190026	0.338299602	0.888000074	2.485499742	0.702626977
240	2.101971645	3.588839993	0.915031618	1.105139968	2.247627826	5.091580389	0.647334604	0.684147062	1.258505766	0.806911455	0.67202981	16.7260866	1.546661272	1.333904437	3.155976168	2.10858016	14.21298592	2.521450281	0.419402068	0.55273141	1.253566849	0.998100304	0.614615757	1.44928524	0.588528055	0.948409896	0.899827297	0.48677822	0.335365424	2.879241921	0.580232267	0.258832513	0.752514069	2.041209569	4.347782298	5.105649821	1.132671943	0.863033458	0.688709493	2.693522129	6.285777059	0.361059773	0.918610021	2.394091084	0.707722052
